会計分類,会計,借入区分,借入方法,借入先,銘柄,費目,事業名,起債額（千円）,起債許可年度,起債年月日（年月日）,償還期間自（年月）,償還期間至（年月）,元利金支払期日上期（年月）,元利金支払期日下期（年月）,利率（％）,平成28年度支払予定額元金上期（円）,平成28年度支払予定額元金下期（円）,平成28年度支払予定額利子上期（円）,平成28年度支払予定額利子下期（円）,平成27年度末現在高（円）
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資04002,保健衛生費,水道事業会計出資金,1407000,04,05.03.25,05.09,05.03,09.25,03.25,4.400,34419293,35176517,12258948,11501724,557224926
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資04004,保健衛生費,病院建設費(荏原病院･移管分),1538000,04,05.03.25,05.09,05.03,09.25,03.25,4.400,37623932,38451658,13400329,12572603,609105853
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資04005,保健衛生費,看護婦寄宿舎建設費(荏原病院･移管分),222000,04,05.03.25,05.09,05.03,09.25,03.25,4.400,5430763,5550239,1934247,1814771,87920351
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資04010,土木費,新都市開発整備費,420000,04,05.04.27,05.09,05.03,09.25,03.25,4.400,10274416,10500453,3659388,3433350,166335799
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資04014,警察費,警察施設整備費,489000,04,05.05.28,05.09,30.03,09.25,03.25,4.400,16004456,16356554,1455554,1103456,66161566
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資04015,警察費,警察施設整備費,700000,04,05.05.28,05.09,30.03,09.25,03.25,4.400,22910264,23414289,2083615,1579590,94709808
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資04016,警察費,警察施設整備費,700000,04,05.05.28,05.09,30.03,09.25,03.25,4.400,22910264,23414289,2083615,1579590,94709808
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資04017,警察費,警察施設整備費,2500000,04,05.05.28,05.09,30.03,09.25,03.25,4.400,81822370,83622462,7441485,5641393,338249312
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資04018,教育費,都立学校整備費,2013000,04,05.05.28,05.09,30.03,09.25,03.25,4.400,65883372,67332807,5991884,4542449,272358346
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資05001,保健衛生費,病院建設費(荏原病院･移管分),4438000,05,06.03.23,06.09,06.03,09.01,03.01,3.650,101892629,103752170,34193378,32333837,1873609705
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資05002,保健衛生費,看護婦寄宿舎建設費(荏原病院･移管分),590000,05,06.03.23,06.09,06.03,09.01,03.01,3.650,13545888,13793101,4545762,4298549,249082860
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資05006,その他（普通債）,地下高速鉄道建設費出資金（交通局）,1396000,05,06.03.23,06.09,06.03,09.01,03.01,3.650,32050949,32635879,10755735,10170805,589355375
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資05007,保健衛生費,水道事業会計出資金,2380000,05,06.03.23,06.09,06.03,09.01,03.01,3.650,54642735,55639965,18337142,17339912,1004774921
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資05009,土木費,新都市開発整備費,186000,05,06.04.20,06.09,06.03,09.25,03.25,4.300,4345447,4438874,1761841,1668414,81946078
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資06001,その他（普通債）,高速電車事業会計出資金,2447000,06,07.03.27,07.09,07.03,09.01,03.01,4.650,55067643,56347965,28217598,26937276,1213660134
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資06002,保健衛生費,水道事業会計出資金,982000,06,07.03.27,07.09,07.03,09.01,03.01,4.650,22099070,22612874,11323940,10810136,487051185
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資06004,保健衛生費,病院建設費(荏原病院･移管分),12996000,06,07.03.27,07.09,07.03,09.01,03.01,4.650,292463868,299263653,149863468,143063683,6445740537
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資06008,保健衛生費,病院建設費(豊島病院･移管分),100000,06,07.03.27,07.09,07.03,09.01,03.01,4.650,2250415,2302737,1153150,1100828,49597881
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資06025,教育費,都立学校整備費,177000,06,07.05.26,07.09,02.03,09.25,03.25,3.850,5151517,5250683,848892,749726,44098315
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資06027,土木費,新都市開発整備費,130000,06,07.10.31,08.03,07.09,09.25,03.25,3.150,2806079,2850275,970075,925879,61592065
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資07001,その他（普通債）,高速電車事業会計出資金,2616000,07,08.03.14,08.09,08.03,09.01,03.01,3.150,55591389,56466953,20396459,19520895,1295013271
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資07002,保健衛生費,病院建設費(豊島病院･移管分),289000,07,08.03.14,08.09,08.03,09.01,03.01,3.150,6141403,6238131,2253279,2156551,143065303
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資07014,教育費,都立学校整備費,320000,07,08.05.27,08.09,03.03,09.25,03.25,3.400,8776160,8925354,1611412,1462218,94788958
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資07032,土木費,新都市開発整備費,62000,07,09.03.25,09.09,09.03,09.01,03.01,2.800,1275994,1293858,456548,438684,32610538
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08003,保健衛生費,病院建設費(豊島病院･移管分),2902000,08,09.03.25,09.09,09.03,09.01,03.01,2.800,59724759,60560906,21369370,20533223,1526383603
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08007,その他（普通債）,高速電車事業会計出資金,1107000,08,09.03.25,09.09,09.03,09.01,03.01,2.800,22782670,23101627,8151583,7832626,582255909
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08012,土木費,河川海岸直轄事業負担金,12882000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,459165848,465135004,12015911,6046755,924300852
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08013,教育費,都立学校整備費,238000,08,09.05.26,09.09,04.03,09.25,03.25,2.600,6112200,6191659,1024722,945263,78824714
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08014,土木費,首都高速道路公団出資金,2760000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,98377406,99656312,2574438,1295532,198033718
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08015,社会及労働施設費,社会福祉施設整備費,108000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,3849551,3899595,100739,50695,7749146
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08016,社会及労働施設費,社会福祉施設整備費,134000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,4776294,4838386,124991,62899,9614680
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08017,社会及労働施設費,社会福祉施設整備費,572000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,20388361,20653410,533543,268494,41041771
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08018,社会及労働施設費,社会福祉施設整備費,734000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,26162687,26502802,684651,344536,52665489
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08019,社会及労働施設費,養育院整備費,886000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,31580573,31991120,826432,415885,63571693
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08020,社会及労働施設費,養育院整備費,699000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,24915147,25239044,652005,328108,50154191
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08021,保健衛生費,一般施設整備費,117000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,4170347,4224561,109133,54919,8394908
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08022,保健衛生費,一般施設整備費,868000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,30938981,31341188,809642,407435,62280169
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08023,保健衛生費,一般施設整備費,245000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,8732777,8846303,228528,115002,17579080
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08024,保健衛生費,一般施設整備費,66000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,2352503,2383086,61563,30980,4735589
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08025,保健衛生費,一般施設整備費,53000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,1889131,1913690,49437,24878,3802821
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08026,保健衛生費,一般施設整備費,229000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,8162473,8268585,213604,107492,16431058
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08027,保健衛生費,一般施設整備費,53000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,1889131,1913690,49437,24878,3802821
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08028,保健衛生費,一般施設整備費,45000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,1603979,1624831,41975,21123,3228810
一般会計,一般会計普通債,長期債,証書,地方機構,,,小計,1422000,,,,,,,,30591148,30891189,7962612,7662571,815484925
一般会計,一般会計普通債,長期債,証書,銀行,銀行795,土木費,街路整備費,18666000,18,22.01.29,22.07,29.01,07.29,01.29,,1866600000,1866600000,,,3733200000
一般会計,一般会計普通債,長期債,証書,銀行,銀行795,土木費,街路整備費,1334000,18,22.01.29,22.07,29.01,07.29,01.29,,133400000,133400000,,,266800000
一般会計,一般会計普通債,長期債,証書,銀行,銀行799,土木費,街路整備費,3494000,21,22.03.19,22.09,07.03,09.19,03.19,,174700000,174700000,,,3144600000
一般会計,一般会計普通債,長期債,証書,銀行,銀行799,土木費,街路整備費,200000,21,22.03.19,22.09,07.03,09.19,03.19,,10000000,10000000,,,180000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行799,土木費,街路整備費,24680000,21,22.03.19,22.09,07.03,09.19,03.19,,1234000000,1234000000,,,22212000000
一般会計,一般会計普通債,長期債,証書,銀行,銀行799,その他（普通債）,高速電車事業会計出資金,2552000,06,22.03.19,22.09,07.03,09.19,03.19,,127600000,127600000,,,2296800000
一般会計,一般会計普通債,長期債,証書,銀行,銀行799,土木費,中小河川整備費,3062000,06,22.03.19,22.09,07.03,09.19,03.19,,153100000,153100000,,,2755800000
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08029,保健衛生費,一般施設整備費,89000,08,09.05.26,09.09,29.03,09.25,03.25,2.600,3172315,3213555,83016,41776,6385870
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資08036,土木費,新都市開発整備費,36000,08,10.03.25,10.09,10.03,09.01,03.01,2.100,723127,730720,206023,198430,19621305
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資09001,保健衛生費,病院建設費(豊島病院･移管分),5801000,09,10.03.25,10.09,10.03,09.01,03.01,2.100,116523830,117747331,33198432,31974931,3161755427
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資09007,その他（普通債）,高速電車事業会計出資金,243000,09,10.04.20,10.09,10.03,09.25,03.25,2.000,4882590,4931416,1317004,1268178,131700368
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資09012,教育費,都立学校整備費,149000,09,10.05.25,10.09,05.03,09.25,03.25,2.000,3655982,3692541,546474,509915,54647495
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資09013,社会及労働施設費,社会福祉施設整備費,1420000,09,10.05.25,10.09,30.03,09.25,03.25,2.000,47542347,48017770,1930409,1454986,193040992
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資09014,社会及労働施設費,社会福祉施設整備費,470000,09,10.05.25,10.09,30.03,09.25,03.25,2.000,15735847,15893205,638939,481581,63893849
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資09015,社会及労働施設費,養育院整備費,176000,09,10.05.25,10.09,30.03,09.25,03.25,2.000,5892573,5951498,239262,180337,23926207
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資09016,社会及労働施設費,養育院整備費,174000,09,10.05.25,10.09,30.03,09.25,03.25,2.000,5825612,5883868,236543,178287,23654319
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資09017,保健衛生費,一般施設整備費,101000,09,10.05.25,10.09,30.03,09.25,03.25,2.000,3381533,3415348,137304,103489,13730380
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資09018,保健衛生費,一般施設整備費,36000,09,10.05.25,10.09,30.03,09.25,03.25,2.000,1205299,1217352,48940,36887,4893997
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資09019,保健衛生費,一般施設整備費,2211000,09,10.05.25,10.09,30.03,09.25,03.25,2.000,74025442,74765697,3005730,2265475,300572980
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資09022,土木費,公園整備費,1419000,09,10.05.25,10.09,30.03,09.25,03.25,2.000,47508866,47983955,1929051,1453962,192905047
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資10001,保健衛生費,病院建設費(豊島病院･移管分),17054000,10,11.03.25,11.09,11.03,09.01,03.01,2.100,335479132,339001662,104680058,101157528,9969529412
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資10011,土木費,河川海岸直轄事業負担金,16800000,10,11.05.25,11.09,31.03,09.25,03.25,1.700,542758905,547372356,28275628,23662177,3326544494
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資10012,社会及労働施設費,高齢保健福祉施設整備費,226000,10,11.05.25,11.09,11.03,09.25,03.25,1.700,4467511,4505485,1099718,1061744,129378613
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資10013,社会及労働施設費,社会福祉施設整備費,530000,10,11.05.25,11.09,31.03,09.25,03.25,1.700,17122751,17268295,892029,746485,104944559
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資10014,社会及労働施設費,高齢保健福祉施設整備費,264000,10,11.05.25,11.09,31.03,09.25,03.25,1.700,8529069,8601566,444331,371834,52274272
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資10015,社会及労働施設費,社会福祉施設整備費,1996000,10,11.05.25,11.09,31.03,09.25,03.25,1.700,64484927,65033049,3359414,2811292,395225166
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資10016,社会及労働施設費,社会福祉施設整備費,1232000,10,11.05.25,11.09,31.03,09.25,03.25,1.700,39802320,40140639,2073546,1735227,243946596
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資10017,保健衛生費,一般施設整備費,1322000,10,11.05.25,11.09,31.03,09.25,03.25,1.700,42709957,43072991,2225022,1861988,261767370
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資10018,土木費,公園整備費,1500000,10,11.05.25,11.09,31.03,09.25,03.25,1.700,48460616,48872532,2524610,2112694,297012900
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資10019,その他（普通債）,高速電車事業会計出資金,4596000,10,11.05.25,11.09,11.03,09.25,03.25,1.700,90852574,91624820,22364180,21591934,2631080078
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資10020,保健衛生費,水道事業会計出資金,340000,10,11.05.25,11.09,11.03,09.25,03.25,1.700,6721035,6778163,1654443,1597315,194640388
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資11001,保健衛生費,病院建設費(豊島病院･移管分),478000,11,12.03.24,12.09,12.03,09.01,03.01,2.000,9229674,9321971,2965411,2873114,296541100
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資11005,その他（普通債）,高速電車事業会計出資金,10104000,11,12.05.10,12.09,12.03,09.25,03.25,2.100,194652485,196696336,66129059,64085208,6298005628
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資11006,保健衛生費,水道事業会計出資金,202000,11,12.05.10,12.09,12.03,09.25,03.25,2.100,3891509,3932369,1322057,1281197,125910248
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資11008,土木費,首都高速道路公団出資金,7200000,11,12.05.26,12.09,02.03,09.25,03.25,2.000,231653716,233970253,19194063,16877526,1919406372
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資11009,土木費,首都高速道路公団貸付金,11700000,11,12.05.26,12.09,02.03,09.25,03.25,2.000,376437288,380201661,31190353,27425980,3119035355
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資11010,土木費,東京港埠頭公社貸付金（普通）,600000,11,12.05.26,12.09,02.03,09.25,03.25,2.000,18514911,18700060,1534084,1348935,153408451
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資11011,土木費,河川海岸直轄事業負担金,13430000,11,12.05.26,12.09,02.03,09.25,03.25,2.000,432098528,436419513,35802260,31481275,3580226054
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資11016,社会及労働施設費,高齢保健福祉施設整備費,2861000,11,12.05.26,12.09,12.03,09.25,03.25,2.000,55242884,55795313,17749039,17196610,1774903952
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資11017,社会及労働施設費,高齢保健福祉施設整備費,322000,11,12.05.26,12.09,02.03,09.25,03.25,2.000,10360069,10463670,858401,754800,85840118
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資11018,保健衛生費,一般施設整備費,193000,11,12.05.26,12.09,02.03,09.25,03.25,2.000,6209606,6271703,514508,452411,51450754
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資11019,土木費,公園整備費,375000,11,12.05.26,12.09,02.03,09.25,03.25,2.000,12065298,12185951,999691,879038,99969082
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資11020,教育費,都立学校整備費,99000,11,12.05.26,12.09,07.03,09.25,03.25,2.000,2334358,2357701,457878,434535,45787838
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資12006,土木費,河川海岸直轄事業負担金,6800000,12,13.05.25,13.09,03.03,09.25,03.25,1.600,211669261,213362615,17556337,15862983,2194542144
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資12008,土木費,公園整備費,519000,12,13.05.25,13.09,03.03,09.25,03.25,1.600,16155346,16284588,1339961,1210718,167495204
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資12008,土木費,市街地再開発費,111000,12,13.05.25,13.09,03.03,09.25,03.25,1.600,3455189,3482831,286581,258940,35822672
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資12009,保健衛生費,一般施設整備費,243000,12,13.05.25,13.09,03.03,09.25,03.25,1.600,7564063,7624576,627381,566868,78422609
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資12010,教育費,都立学校整備費,146000,12,13.05.25,13.09,08.03,09.25,03.25,1.600,3367679,3394620,581813,554872,72726719
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資12014,社会及労働施設費,高齢保健福祉施設整備費,1130000,12,13.10.30,14.03,03.09,09.25,03.25,1.600,34895288,35174451,3196613,2917450,399576555
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資12015,社会及労働施設費,高齢保健福祉施設整備費,5808000,12,13.12.27,14.03,13.09,09.25,03.25,2.000,108848129,109936611,39329812,38241330,3932981202
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資13011,土木費,街路整備費,15938000,13,15.03.25,15.09,05.03,09.01,03.01,1.000,476448908,478831153,34457325,32075080,6891464873
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資14009,教育費,都立学校整備費,223000,14,15.05.26,15.09,10.03,09.25,03.25,0.800,5031457,5051583,505904,485778,126476109
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資14013,土木費,街路整備費,21675000,14,16.03.25,16.09,06.03,09.01,03.01,1.600,643198162,648343747,87458433,82312848,10932304088
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資15013,教育費,都立学校整備費,427000,15,16.05.27,16.09,11.03,09.25,03.25,2.000,9297991,9390971,2745290,2652310,274529051
一般会計,一般会計普通債,長期債,証書,財政融資,財政融資16006,教育費,都立学校整備費,472000,16,17.05.27,17.09,07.03,09.25,03.25,1.500,13793494,13896945,1985717,1882266,264762233
一般会計,一般会計普通債,長期債,証書,財政融資,,,小計,237336000,,,,,,,,6605247574,6686598521,1085375763,1004024812,88497701511
一般会計,一般会計普通債,長期債,証書,簡保,簡保21225,保健衛生費,一般施設整備費,61000,14,15.05.23,15.09,05.03,09.30,03.31,0.700,1815125,1821478,90994,84641,25998044
一般会計,一般会計普通債,長期債,証書,簡保,,,小計,61000,,,,,,,,1815125,1821478,90994,84641,25998044
一般会計,一般会計普通債,長期債,証書,郵貯,郵貯14004,保健衛生費,廃棄物処理場等建設,530000,14,15.05.23,15.09,30.03,09.30,03.31,0.600,22647966,22715909,273001,205058,91000341
一般会計,一般会計普通債,長期債,証書,郵貯,郵貯15002,土木費,道路補修費,329000,14,16.03.31,16.09,31.03,09.30,03.31,1.400,14327487,14427780,612384,512092,87483426
一般会計,一般会計普通債,長期債,証書,郵貯,郵貯15002,土木費,交通安全施設費,1129000,14,16.03.31,16.09,31.03,09.30,03.31,1.400,49166362,49510527,2101464,1757299,300209082
一般会計,一般会計普通債,長期債,証書,郵貯,郵貯15002,土木費,道路災害防除費,35000,14,16.03.31,16.09,31.03,09.30,03.31,1.400,1524201,1534870,65147,54478,9306746
一般会計,一般会計普通債,長期債,証書,郵貯,郵貯15002,土木費,道路整備費,2175000,14,16.03.31,16.09,31.03,09.30,03.31,1.400,94718192,95381219,4048436,3385408,578347875
一般会計,一般会計普通債,長期債,証書,郵貯,郵貯15002,土木費,橋梁整備費,230000,14,16.03.31,16.09,31.03,09.30,03.31,1.400,10016177,10086290,428110,357997,61158624
一般会計,一般会計普通債,長期債,証書,郵貯,郵貯15004,保健衛生費,廃棄物処理場等建設,995000,15,16.05.25,16.09,31.03,09.30,03.31,1.500,43463423,43789399,1992896,1666920,265719348
一般会計,一般会計普通債,長期債,証書,郵貯,,,小計,5423000,,,,,,,,235863808,237445994,9521438,7939252,1393225442
一般会計,一般会計普通債,長期債,証書,国庫,国庫(就農）08002,産業経済費,就農支援資金貸付金,15000,08,09.03.24,09.05,29.11,05.31,11.30,0.000,681000,681000,-,-,2724000
一般会計,一般会計普通債,長期債,証書,国庫,国庫(就農）09002,産業経済費,就農支援資金貸付金,8040,09,09.09.24,09.11,30.05,05.31,11.30,0.000,365000,365000,-,-,1825000
一般会計,一般会計普通債,長期債,証書,国庫,国庫(就農）10002,産業経済費,就農支援資金貸付金,7006,10,10.10.05,10.11,01.05,05.31,11.30,0.000,318000,318000,-,-,2226000
一般会計,一般会計普通債,長期債,証書,国庫,国庫(就農）11001,産業経済費,就農支援資金貸付金,6500,11,11.11.05,11.11,02.05,05.31,11.30,0.000,295000,295000,-,-,2655000
一般会計,一般会計普通債,長期債,証書,国庫,国庫(就農）12001,産業経済費,就農支援資金貸付金,1871,12,13.02.21,13.05,03.11,05.31,11.30,0.000,85000,85000,-,-,1020000
一般会計,一般会計普通債,長期債,証書,国庫,国庫(就農）14004,産業経済費,就農支援資金貸付金,5184,14,15.03.17,15.05,05.11,05.31,11.30,0.000,235000,235000,-,-,3760000
一般会計,一般会計普通債,長期債,証書,国庫,国庫(就農）15002,産業経済費,就農支援資金貸付金,1688,15,15.12.22,16.05,06.11,05.31,11.30,0.000,76000,76000,-,-,1368000
一般会計,一般会計普通債,長期債,証書,国庫,国庫(就農）15005,産業経済費,就農支援資金貸付金,13800,15,16.03.25,16.05,06.11,05.31,11.30,0.000,627000,627000,-,-,11286000
一般会計,一般会計普通債,長期債,証書,国庫,国庫(就農）16004,産業経済費,就農支援資金貸付金,14248,16,16.12.17,17.05,07.11,05.31,11.30,0.000,647000,647000,-,-,12940000
一般会計,一般会計普通債,長期債,証書,国庫,国庫(就農）17003,産業経済費,就農支援資金貸付金,27777,17,17.08.10,17.11,08.05,05.31,11.30,0.000,1262000,1262000,-,-,26502000
一般会計,一般会計普通債,長期債,証書,国庫,国庫(災害）17005,社会及労働施設費,災害援護資金貸付金,11933,17,18.04.03,18.09,29.03,09.30,03.31,0.000,234224,798629,-,-,1032853
