名称,所在地,緯度,経度,電話
練馬清掃事務所,練馬区豊玉上2-22-15,35.73704419,139.6600978,03-3992-7141
石神井清掃事務所,練馬区上石神井3-34-25,35.73119168,139.5902028,03-3928-1353
