,平成30年3月31日現在,,,,,,
,島   名,,港  名,係留施設（水深　ｍ）,規模（延長　ｍ）,対象船舶（トン）,
,大島,,元町港,"岸壁　    　 (-6.0, -7.5)",460," 500, 　5,000,  JF ",
,,,,物揚場   　 (-3.0),50,小型船,
,,,岡田港,岸壁　　     (-4.5 ～ -7.5),430,"500,  5,000,  JF ",
,,,,,,,
,,,波浮港,岸壁　　   　(-6.5),135,"4,000 ",
,,,,物揚場   　 (-3.0),757," 300,  500         ",
,利島,,利島港,"岸壁　　   　(-6.0, -7.5)",530,"500, 　5,000,  JF ",
,,,,物揚場   　 (-3.0),137,小型船,
,新島,,新島港,"岸壁　　   　(-6.0, -7.5）",380,"500, 　5,000,  JF ",
,,,,物揚場    　(-3.0),200,小型船,
,式根島,,式根島港,岸壁　　  　 (-7.5),150,"5000,  JF",
,,,,物揚場   　 (-3.0),80,小型船,
,神津島,,神津島港,岸壁　    　 (-7.5),440,"500, 　5,000,  JF ",
,,,,物揚場　    (-3.0),617,小型船,
,三宅島,,三池港," 岸壁　　  　(-6.0, -7.5)",230,"500, 　5,000 ",
,,,,,,,
,,,大久保港,物揚場      (-3.0),30,小型船,
,御蔵島,,御蔵島港,岸壁         (-7.5),300,"5,000 ",
,,,,物揚場　    (-3.0),162,小型船,
,八丈島,,神湊港,"岸壁         (-6.0, -7.5)",310,"500, 　5,000 ",
,,,,,,,
,,,八重根港,"岸壁         (-6.0, -7.5)",230,"500, 　5,000 ",
,青ヶ島,,青ヶ島港,物揚場　 　 (-3.0),54,小型船,
,,,,,,,
,,,大千代港,物揚場　　  (-3.0),50,小型船,
,小笠原,父島,二見港,"岸壁　　　　 (-5.0, -7.5)",360,"500,  10,000 ",
,,,,物揚場　　  (-3.0),130,小型船,
,,,,係船浮標　,3基,"50,000 ",
,,母島,沖港,岸壁　　　   (-4.5),180,500 ,
,,,,物揚場　    (-3.0),363,小型船,
,計,,,岸壁　    ,4135,,
,,,,物揚場　  ,2630,,
,,,,係船浮標　,3基,,
,JF=ジェットフォイル,,,,,,
