,３　　島しょ調査港湾総括表　（平成29年）,,,,,,,,,,,
,,,,,,,,,,,,
,港名,入港船舶,,船客乗降人員（人）,,,海上出入貨物（トン）,,,,,
,,隻数,総トン数,総数,乗込,上陸,総数,移出,移入,,,
,総　　　数,"26,172","20,540,350","794,736","392,632","402,104","741,913","170,093","571,820",,,
,,"25,043","20,054,416","789,963","384,369","405,594","1,171,409","137,576","1,033,833",,,
,大　　島,"4,108","4,588,720","452,800","231,078","221,722","227,340","30,681","196,659",,,
,,"3,969","3,991,462","458,531","226,025","232,506","237,248","34,517","202,731",,,
,　　元　町,"1,381","841,878","142,110","74,539","67,571","110,597","15,471","95,126",,,
,,"1,369","791,825","110,895","60,080","50,815","138,481","19,305","119,176",,,
,　　岡　田,"2,263","3,603,459","310,690","156,539","154,151","47,136","11,115","36,021",,,
,,"2,170","3,065,398","347,636","165,945","181,691","46,317","10,396","35,921",,,
,　　波　浮,464,"143,383",‐,‐,‐,"69,607","4,095","65,512",,,
,,430,"134,239",‐,‐,‐,"52,450","4,816","47,634",,,
,利　島,"1,323","2,501,981","15,023","7,634","7,389","81,617","2,633","78,984",,,
,,"1,378","2,686,109","13,967","7,041","6,926","128,863","2,247","126,616",,,
,新　島,"1,540","2,814,465","56,881","26,601","30,280","77,813","10,031","67,782",,,
,,"1,581","2,877,241","54,794","25,917","28,877","104,056","21,142","82,914",,,
,式根島,"1,551","11,841",‐,‐,‐,‐,‐,‐,,,
,,"1,484","11,375",‐,‐,‐,‐,‐,‐,,,
,神津島,"4,064","975,093","45,630","22,028","23,602","37,693","13,525","24,168",,,
,,"3,989","951,149","46,877","23,323","23,554","15,491","3,905","11,586",,,
,三宅島,380,"1,535,294","20,278","9,079","11,199","41,968","5,630","36,338",,,
,,341,"1,331,788","21,063","9,449","11,614","75,097","12,521","62,576",,,
,　　三　池,380,"1,535,294","20,278","9,079","11,199","41,968","5,630","36,338",,,
,,341,"1,331,788","21,063","9,449","11,614","75,097","12,521","62,576",,,
,　　大久保,‐,‐,‐,‐,‐,‐,‐,‐,,,
,,‐,‐,‐,‐,‐,‐,‐,‐,,,
,御蔵島,524,"2,637,554","15,382","7,342","8,040","40,012","4,084","35,928",,,
,,599,"2,764,337","15,544","7,280","8,264","355,593","4,651","350,942",,,
,八丈島,"1,018","3,868,011","34,385","12,370","22,015","142,365","26,710","115,655",,,
,,"1,024","3,925,560","34,714","13,044","21,670","161,583","29,366","132,217",,,
,　　神湊,965,"3,698,305","33,448","12,079","21,369","119,942","25,848","94,094",,,
,,955,"3,821,636","33,913","12,741","21,172","141,833","28,762","113,071",,,
,   八重根,53,"169,706",937,291,646,"22,423",862,"21,561",,,
,,69,"103,924",801,303,498,"19,750",604,"19,146",,,
,青ヶ島,191,"104,607","2,452","1,238","1,214","18,994","2,824","16,170",,,
,,171,"79,530","2,617","1,291","1,326","12,481","2,006","10,475",,,
,小笠原,"11,473","1,502,784","151,905","75,262","76,643","74,111","21,975","52,136",,,
,,"10,507","1,435,865","141,856","70,999","70,857","80,997","27,221","53,776",,,
,　二見,"8,878","1,358,234","123,808","61,979","61,829","54,551","14,049","40,502",,,
,,"7,630","1,276,548","113,171","56,626","56,545","60,071","18,819","41,252",,,
,　沖,"2,595","144,550","28,097","13,283","14,814","19,560","7,926","11,634",,,
,,"2,877","159,317","28,685","14,373","14,312","20,926","8,402","12,524",,,
,,,,,,,,,,,,
,(注）　１　上段：平成29年　下段：平成28年,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
