,,,,,,,,,
,4-(3)　　貨物取扱量・構成比　（一般貨物　品種別）,,,,,,,,単位：％
,,,,,,,,,
,,,23年,24年,25年,26年,27年,28年,29年
1,総数,移出,100.0,100.0,100.0,100.0,100.0, 100.0 , 100.0 
2,,移入,100.0,100.0,100.0,100.0,100.0, 100.0 , 100.0 
3,,総数,100.0,100.0,100.0,100.0,100.0, 100.0 , 100.0 
4,農水産品,移出,14.6,11.9,5.2,8.1,10.6, 10.1 , 7.3 
5,,移入,2.5,2.9,2.7,2.0,3.9, 2.9 , 5.1 
6,,総数,4.0,4.3,3.2,3.1,5.0, 3.7 , 5.6 
7,林産品,移出,0.8,0.7,6.2,2.4,4.2, 3.3 , 1.3 
8,,移入,0.5,0.5,1.4,1.1,1.3, 1.1 , 0.8 
9,,総数,0.6,0.5,2.3,1.3,1.8, 1.4 , 0.9 
10,鉱産品,移出,4.4,2.0,4.2,1.6,2.6, 1.1 , 0.3 
11,,移入,55.3,57.8,46.5,46.5,48.3, 68.1 , 53.7 
12,,総数,48.9,48.8,38.2,38.4,40.4, 60.4 , 45.3 
13,金属機械工業品,移出,15.6,11.8,14.6,16.2,17.7, 17.5 , 15.6 
14,,移入,8.0,8.8,11.1,10.3,15.1, 5.4 , 10.7 
15,,総数,9.0,9.3,11.7,11.3,15.5, 6.8 , 11.8 
16,化学　　　工業品,移出,3.8,24.5,24.6,1.3,9.5, 7.0 , 0.8 
17,,移入,20.6,17.8,21.7,18.7,18.2, 12.6 , 18.2 
18,,総数,18.5,18.9,22.2,16.8,16.7, 11.9 , 14.2 
19,軽工業品,移出,2.0,1.8,0.9,1.0,0.8, 0.6 , 0.4 
20,,移入,2.2,2.4,3.6,3.6,1.4, 0.9 , 1.7 
21,,総数,2.1,2.3,3.1,3.1,1.3, 0.8 , 1.4 
22,雑工業品,移出,6.6,6.7,2.1,1.9,3.2, 2.7 , 2.5 
23,,移入,4.2,4.0,2.3,2.0,1.9, 1.4 , 2.5 
24,,総数,4.5,4.4,2.3,2.0,2.2, 1.6 , 2.5 
25,特殊品,移出,42.5,31.5,41.8,67.2,45.9, 50.5 , 37.6 
26,,移入,5.7,4.8,10.6,14.2,9.2, 6.6 , 11.4 
27,,総数,10.4,9.2,16.7,23.8,15.6, 11.7 , 17.4 
28,分類不能,移出,9.9,9.2,0.5,0.3,5.5, 7.2 , 3.4 
29,,移入,0.9,0.9,0.2,0.1,0.7, 1.0 , 0.2 
30,,総数,2.0,2.3,0.2,0.1,1.5, 1.7 , 0.9 
,,,,,,,,,
,,,,,,,,,
,,,234,16,196,616,194,610,1,3,1,3,470,8840,146,1119,37,1311,287,6410,55,1239,20,173,6,543,29,523,10,33,-,-,-,-,-,-
4,1320101601,蜈ｫ邇句ｭ仙ｸ�,譏守･樒伴,譏守･樒伴�台ｸ∫岼,譏守･樒伴�台ｸ∫岼,60,698,34,126,3,97,20,469,13,31,13,31,-,-,-,-,37,530,17,64,2,40,18,426,7,131,4,31,1,57,2,43,3,6,-,-,-,-,-,-
4,1320101602,蜈ｫ邇句ｭ仙ｸ�,譏守･樒伴,譏守･樒伴�剃ｸ∫岼,譏守･樒伴�剃ｸ∫岼,167,1581,108,528,13,262,45,788,59,155,59,155,-,-,-,-,98,1289,48,367,11,192,39,730,9,134,1,6,2,70,6,58,1,3,-,-,-,-,-,-
4,1320101603,蜈ｫ邇句ｭ仙ｸ�,譏守･樒伴,譏守･樒伴�謎ｸ∫岼,譏守･樒伴�謎ｸ∫岼,220,4162,67,238,13,1006,140,2918,54,156,53,153,-,-,1,3,157,3947,13,81,12,1004,132,2862,9,59,1,4,1,2,7,53,-,-,-,-,-,-,-,-
4,1320101604,蜈ｫ邇句ｭ仙ｸ�,譏守･樒伴,譏守･樒伴�比ｸ∫岼,譏守･樒伴�比ｸ∫岼,284,4287,151,1010,15,492,112,2761,70,274,69,271,1,3,-,-,178,3074,68,607,12,75,98,2392,30,915,14,132,2,414,14,369,6,24,-,-,-,-,-,-
3,1320101700,蜈ｫ邇句ｭ仙ｸ�,蟄仙ｮ臥伴,,蟄仙ｮ臥伴,493,4829,317,1785,32,586,142,2441,187,525,186,522,1,3,-,-,269,3262,115,818,27,411,127,2033,35,1025,16,445,4,172,15,408,2,17,-,-,-,-,-,-
4,1320101701,蜈ｫ邇句ｭ仙ｸ�,蟄仙ｮ臥伴,蟄仙ｮ臥伴�台ｸ∫岼,蟄仙ｮ臥伴�台ｸ∫岼,168,1414,114,517,11,154,41,726,65,170,65,170,-,-,-,-,91,1149,43,306,10,144,38,699,10,78,6,41,1,10,3,27,2,17,-,-,-,-,-,-
4,1320101702,蜈ｫ邇句ｭ仙ｸ�,蟄仙ｮ臥伴,蟄仙ｮ臥伴�剃ｸ∫岼,蟄仙ｮ臥伴�剃ｸ∫岼,60,407,43,162,5,124,12,121,30,55,29,52,1,3,-,-,25,295,11,65,4,121,10,109,5,57,3,45,-,-,2,12,-,-,-,-,-,-,-,-
4,1320101703,蜈ｫ邇句ｭ仙ｸ�,蟄仙ｮ臥伴,蟄仙ｮ臥伴�謎ｸ∫岼,蟄仙ｮ臥伴�謎ｸ∫岼,79,956,55,589,4,35,20,332,25,58,25,58,-,-,-,-,47,342,27,194,4,35,16,113,7,556,3,337,-,-,4,219,-,-,-,-,-,-,-,-
4,1320101704,蜈ｫ邇句ｭ仙ｸ�,蟄仙ｮ臥伴,蟄仙ｮ臥伴�比ｸ∫岼,蟄仙ｮ臥伴�比ｸ∫岼,186,2052,105,517,12,273,69,1262,67,242,67,242,-,-,-,-,106,1476,34,253,9,111,63,1112,13,334,4,22,3,162,6,150,-,-,-,-,-,-,-,-
3,1320101800,蜈ｫ邇句ｭ仙ｸ�,譚ｱ逕ｺ,,譚ｱ逕ｺ,302,4549,130,822,21,766,150,2960,63,328,59,303,2,17,2,8,218,3951,65,423,17,739,136,2789,20,269,6,96,2,10,12,163,1,1,-,-,-,-,-,-
