氏名,よみ,罷免可（票）,罷免不可（票）,記載無効（票）,計（票）
鬼丸　かおる,おにまる　かおる,667037,4946214,0,5613251
木内　道祥,きうち　みちよし,745264,4867987,0,5613251
池上　政幸,けがみ　まさゆき,749273,4863978,0,5613251
山本　庸幸,やまもと　つねゆき,639542,4973709,0,5613251
山?　敏充,やまさき　としみつ,748470,4864781,0,5613251
