執行年月日,投票率（％）
昭和22年4月30日,63.28
昭和26年4月30日,65.1
昭和30年4月23日,59.63
昭和34年4月23日,70.13
昭和38年4月17日,67.85
昭和40年7月23日,58.58
昭和44年7月13日,59.73
昭和48年7月8日,60.74
昭和52年7月10日,65.17
昭和56年7月5日,54.23
昭和60年7月7日,53.5
平成元年7月2日,58.74
平成5年6月27日,51.43
平成9年7月6日,40.8
平成13年6月24日,50.08
平成17年7月3日,43.99
平成21年7月12日,54.49
平成25年6月23日,43.5
平成29年7月2日,51.28
令和3年7月4日,42.39
