令和4年7月10日  執行,,,,,,,,,,
参議院（比例代表選出）議員選挙　名簿登載者の得票総数　開票区別一覧,,,,,,,,,,
東京都選挙管理委員会,,,,,,,,,,
国民民主党,,,,,,,,,,
18時  10分  現在　確定,,,,,,,,,,
開  票  区  名,計,1,2,3,4,5,6,7,8,9
,,かわい,はまぐち,矢田,竹詰,山下,上松,河辺,きど,たるい
,,たかのり,誠,わか子,ひとし,ようこ,正和,よしろう,かおり,良和
　★都計,59569.933,14156.940,5560.625,14085.907,13553.461,2933.000,4543.000,383.000,1218.000,3136.000
　☆区部計,39402.848,9324.271,2844.000,9375.907,9476.670,1411.000,3521.000,272.000,889.000,2289.000
　　千代田区,288.000,39.000,14.000,83.000,42.000,10.000,67.000,5.000,5.000,23.000
　　中央区,881.000,147.000,39.000,257.000,237.000,14.000,120.000,6.000,24.000,37.000
　　港区,923.000,139.000,45.000,278.000,207.000,32.000,151.000,10.000,23.000,38.000
　　新宿区,1111.000,208.000,71.000,275.000,220.000,53.000,166.000,11.000,19.000,88.000
　　文京区,1302.000,291.000,70.000,364.000,212.000,38.000,207.000,9.000,38.000,73.000
　　台東区,860.000,201.000,45.000,209.000,204.000,21.000,97.000,9.000,21.000,53.000
　　墨田区,1192.961,277.961,76.000,325.000,254.000,39.000,119.000,7.000,21.000,74.000
　　江東区,2558.836,642.929,136.000,578.907,761.000,82.000,186.000,21.000,62.000,89.000
　　品川区,1982.000,380.000,135.000,608.000,487.000,52.000,174.000,11.000,37.000,98.000
　　目黒区,1044.759,239.963,69.000,289.000,212.796,31.000,108.000,8.000,34.000,53.000
　　大田区,3297.874,705.000,261.000,1002.000,747.874,125.000,205.000,19.000,67.000,166.000
　　世田谷区,3854.855,903.855,275.000,934.000,854.000,205.000,351.000,25.000,117.000,190.000
　　渋谷区,716.000,140.000,50.000,185.000,135.000,31.000,116.000,2.000,21.000,36.000
　　中野区,1284.931,283.931,73.000,316.000,305.000,43.000,108.000,9.000,31.000,116.000
　　杉並区,2440.000,464.000,157.000,602.000,632.000,98.000,230.000,17.000,58.000,182.000
　　豊島区,1125.000,246.000,85.000,287.000,215.000,30.000,129.000,7.000,28.000,98.000
　　北区,1485.000,360.000,95.000,348.000,354.000,60.000,138.000,13.000,32.000,85.000
　　荒川区,876.969,223.969,50.000,197.000,260.000,16.000,79.000,6.000,12.000,33.000
　　板橋区,2302.957,658.957,254.000,440.000,534.000,56.000,161.000,13.000,42.000,144.000
　　練馬区,3308.947,805.947,385.000,607.000,833.000,137.000,215.000,23.000,66.000,237.000
　　足立区,2133.870,578.870,172.000,391.000,598.000,67.000,140.000,15.000,37.000,135.000
　　葛飾区,1655.965,473.965,89.000,339.000,478.000,45.000,92.000,12.000,32.000,95.000
　　江戸川区,2776.924,913.924,198.000,461.000,694.000,126.000,162.000,14.000,62.000,146.000
　☆市部計,19837.085,4789.669,2658.625,4675.000,3979.791,1436.000,1018.000,110.000,327.000,843.000
　　八王子市,2708.000,634.000,345.000,621.000,727.000,139.000,91.000,12.000,45.000,94.000
　　立川市,999.977,217.977,115.000,179.000,234.000,158.000,44.000,7.000,9.000,36.000
　　武蔵野市,748.939,160.939,76.000,178.000,163.000,41.000,64.000,4.000,21.000,41.000
　　三鷹市,858.000,184.000,92.000,198.000,209.000,29.000,83.000,8.000,12.000,43.000
　　青梅市,818.625,106.000,184.625,96.000,148.000,234.000,17.000,2.000,13.000,18.000
　　府中市,1417.970,263.970,131.000,562.000,253.000,49.000,62.000,4.000,25.000,68.000
　　昭島市,590.000,186.000,93.000,97.000,110.000,55.000,22.000,2.000,6.000,19.000
　　調布市,986.000,224.000,81.000,201.000,230.000,59.000,88.000,4.000,23.000,76.000
　　町田市,1986.810,535.810,376.000,444.000,321.000,86.000,96.000,18.000,39.000,71.000
　　小金井市,571.973,148.973,49.000,148.000,99.000,22.000,54.000,4.000,10.000,37.000
　　小平市,852.000,227.000,87.000,244.000,148.000,44.000,42.000,2.000,14.000,44.000
　　日野市,1368.889,355.000,210.000,378.000,250.889,65.000,50.000,6.000,15.000,39.000
　　東村山市,531.000,173.000,79.000,109.000,79.000,19.000,34.000,4.000,4.000,30.000
　　国分寺市,692.902,147.000,51.000,198.000,166.902,35.000,46.000,4.000,12.000,33.000
　　国立市,357.000,53.000,27.000,117.000,68.000,36.000,19.000,5.000,6.000,26.000
　　福生市,298.000,90.000,57.000,39.000,34.000,55.000,7.000,3.000,4.000,9.000
　　狛江市,358.000,98.000,29.000,70.000,82.000,28.000,24.000,4.000,9.000,14.000
　　東大和市,284.000,89.000,39.000,53.000,63.000,11.000,15.000,1.000,4.000,9.000
　　清瀬市,219.000,70.000,39.000,34.000,38.000,7.000,11.000,0.000,3.000,17.000
　　東久留米市,385.000,133.000,59.000,68.000,72.000,12.000,20.000,1.000,2.000,18.000
　　武蔵村山市,272.000,76.000,74.000,39.000,40.000,17.000,4.000,2.000,6.000,14.000
　　多摩市,551.000,139.000,62.000,149.000,127.000,22.000,21.000,2.000,9.000,20.000
　　稲城市,488.000,125.000,40.000,168.000,65.000,29.000,30.000,3.000,8.000,20.000
　　羽村市,336.000,33.000,115.000,68.000,42.000,57.000,7.000,1.000,7.000,6.000
　　あきる野市,400.000,92.000,70.000,45.000,77.000,101.000,6.000,3.000,2.000,4.000
　　西東京市,758.000,228.000,78.000,172.000,133.000,26.000,61.000,4.000,19.000,37.000
　☆西多摩郡計,258.000,36.000,56.000,34.000,44.000,82.000,1.000,1.000,2.000,2.000
　　瑞穂町,134.000,19.000,43.000,20.000,18.000,30.000,1.000,0.000,2.000,1.000
　　日の出町,80.000,16.000,11.000,12.000,19.000,21.000,0.000,0.000,0.000,1.000
　　檜原村,16.000,0.000,1.000,0.000,1.000,13.000,0.000,1.000,0.000,0.000
　　奥多摩町,28.000,1.000,1.000,2.000,6.000,18.000,0.000,0.000,0.000,0.000
　☆島部計,72.000,7.000,2.000,1.000,53.000,4.000,3.000,0.000,0.000,2.000
　　大島支庁小計,35.000,5.000,1.000,0.000,26.000,2.000,1.000,0.000,0.000,0.000
　　　大島町,15.000,3.000,0.000,0.000,11.000,0.000,1.000,0.000,0.000,0.000
　　　利島村,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　　新島村,10.000,1.000,1.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000
　　　神津島村,10.000,1.000,0.000,0.000,7.000,2.000,0.000,0.000,0.000,0.000
　　三宅支庁小計,11.000,1.000,1.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000
　　　三宅村,10.000,0.000,1.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000
　　　御蔵島村,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　八丈支庁小計,20.000,1.000,0.000,1.000,14.000,2.000,1.000,0.000,0.000,1.000
　　　八丈町,20.000,1.000,0.000,1.000,14.000,2.000,1.000,0.000,0.000,1.000
　　　青ヶ島村,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　小笠原支庁小計,6.000,0.000,0.000,0.000,4.000,0.000,1.000,0.000,0.000,1.000
　　　小笠原村,6.000,0.000,0.000,0.000,4.000,0.000,1.000,0.000,0.000,1.000
