令和元年7月21日  執行,,,,,,,,,,,,,,,,,,,,,,,
参議院（比例代表選出）議員選挙　名簿登載者の得票総数　開票区別一覧,,,,,,,,,,,,,,,,,,,,,,,
東京都選挙管理委員会,,,,,,,,,,,,,,,,,,,,,,,
立憲民主党,,,,,,,,,,,,,,,,,,,,,,,
令和元年 7月22日 13時 25分 確定,,,,,,,,,,,,,,,,,,,,,,,
開  票  区  名,計,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
,,石川,市井,今泉,奥村,小沢,おしどりマコ,おまた,川田,岸,斉藤,佐藤,しおみ,白沢,須藤,中村,深貝,ふじた,まの,みずおか,もりや,吉川,若林
,,大我,紗耶香,まお,まさよし,まさひと,,一平,龍平,まきこ,りえ,かおり,俊次,みき,元気,ゆきこ,とおる,幸久,さとし,俊一,たかし,さおり,ともこ
　★都計,134555.112,10158.000,6790.700,1879.000,7575.000,7719.000,4842.000,2024.000,25148.000,4409.000,4940.000,3382.201,327.000,2424.000,16760.000,1028.717,317.111,3790.692,557.386,2171.000,11798.933,11461.000,5052.372
　☆区部計,90483.430,7578.000,4803.700,1346.000,5547.000,5180.000,2887.000,1388.000,17025.000,2392.000,3872.000,2229.254,224.000,1797.000,12734.000,766.242,220.000,3057.692,391.386,1380.000,5413.933,7458.000,2793.223
　　千代田区,690.000,38.000,40.000,9.000,26.000,74.000,34.000,17.000,106.000,33.000,19.000,26.000,1.000,18.000,137.000,7.000,2.000,26.000,1.000,20.000,11.000,34.000,11.000
　　中央区,1305.101,83.000,73.000,11.000,107.000,60.000,39.000,18.000,232.000,24.000,66.000,28.000,4.000,22.000,214.000,16.000,5.000,29.000,0.000,20.000,45.101,189.000,20.000
　　港区,1913.185,147.000,107.000,44.000,133.000,95.000,78.000,34.000,353.000,59.000,74.000,77.185,3.000,70.000,306.000,21.000,2.000,46.000,7.000,24.000,61.000,120.000,52.000
　　新宿区,2966.887,401.000,160.000,36.000,148.000,113.000,139.000,71.000,547.000,73.000,135.000,75.155,5.000,73.000,436.000,36.000,12.000,74.000,15.000,46.000,89.000,230.000,52.732
　　文京区,2609.209,256.000,141.000,60.000,155.000,69.000,104.000,45.000,613.000,61.000,95.000,106.209,8.000,71.000,367.000,24.000,8.000,70.000,12.000,56.000,53.000,173.000,62.000
　　台東区,1595.720,116.000,85.000,22.000,109.000,79.000,49.000,16.000,312.000,28.000,57.000,44.084,1.000,33.000,274.000,14.000,7.000,23.000,8.000,23.000,88.000,179.000,28.636
　　墨田区,2161.510,165.000,128.000,34.000,237.000,137.000,67.000,20.000,273.000,64.000,66.000,56.000,4.000,50.000,331.000,12.000,2.000,33.000,11.000,33.000,172.000,242.000,24.510
　　江東区,5826.702,377.000,301.000,64.000,264.000,404.000,125.000,60.000,1286.000,137.000,153.000,105.189,18.000,86.000,1295.000,36.000,14.000,75.000,31.000,69.000,295.000,517.000,114.513
　　品川区,3294.099,192.000,183.000,52.000,269.000,239.000,88.000,33.000,544.000,83.000,133.000,67.099,5.000,92.000,471.000,36.000,16.000,102.000,7.000,77.000,180.000,323.000,102.000
　　目黒区,2570.316,176.000,139.000,77.000,281.000,95.000,76.000,46.000,419.000,57.000,129.000,62.051,3.000,72.000,391.000,42.000,6.000,79.000,12.115,53.000,96.150,179.000,80.000
　　大田区,5881.125,455.000,338.000,88.000,335.000,387.000,172.000,61.000,881.000,168.000,248.000,138.125,23.000,97.000,680.000,44.000,15.000,124.000,30.000,123.000,650.000,586.000,238.000
　　世田谷区,10842.229,915.000,591.000,228.000,754.000,413.000,387.000,226.000,2297.000,189.000,313.000,326.084,51.000,253.000,1359.000,122.000,23.000,158.692,54.000,195.000,500.000,774.000,713.453
　　渋谷区,2445.000,221.000,145.000,37.000,154.000,96.000,96.000,32.000,661.000,54.000,99.000,63.000,5.000,93.000,348.000,17.000,3.000,44.000,6.000,24.000,43.000,144.000,60.000
　　中野区,3774.093,394.000,178.000,49.000,240.000,192.000,117.000,88.000,995.000,73.000,131.000,108.093,7.000,75.000,444.000,42.000,13.000,59.000,9.000,59.000,153.000,253.000,95.000
　　杉並区,6616.910,570.000,354.827,112.000,383.000,200.000,323.000,105.000,1585.000,122.000,183.000,169.083,17.000,156.000,1011.000,57.000,18.000,131.000,26.000,114.000,286.000,461.000,233.000
　　豊島区,3225.134,949.000,133.000,42.000,150.000,114.000,84.000,108.000,459.000,70.000,106.000,73.000,10.000,41.000,346.000,26.134,5.000,67.000,10.000,35.000,90.000,215.000,92.000
　　北区,4637.466,264.000,152.000,44.000,183.000,236.000,96.000,30.000,419.000,107.000,877.000,88.078,8.000,61.000,439.000,23.000,7.000,1005.000,17.000,37.000,165.000,313.000,66.388
　　荒川区,1461.054,93.000,82.000,18.000,112.000,101.000,56.000,22.000,191.000,49.000,64.000,31.054,3.000,15.000,270.000,3.000,2.000,36.000,7.000,16.000,109.000,163.000,18.000
　　板橋区,4691.305,367.000,259.000,40.000,347.000,371.000,112.000,52.000,842.000,175.000,200.000,97.055,5.000,78.000,680.000,43.000,11.000,113.000,19.000,73.000,326.000,410.000,71.250
　　練馬区,7728.496,534.000,402.000,94.000,448.000,334.000,257.000,192.000,2186.000,183.000,230.000,208.370,14.000,138.000,909.000,62.000,21.000,140.000,35.126,102.000,344.000,630.000,265.000
　　足立区,5140.608,276.000,277.000,60.000,249.000,472.000,140.000,37.000,627.000,171.000,202.000,101.134,7.000,66.000,676.000,27.108,10.000,466.000,23.000,63.000,646.366,468.000,76.000
　　葛飾区,3478.611,175.000,174.000,45.000,177.000,388.000,78.000,19.000,468.000,151.000,103.000,79.150,5.000,46.000,495.000,19.000,5.000,67.000,17.145,38.000,470.316,386.000,73.000
　　江戸川区,5628.670,414.000,360.873,80.000,286.000,511.000,170.000,56.000,729.000,261.000,189.000,100.056,17.000,91.000,855.000,37.000,13.000,90.000,34.000,80.000,541.000,469.000,244.741
　☆市部計,43119.349,2556.000,1970.000,530.000,2010.000,2478.000,1937.000,630.000,8045.000,1983.000,1054.000,1150.947,103.000,617.000,3981.000,260.142,95.111,726.000,163.000,773.000,5881.000,3927.000,2249.149
　　八王子市,6244.087,338.000,271.000,67.000,178.000,345.000,153.000,65.000,767.000,527.000,131.000,122.087,21.000,81.000,470.000,36.000,1.000,93.000,29.000,150.000,1490.000,600.000,309.000
　　立川市,1491.890,75.000,71.000,11.000,57.000,84.000,70.000,11.000,275.000,127.000,31.000,28.037,2.000,22.000,138.000,6.000,4.000,29.000,0.000,21.000,203.000,156.000,70.853
　　武蔵野市,2181.098,136.000,82.000,32.000,93.000,64.000,319.000,36.000,492.000,54.000,54.000,61.098,5.000,48.000,238.000,14.000,4.000,42.000,10.000,33.000,71.000,188.000,105.000
　　三鷹市,2110.000,166.000,108.000,32.000,87.000,149.000,108.000,39.000,477.000,68.000,51.000,124.000,8.000,42.000,254.000,17.000,4.000,22.000,7.000,31.000,130.000,142.000,44.000
　　青梅市,1329.071,76.000,54.000,15.000,39.000,94.000,44.000,13.000,138.000,95.000,22.000,21.071,1.000,13.000,86.000,10.000,3.000,15.000,7.000,41.000,426.000,95.000,21.000
　　府中市,2499.866,149.000,108.000,24.000,131.000,150.000,236.000,29.000,482.000,87.000,66.000,63.000,4.000,34.000,308.000,8.000,0.000,37.000,5.000,33.000,298.000,182.000,65.866
　　昭島市,1002.000,47.000,43.000,8.000,31.000,73.000,28.000,9.000,201.000,48.000,23.000,36.000,1.000,11.000,74.000,3.000,5.000,14.000,2.000,16.000,171.000,104.000,54.000
　　調布市,2416.068,146.000,113.000,23.000,140.000,222.000,99.000,46.000,524.000,93.000,58.000,44.068,7.000,24.000,227.000,14.000,10.000,39.000,9.000,33.000,191.000,238.000,116.000
　　町田市,4595.837,380.000,253.000,91.000,367.000,231.000,122.000,84.000,752.000,185.000,174.000,154.000,19.000,71.000,427.000,36.000,12.000,57.000,15.000,126.000,440.000,351.000,248.837
　　小金井市,1313.000,61.000,56.000,15.000,72.000,67.000,162.000,15.000,286.000,44.000,30.000,48.000,3.000,17.000,149.000,7.000,4.000,20.000,4.000,20.000,56.000,88.000,89.000
　　小平市,2180.962,115.000,98.000,25.000,114.000,100.000,66.000,27.000,683.000,57.000,51.000,51.069,1.000,32.000,169.000,7.000,6.000,33.000,8.000,30.000,113.000,285.000,109.893
　　日野市,1828.310,104.000,84.000,19.000,76.000,106.000,53.000,23.000,367.000,88.000,45.000,92.310,7.000,30.000,172.000,5.000,6.000,40.000,10.000,29.000,263.000,154.000,55.000
　　東村山市,1371.744,76.000,64.000,19.000,51.000,82.000,52.000,17.000,338.000,53.000,28.000,31.000,3.000,16.000,131.000,10.000,0.000,23.000,8.000,21.000,145.000,171.000,32.744
　　国分寺市,1495.078,82.000,64.000,23.000,81.000,91.000,75.000,13.000,387.000,40.000,32.000,33.078,3.000,30.000,140.000,8.000,6.000,32.000,5.000,31.000,81.000,131.000,107.000
　　国立市,725.000,45.000,32.000,8.000,27.000,21.000,35.000,15.000,181.000,21.000,16.000,30.000,2.000,11.000,76.000,7.000,3.000,12.000,5.000,17.000,54.000,59.000,48.000
　　福生市,550.000,43.000,30.000,8.000,18.000,39.000,13.000,7.000,74.000,22.000,11.000,8.000,1.000,6.000,45.000,3.000,3.000,6.000,1.000,9.000,140.000,51.000,12.000
　　狛江市,876.000,47.000,46.000,13.000,50.000,45.000,30.000,18.000,164.000,28.000,16.000,34.000,1.000,10.000,95.000,14.000,8.000,15.000,1.000,13.000,49.000,79.000,100.000
　　東大和市,746.000,41.000,29.000,7.000,25.000,34.000,32.000,15.000,127.000,33.000,14.000,10.000,1.000,5.000,60.000,2.000,2.000,6.000,3.000,10.000,100.000,122.000,68.000
　　清瀬市,631.111,41.000,27.000,6.000,37.000,47.000,19.000,16.000,118.000,24.000,16.000,11.000,1.000,13.000,64.000,3.000,3.111,10.000,3.000,5.000,55.000,82.000,30.000
　　東久留米市,1092.000,100.000,54.000,9.000,42.000,76.000,48.000,23.000,213.000,43.000,25.000,32.000,3.000,21.000,97.000,13.000,4.000,26.000,9.000,9.000,84.000,115.000,46.000
　　武蔵村山市,476.142,39.000,21.000,11.000,24.000,23.000,12.000,8.000,87.000,20.000,18.000,9.000,0.000,5.000,43.000,3.142,0.000,6.000,0.000,4.000,86.000,47.000,10.000
　　多摩市,1408.000,59.000,81.000,18.000,95.000,75.000,32.000,47.000,270.000,56.000,48.000,33.000,4.000,21.000,134.000,7.000,2.000,29.000,6.000,16.000,183.000,90.000,102.000
　　稲城市,803.000,36.000,40.000,11.000,32.000,80.000,22.000,15.000,140.000,29.000,22.000,18.000,0.000,14.000,91.000,2.000,2.000,19.000,4.000,20.000,90.000,66.000,50.000
　　羽村市,436.015,17.000,26.000,3.000,18.000,37.000,12.000,2.000,60.000,27.000,9.000,2.015,0.000,7.000,26.000,4.000,1.000,8.000,2.000,18.000,107.000,40.000,10.000
　　あきる野市,1176.000,27.000,26.000,3.000,29.000,43.000,11.000,6.000,76.000,44.000,9.000,12.000,2.000,6.000,61.000,6.000,1.000,11.000,1.000,17.000,690.000,81.000,14.000
　　西東京市,2141.070,110.000,89.000,29.000,96.000,100.000,84.000,31.000,366.000,70.000,54.000,43.114,3.000,27.000,206.000,15.000,1.000,82.000,9.000,20.000,165.000,210.000,330.956
　☆西多摩郡計,766.000,16.000,11.000,0.000,12.000,23.000,9.000,6.000,57.000,31.000,9.000,2.000,0.000,5.000,27.000,1.000,1.000,7.000,1.000,8.000,502.000,32.000,6.000
　　瑞穂町,198.000,8.000,5.000,0.000,6.000,14.000,6.000,2.000,23.000,12.000,6.000,1.000,0.000,3.000,19.000,0.000,1.000,2.000,0.000,2.000,66.000,19.000,3.000
　　日の出町,208.000,6.000,6.000,0.000,2.000,6.000,2.000,3.000,17.000,15.000,3.000,1.000,0.000,2.000,6.000,1.000,0.000,3.000,1.000,4.000,124.000,5.000,1.000
　　檜原村,299.000,2.000,0.000,0.000,0.000,1.000,0.000,0.000,3.000,2.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,0.000,288.000,0.000,0.000
　　奥多摩町,61.000,0.000,0.000,0.000,4.000,2.000,1.000,1.000,14.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,2.000,24.000,8.000,2.000
　☆島部計,186.333,8.000,6.000,3.000,6.000,38.000,9.000,0.000,21.000,3.000,5.000,0.000,0.000,5.000,18.000,1.333,1.000,0.000,2.000,10.000,2.000,44.000,4.000
　　大島支庁小計,85.333,4.000,5.000,1.000,4.000,26.000,3.000,0.000,10.000,3.000,2.000,0.000,0.000,1.000,3.000,1.333,1.000,0.000,2.000,3.000,1.000,13.000,2.000
　　　大島町,65.333,3.000,4.000,1.000,2.000,16.000,3.000,0.000,5.000,3.000,1.000,0.000,0.000,1.000,3.000,1.333,1.000,0.000,2.000,3.000,1.000,13.000,2.000
　　　利島村,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　　新島村,7.000,0.000,0.000,0.000,2.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　　神津島村,11.000,1.000,0.000,0.000,0.000,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　三宅支庁小計,18.000,0.000,0.000,2.000,0.000,7.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
　　　三宅村,17.000,0.000,0.000,2.000,0.000,7.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
　　　御蔵島村,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　八丈支庁小計,58.000,0.000,0.000,0.000,0.000,4.000,3.000,0.000,9.000,0.000,2.000,0.000,0.000,1.000,7.000,0.000,0.000,0.000,0.000,6.000,0.000,25.000,1.000
　　　八丈町,57.000,0.000,0.000,0.000,0.000,4.000,3.000,0.000,9.000,0.000,2.000,0.000,0.000,1.000,6.000,0.000,0.000,0.000,0.000,6.000,0.000,25.000,1.000
　　　青ヶ島村,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
