令和元年7月21日  執行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
参議院（比例代表選出）議員選挙　名簿登載者の得票総数　開票区別一覧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都選挙管理委員会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自由民主党,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和元年 7月22日 13時 25分 確定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
開  票  区  名,計,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
　　品川区,13581.384,-,-,213.700,708.000,378.000,91.299,297.000,333.000,199.938,434.000,37.000,297.000,200.892,68.000,208.309,1047.555,663.000,113.527,373.966,549.000,842.000,287.000,320.000,436.000,396.000,58.000,39.000,62.000,68.000,3329.974,88.025,246.199,1196.000
　　目黒区,9404.774,-,-,172.000,369.000,171.000,120.000,134.583,281.000,94.878,238.000,33.000,304.000,126.906,53.000,188.491,938.448,595.000,69.000,156.000,468.000,645.000,299.468,272.000,240.000,267.000,69.000,69.000,55.000,22.000,1878.000,58.000,168.000,850.000
　　大田区,25902.894,-,-,675.755,1098.000,712.000,219.244,983.744,815.000,430.448,511.000,60.000,648.000,278.653,162.000,352.318,1694.534,1283.000,372.000,512.000,1191.000,1547.000,564.000,745.000,646.000,832.000,215.000,73.000,124.000,75.000,6408.654,209.126,445.418,2020.000
　　世田谷区,37108.346,-,-,820.000,1578.000,680.000,606.000,696.843,1067.000,574.626,641.000,124.808,1324.000,464.000,186.000,741.402,2768.502,3324.000,326.307,581.000,1847.000,2549.000,1193.000,1003.000,834.000,1173.000,178.000,158.000,191.000,104.000,6621.370,383.432,653.056,3717.000
　　渋谷区,7800.051,-,-,137.000,323.000,136.000,127.000,95.000,289.000,95.000,220.000,19.000,201.000,111.000,47.000,131.000,560.000,511.000,69.000,143.000,415.000,532.000,273.000,222.000,144.000,224.000,38.000,45.000,38.000,35.000,1585.975,40.024,157.052,837.000
　　中野区,11140.947,-,-,183.682,413.000,156.000,85.317,148.000,358.000,175.759,349.000,33.000,336.000,100.847,48.000,222.191,819.707,443.000,75.000,226.000,404.000,563.000,199.000,236.000,244.000,284.000,53.000,52.000,46.000,32.000,3453.343,124.000,182.101,1096.000
　　杉並区,20939.239,-,-,310.706,710.000,299.000,129.293,258.679,544.000,273.882,451.000,62.000,765.000,244.000,70.000,404.200,1431.710,896.000,176.647,304.000,1620.000,1135.000,544.000,564.000,467.000,496.000,66.000,91.000,92.000,35.000,5993.928,221.071,302.123,1982.000
　　豊島区,10565.473,-,-,185.614,371.000,169.000,116.385,165.735,251.000,112.894,371.000,20.000,470.000,77.810,68.000,159.000,756.000,543.000,72.000,287.572,343.000,539.000,316.000,251.000,246.000,277.000,51.000,30.000,53.000,27.000,3005.320,116.074,179.069,936.000
　　北区,12578.575,-,-,333.728,539.000,272.000,124.271,232.000,227.000,198.000,438.000,38.000,423.000,139.668,56.000,195.174,815.730,707.000,114.756,363.000,349.000,709.000,241.000,258.000,306.000,404.000,90.000,67.000,48.000,26.000,3461.968,113.031,165.249,1124.000
　　荒川区,6355.702,-,-,109.000,215.000,111.000,63.000,79.575,176.000,82.820,293.000,17.000,272.000,52.672,24.000,76.275,460.662,323.000,58.266,305.000,164.000,302.000,157.000,198.000,167.000,180.000,46.000,21.000,26.000,8.000,1722.375,45.025,93.032,508.000
　　板橋区,18334.640,-,-,291.000,990.000,472.000,117.000,319.618,467.000,266.363,703.000,69.000,569.000,169.000,87.000,247.142,1369.788,794.000,248.372,442.000,605.000,939.000,412.000,335.000,391.000,537.000,73.000,64.000,88.000,25.000,5307.938,167.061,293.358,1476.000
　　練馬区,27541.831,-,-,509.000,1028.000,483.000,257.000,471.438,749.000,616.579,678.000,96.914,1188.000,265.520,119.000,454.951,2687.627,1246.000,438.304,502.000,863.000,1524.000,463.000,542.000,694.000,862.000,139.000,93.000,108.000,48.000,7382.766,458.233,426.499,2148.000
　　足立区,19836.489,-,-,440.161,738.000,581.000,170.838,311.615,511.000,402.145,666.000,61.835,1084.000,258.748,125.000,284.787,1103.049,1229.000,231.140,745.000,522.000,1212.000,320.181,420.000,390.000,714.000,149.000,45.000,95.000,45.000,4984.263,153.149,310.578,1533.000
　　葛飾区,13897.273,-,-,283.661,507.000,254.000,145.338,210.456,295.000,266.270,501.000,49.000,608.000,175.618,69.000,187.549,778.280,788.000,184.671,469.000,370.000,809.000,281.189,358.000,356.000,631.000,85.000,56.000,45.000,31.000,3557.928,131.366,274.947,1139.000
　　江戸川区,23562.007,-,-,754.000,1012.000,560.000,290.000,479.502,524.000,633.923,689.000,80.533,790.000,315.382,141.000,345.611,1308.318,1396.000,425.325,841.000,697.491,1723.000,306.000,698.000,597.000,891.000,163.000,70.000,108.000,46.000,5488.824,200.175,387.923,1600.000
　☆市部計,134115.457,-,-,3225.748,5242.000,2330.000,1724.248,2374.048,4066.000,2690.346,2526.000,691.545,5365.000,1482.009,546.000,1965.856,9839.077,6416.000,1655.529,4826.493,5033.472,8329.000,3055.000,2555.000,3742.000,3363.000,1877.000,471.000,1405.000,488.000,30913.360,2990.207,2559.519,10368.000
　　八王子市,17951.742,-,-,458.710,892.000,404.000,187.289,296.773,494.000,421.561,343.000,158.000,694.000,188.677,96.000,215.154,1034.740,842.000,273.044,1087.000,543.988,1104.000,982.000,377.000,559.000,445.000,69.000,51.000,79.000,49.000,3651.702,231.297,442.807,1281.000
　　立川市,5765.414,-,-,120.000,290.000,69.000,162.000,52.000,175.000,125.968,125.000,23.000,293.000,61.538,29.000,67.090,640.863,238.000,73.685,136.000,148.000,297.000,91.000,144.000,202.000,127.000,17.000,16.000,44.000,23.000,1360.798,98.201,113.271,403.000
　　武蔵野市,5940.977,-,-,149.000,227.000,76.000,38.000,133.000,151.000,100.000,102.000,16.000,227.000,68.000,22.000,93.149,461.741,358.000,57.000,134.000,248.000,336.000,169.000,156.000,152.000,176.000,26.000,13.000,22.000,20.000,1467.931,108.068,74.088,560.000
　　三鷹市,6803.287,-,-,180.786,235.000,110.000,49.213,148.865,208.000,111.000,114.000,18.000,346.000,62.000,23.000,104.000,403.000,337.000,64.000,148.397,253.000,420.000,157.000,118.000,161.000,165.000,22.000,27.000,55.000,21.000,1783.857,296.142,116.027,546.000
　　青梅市,4232.917,-,-,110.000,252.000,75.000,34.000,137.470,157.000,109.767,100.000,99.000,117.000,82.511,22.000,79.268,189.642,201.000,92.269,199.543,147.000,239.000,66.000,74.000,128.000,105.000,34.000,10.000,35.000,7.000,774.527,240.431,88.489,227.000
　　府中市,7767.685,-,-,107.000,259.000,100.000,65.000,68.790,238.000,132.746,171.000,23.000,282.000,89.754,25.000,102.000,857.000,257.000,82.000,267.000,239.000,598.000,115.000,131.000,197.000,181.000,37.000,26.000,41.000,20.000,2140.911,99.088,150.396,666.000
　　昭島市,3419.289,-,-,119.550,203.000,57.000,97.449,90.865,91.000,123.931,45.000,18.000,154.000,23.000,14.000,39.000,305.000,149.000,49.411,104.000,89.000,164.000,47.000,65.000,92.000,69.000,10.000,14.000,44.000,11.000,753.895,88.104,57.084,232.000
　　調布市,7212.840,-,-,136.000,209.000,127.000,56.000,144.832,193.000,122.000,161.000,16.000,373.000,85.000,35.000,106.164,487.757,303.000,60.017,138.000,274.000,358.000,113.000,113.000,189.000,188.000,30.000,21.000,89.000,18.000,2145.000,99.000,143.070,680.000
　　町田市,16965.658,-,-,556.000,627.000,369.000,221.000,330.585,484.000,344.761,202.000,52.000,582.000,161.484,74.000,264.000,942.000,1088.000,181.818,506.000,1122.756,1336.000,357.000,277.000,376.000,443.000,1320.000,47.000,44.000,155.000,2892.814,191.185,282.255,1136.000
　　小金井市,4127.867,-,-,66.000,108.000,38.000,21.000,46.920,130.000,50.892,88.000,12.000,128.000,36.000,13.000,91.000,332.000,110.000,31.000,77.000,220.000,168.000,79.000,67.000,91.000,104.000,19.000,33.000,72.000,12.000,1250.932,91.067,67.056,475.000
　　小平市,6027.514,-,-,104.000,194.000,79.000,94.000,89.000,173.000,126.671,98.000,12.000,262.000,99.883,25.000,101.137,578.786,249.000,52.000,207.598,210.000,364.000,80.000,126.000,204.000,141.000,24.000,15.000,66.000,18.000,1585.301,118.069,104.069,427.000
　　日野市,5968.808,-,-,143.000,219.000,93.000,115.000,97.000,170.000,166.875,106.000,19.000,224.000,56.000,19.000,75.252,424.426,196.000,65.000,292.000,184.000,366.000,121.000,162.000,221.000,128.000,26.000,15.000,50.000,12.000,1474.000,175.255,113.000,441.000
　　東村山市,4460.769,-,-,96.000,164.000,74.000,31.000,78.690,131.000,94.959,102.000,25.000,181.000,73.000,24.000,43.000,421.000,242.000,64.000,166.000,134.000,230.000,54.000,71.000,144.000,119.000,31.000,19.000,63.000,15.000,1032.800,114.199,91.121,332.000
　　国分寺市,4368.394,-,-,90.000,123.000,64.000,52.000,82.000,113.000,68.000,81.000,13.000,115.000,52.000,10.000,83.198,300.715,213.000,41.000,128.449,177.000,310.000,76.000,65.000,110.000,113.000,20.000,25.000,113.000,12.000,1144.895,134.104,77.033,362.000
　　国立市,2206.916,-,-,32.000,81.000,22.000,13.000,32.941,94.000,45.957,44.000,7.000,85.000,19.000,7.000,49.000,171.000,82.000,25.000,161.000,80.000,188.000,63.000,69.000,69.000,40.000,4.000,4.000,45.000,5.000,386.000,46.000,34.018,203.000
　　福生市,1837.118,-,-,119.000,83.000,46.000,25.000,56.888,36.000,42.913,24.000,11.000,29.000,24.000,5.000,19.000,116.000,144.000,37.318,62.000,38.000,86.000,31.000,28.000,43.000,50.000,15.000,1.000,78.000,1.000,340.796,87.203,33.000,125.000
　　狛江市,2806.562,-,-,64.000,77.000,61.000,38.000,53.828,173.000,51.894,29.000,20.000,112.000,37.840,8.000,56.000,181.000,168.000,36.000,84.000,95.000,161.000,39.000,41.000,80.000,87.000,16.000,9.000,25.000,7.000,646.000,51.000,66.000,233.000
　　東大和市,2096.500,-,-,56.000,82.000,43.000,47.000,29.000,62.000,43.826,73.000,4.000,67.000,34.850,9.000,19.000,147.000,95.000,24.774,104.000,58.000,129.000,20.000,54.000,55.000,54.000,8.000,8.000,38.000,7.000,477.816,48.183,52.051,147.000
　　清瀬市,2038.744,-,-,42.000,72.000,47.000,52.000,38.745,65.000,27.000,42.000,5.000,74.000,16.000,3.000,24.000,123.000,91.000,47.000,80.000,57.000,99.000,29.000,40.000,62.000,56.000,14.000,6.000,18.000,8.000,543.939,35.060,40.000,182.000
　　東久留米市,3718.034,-,-,137.702,169.000,73.000,58.297,71.428,139.000,85.934,62.000,9.818,163.000,30.731,15.000,44.000,263.000,251.000,63.000,100.000,95.000,300.000,71.000,70.000,113.000,120.000,27.000,25.000,26.000,12.000,764.883,47.116,54.125,257.000
　　武蔵村山市,1642.049,-,-,31.000,58.000,38.000,48.000,25.000,40.000,46.000,68.000,0.000,58.000,19.000,4.000,11.000,154.000,90.000,31.000,88.000,27.000,85.000,17.000,19.000,44.000,51.000,7.000,1.000,93.000,0.000,295.633,66.366,34.050,93.000
　　多摩市,4061.991,-,-,85.000,120.000,71.000,34.000,61.000,115.000,54.457,73.000,16.000,177.000,43.000,15.000,78.000,318.000,156.000,35.000,118.506,161.000,286.000,72.000,67.000,119.000,105.000,29.000,19.000,22.000,10.000,1063.000,74.000,66.028,399.000
　　稲城市,2539.168,-,-,40.000,82.000,46.000,23.000,48.000,84.000,40.700,55.000,8.727,127.000,23.741,15.000,56.000,179.000,104.000,35.000,52.000,148.000,166.000,37.000,29.000,71.000,78.000,6.000,30.000,45.000,7.000,576.000,47.000,49.000,231.000
　　羽村市,1599.255,-,-,21.000,83.000,21.000,26.000,43.000,52.000,21.000,49.000,16.000,52.000,14.000,6.000,19.145,109.832,110.000,28.193,84.000,32.000,58.000,5.000,31.000,33.000,26.000,2.000,1.000,74.000,2.000,327.000,110.000,54.085,89.000
　　あきる野市,2051.274,-,-,31.000,113.000,39.000,77.000,36.428,80.000,50.615,36.000,75.000,74.000,23.000,3.000,15.000,107.000,72.000,33.000,108.000,45.000,107.000,42.000,34.000,58.000,43.000,10.000,4.000,69.000,18.000,328.000,166.000,48.231,106.000
　　西東京市,6504.685,-,-,131.000,220.000,88.000,60.000,81.000,218.000,80.919,133.000,15.000,369.000,58.000,25.000,112.299,591.575,270.000,74.000,194.000,207.728,374.000,122.000,127.000,169.000,149.000,54.000,31.000,55.000,18.000,1704.930,128.069,109.165,535.000
　☆西多摩郡計,1480.555,-,-,25.000,96.000,31.000,18.000,31.292,45.000,48.000,46.000,51.000,43.000,35.000,14.000,20.000,85.000,55.000,30.000,123.000,18.000,70.000,23.000,19.000,28.000,22.000,9.000,1.000,65.000,1.000,191.445,128.553,35.265,73.000
　　瑞穂町,791.523,-,-,17.000,31.000,18.000,14.000,17.523,27.000,33.000,33.000,9.000,21.000,11.000,2.000,4.000,44.000,27.000,21.000,40.000,9.000,37.000,9.000,13.000,17.000,17.000,5.000,0.000,42.000,0.000,119.000,100.000,17.000,37.000
　　日の出町,441.918,-,-,8.000,32.000,9.000,4.000,10.769,14.000,12.000,7.000,39.000,17.000,13.000,9.000,3.000,31.000,19.000,7.000,17.000,7.000,25.000,12.000,6.000,8.000,4.000,2.000,0.000,20.000,1.000,53.779,15.220,13.150,23.000
　　檜原村,113.000,-,-,0.000,21.000,1.000,0.000,0.000,1.000,0.000,3.000,3.000,2.000,0.000,1.000,1.000,2.000,4.000,0.000,45.000,1.000,4.000,0.000,0.000,0.000,1.000,0.000,0.000,2.000,0.000,6.000,7.000,2.000,6.000
　　奥多摩町,134.114,-,-,0.000,12.000,3.000,0.000,3.000,3.000,3.000,3.000,0.000,3.000,11.000,2.000,12.000,8.000,5.000,2.000,21.000,1.000,4.000,2.000,0.000,3.000,0.000,2.000,1.000,1.000,0.000,12.666,6.333,3.115,7.000
　☆島部計,1082.980,-,-,23.000,41.000,23.000,5.000,14.000,23.000,18.000,6.000,5.000,8.000,8.000,3.000,188.666,35.314,23.000,13.000,224.000,20.000,39.000,12.000,22.000,4.000,14.000,8.000,32.000,126.000,1.000,90.000,11.000,6.000,37.000
　　大島支庁小計,531.981,-,-,6.000,25.000,10.000,2.000,3.000,7.000,5.000,6.000,2.000,4.000,2.000,0.000,160.859,10.122,5.000,7.000,124.000,12.000,20.000,2.000,12.000,2.000,6.000,5.000,24.000,23.000,0.000,31.000,1.000,2.000,13.000
　　　大島町,259.981,-,-,3.000,11.000,8.000,2.000,2.000,4.000,4.000,3.000,1.000,4.000,1.000,0.000,49.859,7.122,3.000,3.000,46.000,8.000,18.000,1.000,11.000,1.000,3.000,3.000,19.000,12.000,0.000,20.000,1.000,2.000,9.000
　　　利島村,58.000,-,-,0.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41.000,1.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,2.000,0.000,0.000,0.000
　　　新島村,99.000,-,-,0.000,6.000,0.000,0.000,0.000,2.000,0.000,3.000,1.000,0.000,0.000,0.000,22.000,0.000,0.000,2.000,40.000,2.000,1.000,1.000,0.000,1.000,0.000,2.000,2.000,8.000,0.000,4.000,0.000,0.000,2.000
　　　神津島村,115.000,-,-,3.000,6.000,1.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,48.000,2.000,2.000,2.000,28.000,2.000,1.000,0.000,1.000,0.000,3.000,0.000,2.000,3.000,0.000,5.000,0.000,0.000,2.000
　　三宅支庁小計,166.000,-,-,3.000,2.000,4.000,0.000,2.000,1.000,1.000,0.000,2.000,0.000,1.000,2.000,5.000,6.000,3.000,1.000,50.000,0.000,1.000,0.000,4.000,0.000,0.000,0.000,2.000,57.000,0.000,10.000,2.000,0.000,7.000
　　　三宅村,143.000,-,-,2.000,2.000,3.000,0.000,2.000,1.000,1.000,0.000,2.000,0.000,1.000,2.000,1.000,5.000,2.000,1.000,37.000,0.000,1.000,0.000,2.000,0.000,0.000,0.000,2.000,57.000,0.000,10.000,2.000,0.000,7.000
　　　御蔵島村,23.000,-,-,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,1.000,1.000,0.000,13.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　八丈支庁小計,244.999,-,-,4.000,7.000,5.000,0.000,2.000,2.000,4.000,0.000,1.000,1.000,1.000,0.000,21.807,6.192,10.000,3.000,46.000,6.000,11.000,10.000,2.000,1.000,7.000,3.000,5.000,41.000,1.000,26.000,7.000,4.000,7.000
　　　八丈町,235.999,-,-,4.000,6.000,5.000,0.000,2.000,2.000,4.000,0.000,1.000,1.000,1.000,0.000,21.807,5.192,9.000,3.000,44.000,6.000,10.000,10.000,2.000,1.000,7.000,3.000,4.000,41.000,1.000,25.000,7.000,4.000,6.000
　　　青ヶ島村,9.000,-,-,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000
　　小笠原支庁小計,140.000,-,-,10.000,7.000,4.000,3.000,7.000,13.000,8.000,0.000,0.000,3.000,4.000,1.000,1.000,13.000,5.000,2.000,4.000,2.000,7.000,0.000,4.000,1.000,1.000,0.000,1.000,5.000,0.000,23.000,1.000,0.000,10.000
　　　小笠原村,140.000,-,-,10.000,7.000,4.000,3.000,7.000,13.000,8.000,0.000,0.000,3.000,4.000,1.000,1.000,13.000,5.000,2.000,4.000,2.000,7.000,0.000,4.000,1.000,1.000,0.000,1.000,5.000,0.000,23.000,1.000,0.000,10.000
