令和元年7月21日  執行,,,,,,,,,,,,,,,
参議院（比例代表選出）議員選挙　名簿登載者の得票総数　開票区別一覧,,,,,,,,,,,,,,,
東京都選挙管理委員会,,,,,,,,,,,,,,,
日本維新の会,,,,,,,,,,,,,,,
令和元年 7月22日 13時 25分 確定,,,,,,,,,,,,,,,
開  票  区  名,計,1,2,3,4,5,6,7,8,9,10,11,12,13,14
　　中野区,1749.000,92.000,309.000,95.000,436.000,24.000,24.000,11.000,13.000,24.000,32.000,43.000,30.000,23.000,593.000
　　杉並区,3424.000,157.000,744.000,103.000,799.000,45.000,63.000,20.000,31.000,24.000,50.000,84.000,50.000,43.000,1211.000
　　豊島区,1853.000,102.000,371.000,71.000,486.000,19.000,38.000,8.000,47.000,16.000,21.000,41.000,28.000,28.000,577.000
　　北区,2884.969,110.000,253.000,136.000,507.969,25.000,40.000,3.000,25.000,34.000,45.000,48.000,41.000,37.000,1580.000
　　荒川区,1033.978,65.000,134.000,73.000,274.978,5.000,27.000,10.000,13.000,10.000,17.000,23.000,18.000,16.000,348.000
　　板橋区,2876.962,157.000,347.000,149.000,843.962,32.000,64.000,17.000,30.000,32.000,45.000,69.000,66.000,53.000,972.000
　　練馬区,4090.231,334.000,615.000,236.000,984.953,77.278,108.000,17.000,30.000,46.000,81.000,130.000,106.000,90.000,1235.000
　　足立区,2799.959,231.000,239.000,232.000,866.959,39.000,89.000,14.000,50.000,35.000,55.000,82.000,63.000,49.000,755.000
　　葛飾区,1963.518,104.000,233.000,125.000,604.862,21.656,28.000,13.000,28.000,13.000,33.000,64.000,50.000,41.000,605.000
　　江戸川区,3831.854,350.000,348.000,279.000,984.854,60.000,114.000,15.000,63.000,45.000,103.000,113.000,110.000,110.000,1137.000
　☆市部計,18827.427,1638.000,2451.919,1233.843,5094.161,276.000,497.000,127.000,185.000,293.000,431.000,661.000,449.000,391.504,5099.000
　　八王子市,2371.402,238.000,229.000,190.000,656.898,27.000,83.000,20.000,35.000,24.000,55.000,117.000,90.000,55.504,551.000
　　立川市,682.807,58.000,57.919,47.000,188.888,10.000,21.000,2.000,8.000,12.000,23.000,22.000,21.000,15.000,197.000
　　武蔵野市,911.938,64.000,184.000,47.000,213.938,17.000,13.000,3.000,5.000,14.000,26.000,26.000,15.000,9.000,275.000
　　三鷹市,1052.000,101.000,190.000,50.000,263.000,12.000,29.000,5.000,17.000,14.000,22.000,24.000,22.000,22.000,281.000
　　青梅市,500.000,62.000,36.000,58.000,132.000,1.000,21.000,3.000,11.000,17.000,11.000,20.000,16.000,17.000,95.000
　　府中市,1134.949,62.000,166.000,45.000,337.949,13.000,26.000,16.000,11.000,4.000,24.000,44.000,20.000,7.000,359.000
　　昭島市,437.957,34.000,42.000,32.000,134.957,7.000,11.000,2.000,3.000,6.000,10.000,22.000,14.000,11.000,109.000
　　調布市,1044.960,83.000,159.000,37.000,271.960,15.000,27.000,7.000,12.000,11.000,21.000,40.000,24.000,22.000,315.000
　　町田市,2436.735,264.000,276.000,156.843,637.892,45.000,80.000,11.000,24.000,93.000,70.000,103.000,60.000,79.000,537.000
　　小金井市,529.000,32.000,101.000,21.000,122.000,10.000,14.000,4.000,3.000,10.000,7.000,17.000,6.000,8.000,174.000
　　小平市,863.979,69.000,128.000,72.000,237.979,14.000,18.000,7.000,6.000,9.000,20.000,24.000,14.000,14.000,231.000
　　日野市,816.000,56.000,100.000,69.000,230.000,11.000,19.000,8.000,6.000,6.000,24.000,28.000,14.000,17.000,228.000
　　東村山市,591.000,53.000,51.000,52.000,171.000,9.000,16.000,6.000,5.000,4.000,7.000,29.000,11.000,15.000,162.000
　　国分寺市,630.975,50.000,123.000,24.000,156.975,18.000,12.000,4.000,8.000,4.000,12.000,17.000,12.000,10.000,180.000
　　国立市,363.000,27.000,62.000,16.000,80.000,11.000,4.000,3.000,1.000,8.000,11.000,14.000,8.000,7.000,111.000
　　福生市,241.000,27.000,21.000,17.000,79.000,1.000,8.000,2.000,3.000,1.000,2.000,11.000,6.000,9.000,54.000
　　狛江市,453.000,44.000,70.000,31.000,129.000,5.000,10.000,4.000,1.000,3.000,8.000,6.000,10.000,3.000,129.000
　　東大和市,287.000,37.000,29.000,23.000,82.000,4.000,9.000,1.000,1.000,4.000,9.000,9.000,5.000,4.000,70.000
　　清瀬市,247.950,12.000,32.000,23.000,76.950,4.000,5.000,2.000,2.000,2.000,9.000,5.000,8.000,3.000,64.000
　　東久留米市,573.936,75.000,68.000,56.000,147.936,7.000,20.000,4.000,5.000,6.000,15.000,15.000,11.000,16.000,128.000
　　武蔵村山市,208.866,22.000,13.000,32.000,57.866,5.000,6.000,0.000,1.000,2.000,3.000,12.000,6.000,5.000,44.000
　　多摩市,717.973,52.000,81.000,23.000,183.973,7.000,16.000,4.000,5.000,16.000,11.000,21.000,16.000,6.000,276.000
　　稲城市,435.000,24.000,71.000,31.000,120.000,5.000,1.000,3.000,3.000,8.000,8.000,6.000,7.000,13.000,135.000
　　羽村市,171.000,12.000,20.000,11.000,59.000,4.000,5.000,3.000,2.000,2.000,2.000,7.000,5.000,4.000,35.000
　　あきる野市,234.000,26.000,26.000,27.000,71.000,3.000,1.000,1.000,1.000,2.000,4.000,9.000,4.000,7.000,52.000
　　西東京市,891.000,54.000,116.000,43.000,252.000,11.000,22.000,2.000,6.000,11.000,17.000,13.000,24.000,13.000,307.000
　☆西多摩郡計,174.000,14.000,12.000,14.000,62.000,5.000,3.000,2.000,2.000,3.000,0.000,5.000,6.000,1.000,45.000
　　瑞穂町,101.000,7.000,7.000,8.000,35.000,1.000,1.000,1.000,2.000,3.000,0.000,2.000,5.000,0.000,29.000
　　日の出町,61.000,7.000,3.000,4.000,22.000,4.000,2.000,1.000,0.000,0.000,0.000,3.000,1.000,1.000,13.000
　　檜原村,4.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
　　奥多摩町,8.000,0.000,2.000,1.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
　☆島部計,78.000,4.000,6.000,11.000,21.000,0.000,2.000,0.000,7.000,0.000,3.000,2.000,2.000,1.000,19.000
　　大島支庁小計,39.000,1.000,5.000,4.000,9.000,0.000,2.000,0.000,7.000,0.000,1.000,1.000,2.000,1.000,6.000
　　　大島町,28.000,1.000,4.000,3.000,6.000,0.000,0.000,0.000,7.000,0.000,1.000,1.000,1.000,1.000,3.000
　　　利島村,4.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
　　　新島村,4.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
　　　神津島村,3.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
　　三宅支庁小計,6.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000
　　　三宅村,5.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000
　　　御蔵島村,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　八丈支庁小計,24.000,2.000,0.000,5.000,7.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,9.000
　　　八丈町,24.000,2.000,0.000,5.000,7.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,9.000
　　　青ヶ島村,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　小笠原支庁小計,9.000,1.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3.000
　　　小笠原村,9.000,1.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3.000
