開票区名,確,１／たかぎ　さや／新党改革,２／鈴木　まりこ／日本のこころを大切にする党,３／田中　康夫／おおさか維新の会,４／よこぼり　喜久／無所属,５／増山　れな／社会民主党,６／いわさか　ゆきお／無所属,７／トクマ／幸福実現党,８／三宅　洋平／無所属,９／マタヨシ　光雄／世界経済共同体党,１０／山添　拓／日本共産党,１１／竹谷　とし子／公明党,１２／鈴木　たつお／無所属,１３／佐藤　かおり／無所属,１４／中川　まさはる／自由民主党,１５／鈴木　信行／維新政党・新風,１６／小川　敏夫／民進党,１７／朝日　けんたろう／自由民主党,１８／柳沢　秀敏／無所属,１９／小林　こうき／国民怒りの声,２０／原田　きみあき／無所属,２１／蓮舫／民進党,２２／よこくめ　勝仁／無所属,２３／おおつき　文彦／支持政党なし,２４／佐藤　ひとし／支持政党なし,２５／さめじま　良司／支持政党なし,２６／深江　孝／支持政党なし,２７／浜田　かずゆき／無所属,２８／ふじしろ　洋行／チャレンジド日本,２９／ひめじ　けんじ／地球平和党,３０／川上　晃司／無所属,３１／犬丸　勝子／犬丸勝子と共和党,定数６人合計,定数６人残票数,定数６人開票率,定数６人受信時刻,法定得票数,供託物没収点
★都計,確,60431.000,102402.577,469314.000,7329.000,93677.000,5184.000,20412.000,257036.000,6114.000,665835.000,770535.000,16187.177,67535.980,884823.000,42858.178,508131.000,644799.000,12091.000,82357.000,5017.000,1123145.000,310133.000,5377.000,7853.983,3714.000,4497.000,28408.000,3296.000,3854.000,5812.000,5388.000,6121144.318,0,100.00,,172876.305,129657.229
☆区部計,確,43405.000,73372.376,330209.000,5018.000,60881.000,3412.000,13836.000,188186.000,4454.000,446922.000,514961.000,10920.626,46254.667,606242.000,30645.969,328936.000,451215.000,8867.000,61436.000,3209.000,738568.000,211299.000,3858.000,5066.314,2615.000,3001.000,20924.000,2239.000,2699.000,3800.000,3684.000,4156763.576,0,100.00,,,
千代田区,確,303.000,577.000,2617.000,34.000,324.000,27.000,75.000,1055.000,75.000,2327.000,1617.000,70.000,339.000,6101.000,256.000,2368.000,3733.000,121.000,571.000,22.000,4597.000,1534.000,35.000,31.000,24.000,25.000,193.000,16.000,6.000,28.000,28.000,28552.000,0,100.00,00:52,,
中央区,確,766.000,1520.000,6410.000,68.000,720.000,63.000,179.000,2951.000,76.000,5518.000,4966.000,107.000,765.000,10700.000,462.000,4814.000,10574.000,133.000,815.000,54.000,11410.000,4243.000,55.000,41.000,68.000,51.000,402.000,27.000,25.000,56.000,61.000,66580.000,0,100.00,02:34,,
港区,確,1044.000,2084.509,8740.000,84.000,1128.000,99.000,505.000,5836.000,145.000,7661.000,7375.000,139.100,881.898,19952.000,537.389,8025.000,10402.000,228.000,1367.000,51.000,17175.000,5863.000,68.000,99.101,30.000,65.000,589.000,43.000,39.000,49.000,80.000,98300.488,0,100.00,01:34,,
新宿区,確,1597.000,2809.345,11341.000,152.000,2179.000,164.000,423.000,6909.000,285.000,16861.000,16455.000,332.159,1279.792,23446.000,1034.495,12636.000,12857.000,934.000,1665.000,67.000,23198.000,6575.000,129.000,95.207,104.000,48.000,631.000,50.000,39.000,81.000,66.000,141633.653,0,100.00,03:07,,
文京区,確,1121.000,2281.069,9117.000,185.000,1715.000,59.000,246.000,4213.000,155.000,13632.000,8242.000,250.227,1214.910,17765.000,774.702,9844.000,10549.000,247.000,2014.000,52.000,18062.000,6015.000,106.000,120.089,56.000,101.000,737.000,46.000,43.000,63.000,81.000,106825.928,0,100.00,01:35,,
台東区,確,1077.000,1917.986,7644.000,123.000,1075.000,67.000,310.000,3621.000,92.000,8404.000,9015.000,290.603,842.718,16384.000,678.409,6330.000,7830.000,210.000,911.000,44.000,15724.000,4402.000,91.000,87.281,42.000,52.000,371.000,41.000,34.000,45.000,72.000,85910.011,0,100.00,01:15,,
墨田区,確,1371.000,1991.653,9972.000,157.000,1533.000,101.000,384.000,4135.000,144.000,11592.000,16547.000,519.998,1402.714,18866.000,1131.347,7728.000,13304.000,225.000,1212.000,85.000,20209.000,6217.000,129.000,147.285,95.000,55.000,490.000,53.000,65.000,119.000,88.000,118077.344,0,100.00,01:52,,
江東区,確,2474.000,3676.896,18850.000,335.000,2883.000,145.000,704.000,7586.000,253.000,24644.000,30010.000,506.950,3027.381,32000.000,1681.153,14153.000,27501.000,416.000,2994.000,192.000,43518.000,12435.000,195.000,253.618,262.000,173.000,1067.000,133.000,108.000,160.000,196.000,228856.102,0,100.00,04:02,,
品川区,確,2007.000,3173.493,15429.000,175.000,2457.000,247.000,930.000,7990.000,185.000,18795.000,18971.000,961.968,1979.631,22911.000,1240.538,13169.000,21802.000,289.000,1880.000,112.000,32419.000,9922.000,263.000,157.368,86.000,83.000,973.000,102.000,140.000,162.000,117.000,175955.505,0,100.00,02:34,,
目黒区,確,1463.000,2281.236,10741.000,104.000,1829.000,92.000,459.000,10298.000,86.000,11313.000,10454.000,303.697,1806.824,18465.000,900.066,10675.000,13108.000,223.000,1783.000,107.000,23592.000,7220.000,77.000,112.175,70.000,77.000,756.000,65.000,41.000,73.000,62.000,126355.762,0,100.00,03:59,,
大田区,確,3213.000,5771.905,23992.000,623.000,4656.000,223.000,1178.000,12238.000,282.000,34229.000,46943.000,799.957,3105.161,44203.000,2622.137,26054.000,38442.000,444.000,3538.000,158.000,55956.000,16441.000,225.000,422.838,142.000,392.000,1669.000,137.000,272.000,285.000,474.000,323359.093,0,100.00,02:31,,
世田谷区,確,4450.000,7684.317,38875.000,494.000,7535.000,287.000,1122.000,32164.000,352.000,40166.000,36983.000,908.747,5342.416,59967.000,2353.935,37682.000,45667.000,923.000,5929.000,339.000,75912.000,23993.000,278.000,705.583,193.000,235.000,3060.000,228.000,157.000,352.000,317.000,426970.681,0,100.00,03:55,,
渋谷区,確,1203.000,2034.662,9069.000,110.000,1297.000,67.000,259.000,9217.000,99.000,9924.000,8279.000,263.085,1065.000,14731.000,771.251,9195.000,10349.000,348.000,1354.000,68.000,17716.000,5198.000,71.000,107.000,26.000,50.000,621.000,28.000,42.000,81.000,75.000,101683.336,0,100.00,02:19,,
中野区,確,1623.000,2712.315,12187.000,186.000,2208.000,84.000,402.000,8172.000,193.000,17201.000,16271.000,363.176,1555.753,20391.000,1049.508,13524.000,15194.000,663.000,2008.000,116.000,27341.000,6751.000,123.000,218.246,84.000,95.000,720.000,66.000,60.000,75.000,86.000,149010.683,0,100.00,02:01,,
杉並区,確,2712.000,5159.515,23074.000,267.000,4622.000,163.000,690.000,17976.000,309.000,28694.000,21712.000,1270.619,4092.886,37235.000,1772.864,26352.000,27958.000,583.000,3783.000,247.000,49436.000,13972.000,234.000,246.113,89.000,213.000,1592.000,118.000,147.000,176.000,300.000,270036.482,0,100.00,03:39,,
豊島区,確,1240.000,2331.294,9630.000,80.000,1767.000,97.000,441.000,5135.000,121.000,13286.000,13861.000,254.141,1294.000,17187.000,1016.564,10394.000,12513.000,277.000,4951.000,81.000,21273.000,5961.000,292.000,104.000,95.000,56.000,569.000,71.000,58.000,61.000,145.000,122310.705,0,100.00,07:41,,
北区,確,1795.000,2979.881,11676.000,234.000,2439.000,142.000,524.000,4827.000,160.000,23040.000,26122.000,310.613,1680.092,22672.000,1269.505,10376.000,14638.000,322.000,2056.000,148.000,26602.000,7857.000,181.000,214.907,120.000,121.000,750.000,84.000,333.000,202.000,197.000,161093.117,0,100.00,03:01,,
荒川区,確,1037.000,1554.818,6814.000,153.000,1231.000,94.000,332.000,2897.000,89.000,11248.000,13618.000,175.657,809.397,11519.000,674.524,6288.000,12211.000,123.000,828.000,71.000,14586.000,4211.000,94.000,381.602,65.000,41.000,385.000,61.000,49.000,85.000,68.000,90239.180,0,100.00,04:54,,
板橋区,確,2585.000,4315.110,17344.000,376.000,4116.000,276.000,836.000,7835.000,259.000,30697.000,33904.000,516.329,2211.987,37529.000,2159.560,17099.000,25209.000,401.000,3634.000,207.000,43424.000,11961.000,316.000,374.012,184.000,177.000,1001.000,208.000,287.000,197.000,192.000,245515.888,0,100.00,04:47,,
練馬区,確,2742.000,5289.405,24712.000,211.000,5526.000,236.000,1115.000,12837.000,359.000,35257.000,40129.000,856.360,4310.706,47142.000,2035.234,38746.000,33159.000,611.000,11095.000,261.000,54232.000,15718.000,278.000,341.293,394.000,170.000,1378.000,131.000,246.000,382.000,253.000,334863.593,0,100.00,03:56,,
足立区,確,2498.000,4069.282,19354.000,227.000,3442.000,277.000,928.000,7340.000,256.000,33624.000,52446.000,654.688,2808.893,34965.000,1928.028,15150.000,33368.000,347.000,2497.000,180.000,53235.000,11888.000,329.000,314.106,143.000,146.000,941.000,269.000,232.000,179.000,193.000,280159.715,0,100.00,03:50,,
葛飾区,確,2309.000,2659.956,12753.000,287.000,2607.000,203.000,605.000,5233.000,191.000,22334.000,31348.000,364.816,1955.717,30369.000,1887.226,12566.000,21801.000,309.000,1853.000,261.000,35416.000,9290.000,120.000,203.282,77.000,234.000,779.000,127.000,83.000,106.000,239.000,195911.041,0,100.00,04:34,,
江戸川区,確,2775.000,4496.729,19868.000,353.000,3592.000,199.000,1189.000,7721.000,288.000,26475.000,49693.000,700.736,2482.791,41742.000,2409.534,15768.000,29046.000,490.000,2698.000,286.000,53535.000,13632.000,169.000,289.208,166.000,341.000,1250.000,135.000,193.000,783.000,294.000,278563.269,0,100.00,03:57,,
☆市部計,確,16618.000,28683.870,137257.000,2276.000,32387.000,1735.000,6429.000,67495.000,1628.000,215423.000,248875.000,5170.313,20995.035,270204.000,11997.786,176760.000,190149.000,3182.000,20606.000,1765.000,377315.000,97730.000,1490.000,2726.949,1082.000,1474.000,7380.000,1036.000,1110.000,1952.000,1653.000,1925901.083,0,100.00,,,
八王子市,確,1895.000,3163.956,17422.000,256.000,4159.000,287.000,879.000,7026.000,208.000,27061.000,44695.000,710.562,2475.675,33751.000,1583.481,21102.000,24244.000,463.000,2986.000,266.000,48387.000,10064.000,193.000,218.324,173.000,199.000,806.000,120.000,203.000,343.000,235.000,252411.042,0,100.00,01:15,,
立川市,確,872.000,1089.529,5320.000,117.000,1131.000,64.000,260.000,2546.000,73.000,9275.000,11729.000,208.484,822.852,12198.000,424.986,7311.000,7489.000,105.000,726.000,76.000,15875.000,3218.000,45.000,142.147,21.000,99.000,225.000,39.000,28.000,64.000,72.000,80576.469,0,100.00,02:24,,
武蔵野市,確,627.000,1257.672,5627.000,126.000,1150.000,55.000,171.000,3863.000,67.000,6718.000,4875.000,157.083,875.000,11555.000,456.243,9115.000,6092.000,129.000,867.000,71.000,13716.000,5694.000,51.000,167.000,31.000,54.000,412.000,34.000,33.000,165.000,54.000,73007.326,0,100.00,01:50,,
三鷹市,確,843.000,1428.669,7873.000,112.000,1414.000,58.000,223.000,4689.000,82.000,9784.000,8644.000,221.103,1235.000,12345.000,484.226,9979.000,8217.000,158.000,976.000,69.000,16333.000,4594.000,89.000,81.000,57.000,75.000,470.000,58.000,50.000,79.000,105.000,89397.329,0,100.00,00:48,,
青梅市,確,609.000,768.628,3733.000,59.000,904.000,39.000,332.000,1627.000,46.000,6440.000,9247.000,186.882,601.895,9978.000,315.489,4224.000,6078.000,66.000,516.000,61.000,12459.000,2209.000,63.000,33.104,25.000,30.000,168.000,32.000,74.000,57.000,71.000,60284.370,0,100.00,01:29,,
府中市,確,941.000,1777.537,7855.000,117.000,1745.000,138.000,399.000,3811.000,101.000,11697.000,13252.000,303.775,1171.000,16195.000,660.686,10539.000,11885.000,195.000,1042.000,74.000,21976.000,11423.000,78.000,87.000,38.000,106.000,458.000,63.000,41.000,65.000,85.000,116541.461,0,100.00,23:41,,
昭島市,確,463.000,687.433,3114.000,39.000,903.000,36.000,186.000,1363.000,33.000,5559.000,8243.000,97.344,518.000,7010.000,345.222,3932.000,5411.000,53.000,452.000,45.000,10475.000,2182.000,22.000,71.000,44.000,41.000,120.000,36.000,22.000,56.000,3.000,50874.566,0,100.00,02:05,,
調布市,確,1070.000,1825.604,7867.000,170.000,2037.000,169.000,346.000,4598.000,109.000,11579.000,10971.000,261.086,1310.846,15610.000,933.309,9604.000,10293.000,229.000,1161.000,73.000,22837.000,5300.000,95.000,109.153,86.000,75.000,544.000,49.000,49.000,73.000,70.000,107678.394,0,100.00,00:48,,
町田市,確,1743.000,3539.870,15042.000,288.000,3434.000,156.000,592.000,7053.000,135.000,19399.000,22696.000,510.558,2094.276,24188.000,1437.571,17850.000,25273.000,295.000,2405.000,172.000,42377.000,9264.000,117.000,783.723,67.000,101.000,857.000,96.000,93.000,334.000,147.000,199000.128,0,100.00,02:59,,
小金井市,確,520.000,798.669,3791.000,73.000,1082.000,28.000,185.000,2440.000,35.000,6072.000,4656.000,160.335,941.684,7915.000,475.995,6306.000,5695.000,68.000,671.000,45.000,10151.000,4974.000,50.000,176.315,19.000,42.000,303.000,24.000,30.000,21.000,41.000,56991.329,0,100.00,02:01,,
小平市,確,734.000,1354.603,6416.000,72.000,1760.000,92.000,297.000,3082.000,71.000,10023.000,12903.000,259.498,1096.887,13389.000,466.897,9339.000,7171.000,128.000,885.000,56.000,16643.000,4208.000,71.000,65.112,63.000,40.000,312.000,37.000,46.000,50.000,66.000,89842.394,0,100.00,02:24,,
日野市,確,676.000,1292.896,6809.000,126.000,1592.000,74.000,391.000,2540.000,140.000,10776.000,9352.000,242.355,823.000,12003.000,509.747,8182.000,8670.000,143.000,831.000,97.000,18011.000,3786.000,41.000,83.000,41.000,89.000,328.000,53.000,61.000,99.000,113.000,86682.102,0,100.00,08:47,,
東村山市,確,601.000,1011.000,4589.000,55.000,1070.000,55.000,215.000,2105.000,50.000,9623.000,11251.000,190.000,650.859,10080.000,433.000,5599.000,6611.000,118.000,790.000,68.000,13121.000,3191.000,46.000,106.140,32.000,93.000,215.000,36.000,48.000,70.000,123.000,71234.999,0,100.00,00:50,,
国分寺市,確,468.000,937.559,4104.000,80.000,1203.000,56.000,130.000,2522.000,59.000,6921.000,5963.000,295.176,718.934,9964.000,444.264,6712.000,5355.000,114.000,665.000,46.000,10793.000,3121.000,42.000,50.065,51.000,52.000,262.000,55.000,22.000,32.000,36.000,60336.439,0,100.00,02:12,,
国立市,確,312.000,554.000,2733.000,28.000,864.000,36.000,98.000,1949.000,35.000,4922.000,3785.000,92.000,580.000,4945.000,202.000,3905.000,3842.000,77.000,478.000,28.000,6376.000,2076.000,59.000,41.000,20.000,16.000,169.000,25.000,24.000,29.000,20.000,37766.000,0,100.00,00:34,,
福生市,確,194.000,368.642,1691.000,32.000,333.000,33.000,87.000,926.000,24.000,2301.000,4327.000,73.127,177.000,3920.000,132.230,1638.000,2668.000,44.000,186.000,31.000,4738.000,1004.000,21.000,23.000,11.000,20.000,83.000,21.000,15.000,18.000,32.000,24803.357,0,100.00,23:53,,
狛江市,確,353.000,601.214,2826.000,51.000,684.000,17.000,122.000,2005.000,26.000,4952.000,3757.000,122.246,413.919,5460.000,266.538,3531.000,3770.000,86.000,443.000,86.000,6704.000,1796.000,35.000,36.080,15.000,32.000,208.000,21.000,17.000,35.000,28.000,37898.783,0,100.00,00:30,,
東大和市,確,292.000,542.000,2877.000,29.000,546.000,20.000,141.000,997.000,32.000,5077.000,7163.000,69.000,346.000,4814.000,189.000,3124.000,3884.000,59.000,351.000,59.000,7940.000,1703.000,20.000,43.000,29.000,23.000,102.000,25.000,24.000,40.000,21.000,40039.000,0,100.00,00:59,,
清瀬市,確,296.000,440.640,2253.000,29.000,536.000,28.000,149.000,878.000,17.000,5680.000,4776.000,99.144,360.000,4405.000,148.215,3466.000,3622.000,49.000,359.000,28.000,6523.000,1563.000,34.000,39.000,14.000,15.000,79.000,32.000,25.000,45.000,25.000,35572.359,0,100.00,01:09,,
東久留米市,確,505.000,805.652,4033.000,87.000,1066.000,42.000,210.000,1598.000,39.000,7483.000,7994.000,138.111,538.902,7329.000,290.235,4988.000,5273.000,74.000,655.000,60.000,10104.000,2310.000,41.000,58.097,32.000,22.000,147.000,43.000,30.000,33.000,42.000,55265.345,0,100.00,02:04,,
武蔵村山市,確,245.000,368.696,1530.000,40.000,318.000,31.000,126.000,639.000,22.000,3686.000,6633.000,51.375,206.807,3728.000,126.928,1934.000,3081.000,31.000,227.000,18.000,5227.000,1063.000,72.000,49.192,26.000,14.000,95.000,19.000,20.000,18.000,44.000,29321.302,0,100.00,01:43,,
多摩市,確,635.000,1133.276,5476.000,90.000,1489.000,56.000,199.000,2608.000,60.000,9422.000,7830.000,214.241,811.899,8959.000,427.481,6635.000,7610.000,133.000,830.000,63.000,15123.000,3663.000,67.000,43.100,99.000,45.000,284.000,30.000,42.000,47.000,62.000,73053.721,0,100.00,01:11,,
稲城市,確,344.000,742.000,3302.000,67.000,639.000,30.000,126.000,1369.000,36.000,4293.000,4596.000,89.000,384.872,6413.000,241.000,3404.000,3612.000,95.000,463.000,26.000,8756.000,2278.000,19.000,56.127,26.000,24.000,158.000,19.000,25.000,27.000,33.000,40950.999,0,100.00,23:37,,
羽村市,確,163.000,340.033,1479.000,15.000,330.000,19.000,101.000,704.000,15.000,2631.000,3693.000,91.277,237.881,3107.000,226.689,2302.000,2922.000,34.000,195.000,36.000,5376.000,1002.000,30.000,32.118,8.000,31.000,89.000,7.000,18.000,25.000,19.000,24938.965,0,100.00,00:39,,
あきる野市,確,346.000,452.163,2127.000,25.000,466.000,48.000,128.000,996.000,32.000,3816.000,5242.000,85.219,281.000,5644.000,239.616,2946.000,3465.000,51.000,267.000,44.000,7723.000,1285.000,17.000,24.000,14.000,49.000,153.000,19.000,31.000,30.000,39.000,35632.835,0,100.00,00:09,,
