地　域　別,１８歳,１９歳,２０歳,２１～　２４歳,２５～　２９歳,３０～　３４歳,３５～　３９歳,４０～　４４歳,４５～　４９歳,５０～　５４歳,５５～　５９歳,６０～　６４歳,６５～　６９歳,７０～　７４歳,７５～　７９歳,８０代　以上
都　　心,45.88,35.80,31.25,24.85,25.98,30.83,35.44,39.38,42.88,45.99,48.90,51.77,55.36,56.95,56.25,39.69
城　　南,47.01,34.91,30.28,24.70,27.66,33.95,38.68,42.52,45.12,47.45,50.09,53.03,56.19,57.98,57.07,40.72
城　　西,48.46,36.37,31.69,25.08,27.14,33.14,37.14,41.01,44.76,48.22,51.54,54.12,58.07,59.62,58.22,39.62
城　　北,44.74,34.03,29.08,24.94,27.51,34.01,37.89,41.65,44.43,46.91,49.90,53.40,57.36,58.63,58.39,42.25
城　　東,39.66,30.56,26.63,23.50,25.68,31.75,35.74,39.00,41.29,43.52,46.14,49.80,53.94,55.99,55.81,42.25
