区分,１８歳（％）,１９歳（％）,２０歳（％）,２１～２４歳（％）,２５～２９歳（％）,３０～３４歳（％）,３５～３９歳（％）,４０～４４歳（％）,４５～４９歳（％）,５０～５４歳（％）,５５～５９歳（％）,６０～６４歳（％）,６５～６９歳（％）,７０～７４歳（％）,７５～７９歳（％）,８０代以上（％）
都心,65.25,53.43,49.02,41.06,43.51,49.43,53.6,57.24,59.74,61.81,63.33,63.7,65.72,65.69,64.85,46.94
城南,62.24,48.54,44.05,38.5,42.34,48.63,53.3,56.43,57.78,59.63,60.84,61.78,63.08,63.9,62.7,43.2
城西,67.64,54.87,48.97,41.1,44.53,51.13,55.24,58.77,61.08,63.06,64.58,64.97,66.75,66.84,65.3,44.58
城北,62.91,49.42,45.56,39.1,42.81,49.22,53.23,56.39,58.08,60.05,61.74,63.44,65.23,65.46,64.01,45.63
城東,56.2,42.86,42.45,37.71,39.75,45.36,49.61,53.18,54.08,55.59,57.33,58.93,61.23,62.88,61.88,44.93
