令和4年7月10日  執行,,
参議院（比例代表選出）議員選挙　名簿登載者の得票総数　開票区別一覧,,
東京都選挙管理委員会,,
維新政党・新風,,
18時  10分  現在　確定,,
開  票  区  名,計,1
,,魚谷
,,哲央
　★都計,443.000,443.000
　☆区部計,305.000,305.000
　　千代田区,2.000,2.000
　　中央区,2.000,2.000
　　港区,3.000,3.000
　　新宿区,6.000,6.000
　　文京区,7.000,7.000
　　台東区,5.000,5.000
　　墨田区,8.000,8.000
　　江東区,19.000,19.000
　　品川区,15.000,15.000
　　目黒区,17.000,17.000
　　大田区,31.000,31.000
　　世田谷区,51.000,51.000
　　渋谷区,6.000,6.000
　　中野区,4.000,4.000
　　杉並区,16.000,16.000
　　豊島区,3.000,3.000
　　北区,15.000,15.000
　　荒川区,2.000,2.000
　　板橋区,18.000,18.000
　　練馬区,18.000,18.000
　　足立区,19.000,19.000
　　葛飾区,8.000,8.000
　　江戸川区,30.000,30.000
　☆市部計,138.000,138.000
　　八王子市,16.000,16.000
　　立川市,9.000,9.000
　　武蔵野市,6.000,6.000
　　三鷹市,6.000,6.000
　　青梅市,7.000,7.000
　　府中市,11.000,11.000
　　昭島市,0.000,0.000
　　調布市,9.000,9.000
　　町田市,24.000,24.000
　　小金井市,8.000,8.000
　　小平市,4.000,4.000
　　日野市,3.000,3.000
　　東村山市,2.000,2.000
　　国分寺市,1.000,1.000
　　国立市,0.000,0.000
　　福生市,2.000,2.000
　　狛江市,3.000,3.000
　　東大和市,1.000,1.000
　　清瀬市,1.000,1.000
　　東久留米市,12.000,12.000
　　武蔵村山市,2.000,2.000
　　多摩市,0.000,0.000
　　稲城市,3.000,3.000
　　羽村市,3.000,3.000
　　あきる野市,2.000,2.000
　　西東京市,3.000,3.000
　☆西多摩郡計,0.000,0.000
　　瑞穂町,0.000,0.000
　　日の出町,0.000,0.000
　　檜原村,0.000,0.000
　　奥多摩町,0.000,0.000
　☆島部計,0.000,0.000
　　大島支庁小計,0.000,0.000
　　　大島町,0.000,0.000
　　　利島村,0.000,0.000
　　　新島村,0.000,0.000
　　　神津島村,0.000,0.000
　　三宅支庁小計,0.000,0.000
　　　三宅村,0.000,0.000
　　　御蔵島村,0.000,0.000
　　八丈支庁小計,0.000,0.000
　　　八丈町,0.000,0.000
　　　青ヶ島村,0.000,0.000
　　小笠原支庁小計,0.000,0.000
　　　小笠原村,0.000,0.000
