令和3年10月31日  執行,,,,,,,,,,,,,,,,
最高裁判所裁判官国民審査　投票結果,,,,,,,,,,,,,,,,
東京都選挙管理委員会,,,,,,,,,,,,,,,,
20時　00分　現在　確定,,,,,,,,,,,,,,,,
開　票　区　名,選 挙 当 日 有 権 者 数,選 挙 当 日 有 権 者 数,選 挙 当 日 有 権 者 数,投  票  者  数,投  票  者  数,投  票  者  数,棄  権  者  数,棄  権  者  数,棄  権  者  数,投   票   率,投   票   率,投   票   率,投   票   率,前 回 投 票 率,前 回 投 票 率,前 回 投 票 率
　　杉並区計,230866,255446,486312,139944,156018,295962,90922,99428,190350,60.62,61.08,60.86,[sanitize],55.53,54.87,55.18
　　杉並区７区,5736,5781,11517,3006,3192,6198,2730,2589,5319,52.41,55.22,53.82,68,47.51,48.47,47.99
　　杉並区８区,225130,249665,474795,136938,152826,289764,88192,96839,185031,60.83,61.21,61.03,18,55.72,55.01,55.34
　　豊島区計,115716,116076,231792,63701,66871,130572,52015,49205,101220,55.05,57.61,56.33,[sanitize],50.97,52.72,51.84
　　豊島区１０区,79710,79003,158713,43188,45200,88388,36522,33803,70325,54.18,57.21,55.69,58,50.89,53.24,52.05
　　豊島区１２区,36006,37073,73079,20513,21671,42184,15493,15402,30895,56.97,58.45,57.72,42,51.13,51.61,51.37
　　北区,142783,146572,289355,84110,87809,171919,58673,58763,117436,58.91,59.91,59.41,29,54.07,54.65,54.36
　　荒川区,84789,86321,171110,47040,48614,95654,37749,37707,75456,55.48,56.32,55.90,56,51.97,51.88,51.92
　　板橋区計,230367,242635,473002,125331,134187,259518,105036,108448,213484,54.40,55.30,54.87,[sanitize],52.23,52.61,52.42
　　板橋区１１区,225018,236993,462011,122509,131097,253606,102509,105896,208405,54.44,55.32,54.89,64,52.31,52.63,52.47
　　板橋区１２区,5349,5642,10991,2822,3090,5912,2527,2552,5079,52.76,54.77,53.79,69,49.24,51.58,50.45
　　練馬区計,297097,321354,618451,171439,184933,356372,125658,136421,262079,57.70,57.55,57.62,[sanitize],54.66,54.14,54.39
　　練馬区９区,229150,248840,477990,132416,143266,275682,96734,105574,202308,57.79,57.57,57.68,43,54.85,54.40,54.62
　　練馬区１０区,67947,72514,140461,39023,41667,80690,28924,30847,59771,57.43,57.46,57.45,44,54.00,53.22,53.60
　　足立区計,284765,283663,568428,142766,146073,288839,141999,137590,279589,50.13,51.50,50.81,[sanitize],47.12,48.06,47.59
　　足立区１２区,44548,44048,88596,22180,22966,45146,22368,21082,43450,49.79,52.14,50.96,75,46.01,47.87,46.93
　　足立区１３区,240217,239615,479832,120586,123107,243693,119631,116508,236139,50.20,51.38,50.79,78,47.33,48.09,47.71
　　葛飾区,189531,191490,381021,99614,102860,202474,89917,88630,178547,52.56,53.72,53.14,71,50.00,50.21,50.10
　　江戸川区計,281334,277548,558882,142893,145536,288429,138441,132012,270453,50.79,52.44,51.61,[sanitize],47.42,47.97,47.69
　　江戸川区１６区,233809,230766,464575,118335,120930,239265,115474,109836,225310,50.61,52.40,51.50,73,47.08,47.75,47.41
　　江戸川区１７区,47525,46782,94307,24558,24606,49164,22967,22176,45143,51.67,52.60,52.13,72,49.09,49.04,49.06
　☆市部計,1714932,1787590,3502522,994078,1039851,2033929,720854,747739,1468593,57.97,58.17,58.07,[sanitize],54.95,54.61,54.78
　　八王子市計,235229,237398,472627,132216,135259,267475,103013,102139,205152,56.21,56.98,56.59,[sanitize],54.87,55.10,54.98
　　八王子市２１区,5279,4714,9993,2704,2435,5139,2575,2279,4854,51.22,51.65,51.43,74,49.53,49.77,49.64
　　八王子市２４区,229950,232684,462634,129512,132824,262336,100438,99860,200298,56.32,57.08,56.70,50,54.99,55.20,55.09
　　立川市,76347,77981,154328,42235,43187,85422,34112,34794,68906,55.32,55.38,55.35,59,51.70,51.25,51.48
　　武蔵野市,58738,65832,124570,36320,40217,76537,22418,25615,48033,61.83,61.09,61.44,13,58.25,57.03,57.61
　　三鷹市,76822,82112,158934,46422,49567,95989,30400,32545,62945,60.43,60.37,60.40,21,56.51,55.60,56.04
　　青梅市,56453,56033,112486,31070,30875,61945,25383,25158,50541,55.04,55.10,55.07,62,53.68,53.63,53.65
　　府中市,107960,107768,215728,62403,63403,125806,45557,44365,89922,57.80,58.83,58.32,38,54.12,54.68,54.40
　　昭島市,46897,47640,94537,25519,26176,51695,21378,21464,42842,54.41,54.95,54.68,65,51.05,50.22,50.63
　　調布市,95932,102980,198912,57196,61406,118602,38736,41574,80310,59.62,59.63,59.63,25,55.64,54.99,55.30
　　町田市,174458,185488,359946,101110,107146,208256,73348,78342,151690,57.96,57.76,57.86,41,55.37,54.78,55.07
　　小金井市,50566,53073,103639,30698,32307,63005,19868,20766,40634,60.71,60.87,60.79,19,56.04,55.67,55.85
　　小平市,78116,82576,160692,46460,49318,95778,31656,33258,64914,59.48,59.72,59.60,26,55.49,55.23,55.35
　　日野市,77792,78451,156243,45390,45550,90940,32402,32901,65303,58.35,58.06,58.20,39,54.77,53.97,54.37
　　東村山市,61318,65764,127082,35487,38148,73635,25831,27616,53447,57.87,58.01,57.94,40,54.86,54.56,54.71
　　国分寺市,51928,54542,106470,32305,34032,66337,19623,20510,40133,62.21,62.40,62.31,11,58.56,57.57,58.06
　　国立市,31006,33524,64530,18963,20245,39208,12043,13279,25322,61.16,60.39,60.76,20,58.48,57.04,57.74
　　福生市,23138,23153,46291,12609,12400,25009,10529,10753,21282,54.49,53.56,54.03,67,52.16,51.40,51.78
　　狛江市,33683,36658,70341,20602,22374,42976,13081,14284,27365,61.16,61.03,61.10,17,56.70,55.93,56.30
　　東大和市,34790,36405,71195,19668,20750,40418,15122,15655,30777,56.53,57.00,56.77,48,53.45,53.89,53.67
　　清瀬市,30093,32848,62941,17616,19111,36727,12477,13737,26214,58.54,58.18,58.35,37,55.61,55.02,55.30
　　東久留米市,47279,50758,98037,26981,29231,56212,20298,21527,41825,57.07,57.59,57.34,45,53.60,53.44,53.52
　　武蔵村山市,29134,29384,58518,14536,15276,29812,14598,14108,28706,49.89,51.99,50.95,76,47.84,49.37,48.61
　　多摩市計,60912,64368,125280,36285,38443,74728,24627,25925,50552,59.57,59.72,59.65,[sanitize],57.60,57.29,57.44
　　多摩市２１区,13192,13702,26894,7715,8041,15756,5477,5661,11138,58.48,58.68,58.59,34,56.47,55.94,56.20
　　多摩市２３区,47720,50666,98386,28570,30402,58972,19150,20264,39414,59.87,60.00,59.94,24,57.91,57.65,57.78
　　稲城市計,37718,37743,75461,22450,22384,44834,15268,15359,30627,59.52,59.31,59.41,[sanitize],55.94,55.51,55.73
　　稲城市２１区,12562,13318,25880,7760,8056,15816,4802,5262,10064,61.77,60.49,61.11,16,58.01,57.68,57.84
　　稲城市２２区,25156,24425,49581,14690,14328,29018,10466,10097,20563,58.40,58.66,58.53,35,54.91,54.32,54.62
　　羽村市,22917,22441,45358,12545,12523,25068,10372,9918,20290,54.74,55.80,55.27,60,51.18,52.34,51.75
　　あきる野市,33237,33837,67074,18393,18587,36980,14844,15250,30094,55.34,54.93,55.13,61,54.41,53.59,54.00
　　西東京市,82469,88833,171302,48599,51936,100535,33870,36897,70767,58.93,58.46,58.69,32,55.17,53.99,54.56
　☆西多摩郡計,23548,23585,47133,12675,12746,25421,10873,10839,21712,53.83,54.04,53.93,[sanitize],53.48,52.87,53.17
　　瑞穂町,13746,13413,27159,6751,6823,13574,6995,6590,13585,49.11,50.87,49.98,79,48.11,49.50,48.79
　　日の出町,6670,6999,13669,3845,3959,7804,2825,3040,5865,57.65,56.57,57.09,47,58.97,55.65,57.27
　　檜原村,941,952,1893,648,620,1268,293,332,625,68.86,65.13,66.98,5,68.71,63.44,66.09
　　奥多摩町,2191,2221,4412,1431,1344,2775,760,877,1637,65.31,60.51,62.90,10,62.97,59.25,61.09
　☆島部計,10747,10123,20870,6747,6457,13204,4000,3666,7666,62.78,63.79,63.27,[sanitize],61.96,62.23,62.09
　　大島支庁,5155,5086,10241,3291,3289,6580,1864,1797,3661,63.84,64.67,64.25,[sanitize],61.19,61.06,61.12
　　　大島町,3130,3065,6195,1930,1970,3900,1200,1095,2295,61.66,64.27,62.95,9,59.64,60.50,60.07
　　　利島村,151,112,263,131,90,221,20,22,42,86.75,80.36,84.03,1,59.57,52.59,56.42
　　　新島村,1092,1150,2242,703,723,1426,389,427,816,64.38,62.87,63.60,8,66.12,62.52,64.27
　　　神津島村,782,759,1541,527,506,1033,255,253,508,67.39,66.67,67.03,4,60.82,62.45,61.62
　　三宅支庁,1283,1028,2311,850,675,1525,433,353,786,66.25,65.66,65.99,[sanitize],61.18,59.10,60.22
　　　三宅村,1153,910,2063,750,573,1323,403,337,740,65.05,62.97,64.13,7,60.80,58.49,59.74
　　　御蔵島村,130,118,248,100,102,202,30,16,46,76.92,86.44,81.45,3,64.66,64.23,64.45
　　八丈支庁,3129,3093,6222,1904,1957,3861,1225,1136,2361,60.85,63.27,62.05,[sanitize],63.48,65.24,64.35
　　　八丈町,3042,3028,6070,1831,1904,3735,1211,1124,2335,60.19,62.88,61.53,12,63.15,64.95,64.05
　　　青ヶ島村,87,65,152,73,53,126,14,12,26,83.91,81.54,82.89,2,76.19,80.33,77.93
　　小笠原支庁,1180,916,2096,702,536,1238,478,380,858,59.49,58.52,59.06,[sanitize],62.15,62.39,62.26
　　　小笠原村,1180,916,2096,702,536,1238,478,380,858,59.49,58.52,59.06,30,62.15,62.39,62.26
