令和4年7月10日  執行,,,,,,,,,
参議院（比例代表選出）議員選挙　名簿登載者の得票総数　開票区別一覧,,,,,,,,,
東京都選挙管理委員会,,,,,,,,,
社会民主党,,,,,,,,,
18時  10分  現在　確定,,,,,,,,,
開  票  区  名,計,1,2,3,4,5,6,7,8
,,福島,大椿,おかざき,宮城,村田,久保,秋葉,山口
,,みずほ,ゆうこ,彩子,イチロー,しゅんいち,孝喜,忠利,わか子
　★都計,46561.561,40633.000,1023.000,1623.000,521.000,316.774,184.000,991.000,1269.787
　☆区部計,32191.543,28015.000,731.000,1190.000,351.000,220.533,134.000,687.000,863.010
　　千代田区,243.000,215.000,8.000,11.000,1.000,2.000,0.000,5.000,1.000
　　中央区,440.081,392.000,7.000,10.000,4.000,4.081,1.000,14.000,8.000
　　港区,762.000,669.000,10.000,21.000,8.000,5.000,1.000,29.000,19.000
　　新宿区,1493.562,1359.000,31.000,26.000,9.000,6.122,8.000,28.000,26.440
　　文京区,1194.000,1050.000,32.000,32.000,8.000,5.000,3.000,43.000,21.000
　　台東区,552.000,494.000,12.000,14.000,6.000,2.000,0.000,13.000,11.000
　　墨田区,672.326,592.000,14.000,27.000,4.000,6.000,5.000,8.000,16.326
　　江東区,1715.027,1473.000,51.000,64.000,23.000,8.047,7.000,28.000,60.980
　　品川区,1155.218,1000.000,32.000,41.000,14.000,6.000,6.000,29.000,27.218
　　目黒区,1000.386,881.000,30.000,28.000,10.000,11.000,2.000,21.000,17.386
　　大田区,2170.615,1830.000,46.000,91.000,32.000,19.000,32.000,33.000,87.615
　　世田谷区,4238.804,3787.000,90.000,91.000,41.000,18.000,16.000,98.000,97.804
　　渋谷区,938.000,847.000,20.000,30.000,3.000,5.000,0.000,18.000,15.000
　　中野区,1313.000,1169.000,35.000,33.000,12.000,11.000,5.000,24.000,24.000
　　杉並区,3138.871,2800.000,79.000,92.000,18.000,9.000,3.000,86.000,51.871
　　豊島区,1018.000,875.000,19.000,51.000,19.000,7.000,2.000,30.000,15.000
　　北区,1384.914,1191.000,20.000,103.000,9.000,5.060,2.000,13.000,41.854
　　荒川区,493.285,444.000,13.000,19.000,3.000,4.000,0.000,7.000,3.285
　　板橋区,1726.000,1499.000,36.000,62.000,25.000,16.000,8.000,30.000,50.000
　　練馬区,2737.265,2396.000,56.000,78.000,24.000,27.000,14.000,71.000,71.265
　　足立区,1366.248,1108.000,35.000,90.000,29.000,14.000,5.000,28.000,57.248
　　葛飾区,953.813,727.000,21.000,121.000,15.000,10.000,5.000,10.000,44.813
　　江戸川区,1485.128,1217.000,34.000,55.000,34.000,20.223,9.000,21.000,94.905
　☆市部計,14239.018,12505.000,291.000,426.000,169.000,96.241,50.000,301.000,400.777
　　八王子市,1522.043,1322.000,36.000,40.000,16.000,9.059,2.000,33.000,63.984
　　立川市,487.421,431.000,6.000,16.000,9.000,1.010,1.000,9.000,14.411
　　武蔵野市,903.000,802.000,15.000,25.000,7.000,9.000,4.000,19.000,22.000
　　三鷹市,817.000,721.000,18.000,32.000,5.000,12.000,2.000,15.000,12.000
　　青梅市,325.708,277.000,8.000,11.000,5.000,2.008,2.000,2.000,18.700
　　府中市,844.884,764.000,18.000,22.000,15.000,5.080,0.000,9.000,11.804
　　昭島市,309.000,276.000,5.000,9.000,2.000,2.000,4.000,3.000,8.000
　　調布市,888.927,780.000,30.000,22.000,6.000,8.000,1.000,24.000,17.927
　　町田市,1522.280,1320.000,27.000,51.000,25.000,15.000,8.000,28.000,48.280
　　小金井市,559.000,509.000,9.000,7.000,5.000,4.000,1.000,14.000,10.000
　　小平市,692.410,620.000,10.000,13.000,7.000,8.000,0.000,18.000,16.410
　　日野市,619.475,543.000,10.000,27.000,6.000,3.000,1.000,10.000,19.475
　　東村山市,451.000,392.000,13.000,9.000,8.000,3.000,5.000,3.000,18.000
　　国分寺市,654.461,575.000,8.000,27.000,14.000,2.000,5.000,11.000,12.461
　　国立市,411.000,363.000,13.000,9.000,1.000,3.000,1.000,16.000,5.000
　　福生市,161.000,143.000,5.000,3.000,2.000,0.000,1.000,1.000,6.000
　　狛江市,383.172,334.000,6.000,8.000,6.000,1.076,1.000,9.000,18.096
　　東大和市,200.000,180.000,4.000,7.000,2.000,1.000,1.000,2.000,3.000
　　清瀬市,203.312,168.000,2.000,18.000,0.000,1.000,1.000,8.000,5.312
　　東久留米市,406.000,335.000,12.000,15.000,10.000,2.000,0.000,14.000,18.000
　　武蔵村山市,103.000,85.000,3.000,5.000,3.000,0.000,1.000,0.000,6.000
　　多摩市,602.346,535.000,9.000,13.000,5.000,3.000,2.000,26.000,9.346
　　稲城市,239.571,213.000,5.000,3.000,4.000,0.000,3.000,5.000,6.571
　　羽村市,122.008,104.000,4.000,6.000,2.000,1.008,1.000,0.000,4.000
　　あきる野市,149.000,125.000,4.000,7.000,2.000,1.000,1.000,2.000,7.000
　　西東京市,662.000,588.000,11.000,21.000,2.000,0.000,1.000,20.000,19.000
　☆西多摩郡計,93.000,84.000,1.000,2.000,0.000,0.000,0.000,2.000,4.000
　　瑞穂町,55.000,51.000,0.000,1.000,0.000,0.000,0.000,2.000,1.000
　　日の出町,31.500,28.000,1.000,1.000,0.000,0.000,0.000,0.000,1.500
　　檜原村,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　奥多摩町,4.500,3.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500
　☆島部計,38.000,29.000,0.000,5.000,1.000,0.000,0.000,1.000,2.000
　　大島支庁小計,21.000,13.000,0.000,5.000,1.000,0.000,0.000,1.000,1.000
　　　大島町,16.000,8.000,0.000,5.000,1.000,0.000,0.000,1.000,1.000
　　　利島村,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　　新島村,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　　神津島村,3.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
　　三宅支庁小計,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
