令和4年7月10日  執行,,,,,,,,,,
参議院（比例代表選出）議員選挙　名簿登載者の得票総数　開票区別一覧,,,,,,,,,,
東京都選挙管理委員会,,,,,,,,,,
れいわ新選組,,,,,,,,,,
18時  10分  現在　確定,,,,,,,,,,
開  票  区  名,計,1,2,3,4,5,6,7,8,9
,,天畠,大島,つじ,高井,キム,長谷川,よだ,水道橋博士,はすいけ
,,大輔,九州男,恵,たかし,テヨン,ういこ,かれん,,透
　★都計,41770.238,-,3231.000,2429.000,1835.331,1654.000,3536.907,3264.000,23054.000,2766.000
　☆区部計,30214.823,-,2306.000,1687.000,1301.154,1173.000,2410.669,2330.000,17039.000,1968.000
　　千代田区,203.000,-,21.000,15.000,9.000,10.000,14.000,13.000,108.000,13.000
　　中央区,506.000,-,39.000,29.000,53.000,14.000,29.000,26.000,285.000,31.000
　　港区,690.360,-,70.000,44.000,43.000,32.000,67.360,39.000,346.000,49.000
　　新宿区,1344.193,-,83.000,58.000,50.000,28.000,71.193,361.000,617.000,76.000
　　文京区,885.256,-,44.000,25.000,55.000,24.000,81.256,57.000,523.000,76.000
　　台東区,621.280,-,29.000,29.000,31.000,24.000,45.280,33.000,400.000,30.000
　　墨田区,713.884,-,46.000,36.000,26.000,29.000,60.884,52.000,426.000,38.000
　　江東区,1785.460,-,123.000,110.000,92.000,72.000,125.460,109.000,1033.000,121.000
　　品川区,1027.000,-,73.000,65.000,39.000,28.000,87.000,67.000,611.000,57.000
　　目黒区,839.000,-,50.000,45.000,25.000,49.000,88.000,47.000,489.000,46.000
　　大田区,2007.867,-,174.000,155.000,96.000,96.000,165.867,157.000,1028.000,136.000
　　世田谷区,3777.188,-,330.000,227.000,161.000,148.000,312.188,220.000,2108.000,271.000
　　渋谷区,888.000,-,66.000,46.000,35.000,40.000,77.000,59.000,519.000,46.000
　　中野区,1276.000,-,79.000,45.000,45.000,43.000,107.000,104.000,784.000,69.000
　　杉並区,2684.000,-,157.000,107.000,73.000,65.000,253.000,167.000,1688.000,174.000
　　豊島区,806.154,-,53.000,30.000,40.154,19.000,72.000,68.000,481.000,43.000
　　北区,1255.812,-,84.000,63.000,50.000,67.000,97.812,90.000,713.000,91.000
　　荒川区,489.449,-,54.000,10.000,21.000,19.000,37.449,17.000,288.000,43.000
　　板橋区,1411.907,-,122.000,78.000,62.000,44.000,120.907,83.000,815.000,87.000
　　練馬区,2444.097,-,194.000,137.000,106.000,89.000,203.097,234.000,1299.000,182.000
　　足立区,1644.101,-,149.000,129.000,57.000,69.000,113.101,105.000,906.000,116.000
　　葛飾区,960.646,-,86.000,51.000,59.000,39.000,63.646,61.000,554.000,47.000
　　江戸川区,1954.169,-,180.000,153.000,73.000,125.000,118.169,161.000,1018.000,126.000
　☆市部計,11421.309,-,915.000,737.000,530.177,476.000,1118.132,920.000,5936.000,789.000
　　八王子市,1357.179,-,133.000,129.000,72.177,62.000,130.002,106.000,626.000,99.000
　　立川市,446.357,-,35.000,27.000,13.000,16.000,68.357,28.000,234.000,25.000
　　武蔵野市,573.000,-,46.000,24.000,26.000,29.000,56.000,56.000,296.000,40.000
　　三鷹市,662.411,-,49.000,31.000,34.000,25.000,81.411,46.000,358.000,38.000
　　青梅市,342.000,-,22.000,29.000,18.000,11.000,24.000,37.000,184.000,17.000
　　府中市,625.420,-,42.000,34.000,22.000,26.000,53.420,39.000,360.000,49.000
　　昭島市,245.117,-,29.000,12.000,16.000,9.000,17.117,21.000,125.000,16.000
　　調布市,709.681,-,58.000,30.000,35.000,28.000,60.681,57.000,397.000,44.000
　　町田市,1277.623,-,117.000,90.000,54.000,61.000,119.623,90.000,652.000,94.000
　　小金井市,340.000,-,19.000,9.000,22.000,15.000,33.000,45.000,172.000,25.000
　　小平市,507.252,-,33.000,22.000,17.000,16.000,46.252,34.000,307.000,32.000
