"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20190901","芝地区総合支所管内","芝一丁目","772","850","1622"
"20190901","芝地区総合支所管内","芝二丁目","1344","1607","2951"
"20190901","芝地区総合支所管内","芝三丁目","1380","1553","2933"
"20190901","芝地区総合支所管内","芝四丁目","876","1004","1880"
"20190901","芝地区総合支所管内","芝五丁目","1012","1502","2514"
"20190901","芝地区総合支所管内","海岸一丁目","787","757","1544"
"20190901","芝地区総合支所管内","東新橋一丁目","557","666","1223"
"20190901","芝地区総合支所管内","東新橋二丁目","267","182","449"
"20190901","芝地区総合支所管内","新橋一丁目","5","8","13"
"20190901","芝地区総合支所管内","新橋二丁目","53","49","102"
"20190901","芝地区総合支所管内","新橋三丁目","100","90","190"
"20190901","芝地区総合支所管内","新橋四丁目","209","195","404"
"20190901","芝地区総合支所管内","新橋五丁目","382","344","726"
"20190901","芝地区総合支所管内","新橋六丁目","489","365","854"
"20190901","芝地区総合支所管内","西新橋一丁目","143","114","257"
"20190901","芝地区総合支所管内","西新橋二丁目","182","164","346"
"20190901","芝地区総合支所管内","西新橋三丁目","351","386","737"
"20190901","芝地区総合支所管内","三田一丁目","1485","1855","3340"
"20190901","芝地区総合支所管内","三田二丁目","1505","1925","3430"
"20190901","芝地区総合支所管内","三田三丁目","675","715","1390"
"20190901","芝地区総合支所管内","浜松町一丁目","726","716","1442"
"20190901","芝地区総合支所管内","浜松町二丁目","147","128","275"
"20190901","芝地区総合支所管内","芝大門一丁目","267","285","552"
"20190901","芝地区総合支所管内","芝大門二丁目","335","364","699"
"20190901","芝地区総合支所管内","芝公園一丁目","101","112","213"
"20190901","芝地区総合支所管内","芝公園二丁目","275","282","557"
"20190901","芝地区総合支所管内","芝公園三丁目","116","134","250"
"20190901","芝地区総合支所管内","芝公園四丁目","26","26","52"
"20190901","芝地区総合支所管内","虎ノ門一丁目","182","187","369"
"20190901","芝地区総合支所管内","虎ノ門二丁目","9","6","15"
"20190901","芝地区総合支所管内","虎ノ門三丁目","717","781","1498"
