"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20190901","芝地区総合支所管内","虎ノ門四丁目","155","340","495"
"20190901","芝地区総合支所管内","虎ノ門五丁目","127","152","279"
"20190901","芝地区総合支所管内","愛宕一丁目","12","13","25"
"20190901","芝地区総合支所管内","愛宕二丁目","126","131","257"
"20190901","麻布地区総合支所管内","麻布狸穴町","237","275","512"
"20190901","麻布地区総合支所管内","麻布永坂町","64","94","158"
"20190901","麻布地区総合支所管内","南麻布一丁目","1409","1806","3215"
"20190901","麻布地区総合支所管内","南麻布二丁目","1408","1731","3139"
"20190901","麻布地区総合支所管内","南麻布三丁目","1048","1352","2400"
"20190901","麻布地区総合支所管内","南麻布四丁目","1045","1430","2475"
"20190901","麻布地区総合支所管内","南麻布五丁目","617","882","1499"
"20190901","麻布地区総合支所管内","元麻布一丁目","370","500","870"
"20190901","麻布地区総合支所管内","元麻布二丁目","626","815","1441"
"20190901","麻布地区総合支所管内","元麻布三丁目","599","609","1208"
"20190901","麻布地区総合支所管内","西麻布一丁目","690","700","1390"
"20190901","麻布地区総合支所管内","西麻布二丁目","973","1091","2064"
"20190901","麻布地区総合支所管内","西麻布三丁目","1096","1375","2471"
"20190901","麻布地区総合支所管内","西麻布四丁目","1093","1365","2458"
"20190901","麻布地区総合支所管内","六本木一丁目","708","932","1640"
"20190901","麻布地区総合支所管内","六本木二丁目","301","265","566"
"20190901","麻布地区総合支所管内","六本木三丁目","1043","1020","2063"
"20190901","麻布地区総合支所管内","六本木四丁目","498","465","963"
"20190901","麻布地区総合支所管内","六本木五丁目","748","897","1645"
"20190901","麻布地区総合支所管内","六本木六丁目","475","603","1078"
"20190901","麻布地区総合支所管内","六本木七丁目","849","889","1738"
"20190901","麻布地区総合支所管内","麻布台一丁目","102","82","184"
"20190901","麻布地区総合支所管内","麻布台二丁目","174","175","349"
"20190901","麻布地区総合支所管内","麻布台三丁目","382","429","811"
"20190901","麻布地区総合支所管内","麻布十番一丁目","488","552","1040"
"20190901","麻布地区総合支所管内","麻布十番二丁目","1046","1249","2295"
"20190901","麻布地区総合支所管内","麻布十番三丁目","692","742","1434"
"20190901","麻布地区総合支所管内","麻布十番四丁目","168","253","421"
"20190901","麻布地区総合支所管内","東麻布一丁目","842","1074","1916"
"20190901","麻布地区総合支所管内","東麻布二丁目","908","981","1889"
"20190901","麻布地区総合支所管内","東麻布三丁目","334","381","715"
"20190901","赤坂地区総合支所管内","元赤坂一丁目","134","147","281"
"20190901","赤坂地区総合支所管内","元赤坂二丁目","144","113","257"
"20190901","赤坂地区総合支所管内","赤坂一丁目","173","232","405"
"20190901","赤坂地区総合支所管内","赤坂二丁目","1171","1195","2366"
"20190901","赤坂地区総合支所管内","赤坂三丁目","122","91","213"
"20190901","赤坂地区総合支所管内","赤坂四丁目","911","901","1812"
"20190901","赤坂地区総合支所管内","赤坂五丁目","268","378","646"
"20190901","赤坂地区総合支所管内","赤坂六丁目","1452","1556","3008"
"20190901","赤坂地区総合支所管内","赤坂七丁目","964","1086","2050"
"20190901","赤坂地区総合支所管内","赤坂八丁目","1082","1466","2548"
"20190901","赤坂地区総合支所管内","赤坂九丁目","839","771","1610"
"20190901","赤坂地区総合支所管内","南青山一丁目","914","1173","2087"
"20190901","赤坂地区総合支所管内","南青山二丁目","840","979","1819"
"20190901","赤坂地区総合支所管内","南青山三丁目","429","573","1002"
"20190901","赤坂地区総合支所管内","南青山四丁目","1163","1467","2630"
"20190901","赤坂地区総合支所管内","南青山五丁目","499","628","1127"
"20190901","赤坂地区総合支所管内","南青山六丁目","653","826","1479"
"20190901","赤坂地区総合支所管内","南青山七丁目","844","1094","1938"
"20190901","赤坂地区総合支所管内","北青山一丁目","483","743","1226"
"20190901","赤坂地区総合支所管内","北青山二丁目","213","260","473"
"20190901","赤坂地区総合支所管内","北青山三丁目","220","343","563"
"20190901","高輪地区総合支所管内","三田四丁目","1323","1711","3034"
"20190901","高輪地区総合支所管内","三田五丁目","2113","2772","4885"
"20190901","高輪地区総合支所管内","高輪一丁目","2414","3275","5689"
"20190901","高輪地区総合支所管内","高輪二丁目","2418","3096","5514"
"20190901","高輪地区総合支所管内","高輪三丁目","1761","2148","3909"
"20190901","高輪地区総合支所管内","高輪四丁目","1670","1853","3523"
"20190901","高輪地区総合支所管内","白金一丁目","1542","2047","3589"
"20190901","高輪地区総合支所管内","白金二丁目","837","1125","1962"
"20190901","高輪地区総合支所管内","白金三丁目","1467","1804","3271"
"20190901","高輪地区総合支所管内","白金四丁目","494","704","1198"
"20190901","高輪地区総合支所管内","白金五丁目","663","784","1447"
"20190901","高輪地区総合支所管内","白金六丁目","1319","1711","3030"
"20190901","高輪地区総合支所管内","白金台一丁目","346","474","820"
"20190901","高輪地区総合支所管内","白金台二丁目","988","1341","2329"
"20190901","高輪地区総合支所管内","白金台三丁目","1309","1812","3121"
"20190901","高輪地区総合支所管内","白金台四丁目","712","997","1709"
"20190901","高輪地区総合支所管内","白金台五丁目","652","872","1524"
"20190901","芝浦港南地区総合支所管内","芝浦一丁目","1300","1237","2537"
"20190901","芝浦港南地区総合支所管内","芝浦二丁目","1343","1572","2915"
"20190901","芝浦港南地区総合支所管内","芝浦三丁目","789","856","1645"
"20190901","芝浦港南地区総合支所管内","芝浦四丁目","6005","6421","12426"
"20190901","芝浦港南地区総合支所管内","海岸二丁目","338","348","686"
"20190901","芝浦港南地区総合支所管内","海岸三丁目","1729","1370","3099"
"20190901","芝浦港南地区総合支所管内","港南一丁目","109","119","228"
"20190901","芝浦港南地区総合支所管内","港南二丁目","943","1115","2058"
"20190901","芝浦港南地区総合支所管内","港南三丁目","2379","2665","5044"
"20190901","芝浦港南地区総合支所管内","港南四丁目","3673","4281","7954"
"20190901","芝浦港南地区総合支所管内","港南五丁目","272","168","440"
"20190901","芝浦港南地区総合支所管内","台場一丁目","1598","1832","3430"
"20190901","芝浦港南地区総合支所管内","台場二丁目","374","391","765"

"町丁別選挙人名簿登録者数　令和元年9月1日時点","Ver201909",,,,
