,三鷹市 固定資産台帳（令和2年度末）,,,,,,,,,（単位：円）
インフラ資産/土地,一般会計,市道第71号線(新川五丁目471-10),不明,23,0,23,,道路,23,㎡
インフラ資産/土地,一般会計,市道第71号線(新川五丁目471-9),不明,956,0,956,,道路,956,㎡
インフラ資産/土地,一般会計,市道第71号線(新川五丁目492-1),不明,2,0,2,,道路,2.46,㎡
インフラ資産/土地,一般会計,市道第71号線(新川五丁目505-4),不明,3,0,3,,道路,3.6,㎡
インフラ資産/土地,一般会計,市道第71号線(新川五丁目505-9),不明,3,0,3,,道路,3.01,㎡
インフラ資産/土地,一般会計,市道第71号線(新川五丁目536-4),不明,30,0,30,,道路,30,㎡
インフラ資産/工作物,一般会計,市道第71号線(道路工作物(市道71号線 舗装道5.5m以上)),1935/3/31,22219714,22219713,1,50,道路,104.44,ｍ
インフラ資産/工作物,一般会計,市道第71号線(道路工作物(市道71号線 舗装道5.5m未満)),1935/3/31,43479054,43479053,1,50,道路,293.98,ｍ
インフラ資産/土地,一般会計,市道第71-”号線(中原二丁目100-2),不明,21,0,21,,道路,21,㎡
インフラ資産/土地,一般会計,市道第71-”号線(中原二丁目110-12),不明,41,0,41,,道路,41,㎡
インフラ資産/土地,一般会計,市道第71-”号線(中原二丁目111-5),不明,18,0,18,,道路,18.44,㎡
インフラ資産/土地,一般会計,市道第71-”号線(中原二丁目111-6),不明,52,0,52,,道路,52.35,㎡
インフラ資産/土地,一般会計,市道第71-”号線(中原二丁目112-2),不明,58,0,58,,道路,58.73,㎡
インフラ資産/土地,一般会計,市道第71-”号線(中原二丁目113-26),不明,33,0,33,,道路,33,㎡
インフラ資産/土地,一般会計,市道第71-”号線(中原二丁目94-3),不明,32,0,32,,道路,32,㎡
インフラ資産/土地,一般会計,市道第71-”号線(中原二丁目98-3),不明,22,0,22,,道路,22,㎡
インフラ資産/土地,一般会計,市道第71-”号線(中原二丁目99-2),不明,9,0,9,,道路,9.35,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目138-1),不明,16,0,16,,道路,16,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目138-39),不明,105,0,105,,道路,105,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目138-73),不明,7,0,7,,道路,7.98,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目138-81),不明,10,0,10,,道路,10,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目138-82),不明,1,0,1,,道路,0.92,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目138-83),不明,13,0,13,,道路,13,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目138-84),不明,1,0,1,,道路,0.92,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目138-90),不明,160,0,160,,道路,160,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目141-11),不明,2,0,2,,道路,2.34,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目38-3),不明,5,0,5,,道路,5.25,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目40-10),不明,11,0,11,,道路,11,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目40-14),不明,5,0,5,,道路,5.33,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目40-42),不明,31,0,31,,道路,31,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目40-46),不明,12,0,12,,道路,12,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目140-9),不明,1,0,1,,道路,1.05,㎡
インフラ資産/土地,一般会計,市道第71-”号線(新川四丁目141-12),不明,29,0,29,,道路,29,㎡
インフラ資産/工作物,一般会計,市道第71-”号線(道路工作物(市道71-”号線 舗装道5.5m以上)),1935/3/31,3399761,3399760,1,50,道路,15.98,ｍ
インフラ資産/工作物,一般会計,市道第71-”号線(道路工作物(市道71-”号線 舗装道5.5m未満)),1935/3/31,7322430,7322429,1,50,道路,49.51,ｍ
インフラ資産/土地,一般会計,市道第72号線(中原四丁目264-2),不明,9,0,9,,道路,9.91,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目264-7),不明,1,0,1,,道路,0.82,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目365-2),不明,1,0,1,,道路,0.23,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目373-2),不明,16,0,16,,道路,16,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目376-2),不明,1,0,1,,道路,1.68,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目376-4),不明,31,0,31,,道路,31,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目383-2),不明,1,0,1,,道路,0.66,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目386-2),不明,76,0,76,,道路,76,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目445-1),不明,11,0,11,,道路,11,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目447-2),不明,56,0,56,,道路,56,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目463-18),不明,7,0,7,,道路,7.53,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目463-19),不明,10,0,10,,道路,10.04,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目463-20),不明,2,0,2,,道路,2.31,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目463-21),不明,1,0,1,,道路,1.85,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目463-22),不明,1,0,1,,道路,1.02,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目463-23),不明,2,0,2,,道路,2.31,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目467-2),不明,19,0,19,,道路,19,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目468-1),不明,29,0,29,,道路,29,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目468-3),不明,52,0,52,,道路,52,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目468-32),不明,9,0,9,,道路,9.22,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目470-2),不明,33,0,33,,道路,33,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目470-23),不明,1,0,1,,道路,1.09,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目472-2),不明,13,0,13,,道路,13,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目514-3),不明,109,0,109,,道路,109,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目514-5),不明,6,0,6,,道路,6.61,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目515-3),不明,89,0,89,,道路,89,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目517-17),不明,9,0,9,,道路,9.91,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目517-8),不明,3,0,3,,道路,3.3,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目519-2),不明,62,0,62,,道路,62,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目530-10),不明,26,0,26,,道路,26,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目530-12),不明,12,0,12,,道路,12,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目530-13),不明,1,0,1,,道路,0.46,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目530-14),不明,46,0,46,,道路,46,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目530-15),不明,6,0,6,,道路,6.61,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目530-16),不明,6,0,6,,道路,6.61,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目530-17),不明,1,0,1,,道路,0.79,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目567-1),不明,690,0,690,,道路,690,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目568-3),不明,19,0,19,,道路,19,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目569-9),不明,46,0,46,,道路,46,㎡
インフラ資産/土地,一般会計,市道第72号線(中原四丁目659-12),不明,1,0,1,,道路,1.68,㎡
インフラ資産/工作物,一般会計,市道第72号線(道路工作物(市道72号線 舗装道5.5m以上)),1935/3/31,13058656,13058655,1,50,道路,61.38,ｍ
インフラ資産/工作物,一般会計,市道第72号線(道路工作物(市道72号線 舗装道5.5m未満)),1935/3/31,84267843,84267842,1,50,道路,569.77,ｍ
インフラ資産/土地,一般会計,市道第73号線(中原一丁目26-49),不明,2,0,2,,道路,2.42,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目26-67),不明,2,0,2,,道路,2.74,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目26-68),不明,2,0,2,,道路,2.88,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目26-69),不明,1,0,1,,道路,0.33,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目26-70),不明,1,0,1,,道路,0.83,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目762-55),不明,59,0,59,,道路,59,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目762-56),不明,3,0,3,,道路,3.3,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目762-57),不明,2,0,2,,道路,2.51,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目762-58),不明,1,0,1,,道路,1.22,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目762-59),不明,1,0,1,,道路,0.92,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目762-60),不明,1,0,1,,道路,0.04,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目762-62),不明,1,0,1,,道路,0.35,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目765-10),不明,1,0,1,,道路,1.34,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目765-7),不明,10,0,10,,道路,10,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目765-8),不明,2,0,2,,道路,2.4,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目765-9),不明,1,0,1,,道路,0.02,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目915-41),不明,1,0,1,,道路,1.99,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目917-125),不明,2,0,2,,道路,2.59,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目917-126),不明,4,0,4,,道路,4.85,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目917-127),不明,4,0,4,,道路,4.45,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目917-138),不明,1,0,1,,道路,0.39,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目917-139),不明,2,0,2,,道路,2.24,㎡
インフラ資産/土地,一般会計,市道第73号線(中原一丁目917-141),不明,1,0,1,,道路,0.17,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目13-5),不明,4,0,4,,道路,4.8,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目13-6),不明,5,0,5,,道路,5.04,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目21-13),不明,8,0,8,,道路,8.4,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目21-15),不明,8,0,8,,道路,8.92,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目23-7),不明,20,0,20,,道路,20,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目26-42),不明,242,0,242,,道路,242,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目26-48),不明,91,0,91,,道路,91,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目26-49),不明,13,0,13,,道路,13,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目26-51),不明,1,0,1,,道路,0.04,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目26-52),不明,5,0,5,,道路,5.83,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目26-54),不明,3,0,3,,道路,3.05,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目26-55),不明,1,0,1,,道路,1.24,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目26-56),不明,1,0,1,,道路,0.65,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目26-57),不明,1,0,1,,道路,0.85,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目26-58),不明,1,0,1,,道路,0.88,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目26-65),不明,2,0,2,,道路,2.28,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目26-71),不明,1,0,1,,道路,0.28,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目26-73),不明,4,0,4,,道路,4.32,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目27-11),不明,1,0,1,,道路,0.65,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目27-13),不明,1,0,1,,道路,1.67,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目27-14),不明,4,0,4,,道路,4.22,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目27-15),不明,1,0,1,,道路,1.97,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目28-6),不明,5,0,5,,道路,5.38,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目29-12),不明,1,0,1,,道路,0.95,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目29-9),不明,1,0,1,,道路,1.53,㎡
インフラ資産/土地,一般会計,市道第73号線(中原二丁目670-24),不明,1,0,1,,道路,1.32,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目11-3),不明,11,0,11,,道路,11,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目11-4),不明,1,0,1,,道路,1.66,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目12-2),不明,36,0,36,,道路,36,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目14-10),不明,6,0,6,,道路,6.85,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目14-11),不明,1,0,1,,道路,0.8,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目14-12),不明,2,0,2,,道路,2.87,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目14-7),不明,5,0,5,,道路,5.64,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目14-8),不明,1,0,1,,道路,0.54,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目14-9),不明,9,0,9,,道路,9.33,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目15-3),不明,72,0,72,,道路,72,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目15-5),不明,17,0,17,,道路,17,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目15-7),不明,59,0,59,,道路,59,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目15-8),不明,47,0,47,,道路,47,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目16-5),不明,5,0,5,,道路,5.19,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目2-3),不明,1,0,1,,道路,1.06,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目2-4),不明,7,0,7,,道路,7.86,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目25-2),不明,98,0,98,,道路,98,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目26-2),不明,72,0,72,,道路,72,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目3-2),不明,25,0,25,,道路,25,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目4-4),不明,71,0,71,,道路,71,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目4-5),不明,1,0,1,,道路,1.68,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目644-48),不明,13,0,13,,道路,13,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目644-66),不明,8,0,8,,道路,8.11,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目650-18),不明,26,0,26,,道路,26,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目650-19),不明,12,0,12,,道路,12,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目650-20),不明,19,0,19,,道路,19,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目650-21),不明,17,0,17,,道路,17,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目650-22),不明,1,0,1,,道路,1.67,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目650-23),不明,1,0,1,,道路,0.05,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目650-24),不明,1,0,1,,道路,1.06,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目650-56),不明,2,0,2,,道路,2.12,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目6-7),不明,1,0,1,,道路,0.42,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目7-3),不明,4,0,4,,道路,4.68,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目908-45),不明,12,0,12,,道路,12,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目908-46),不明,19,0,19,,道路,19,㎡
インフラ資産/土地,一般会計,市道第73号線(新川一丁目910-2),不明,62,0,62,,道路,62,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目135-42),不明,4,0,4,,道路,4.26,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目135-43),不明,1,0,1,,道路,0.68,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目135-44),不明,9,0,9,,道路,9.17,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目140-5),不明,48,0,48,,道路,48,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目141-2),不明,39,0,39,,道路,39,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目142-6),不明,23,0,23,,道路,23,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目142-7),不明,14,0,14,,道路,14,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目32-4),不明,37,0,37,,道路,37,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目32-74),不明,26,0,26,,道路,26,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目32-75),不明,26,0,26,,道路,26,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目32-9),不明,252,0,252,,道路,252,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目32-96),不明,407,0,407,,道路,407,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目40-6),不明,20,0,20,,道路,20,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目40-7),不明,4,0,4,,道路,4.62,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目40-8),不明,32,0,32,,道路,32,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目43-2),不明,24,0,24,,道路,24,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目44-2),不明,15,0,15,,道路,15,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目46-2),不明,7,0,7,,道路,7,㎡
インフラ資産/土地,一般会計,市道第73号線(新川四丁目47-4),不明,12,0,12,,道路,12.93,㎡
インフラ資産/工作物,一般会計,市道第73号線(道路工作物(市道73号線 舗装道5.5m以上)),1935/3/31,37280358,37280357,1,50,道路,175.23,ｍ
インフラ資産/工作物,一般会計,市道第73号線(道路工作物(市道73号線 舗装道5.5m未満)),1935/3/31,173025870,173025869,1,50,道路,1169.9,ｍ
インフラ資産/土地,一般会計,市道第73-”号線(新川一丁目11-10),不明,12,0,12,,道路,12,㎡
インフラ資産/土地,一般会計,市道第73-”号線(新川一丁目11-5),不明,3,0,3,,道路,3.36,㎡
インフラ資産/土地,一般会計,市道第73-”号線(新川一丁目11-6),不明,8,0,8,,道路,8.07,㎡
インフラ資産/土地,一般会計,市道第73-”号線(新川一丁目11-9),不明,2,0,2,,道路,2.87,㎡
インフラ資産/土地,一般会計,市道第73-”号線(新川一丁目12-6),不明,14,0,14,,道路,14,㎡
インフラ資産/土地,一般会計,市道第73-”号線(新川一丁目12-7),不明,20,0,20,,道路,20,㎡
インフラ資産/土地,一般会計,市道第73-”号線(新川一丁目24-2),不明,15,0,15,,道路,15,㎡
インフラ資産/土地,一般会計,市道第73-”号線(新川一丁目26-4),不明,21,0,21,,道路,21,㎡
インフラ資産/土地,一般会計,市道第73-”号線(新川一丁目27-2),不明,70,0,70,,道路,70,㎡
インフラ資産/土地,一般会計,市道第73-”号線(新川一丁目27-4),不明,240,0,240,,道路,240,㎡
インフラ資産/土地,一般会計,市道第73-”号線(新川一丁目27-5),不明,41,0,41,,道路,41,㎡
インフラ資産/土地,一般会計,市道第73-”号線(新川一丁目28-2),不明,63,0,63,,道路,63,㎡
インフラ資産/土地,一般会計,市道第73-”号線(新川一丁目30-4),不明,32,0,32,,道路,32,㎡
インフラ資産/工作物,一般会計,市道第73-”号線(道路工作物(市道73-”号線 舗装道5.5m未満)),1935/3/31,33685248,33685247,1,50,道路,227.76,ｍ
インフラ資産/土地,一般会計,市道第74号線(中原一丁目714-10),不明,7,0,7,,道路,7.03,㎡
インフラ資産/土地,一般会計,市道第74号線(中原一丁目714-11),不明,16,0,16,,道路,16,㎡
インフラ資産/土地,一般会計,市道第74号線(中原一丁目715-23),不明,26,0,26,,道路,26,㎡
インフラ資産/土地,一般会計,市道第74号線(中原一丁目718-2),不明,56,0,56,,道路,56,㎡
インフラ資産/土地,一般会計,市道第74号線(中原一丁目738-41),不明,7,0,7,,道路,7.23,㎡
インフラ資産/土地,一般会計,市道第74号線(中原一丁目756-1),不明,972,0,972,,道路,972,㎡
インフラ資産/土地,一般会計,市道第74号線(中原一丁目756-13),不明,355,0,355,,道路,355,㎡
インフラ資産/土地,一般会計,市道第74号線(中原一丁目756-19),不明,52,0,52,,道路,52,㎡
インフラ資産/土地,一般会計,市道第74号線(中原一丁目756-3),不明,56,0,56,,道路,56,㎡
インフラ資産/土地,一般会計,市道第74号線(中原一丁目775-14),不明,29,0,29,,道路,29,㎡
インフラ資産/土地,一般会計,市道第74号線(中原一丁目777-6),不明,1,0,1,,道路,1.03,㎡
インフラ資産/土地,一般会計,市道第74号線(中原一丁目777-7),不明,6,0,6,,道路,6.92,㎡
インフラ資産/土地,一般会計,市道第74号線(中原一丁目777-8),不明,7,0,7,,道路,7.01,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目16-3),不明,1,0,1,,道路,1.38,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目16-4),不明,9,0,9,,道路,9.91,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目17-1),不明,84,0,84,,道路,84,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目17-10),不明,23,0,23,,道路,23,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目17-11),不明,17,0,17,,道路,17,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目17-13),不明,63,0,63,,道路,63,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目17-16),不明,52,0,52,,道路,52,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目17-20),不明,18,0,18,,道路,18,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目17-32),不明,25,0,25,,道路,25,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目17-33),不明,28,0,28,,道路,28,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目17-34),不明,1,0,1,,道路,0.62,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目17-8),不明,1,0,1,,道路,1.89,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目17-9),不明,112,0,112,,道路,112,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目18-17),不明,244,0,244,,道路,244,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目18-18),不明,85,0,85,,道路,85,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目18-19),不明,109,0,109,,道路,109,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目18-20),不明,138,0,138,,道路,138,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目18-21),不明,145,0,145,,道路,145,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目18-22),不明,95,0,95,,道路,95,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目18-38),不明,359,0,359,,道路,359,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目19-4),不明,133,0,133,,道路,133,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目19-5),不明,82,0,82,,道路,82,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目19-8),不明,119,0,119,,道路,119,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目20-58),不明,2,0,2,,道路,2.55,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目57-3),不明,191,0,191,,道路,191,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目644-11),不明,380,0,380,,道路,380,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目644-40),不明,36,0,36,,道路,36,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目644-52),不明,59,0,59,,道路,59,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目644-53),不明,46,0,46,,道路,46,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目644-7),不明,112,0,112,,道路,112,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目644-8),不明,102,0,102,,道路,102,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目644-9),不明,99,0,99,,道路,99,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目653-4),不明,91,0,91,,道路,91,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目654-2),不明,23,0,23,,道路,23,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目654-6),不明,16,0,16,,道路,16,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目654-7),不明,3,0,3,,道路,3.3,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目654-8),不明,168,0,168,,道路,168,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目656-4),不明,33,0,33,,道路,33,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目659-2),不明,14,0,14,,道路,14,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目660-2),不明,7,0,7,,道路,7.6,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目661-2),不明,8,0,8,,道路,8.68,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目662-2),不明,21,0,21,,道路,21,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目664-10),不明,11,0,11,,道路,11,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目664-4),不明,1,0,1,,道路,0.96,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目664-7),不明,16,0,16,,道路,16,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目664-8),不明,9,0,9,,道路,9.86,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目664-9),不明,4,0,4,,道路,4.83,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目665-4),不明,35,0,35,,道路,35,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目669-3),不明,16,0,16,,道路,16,㎡
インフラ資産/土地,一般会計,市道第74号線(新川一丁目670-2),不明,22,0,22,,道路,22,㎡
インフラ資産/土地,一般会計,市道第74号線(新川四丁目123-4),不明,1,0,1,,道路,0.45,㎡
インフラ資産/土地,一般会計,市道第74号線(新川四丁目124-3),不明,70,0,70,,道路,70,㎡
