三鷹市 固定資産台帳（平成28年度末）,,,,,,,,,,（単位：円）
会計区分,資産区分,資産名称,取得年月日,取得価額等,減価償却累計額,現在価額,"耐用
年数",用途,数量,"単位
呼称"
一般会計,インフラ資産/工作物,市道第755号線(道路工作物(市道755号線 舗装道5.5m未満)),1996/12/19,"27,551,918","11,020,760","16,531,158",50,道路,186.29,ｍ
一般会計,インフラ資産/工作物,市道第756号線(道路工作物(市道756号線 舗装道5.5m未満)),1996/12/19,"14,658,170","5,863,260","8,794,910",50,道路,99.11,ｍ
一般会計,インフラ資産/工作物,市道第757号線(道路工作物(市道757号線 舗装道5.5m未満)),1996/12/19,"7,165,658","2,866,260","4,299,398",50,道路,48.45,ｍ
一般会計,インフラ資産/工作物,市道第758号線(道路工作物(市道758号線 舗装道5.5m未満)),1996/12/19,"9,498,009","3,799,200","5,698,809",50,道路,64.22,ｍ
一般会計,インフラ資産/工作物,市道第759号線(道路工作物(市道759号線 舗装道5.5m未満)),1996/12/19,"14,442,239","5,776,880","8,665,359",50,道路,97.65,ｍ
一般会計,インフラ資産/工作物,市道第760号線(道路工作物(市道760号線 舗装道5.5m以上)),1997/12/16,"43,035,272","16,353,395","26,681,877",50,道路,202.28,ｍ
一般会計,インフラ資産/工作物,市道第760号線(道路工作物(市道760号線 舗装道5.5m未満)),1997/12/16,"18,363,015","6,977,940","11,385,075",50,道路,124.16,ｍ
一般会計,インフラ資産/工作物,市道第761号線(道路工作物(市道761号線 舗装道5.5m未満)),1997/12/16,"10,608,723","4,031,306","6,577,417",50,道路,71.73,ｍ
一般会計,インフラ資産/工作物,市道第762号線(道路工作物(市道762号線 舗装道5.5m未満)),1997/12/16,"19,004,893","7,221,843","11,783,050",50,道路,128.50,ｍ
一般会計,インフラ資産/工作物,市道第763号線(道路工作物(市道763号線 舗装道5.5m未満)),1997/12/16,"2,018,807","767,144","1,251,663",50,道路,13.65,ｍ
一般会計,インフラ資産/工作物,市道第764号線(道路工作物(市道764号線 舗装道5.5m未満)),1997/12/16,"10,978,468","4,171,811","6,806,657",50,道路,74.23,ｍ
一般会計,インフラ資産/工作物,市道第765号線(道路工作物(市道765号線 舗装道5.5m未満)),1997/12/16,"5,206,009","1,978,280","3,227,729",50,道路,35.20,ｍ
一般会計,インフラ資産/工作物,市道第766号線(道路工作物(市道766号線 舗装道5.5m以上)),1997/12/16,"31,174,404","11,846,272","19,328,132",50,道路,146.53,ｍ
一般会計,インフラ資産/工作物,市道第767号線(道路工作物(市道767号線 舗装道5.5m未満)),1997/12/16,"5,170,514","1,964,790","3,205,724",50,道路,34.96,ｍ
一般会計,インフラ資産/工作物,市道第768号線(道路工作物(市道768号線 舗装道5.5m未満)),1997/12/16,"17,153,210","6,518,216","10,634,994",50,道路,115.98,ｍ
一般会計,インフラ資産/工作物,市道第769号線(道路工作物(市道769号線 舗装道13.0m以上)),1997/12/16,"156,706,571","59,548,489","97,158,082",50,道路,400.74,ｍ
一般会計,インフラ資産/工作物,市道第770号線(道路工作物(市道770号線 舗装道5.5m未満)),1997/12/16,"10,256,726","3,897,546","6,359,180",50,道路,69.35,ｍ
一般会計,インフラ資産/工作物,市道第771号線(道路工作物(市道771号線 舗装道5.5m以上)),1997/12/16,"1,010,567","384,009","626,558",50,道路,4.75,ｍ
一般会計,インフラ資産/工作物,市道第771号線(道路工作物(市道771号線 舗装道5.5m未満)),1997/12/16,"17,178,352","6,527,773","10,650,579",50,道路,116.15,ｍ
一般会計,インフラ資産/工作物,市道第772号線(道路工作物(市道772号線 舗装道5.5m以上)),1998/12/18,"993,547","357,660","635,887",50,道路,4.67,ｍ
一般会計,インフラ資産/工作物,市道第772号線(道路工作物(市道772号線 舗装道5.5m未満)),1998/12/18,"25,059,837","9,021,528","16,038,309",50,道路,169.44,ｍ
一般会計,インフラ資産/工作物,市道第773号線(道路工作物(市道773号線 舗装道5.5m未満)),1998/12/18,"35,683,350","12,846,006","22,837,344",50,道路,241.27,ｍ
一般会計,インフラ資産/工作物,市道第774号線(道路工作物(市道774号線 舗装道5.5m未満)),1998/12/18,"13,631,758","4,907,430","8,724,328",50,道路,92.17,ｍ
一般会計,インフラ資産/工作物,市道第775号線(道路工作物(市道775号線 舗装道5.5m未満)),1998/12/18,"21,567,965","7,764,462","13,803,503",50,道路,145.83,ｍ
一般会計,インフラ資産/工作物,市道第776号線(道路工作物(市道776号線 舗装道5.5m未満)),1998/12/18,"24,437,186","8,797,374","15,639,812",50,道路,165.23,ｍ
一般会計,インフラ資産/工作物,市道第777号線(道路工作物(市道777号線 舗装道5.5m未満)),1998/12/18,"11,386,667","4,099,194","7,287,473",50,道路,76.99,ｍ
一般会計,インフラ資産/工作物,市道第778号線(道路工作物(市道778号線 舗装道5.5m以上)),1998/12/18,"15,747,829","5,669,208","10,078,621",50,道路,74.02,ｍ
一般会計,インフラ資産/工作物,市道第779号線(道路工作物(市道779号線 舗装道5.5m未満)),1998/12/18,"10,895,645","3,922,416","6,973,229",50,道路,73.67,ｍ
一般会計,インフラ資産/工作物,市道第780号線(道路工作物(市道780号線 舗装道5.5m未満)),1998/12/18,"13,630,279","4,906,890","8,723,389",50,道路,92.16,ｍ
一般会計,インフラ資産/工作物,市道第781号線(道路工作物(市道781号線 舗装道5.5m以上)),1998/12/18,"20,794,282","7,485,930","13,308,352",50,道路,97.74,ｍ
一般会計,インフラ資産/工作物,市道第782号線(道路工作物(市道782号線 舗装道5.5m以上)),1998/12/18,"20,709,182","7,455,294","13,253,888",50,道路,97.34,ｍ
一般会計,インフラ資産/工作物,市道第783号線(道路工作物(市道783号線 舗装道5.5m以上)),1998/12/18,"42,216,180","15,197,814","27,018,366",50,道路,198.43,ｍ
一般会計,インフラ資産/工作物,市道第783号線(道路工作物(市道783号線 舗装道5.5m未満)),1998/12/18,"936,194","337,014","599,180",50,道路,6.33,ｍ
一般会計,インフラ資産/工作物,市道第784号線(道路工作物(市道784号線 舗装道5.5m以上)),1998/12/18,"37,269,720","13,417,092","23,852,628",50,道路,175.18,ｍ
一般会計,インフラ資産/工作物,市道第785号線(道路工作物(市道785号線 舗装道5.5m未満)),1998/12/18,"1,875,346","675,108","1,200,238",50,道路,12.68,ｍ
一般会計,インフラ資産/工作物,市道第786号線(道路工作物(市道786号線 舗装道5.5m未満)),1998/12/18,"13,968,966","5,028,822","8,940,144",50,道路,94.45,ｍ
一般会計,インフラ資産/工作物,市道第787号線(道路工作物(市道787号線 舗装道5.5m未満)),1999/12/10,"12,010,796","4,083,655","7,927,141",50,道路,81.21,ｍ
一般会計,インフラ資産/工作物,市道第788号線(道路工作物(市道788号線 舗装道5.5m未満)),1999/12/10,"21,368,303","7,265,222","14,103,081",50,道路,144.48,ｍ
一般会計,インフラ資産/工作物,市道第789号線(道路工作物(市道789号線 舗装道5.5m以上)),1999/12/10,"30,646,781","10,419,895","20,226,886",50,道路,144.05,ｍ
一般会計,インフラ資産/工作物,市道第789号線(道路工作物(市道789号線 舗装道5.5m未満)),1999/12/10,"7,099,104","2,413,694","4,685,410",50,道路,48.00,ｍ
一般会計,インフラ資産/工作物,市道第790号線(道路工作物(市道790号線 舗装道5.5m未満)),1999/12/10,"14,039,957","4,773,583","9,266,374",50,道路,94.93,ｍ
一般会計,インフラ資産/工作物,市道第791号線(道路工作物(市道791号線 舗装道5.5m以上)),1999/12/10,"22,136,741","7,526,478","14,610,263",50,道路,104.05,ｍ
一般会計,インフラ資産/工作物,市道第791号線(道路工作物(市道791号線 舗装道5.5m未満)),1999/12/10,"807,523","274,550","532,973",50,道路,5.46,ｍ
一般会計,インフラ資産/工作物,市道第792号線(道路工作物(市道792号線 舗装道5.5m未満)),1999/12/10,"8,551,462","2,907,493","5,643,969",50,道路,57.82,ｍ
一般会計,インフラ資産/工作物,市道第793号線(道路工作物(市道793号線 舗装道5.5m未満)),2000/12/13,"17,580,635","5,625,792","11,954,843",50,道路,118.87,ｍ
一般会計,インフラ資産/工作物,市道第794号線(道路工作物(市道794号線 舗装道5.5m未満)),2000/12/13,"6,498,638","2,079,552","4,419,086",50,道路,43.94,ｍ
一般会計,インフラ資産/工作物,市道第795号線(道路工作物(市道795号線 舗装道5.5m以上)),2000/12/13,"8,567,482","2,741,584","5,825,898",50,道路,40.27,ｍ
一般会計,インフラ資産/工作物,市道第795号線(道路工作物(市道795号線 舗装道5.5m未満)),2000/12/13,"17,743,323","5,677,856","12,065,467",50,道路,119.97,ｍ
一般会計,インフラ資産/工作物,市道第796号線(道路工作物(市道796号線 舗装道5.5m未満)),2000/12/13,"11,462,095","3,667,856","7,794,239",50,道路,77.50,ｍ
一般会計,インフラ資産/工作物,市道第797号線(道路工作物(市道797号線 舗装道5.5m未満)),2000/12/13,"25,456,203","8,145,984","17,310,219",50,道路,172.12,ｍ
一般会計,インフラ資産/工作物,市道第798号線(道路工作物(市道798号線 舗装道5.5m未満)),2000/12/13,"2,321,998","743,024","1,578,974",50,道路,15.70,ｍ
一般会計,インフラ資産/工作物,市道第799号線(道路工作物(市道799号線 舗装道5.5m以上)),2000/12/13,"2,518,971","806,064","1,712,907",50,道路,11.84,ｍ
一般会計,インフラ資産/工作物,市道第799号線(道路工作物(市道799号線 舗装道5.5m未満)),2000/12/13,"21,769,106","6,966,112","14,802,994",50,道路,147.19,ｍ
一般会計,インフラ資産/工作物,市道第800号線(電線共同溝),2013/3/31,"422,356,000","42,235,600","380,120,400",40,道路,662.00,ｍ
一般会計,インフラ資産/工作物,市道第800号線(道路工作物(市道800号線 舗装道13.0m以上)),2000/12/13,"549,067,386","175,701,552","373,365,834",50,道路,"1,404.11",ｍ
一般会計,インフラ資産/工作物,市道第801号線(道路工作物(市道801号線 舗装道5.5m以上)),2001/12/25,"55,583,326","16,674,990","38,908,336",50,道路,261.26,ｍ
一般会計,インフラ資産/工作物,市道第802号線(道路工作物(市道802号線 舗装道5.5m以上)),2001/12/25,"32,625,365","9,787,605","22,837,760",50,道路,153.35,ｍ
一般会計,インフラ資産/工作物,市道第803号線(道路工作物(市道803号線 舗装道5.5m未満)),2001/12/25,"12,328,777","3,698,625","8,630,152",50,道路,83.36,ｍ
一般会計,インフラ資産/工作物,市道第804号線(道路工作物(市道804号線 舗装道5.5m未満)),2001/12/25,"23,427,043","7,028,100","16,398,943",50,道路,158.40,ｍ
一般会計,インフラ資産/工作物,市道第806号線(道路工作物(市道806号線 舗装道5.5m未満)),2002/12/25,"12,379,062","3,466,134","8,912,928",50,道路,83.70,ｍ
一般会計,インフラ資産/工作物,市道第807号線(道路工作物(市道807号線 舗装道5.5m未満)),2002/12/25,"14,613,801","4,091,864","10,521,937",50,道路,98.81,ｍ
一般会計,インフラ資産/工作物,市道第808号線(道路工作物(市道808号線 舗装道5.5m未満)),2002/12/25,"1,943,379","544,138","1,399,241",50,道路,13.14,ｍ
一般会計,インフラ資産/工作物,市道第809号線(道路工作物(市道809号線 舗装道5.5m以上)),2002/12/25,"41,494,955","11,618,586","29,876,369",50,道路,195.04,ｍ
一般会計,インフラ資産/工作物,市道第810号線(道路工作物(市道810号線 舗装道5.5m未満)),2003/6/24,"27,625,867","7,182,721","20,443,146",50,道路,186.79,ｍ
一般会計,インフラ資産/工作物,市道第811号線(道路工作物(市道811号線 舗装道5.5m未満)),2003/12/12,"29,313,383","7,621,471","21,691,912",50,道路,198.20,ｍ
一般会計,インフラ資産/工作物,市道第812号線(道路工作物(市道812号線 舗装道5.5m未満)),2004/12/13,"12,232,643","2,935,824","9,296,819",50,道路,82.71,ｍ
一般会計,インフラ資産/工作物,市道第813号線(道路工作物(市道813号線 舗装道5.5m以上)),2004/12/13,"21,211,274","5,090,700","16,120,574",50,道路,99.70,ｍ
一般会計,インフラ資産/工作物,市道第813号線(道路工作物(市道813号線 舗装道5.5m未満)),2004/12/13,"1,452,358","348,564","1,103,794",50,道路,9.82,ｍ
一般会計,インフラ資産/工作物,市道第814号線(道路工作物(市道814号線 舗装道5.5m未満)),2004/12/13,"2,543,845","610,512","1,933,333",50,道路,17.20,ｍ
一般会計,インフラ資産/工作物,市道第815号線(道路工作物(市道815号線 舗装道5.5m未満)),2004/12/13,"19,046,304","4,571,112","14,475,192",50,道路,128.78,ｍ
一般会計,インフラ資産/工作物,市道第816号線(道路工作物(市道816号線 舗装道5.5m未満)),2005/12/14,"2,094,235","460,724","1,633,511",50,道路,14.16,ｍ
一般会計,インフラ資産/工作物,市道第817号線(道路工作物(市道817号線 舗装道5.5m未満)),2005/12/14,"1,686,037","370,920","1,315,117",50,道路,11.40,ｍ
一般会計,インフラ資産/工作物,市道第818号線(道路工作物(市道818号線 舗装道5.5m未満)),2005/12/14,"18,507,955","4,071,749","14,436,206",50,道路,125.14,ｍ
一般会計,インフラ資産/工作物,市道第819号線(道路工作物(市道819号線 舗装道5.5m未満)),2005/12/14,"2,876,616","632,852","2,243,764",50,道路,19.45,ｍ
一般会計,インフラ資産/工作物,市道第820号線(道路工作物(市道820号線 舗装道5.5m以上)),2005/12/14,"92,442,437","20,337,328","72,105,109",50,道路,434.51,ｍ
一般会計,インフラ資産/工作物,市道第821号線(道路工作物(市道821号線 舗装道5.5m未満)),2006/12/21,"17,450,485","3,490,090","13,960,395",50,道路,117.99,ｍ
一般会計,インフラ資産/工作物,市道第822号線(道路工作物(市道822号線 舗装道5.5m未満)),2006/12/21,"10,811,343","2,162,260","8,649,083",50,道路,73.10,ｍ
一般会計,インフラ資産/工作物,市道第823号線(道路工作物(市道823号線 舗装道5.5m未満)),2006/12/21,"2,875,137","575,020","2,300,117",50,道路,19.44,ｍ
一般会計,インフラ資産/工作物,市道第824号線(道路工作物(市道824号線 舗装道5.5m未満)),2007/12/17,"20,951,230","3,771,216","17,180,014",50,道路,141.66,ｍ
一般会計,インフラ資産/工作物,市道第825号線(道路工作物(市道825号線 舗装道5.5m未満)),2007/12/17,"7,177,489","1,291,941","5,885,548",50,道路,48.53,ｍ
一般会計,インフラ資産/工作物,市道第826号線(道路工作物(市道826号線 舗装道5.5m未満)),2007/12/17,"17,199,058","3,095,829","14,103,229",50,道路,116.29,ｍ
一般会計,インフラ資産/工作物,市道第827号線(道路工作物(市道827号線 舗装道5.5m以上)),2007/12/17,"74,769,211","13,458,456","61,310,755",50,道路,351.44,ｍ
一般会計,インフラ資産/工作物,市道第827号線(道路工作物(市道827号線 舗装道5.5m未満)),2007/12/17,"26,515,153","4,772,727","21,742,426",50,道路,179.28,ｍ
一般会計,インフラ資産/工作物,市道第828号線(道路工作物(市道828号線 舗装道5.5m未満)),2007/12/17,"5,871,550","1,056,879","4,814,671",50,道路,39.70,ｍ
一般会計,インフラ資産/工作物,市道第829号線(道路工作物(市道829号線 舗装道5.5m未満)),2007/12/17,"24,375,069","4,387,509","19,987,560",50,道路,164.81,ｍ
一般会計,インフラ資産/工作物,市道第830号線(道路工作物(市道830号線 舗装道5.5m以上)),2009/1/6,"11,586,419","1,853,824","9,732,595",50,道路,54.46,ｍ
一般会計,インフラ資産/工作物,市道第830号線(道路工作物(市道830号線 舗装道5.5m未満)),2009/1/6,"9,480,261","1,516,840","7,963,421",50,道路,64.10,ｍ
一般会計,インフラ資産/工作物,市道第831号線(道路工作物(市道831号線 舗装道5.5m未満)),2009/1/6,"10,817,259","1,730,760","9,086,499",50,道路,73.14,ｍ
一般会計,インフラ資産/工作物,市道第832号線(道路工作物(市道832号線 舗装道5.5m未満)),2009/1/6,"5,818,307","930,928","4,887,379",50,道路,39.34,ｍ
一般会計,インフラ資産/工作物,市道第833号線(道路工作物(市道833号線 舗装道5.5m未満)),2009/1/6,"1,428,694","228,584","1,200,110",50,道路,9.66,ｍ
一般会計,インフラ資産/工作物,市道第834号線(道路工作物(市道834号線 舗装道5.5m未満)),2009/1/6,"6,122,977","979,672","5,143,305",50,道路,41.40,ｍ
一般会計,インフラ資産/工作物,市道第835号線(道路工作物(市道835号線 舗装道5.5m未満)),2009/1/6,"4,821,474","771,432","4,050,042",50,道路,32.60,ｍ
一般会計,インフラ資産/工作物,市道第836号線(道路工作物(市道836号線 舗装道5.5m未満)),2009/1/6,"13,648,027","2,183,680","11,464,347",50,道路,92.28,ｍ
一般会計,インフラ資産/工作物,市道第837号線(道路工作物(市道837号線 舗装道5.5m未満)),2009/1/6,"8,606,184","1,376,984","7,229,200",50,道路,58.19,ｍ
一般会計,インフラ資産/工作物,市道第838号線(道路工作物(市道838号線 舗装道5.5m以上)),2010/1/12,"34,103,985","4,774,553","29,329,432",50,道路,160.30,ｍ
一般会計,インフラ資産/工作物,市道第839号線(道路工作物(市道839号線 舗装道5.5m以上)),2011/1/5,"50,260,296","6,031,230","44,229,066",50,道路,236.24,ｍ
一般会計,インフラ資産/工作物,市道第840号線(道路工作物(市道840号線 舗装道5.5m以上)),2011/1/5,"40,401,414","4,848,168","35,553,246",50,道路,189.90,ｍ
一般会計,インフラ資産/工作物,市道第841号線(道路工作物(市道841号線 舗装道5.5m未満)),2012/1/20,"11,373,356","1,137,335","10,236,021",50,道路,76.90,ｍ
一般会計,インフラ資産/工作物,市道第842号線(道路工作物(市道842号線 舗装道5.5m未満)),2012/1/20,"6,566,671","656,665","5,910,006",50,道路,44.40,ｍ
一般会計,インフラ資産/工作物,市道第843号線(道路工作物(市道843号線 舗装道5.5m未満)),2013/3/15,"5,555,048","444,400","5,110,648",50,道路,37.56,ｍ
一般会計,インフラ資産/工作物,市道第844号線(道路工作物(市道844号線 舗装道5.5m未満)),2014/2/10,"26,296,264","1,577,775","24,718,489",50,道路,177.80,ｍ
一般会計,インフラ資産/工作物,市道第845号線(道路工作物(市道845号線 舗装道5.5m以上)),2014/2/10,"13,075,676","784,539","12,291,137",50,道路,61.46,ｍ
一般会計,インフラ資産/工作物,市道第845号線(道路工作物(市道845号線 舗装道5.5m未満)),2014/2/10,"8,048,609","482,916","7,565,693",50,道路,54.42,ｍ
一般会計,インフラ資産/工作物,市道第846号線(道路工作物(市道846号線 舗装道5.5m以上)),2016/1/14,"13,922,425","278,448","13,643,977",50,道路,65.44,ｍ
一般会計,インフラ資産/工作物,市道第847号線(道路工作物(市道847号線 舗装道5.5m未満)),2016/1/14,"12,775,429","255,508","12,519,921",50,道路,86.38,ｍ
一般会計,インフラ資産/工作物,市道第849号線(道路工作物(市道849号線 舗装道5.5m未満)),2016/1/14,"61,191,318","1,223,826","59,967,492",50,道路,413.74,ｍ
一般会計,インフラ資産/工作物,市道第99-1号線(上連雀五丁目629-22),1935/3/31,"17,049,681","17,049,680",1,50,道路,115.28,ｍ
一般会計,インフラ資産/工作物,市道第99-2号線(上連雀五丁目629-25),1935/3/31,"3,543,636","3,543,635",1,50,道路,23.96,ｍ
一般会計,インフラ資産/工作物,市道第99-3号線(上連雀五丁目629-65),1935/3/31,"17,243,428","17,243,427",1,50,道路,116.59,ｍ
一般会計,インフラ資産/工作物,市道第99-4号線(上連雀五丁目629-93),1935/3/31,"7,990,928","7,990,927",1,50,道路,37.56,ｍ
一般会計,インフラ資産/工作物,認定外道路（三鷹市)(道路工作物(認定外道路)),1968/7/1,"6,104,046,256","5,859,884,400","244,161,856",50,道路,"30,444.00",ｍ
一般会計,インフラ資産/工作物,市道第1号線(道路工作物(市道1号線 舗装道5.5m以上)),1935/3/31,"3,850,793","3,850,792",1,50,道路,18.10,ｍ
一般会計,インフラ資産/工作物,市道第1号線(道路工作物(市道1号線 舗装道5.5m未満)),1935/3/31,"175,316,810","175,316,809",1,50,道路,"1,185.39",ｍ
一般会計,インフラ資産/工作物,市道第2号線(道路工作物(市道2号線 舗装道5.5m以上)),1935/3/31,"6,382,530","6,382,529",1,50,道路,30.00,ｍ
一般会計,インフラ資産/工作物,市道第2号線(道路工作物(市道2号線 舗装道5.5m未満)),1935/3/31,"182,102,370","182,102,369",1,50,道路,"1,231.27",ｍ
一般会計,インフラ資産/工作物,市道第3号線(道路工作物(市道3号線 舗装道5.5m以上)),1935/3/31,"102,750,223","102,750,222",1,50,道路,482.96,ｍ
一般会計,インフラ資産/工作物,市道第3号線(道路工作物(市道3号線 舗装道5.5m未満)),1935/3/31,"200,543,772","200,543,771",1,50,道路,"1,355.96",ｍ
一般会計,インフラ資産/工作物,市道第4号線(道路工作物(市道4号線 舗装道5.5m以上)),1935/3/31,"24,830,169","24,830,168",1,50,道路,116.71,ｍ
一般会計,インフラ資産/工作物,市道第4号線(道路工作物(市道4号線 舗装道5.5m未満)),1935/3/31,"188,981,106","188,981,105",1,50,道路,"1,277.78",ｍ
一般会計,インフラ資産/工作物,市道第4-”号線(道路工作物(市道4-”号線 舗装道5.5m未満)),1935/3/31,"46,842,255","46,842,254",1,50,道路,316.72,ｍ
一般会計,インフラ資産/工作物,市道第5号線(道路工作物(市道5号線 舗装道5.5m未満)),1935/3/31,"147,173,300","147,173,299",1,50,道路,995.10,ｍ
一般会計,インフラ資産/工作物,市道第6号線(道路工作物(市道6号線 舗装道13.0m以上)),1935/3/31,"6,952,745","6,952,744",1,50,道路,17.78,ｍ
一般会計,インフラ資産/工作物,市道第6号線(道路工作物(市道6号線 舗装道5.5m以上)),1935/3/31,"119,217,150","119,217,149",1,50,道路,560.36,ｍ
一般会計,インフラ資産/工作物,市道第6号線(道路工作物(市道6号線 舗装道5.5m未満)),1935/3/31,"106,103,504","106,103,503",1,50,道路,717.41,ｍ
一般会計,インフラ資産/工作物,市道第7号線(道路工作物(市道7号線 舗装道5.5m未満)),1935/3/31,"93,613,518","93,613,517",1,50,道路,632.96,ｍ
一般会計,インフラ資産/工作物,市道第8号線(道路工作物(市道8号線 舗装道5.5m以上)),1935/3/31,"142,317,654","142,317,653",1,50,道路,668.94,ｍ
一般会計,インフラ資産/工作物,市道第8号線(道路工作物(市道8号線 舗装道5.5m未満)),1935/3/31,"191,482,062","191,482,061",1,50,道路,"1,294.69",ｍ
一般会計,インフラ資産/工作物,市道第9号線(道路工作物(市道9号線 舗装道5.5m以上)),1935/3/31,"1,933,907","1,933,906",1,50,道路,9.09,ｍ
一般会計,インフラ資産/工作物,市道第9号線(道路工作物(市道9号線 舗装道5.5m未満)),1935/3/31,"113,530,942","113,530,941",1,50,道路,767.63,ｍ
一般会計,インフラ資産/工作物,市道第10号線(道路工作物(市道10号線 舗装道5.5m未満)),1935/3/31,"121,545,534","121,545,533",1,50,道路,821.82,ｍ
一般会計,インフラ資産/工作物,市道第11号線(道路工作物(市道11号線 舗装道5.5m以上)),1935/3/31,"65,059,256","65,059,255",1,50,道路,305.80,ｍ
一般会計,インフラ資産/工作物,市道第11号線(道路工作物(市道11号線 舗装道5.5m未満)),1935/3/31,"108,778,979","108,778,978",1,50,道路,735.50,ｍ
一般会計,インフラ資産/工作物,市道第12号線(道路工作物(市道12号線 舗装道5.5m以上)),1935/3/31,"10,316,296","10,316,295",1,50,道路,48.49,ｍ
一般会計,インフラ資産/工作物,市道第12号線(道路工作物(市道12号線 舗装道5.5m未満)),1935/3/31,"27,689,464","27,689,463",1,50,道路,187.22,ｍ
一般会計,インフラ資産/工作物,市道第13号線(道路工作物(市道13号線 舗装道5.5m以上)),1935/3/31,"15,345,730","15,345,729",1,50,道路,72.13,ｍ
一般会計,インフラ資産/工作物,市道第13号線(道路工作物(市道13号線 舗装道5.5m未満)),1935/3/31,"64,206,959","64,206,958",1,50,道路,434.13,ｍ
一般会計,インフラ資産/工作物,市道第14号線(道路工作物(市道14号線 舗装道5.5m以上)),1935/3/31,"197,852,047","197,852,046",1,50,道路,929.97,ｍ
一般会計,インフラ資産/工作物,市道第14号線(道路工作物(市道14号線 舗装道5.5m未満)),1935/3/31,"135,955,237","135,955,236",1,50,道路,919.25,ｍ
一般会計,インフラ資産/工作物,市道第15号線(道路工作物(市道15号線 舗装道13.0m以上)),1935/3/31,"30,192,430","30,192,429",1,50,道路,77.21,ｍ
一般会計,インフラ資産/工作物,市道第15号線(道路工作物(市道15号線 舗装道5.5m未満)),1935/3/31,"102,537,683","102,537,682",1,50,道路,693.30,ｍ
一般会計,インフラ資産/工作物,市道第16号線(道路工作物(市道16号線 舗装道5.5m以上)),1935/3/31,"6,956,958","6,956,957",1,50,道路,32.70,ｍ
一般会計,インフラ資産/工作物,市道第16号線(道路工作物(市道16号線 舗装道5.5m未満)),1935/3/31,"172,854,309","172,854,308",1,50,道路,"1,168.74",ｍ
一般会計,インフラ資産/工作物,市道第17号線(道路工作物(市道17号線 舗装道5.5m以上)),1935/3/31,"115,436,565","115,436,564",1,50,道路,542.59,ｍ
一般会計,インフラ資産/工作物,市道第17号線(道路工作物(市道17号線 舗装道5.5m未満)),1935/3/31,"111,572,772","111,572,771",1,50,道路,754.39,ｍ
一般会計,インフラ資産/工作物,市道第18号線(道路工作物(市道18号線 舗装道5.5m未満)),1935/3/31,"19,552,116","19,552,115",1,50,道路,132.20,ｍ
一般会計,インフラ資産/工作物,市道第19号線(道路工作物(市道19号線 舗装道5.5m以上)),1935/3/31,"18,137,023","18,137,022",1,50,道路,85.25,ｍ
一般会計,インフラ資産/工作物,市道第19号線(道路工作物(市道19号線 舗装道5.5m未満)),1935/3/31,"279,394,112","279,394,111",1,50,道路,"1,889.10",ｍ
一般会計,インフラ資産/工作物,市道第20号線(道路工作物(市道20号線 舗装道5.5m以上)),1935/3/31,"27,961,864","27,961,863",1,50,道路,131.43,ｍ
一般会計,インフラ資産/工作物,市道第20号線(道路工作物(市道20号線 舗装道5.5m未満)),1935/3/31,"67,916,241","67,916,240",1,50,道路,459.21,ｍ
一般会計,インフラ資産/工作物,市道第21号線(道路工作物(市道21号線 舗装道5.5m以上)),1935/3/31,"158,993,077","158,993,076",1,50,道路,747.32,ｍ
一般会計,インフラ資産/工作物,市道第21号線(道路工作物(市道21号線 舗装道5.5m未満)),1935/3/31,"85,359,331","85,359,330",1,50,道路,577.15,ｍ
一般会計,インフラ資産/工作物,市道第22号線(道路工作物(市道22号線 舗装道5.5m以上)),1935/3/31,"24,511,043","24,511,042",1,50,道路,115.21,ｍ
一般会計,インフラ資産/工作物,市道第22号線(道路工作物(市道22号線 舗装道5.5m未満)),1935/3/31,"79,604,620","79,604,619",1,50,道路,538.24,ｍ
一般会計,インフラ資産/工作物,市道第23号線(道路工作物(市道23号線 舗装道5.5m以上)),1935/3/31,"215,452,938","215,452,937",1,50,道路,"1,012.70",ｍ
一般会計,インフラ資産/工作物,市道第23号線(道路工作物(市道23号線 舗装道5.5m未満)),1935/3/31,"69,719,117","69,719,116",1,50,道路,471.40,ｍ
一般会計,インフラ資産/工作物,市道第24号線(道路工作物(市道24号線 舗装道5.5m以上)),1935/3/31,"16,139,291","16,139,290",1,50,道路,75.86,ｍ
一般会計,インフラ資産/工作物,市道第24号線(道路工作物(市道24号線 舗装道5.5m未満)),1935/3/31,"166,673,651","166,673,650",1,50,道路,"1,126.95",ｍ
一般会計,インフラ資産/工作物,市道第25号線(道路工作物(市道25号線 舗装道5.5m未満)),1935/3/31,"105,686,432","105,686,431",1,50,道路,714.59,ｍ
一般会計,インフラ資産/工作物,市道第25-”号線(道路工作物(市道25-”号線 舗装道5.5m未満)),1935/3/31,"24,151,743","24,151,742",1,50,道路,163.30,ｍ
一般会計,インフラ資産/工作物,市道第26号線(道路工作物(市道26号線 舗装道5.5m未満)),1935/3/31,"139,756,215","139,756,214",1,50,道路,944.95,ｍ
一般会計,インフラ資産/工作物,市道第27号線(道路工作物(市道27号線 舗装道5.5m以上)),1935/3/31,"45,220,225","45,220,224",1,50,道路,212.55,ｍ
一般会計,インフラ資産/工作物,市道第27号線(道路工作物(市道27号線 舗装道5.5m未満)),1935/3/31,"12,166,089","12,166,088",1,50,道路,82.26,ｍ
一般会計,インフラ資産/工作物,市道第28号線(道路工作物(市道28号線 舗装道5.5m未満)),1935/3/31,"48,081,640","48,081,639",1,50,道路,325.10,ｍ
