令和元年12月1日現在,,,,,,,,,,,,
町丁目,性別,年齢,１丁目,２丁目,３丁目,４丁目,５丁目,６丁目,７丁目,８丁目,９丁目,計
下連雀　　　,男,61,9,22,64,31,17,24,22,17,27,233
下連雀　　　,男,62,18,14,46,33,16,15,26,13,24,205
下連雀　　　,男,63,17,14,51,38,16,25,29,10,19,219
下連雀　　　,男,64,18,14,43,31,10,20,24,10,11,181
下連雀　　　,男,65,19,13,40,29,5,17,28,14,22,187
下連雀　　　,男,66,18,20,42,25,21,19,32,14,24,215
下連雀　　　,男,67,13,19,41,29,21,22,22,11,21,199
下連雀　　　,男,68,14,25,34,33,20,21,33,17,22,219
下連雀　　　,男,69,14,30,37,30,29,23,23,14,26,226
下連雀　　　,男,70,17,26,50,29,15,27,36,15,29,244
下連雀　　　,男,71,21,21,32,36,21,28,39,22,27,247
下連雀　　　,男,72,19,30,38,22,11,18,38,16,17,209
下連雀　　　,男,73,12,19,35,23,12,19,14,10,12,156
下連雀　　　,男,74,12,12,31,16,14,16,18,11,15,145
下連雀　　　,男,75,19,14,24,21,21,9,24,8,22,162
下連雀　　　,男,76,16,19,30,19,12,14,28,11,13,162
下連雀　　　,男,77,15,18,30,15,13,16,16,8,23,154
下連雀　　　,男,78,15,18,20,25,6,15,20,9,13,141
下連雀　　　,男,79,11,16,24,24,8,19,26,13,13,154
下連雀　　　,男,80,9,13,13,8,5,13,17,3,10,91
下連雀　　　,男,81,4,7,14,11,10,13,14,9,12,94
下連雀　　　,男,82,6,9,12,18,10,10,22,5,10,102
下連雀　　　,男,83,12,8,17,14,16,13,15,7,9,111
下連雀　　　,男,84,8,7,15,10,4,11,10,5,10,80
下連雀　　　,男,85,12,5,20,12,10,8,5,5,10,87
下連雀　　　,男,86,2,8,13,3,5,7,10,4,4,56
下連雀　　　,男,87,3,5,12,14,10,9,8,3,7,71
下連雀　　　,男,88,3,4,11,10,11,4,5,1,10,59
下連雀　　　,男,89,9,5,7,7,6,1,1,7,1,44
下連雀　　　,男,90,1,4,5,4,5,4,4,6,5,38
下連雀　　　,男,91,2,3,6,7,4,5,3,2,5,37
下連雀　　　,男,92,0,2,7,3,6,1,0,3,2,24
下連雀　　　,男,93,4,4,8,6,1,5,0,1,2,31
下連雀　　　,男,94,0,2,0,3,5,2,1,2,2,17
下連雀　　　,男,95,2,2,1,2,2,1,1,3,0,14
下連雀　　　,男,96,1,0,1,1,2,1,0,0,0,6
下連雀　　　,男,97,1,0,1,0,0,1,0,1,0,4
下連雀　　　,男,98,0,1,0,1,0,1,0,0,0,3
下連雀　　　,男,99,0,1,0,0,0,0,0,1,0,2
下連雀　　　,男,100,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,101,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,102,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,103,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,104以上,0,0,0,0,0,0,0,1,0,1
下連雀　　　,男,不詳,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,計,1469,1666,4755,3038,1761,2006,2434,1775,2363,21267
下連雀　　　,女,0,9,10,39,24,12,10,20,7,10,141
下連雀　　　,女,1,14,8,43,37,14,19,14,18,21,188
下連雀　　　,女,2,6,13,58,24,19,13,26,13,13,185
下連雀　　　,女,3,11,8,46,24,10,14,28,22,16,179
下連雀　　　,女,4,10,4,42,21,11,21,26,22,23,180
下連雀　　　,女,5,13,12,36,26,14,12,23,17,25,178
下連雀　　　,女,6,8,8,29,29,16,17,23,29,38,197
下連雀　　　,女,7,9,12,37,18,18,17,18,19,30,178
下連雀　　　,女,8,17,15,25,26,19,13,26,19,42,202
下連雀　　　,女,9,4,15,39,25,22,13,28,19,35,200
下連雀　　　,女,10,9,10,24,28,25,12,21,23,44,196
下連雀　　　,女,11,8,12,22,26,11,17,23,17,39,175
下連雀　　　,女,12,7,11,27,22,25,17,24,18,27,178
下連雀　　　,女,13,14,14,31,9,20,14,30,24,40,196
下連雀　　　,女,14,8,10,28,26,23,14,22,26,23,180
下連雀　　　,女,15,20,7,27,21,23,16,25,25,31,195
下連雀　　　,女,16,7,11,21,17,24,14,15,17,20,146
下連雀　　　,女,17,15,12,25,23,24,17,32,28,31,207
下連雀　　　,女,18,12,21,30,16,21,19,33,25,21,198
下連雀　　　,女,19,17,10,31,17,23,22,15,26,26,187
下連雀　　　,女,20,13,24,35,18,36,17,20,18,19,200
下連雀　　　,女,21,11,22,46,33,19,25,25,20,26,227
下連雀　　　,女,22,15,25,52,38,19,16,21,25,17,228
下連雀　　　,女,23,25,29,86,44,17,23,19,22,22,287
下連雀　　　,女,24,20,36,81,49,11,17,12,14,18,258
下連雀　　　,女,25,17,29,117,52,12,16,19,21,23,306
下連雀　　　,女,26,27,22,84,36,20,16,22,14,13,254
下連雀　　　,女,27,24,29,113,47,12,28,19,12,18,302
下連雀　　　,女,28,12,20,98,60,14,20,22,10,12,268
下連雀　　　,女,29,12,27,93,57,11,18,23,12,8,261
下連雀　　　,女,30,22,22,99,38,22,22,24,21,20,290
下連雀　　　,女,31,31,20,102,49,13,23,26,11,11,286
下連雀　　　,女,32,16,19,74,48,13,33,22,22,18,265
下連雀　　　,女,33,17,14,102,36,13,35,34,16,18,285
下連雀　　　,女,34,18,12,93,62,12,22,32,31,21,303
下連雀　　　,女,35,21,15,105,54,16,24,36,27,34,332
下連雀　　　,女,36,24,24,97,43,21,25,34,28,35,331
下連雀　　　,女,37,19,22,101,39,27,22,30,28,44,332
下連雀　　　,女,38,18,28,99,57,23,34,34,40,31,364
下連雀　　　,女,39,24,15,97,50,16,30,45,34,43,354
下連雀　　　,女,40,22,22,90,72,24,36,40,23,51,380
下連雀　　　,女,41,23,19,72,53,27,33,39,35,60,361
下連雀　　　,女,42,22,30,94,57,27,28,31,26,58,373
下連雀　　　,女,43,22,36,96,62,32,30,42,49,59,428
下連雀　　　,女,44,26,26,93,41,29,36,37,33,52,373
下連雀　　　,女,45,18,29,103,59,32,33,34,34,55,397
下連雀　　　,女,46,29,28,88,54,49,32,64,36,47,427
下連雀　　　,女,47,23,26,105,55,46,34,53,34,57,433
下連雀　　　,女,48,23,22,91,59,45,43,48,36,53,420
下連雀　　　,女,49,28,25,85,61,49,37,50,38,52,425
下連雀　　　,女,50,22,27,104,56,43,29,51,35,54,421
下連雀　　　,女,51,32,35,85,51,33,28,50,39,38,391
下連雀　　　,女,52,22,22,96,48,40,49,44,32,49,402
下連雀　　　,女,53,18,16,62,40,37,21,27,22,28,271
下連雀　　　,女,54,25,25,87,47,32,35,57,34,20,362
下連雀　　　,女,55,18,21,83,48,32,33,40,28,24,327
下連雀　　　,女,56,16,26,84,46,21,28,28,20,25,294
下連雀　　　,女,57,27,20,75,38,41,34,41,31,28,335
下連雀　　　,女,58,20,22,69,42,28,20,34,19,23,277
下連雀　　　,女,59,21,22,73,40,25,28,33,17,34,293
下連雀　　　,女,60,20,18,47,30,21,21,31,18,26,232
下連雀　　　,女,61,18,21,50,36,17,20,26,12,31,231
下連雀　　　,女,62,16,15,52,34,23,22,21,10,21,214
下連雀　　　,女,63,23,19,38,32,24,20,27,16,30,229
下連雀　　　,女,64,15,18,43,23,11,26,35,12,15,198
下連雀　　　,女,65,18,22,41,27,20,20,31,15,25,219
下連雀　　　,女,66,11,19,43,38,24,26,23,19,17,220
下連雀　　　,女,67,15,15,47,34,18,23,28,20,33,233
下連雀　　　,女,68,16,26,35,33,17,31,45,17,15,235
下連雀　　　,女,69,23,23,43,29,29,25,39,20,31,262
下連雀　　　,女,70,24,26,50,32,24,24,40,18,35,273
下連雀　　　,女,71,24,36,64,42,26,36,49,18,37,332
下連雀　　　,女,72,22,29,51,41,33,27,41,19,23,286
下連雀　　　,女,73,17,25,34,22,10,15,30,8,15,176
下連雀　　　,女,74,15,16,29,30,19,13,35,10,19,186
下連雀　　　,女,75,15,25,37,30,24,32,32,9,20,224
下連雀　　　,女,76,19,21,37,33,23,27,26,11,20,217
下連雀　　　,女,77,16,19,46,23,26,20,45,11,25,231
下連雀　　　,女,78,15,10,45,26,29,31,24,12,26,218
下連雀　　　,女,79,17,11,41,28,22,27,24,8,14,192
下連雀　　　,女,80,7,17,39,24,22,20,19,4,18,170
下連雀　　　,女,81,15,16,23,22,30,18,20,8,17,169
下連雀　　　,女,82,21,16,28,26,25,23,25,13,15,192
下連雀　　　,女,83,10,16,30,13,23,16,30,12,19,169
下連雀　　　,女,84,11,7,25,18,26,18,18,12,16,151
下連雀　　　,女,85,6,17,27,27,15,16,20,9,9,146
下連雀　　　,女,86,8,9,19,16,20,5,15,14,15,121
下連雀　　　,女,87,13,9,15,16,30,13,12,16,13,137
下連雀　　　,女,88,10,8,22,16,24,12,17,13,3,125
下連雀　　　,女,89,8,14,18,12,21,3,9,19,10,114
下連雀　　　,女,90,5,5,14,12,24,9,6,12,5,92
下連雀　　　,女,91,2,7,17,10,16,9,15,16,7,99
下連雀　　　,女,92,8,5,14,10,9,5,13,5,2,71
下連雀　　　,女,93,6,10,4,7,14,5,7,4,3,60
下連雀　　　,女,94,3,7,13,4,13,2,9,2,1,54
下連雀　　　,女,95,2,3,9,4,10,3,2,3,2,38
下連雀　　　,女,96,3,1,4,5,7,5,2,1,0,28
下連雀　　　,女,97,4,2,1,2,6,1,0,1,0,17
下連雀　　　,女,98,1,1,2,3,1,1,1,0,0,10
下連雀　　　,女,99,2,0,1,0,1,2,1,1,0,8
下連雀　　　,女,100,0,1,2,1,2,1,0,0,0,7
下連雀　　　,女,101,1,1,3,0,1,0,0,0,1,7
下連雀　　　,女,102,1,1,0,0,1,0,0,2,0,5
下連雀　　　,女,103,0,1,0,1,1,0,0,0,0,3
下連雀　　　,女,104以上,1,0,1,0,2,0,1,0,0,5
下連雀　　　,女,不詳,0,0,0,0,0,0,0,0,0,0
下連雀　　　,女,計,1568,1764,5373,3270,2197,2097,2728,1911,2507,23415
牟礼　　　　,男,0,7,14,18,10,14,36,9,0,0,108
牟礼　　　　,男,1,16,23,20,11,19,36,10,0,0,135
牟礼　　　　,男,2,12,19,17,14,9,44,10,0,0,125
牟礼　　　　,男,3,6,20,28,7,14,56,10,0,0,141
牟礼　　　　,男,4,11,19,20,12,19,46,8,0,0,135
牟礼　　　　,男,5,8,19,20,16,8,41,7,0,0,119
牟礼　　　　,男,6,5,16,16,16,20,54,5,0,0,132
牟礼　　　　,男,7,6,19,14,21,12,38,10,0,0,120
牟礼　　　　,男,8,5,22,14,24,12,41,8,0,0,126
牟礼　　　　,男,9,4,23,7,13,17,43,10,0,0,117
牟礼　　　　,男,10,3,14,14,15,20,29,7,0,0,102
牟礼　　　　,男,11,6,13,6,20,11,36,16,0,0,108
牟礼　　　　,男,12,3,9,7,20,16,31,9,0,0,95
牟礼　　　　,男,13,1,17,12,16,9,30,9,0,0,94
牟礼　　　　,男,14,3,17,8,11,14,27,8,0,0,88
牟礼　　　　,男,15,9,9,9,14,12,24,7,0,0,84
牟礼　　　　,男,16,10,9,5,10,9,18,4,0,0,65
牟礼　　　　,男,17,5,17,5,18,18,32,6,0,0,101
牟礼　　　　,男,18,7,10,10,21,12,24,8,0,0,92
牟礼　　　　,男,19,11,10,2,16,15,30,11,0,0,95
牟礼　　　　,男,20,10,14,6,24,5,22,14,0,0,95
牟礼　　　　,男,21,7,16,11,18,13,33,8,0,0,106
牟礼　　　　,男,22,12,8,16,25,11,25,8,0,0,105
牟礼　　　　,男,23,14,20,20,21,19,35,8,0,0,137
牟礼　　　　,男,24,15,16,21,22,15,32,12,0,0,133
牟礼　　　　,男,25,12,21,24,27,29,40,11,0,0,164
牟礼　　　　,男,26,17,20,16,17,14,27,10,0,0,121
牟礼　　　　,男,27,15,31,22,23,19,29,8,0,0,147
牟礼　　　　,男,28,16,20,8,23,21,30,10,0,0,128
牟礼　　　　,男,29,19,19,20,17,19,24,11,0,0,129
牟礼　　　　,男,30,24,23,20,19,17,28,14,0,0,145
牟礼　　　　,男,31,17,25,17,14,20,34,14,0,0,141
牟礼　　　　,男,32,17,20,14,17,17,37,16,0,0,138
牟礼　　　　,男,33,24,27,23,21,22,40,16,0,0,173
牟礼　　　　,男,34,29,21,26,21,20,43,10,0,0,170
牟礼　　　　,男,35,22,31,30,26,25,43,16,0,0,193
牟礼　　　　,男,36,22,30,24,24,19,70,15,0,0,204
牟礼　　　　,男,37,15,31,14,23,23,66,17,0,0,189
牟礼　　　　,男,38,20,26,27,22,37,51,14,0,0,197
牟礼　　　　,男,39,20,30,33,25,21,74,14,0,0,217
牟礼　　　　,男,40,12,25,28,33,28,82,10,0,0,218
牟礼　　　　,男,41,13,31,20,33,25,76,17,0,0,215
牟礼　　　　,男,42,7,42,28,20,22,71,11,0,0,201
牟礼　　　　,男,43,10,39,31,29,25,64,10,0,0,208
牟礼　　　　,男,44,19,39,22,26,23,57,10,0,0,196
牟礼　　　　,男,45,12,35,15,33,23,57,18,0,0,193
牟礼　　　　,男,46,13,42,25,24,22,60,18,0,0,204
牟礼　　　　,男,47,9,37,17,28,23,61,27,0,0,202
牟礼　　　　,男,48,18,33,22,19,27,61,21,0,0,201
牟礼　　　　,男,49,14,38,17,33,25,50,16,0,0,193
牟礼　　　　,男,50,17,33,16,24,27,48,20,0,0,185
牟礼　　　　,男,51,18,33,16,27,18,46,15,0,0,173
牟礼　　　　,男,52,20,27,20,36,20,38,20,0,0,181
牟礼　　　　,男,53,15,23,18,30,13,28,10,0,0,137
牟礼　　　　,男,54,18,32,13,25,26,41,15,0,0,170
牟礼　　　　,男,55,19,21,12,22,15,46,12,0,0,147
牟礼　　　　,男,56,13,24,13,20,14,45,16,0,0,145
牟礼　　　　,男,57,16,23,7,16,16,38,17,0,0,133
牟礼　　　　,男,58,15,25,10,23,20,29,9,0,0,131
牟礼　　　　,男,59,10,22,15,24,14,30,12,0,0,127
牟礼　　　　,男,60,15,24,10,23,17,30,11,0,0,130
牟礼　　　　,男,61,6,20,8,22,9,31,6,0,0,102
牟礼　　　　,男,62,11,12,9,22,9,20,7,0,0,90
牟礼　　　　,男,63,9,11,8,12,13,21,16,0,0,90
牟礼　　　　,男,64,12,12,2,12,8,34,8,0,0,88
牟礼　　　　,男,65,18,15,8,16,15,30,8,0,0,110
牟礼　　　　,男,66,8,14,8,14,6,17,9,0,0,76
牟礼　　　　,男,67,7,17,9,14,17,22,7,0,0,93
牟礼　　　　,男,68,10,14,9,14,12,33,9,0,0,101
牟礼　　　　,男,69,13,19,15,14,8,29,9,0,0,107
牟礼　　　　,男,70,11,17,9,25,15,33,15,0,0,125
牟礼　　　　,男,71,8,17,4,23,10,31,11,0,0,104
牟礼　　　　,男,72,11,22,11,19,13,42,8,0,0,126
牟礼　　　　,男,73,8,16,3,10,9,23,8,0,0,77
牟礼　　　　,男,74,6,10,4,14,5,22,8,0,0,69
牟礼　　　　,男,75,11,11,4,22,7,24,8,0,0,87
牟礼　　　　,男,76,3,15,9,9,12,17,12,0,0,77
牟礼　　　　,男,77,7,14,3,10,9,19,7,0,0,69
牟礼　　　　,男,78,5,17,6,10,9,26,7,0,0,80
牟礼　　　　,男,79,6,15,5,10,9,19,9,0,0,73
牟礼　　　　,男,80,5,9,3,15,14,18,7,0,0,71
牟礼　　　　,男,81,3,14,3,9,5,14,3,0,0,51
牟礼　　　　,男,82,3,17,3,6,12,16,3,0,0,60
牟礼　　　　,男,83,3,12,9,2,10,6,7,0,0,49
牟礼　　　　,男,84,9,15,3,4,5,13,2,0,0,51
牟礼　　　　,男,85,4,7,2,6,6,13,5,0,0,43
牟礼　　　　,男,86,8,13,1,5,3,7,1,0,0,38
牟礼　　　　,男,87,7,11,2,6,6,11,4,0,0,47
牟礼　　　　,男,88,4,14,4,3,0,11,3,0,0,39
牟礼　　　　,男,89,2,7,5,4,4,2,3,0,0,27
牟礼　　　　,男,90,1,7,0,3,1,4,1,0,0,17
牟礼　　　　,男,91,0,3,0,2,2,2,0,0,0,9
牟礼　　　　,男,92,0,5,1,0,2,2,0,0,0,10
牟礼　　　　,男,93,3,2,0,3,2,2,1,0,0,13
牟礼　　　　,男,94,0,3,0,1,1,2,0,0,0,7
牟礼　　　　,男,95,1,1,0,0,2,1,0,0,0,5
牟礼　　　　,男,96,0,0,0,0,0,1,0,0,0,1
牟礼　　　　,男,97,1,0,0,0,1,0,0,0,0,2
牟礼　　　　,男,98,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,99,0,0,0,1,0,0,0,0,0,1
牟礼　　　　,男,100,0,0,0,1,0,0,0,0,0,1
牟礼　　　　,男,101,1,1,0,1,0,0,0,0,0,3
牟礼　　　　,男,102,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,103,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,104以上,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,不詳,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,計,1013,1845,1189,1646,1380,3175,945,0,0,11193
牟礼　　　　,女,0,11,26,15,7,10,28,4,0,0,101
牟礼　　　　,女,1,7,13,14,17,11,29,12,0,0,103
牟礼　　　　,女,2,6,11,16,15,14,37,6,0,0,105
牟礼　　　　,女,3,12,20,22,14,17,45,10,0,0,140
牟礼　　　　,女,4,9,15,17,16,15,46,6,0,0,124
牟礼　　　　,女,5,8,10,16,15,15,55,5,0,0,124
牟礼　　　　,女,6,8,19,13,15,13,35,8,0,0,111
牟礼　　　　,女,7,4,12,13,12,16,42,1,0,0,100
牟礼　　　　,女,8,6,14,11,17,7,44,9,0,0,108
牟礼　　　　,女,9,6,16,18,20,12,35,10,0,0,117
牟礼　　　　,女,10,6,13,10,17,5,40,8,0,0,99
牟礼　　　　,女,11,5,18,12,23,10,34,6,0,0,108
牟礼　　　　,女,12,5,15,5,14,14,28,9,0,0,90
牟礼　　　　,女,13,7,11,7,20,8,31,6,0,0,90
牟礼　　　　,女,14,16,15,5,16,14,25,7,0,0,98
牟礼　　　　,女,15,4,10,10,14,9,28,9,0,0,84
牟礼　　　　,女,16,5,15,10,19,13,29,10,0,0,101
牟礼　　　　,女,17,6,13,7,14,9,23,8,0,0,80
牟礼　　　　,女,18,8,13,5,14,12,31,12,0,0,95
牟礼　　　　,女,19,6,7,5,22,10,30,9,0,0,89
牟礼　　　　,女,20,10,10,8,19,17,29,7,0,0,100
牟礼　　　　,女,21,12,11,14,22,24,26,6,0,0,115
牟礼　　　　,女,22,9,20,15,32,21,35,12,0,0,144
牟礼　　　　,女,23,13,21,8,21,17,30,11,0,0,121
牟礼　　　　,女,24,13,21,14,23,16,33,6,0,0,126
牟礼　　　　,女,25,17,16,11,27,25,20,6,0,0,122
牟礼　　　　,女,26,15,34,20,24,15,16,12,0,0,136
牟礼　　　　,女,27,9,25,16,23,29,25,8,0,0,135
牟礼　　　　,女,28,22,13,12,16,14,31,10,0,0,118
牟礼　　　　,女,29,22,25,12,16,23,34,11,0,0,143
牟礼　　　　,女,30,18,31,11,12,21,32,20,0,0,145
牟礼　　　　,女,31,29,31,12,23,23,34,15,0,0,167
牟礼　　　　,女,32,28,27,18,30,14,29,18,0,0,164
牟礼　　　　,女,33,27,32,25,20,17,44,10,0,0,175
牟礼　　　　,女,34,19,23,23,15,25,49,12,0,0,166
牟礼　　　　,女,35,24,19,29,15,25,58,11,0,0,181
牟礼　　　　,女,36,15,24,28,18,28,72,8,0,0,193
牟礼　　　　,女,37,15,32,30,26,22,62,13,0,0,200
牟礼　　　　,女,38,14,30,20,31,21,70,8,0,0,194
牟礼　　　　,女,39,17,36,29,18,26,64,11,0,0,201
牟礼　　　　,女,40,8,23,23,32,23,63,10,0,0,182
牟礼　　　　,女,41,11,41,19,28,19,60,12,0,0,190
牟礼　　　　,女,42,12,44,23,30,23,69,15,0,0,216
牟礼　　　　,女,43,12,25,24,29,15,71,15,0,0,191
牟礼　　　　,女,44,8,30,19,26,20,68,23,0,0,194
牟礼　　　　,女,45,15,35,26,24,27,61,11,0,0,199
牟礼　　　　,女,46,13,45,21,33,23,62,21,0,0,218
牟礼　　　　,女,47,6,42,13,26,37,55,16,0,0,195
牟礼　　　　,女,48,12,25,12,27,18,55,19,0,0,168
牟礼　　　　,女,49,13,32,27,26,21,52,19,0,0,190
牟礼　　　　,女,50,23,35,12,30,20,42,16,0,0,178
牟礼　　　　,女,51,9,37,9,30,25,44,18,0,0,172
牟礼　　　　,女,52,18,29,11,26,9,33,18,0,0,144
牟礼　　　　,女,53,20,30,11,29,15,36,8,0,0,149
牟礼　　　　,女,54,17,25,7,27,16,40,17,0,0,149
牟礼　　　　,女,55,17,27,8,30,11,32,7,0,0,132
牟礼　　　　,女,56,17,27,9,23,10,51,5,0,0,142
牟礼　　　　,女,57,15,22,8,13,14,38,14,0,0,124
牟礼　　　　,女,58,14,20,6,21,12,30,10,0,0,113
牟礼　　　　,女,59,9,19,11,22,10,26,7,0,0,104
牟礼　　　　,女,60,15,18,10,16,12,34,8,0,0,113
牟礼　　　　,女,61,13,17,5,18,11,33,6,0,0,103
牟礼　　　　,女,62,11,23,6,11,11,40,5,0,0,107
牟礼　　　　,女,63,14,17,11,24,12,27,7,0,0,112
牟礼　　　　,女,64,14,14,11,10,14,40,10,0,0,113
牟礼　　　　,女,65,9,20,7,19,9,35,5,0,0,104
牟礼　　　　,女,66,5,20,3,16,10,45,9,0,0,108
牟礼　　　　,女,67,5,11,8,15,13,26,11,0,0,89
牟礼　　　　,女,68,11,17,5,13,14,35,6,0,0,101
牟礼　　　　,女,69,15,22,9,20,6,32,9,0,0,113
牟礼　　　　,女,70,12,26,7,33,22,40,14,0,0,154
牟礼　　　　,女,71,10,29,9,26,13,35,7,0,0,129
牟礼　　　　,女,72,8,28,12,28,16,34,10,0,0,136
牟礼　　　　,女,73,5,13,6,14,9,28,7,0,0,82
牟礼　　　　,女,74,4,16,6,9,7,30,9,0,0,81
牟礼　　　　,女,75,7,17,4,9,11,33,14,0,0,95
牟礼　　　　,女,76,11,17,8,11,12,30,6,0,0,95
牟礼　　　　,女,77,6,31,7,16,10,29,8,0,0,107
牟礼　　　　,女,78,8,32,4,13,12,21,14,0,0,104
牟礼　　　　,女,79,10,23,6,8,17,23,8,0,0,95
牟礼　　　　,女,80,11,18,6,12,15,23,4,0,0,89
牟礼　　　　,女,81,11,22,8,18,10,23,2,0,0,94
牟礼　　　　,女,82,9,12,3,4,11,28,6,0,0,73
牟礼　　　　,女,83,10,28,3,9,9,25,1,0,0,85
牟礼　　　　,女,84,12,20,5,12,5,23,9,0,0,86
牟礼　　　　,女,85,6,16,7,6,8,14,6,0,0,63
牟礼　　　　,女,86,9,21,1,5,6,14,6,0,0,62
牟礼　　　　,女,87,10,24,3,3,8,13,10,0,0,71
牟礼　　　　,女,88,8,14,4,7,8,12,2,0,0,55
牟礼　　　　,女,89,6,19,3,5,5,6,2,0,0,46
牟礼　　　　,女,90,6,9,3,6,7,10,6,0,0,47
牟礼　　　　,女,91,3,3,3,2,3,11,3,0,0,28
牟礼　　　　,女,92,2,7,1,4,8,8,1,0,0,31
牟礼　　　　,女,93,5,3,2,5,5,2,3,0,0,25
牟礼　　　　,女,94,0,4,2,4,5,3,1,0,0,19
牟礼　　　　,女,95,2,2,0,3,3,5,1,0,0,16
牟礼　　　　,女,96,8,1,0,3,1,2,2,0,0,17
牟礼　　　　,女,97,1,2,1,1,1,1,1,0,0,8
牟礼　　　　,女,98,2,1,0,1,0,1,1,0,0,6
牟礼　　　　,女,99,2,0,0,1,2,3,0,0,0,8
牟礼　　　　,女,100,0,0,0,2,0,0,1,0,0,3
牟礼　　　　,女,101,1,0,0,3,0,0,1,0,0,5
牟礼　　　　,女,102,0,0,0,1,0,0,0,0,0,1
