令和3年10月1日現在,,,,,,,,,,,,
町丁目,性別,年齢,１丁目,２丁目,３丁目,４丁目,５丁目,６丁目,７丁目,８丁目,９丁目,計
下連雀　　　,男,37,27,19,91,46,62,36,29,28,22,360
下連雀　　　,男,38,19,31,90,44,53,26,48,23,19,353
下連雀　　　,男,39,20,32,86,45,58,28,29,23,28,349
下連雀　　　,男,40,17,29,88,45,45,32,35,21,37,349
下連雀　　　,男,41,16,21,95,50,39,51,36,30,41,379
下連雀　　　,男,42,13,21,96,44,46,40,35,34,46,375
下連雀　　　,男,43,19,30,79,56,56,37,34,26,61,398
下連雀　　　,男,44,21,27,93,54,45,29,25,33,43,370
下連雀　　　,男,45,22,27,80,59,25,41,36,33,57,380
下連雀　　　,男,46,22,24,92,54,34,24,42,35,47,374
下連雀　　　,男,47,18,33,89,54,38,37,39,42,64,414
下連雀　　　,男,48,34,31,93,58,46,29,45,39,45,420
下連雀　　　,男,49,22,22,81,59,50,39,45,34,51,403
下連雀　　　,男,50,21,23,82,65,51,38,48,41,50,419
下連雀　　　,男,51,28,26,93,45,39,33,46,29,57,396
下連雀　　　,男,52,28,26,91,48,65,41,38,31,46,414
下連雀　　　,男,53,26,19,78,45,41,21,41,35,43,349
下連雀　　　,男,54,33,24,73,46,41,29,49,37,43,375
下連雀　　　,男,55,19,17,60,39,33,35,35,24,31,293
下連雀　　　,男,56,21,30,95,50,50,34,38,32,42,392
下連雀　　　,男,57,16,29,79,53,39,39,42,32,34,363
下連雀　　　,男,58,13,21,56,38,32,37,37,21,27,282
下連雀　　　,男,59,17,20,63,37,36,27,34,28,19,281
下連雀　　　,男,60,15,19,55,41,30,24,30,24,16,254
下連雀　　　,男,61,22,20,61,35,24,28,24,17,28,259
下連雀　　　,男,62,14,22,60,42,34,26,40,16,31,285
下連雀　　　,男,63,10,21,59,27,15,23,22,16,21,214
下連雀　　　,男,64,25,13,46,33,20,21,24,13,24,219
下連雀　　　,男,65,13,14,48,32,14,21,27,12,17,198
下連雀　　　,男,66,20,14,36,30,11,19,25,7,11,173
下連雀　　　,男,67,18,10,44,28,14,13,30,14,23,194
下連雀　　　,男,68,17,22,37,19,19,20,28,14,21,197
下連雀　　　,男,69,15,20,41,29,22,22,28,14,24,215
下連雀　　　,男,70,11,26,32,27,25,22,32,16,22,213
下連雀　　　,男,71,16,28,37,31,31,23,27,13,20,226
下連雀　　　,男,72,19,25,49,23,20,26,33,15,27,237
下連雀　　　,男,73,21,22,33,34,19,33,45,18,27,252
下連雀　　　,男,74,19,33,41,19,15,17,28,15,18,205
下連雀　　　,男,75,7,13,29,21,12,15,14,11,8,130
下連雀　　　,男,76,14,11,30,14,15,13,18,10,17,142
下連雀　　　,男,77,20,15,21,19,20,15,26,9,20,165
下連雀　　　,男,78,13,16,28,17,12,9,23,12,11,141
下連雀　　　,男,79,14,20,28,18,14,16,18,5,21,154
下連雀　　　,男,80,13,18,21,21,11,12,15,8,11,130
下連雀　　　,男,81,11,10,21,17,5,17,24,11,12,128
下連雀　　　,男,82,8,12,9,8,7,16,14,3,8,85
下連雀　　　,男,83,5,6,16,11,9,6,11,8,11,83
下連雀　　　,男,84,7,7,11,17,11,15,23,4,8,103
下連雀　　　,男,85,10,7,16,14,16,8,11,3,8,93
下連雀　　　,男,86,7,9,14,10,1,11,9,6,7,74
下連雀　　　,男,87,7,3,16,6,11,9,5,2,9,68
下連雀　　　,男,88,2,7,12,4,7,6,7,4,5,54
下連雀　　　,男,89,3,3,9,10,8,7,5,2,6,53
下連雀　　　,男,90,4,4,9,9,11,2,4,3,6,52
下連雀　　　,男,91,5,4,5,5,6,2,2,6,4,39
下連雀　　　,男,92,0,3,1,5,5,2,2,2,1,21
下連雀　　　,男,93,1,2,5,3,2,3,3,2,5,26
下連雀　　　,男,94,1,2,5,1,5,1,0,2,3,20
下連雀　　　,男,95,1,2,1,3,1,1,0,1,1,11
下連雀　　　,男,96,0,2,0,3,2,1,2,3,2,15
下連雀　　　,男,97,2,0,0,3,1,1,0,0,0,7
下連雀　　　,男,98,1,0,1,0,2,1,0,0,0,5
下連雀　　　,男,99,1,0,0,0,0,0,0,0,1,2
下連雀　　　,男,100,0,1,0,0,0,0,0,0,0,1
下連雀　　　,男,101,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,102,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,103,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,104以上,0,0,0,0,0,0,0,1,0,1
下連雀　　　,男,不詳,0,0,0,0,0,0,0,0,0,0
下連雀　　　,男,計,1462,1662,4888,3027,2684,2191,2438,1756,2329,22437
下連雀　　　,女,0,8,11,28,30,47,12,16,10,9,171
下連雀　　　,女,1,7,10,38,26,51,22,20,16,4,194
下連雀　　　,女,2,12,10,39,22,49,19,20,12,13,196
下連雀　　　,女,3,9,6,41,29,50,23,22,18,15,213
下連雀　　　,女,4,7,11,53,24,44,18,24,12,15,208
下連雀　　　,女,5,11,7,45,26,32,23,29,25,16,214
下連雀　　　,女,6,6,5,32,24,32,23,22,23,28,195
下連雀　　　,女,7,14,16,26,22,29,19,24,16,27,193
下連雀　　　,女,8,8,6,35,31,28,24,19,25,41,217
下連雀　　　,女,9,10,9,33,17,27,15,20,21,33,185
下連雀　　　,女,10,13,15,24,23,24,16,32,23,37,207
下連雀　　　,女,11,3,15,44,31,28,15,29,17,46,228
下連雀　　　,女,12,9,9,19,19,26,17,21,19,34,173
下連雀　　　,女,13,11,10,27,24,23,19,20,24,37,195
下連雀　　　,女,14,4,13,26,21,38,16,32,15,28,193
下連雀　　　,女,15,15,10,33,10,23,14,37,24,36,202
下連雀　　　,女,16,9,10,29,29,31,16,15,26,25,190
下連雀　　　,女,17,18,10,30,21,27,22,28,23,29,208
下連雀　　　,女,18,11,12,23,17,18,12,22,19,23,157
下連雀　　　,女,19,15,15,36,28,33,21,33,30,24,235
下連雀　　　,女,20,18,20,40,21,22,23,25,22,22,213
下連雀　　　,女,21,16,20,38,20,31,26,20,23,22,216
下連雀　　　,女,22,24,21,76,32,30,20,18,14,17,252
下連雀　　　,女,23,18,20,73,49,26,24,22,20,22,274
下連雀　　　,女,24,21,31,80,46,13,17,21,27,11,267
下連雀　　　,女,25,15,35,98,42,18,31,17,18,18,292
下連雀　　　,女,26,21,31,102,56,21,22,15,15,17,300
下連雀　　　,女,27,24,31,126,59,30,15,24,19,17,345
下連雀　　　,女,28,21,24,95,43,31,22,12,11,10,269
下連雀　　　,女,29,19,26,105,64,35,20,21,9,21,320
下連雀　　　,女,30,20,19,98,57,49,26,19,9,11,308
下連雀　　　,女,31,16,19,102,33,52,22,24,18,9,295
下連雀　　　,女,32,20,21,93,35,52,30,35,19,21,326
下連雀　　　,女,33,23,19,96,51,54,36,25,11,13,328
下連雀　　　,女,34,15,21,71,50,41,40,29,21,23,311
下連雀　　　,女,35,17,15,101,40,53,39,30,22,22,339
下連雀　　　,女,36,19,22,94,52,48,35,32,28,18,348
下連雀　　　,女,37,17,12,99,45,50,36,31,32,29,351
下連雀　　　,女,38,23,15,101,40,52,31,28,24,49,363
下連雀　　　,女,39,20,32,84,48,62,26,28,27,41,368
下連雀　　　,女,40,15,21,102,51,41,37,32,36,27,362
下連雀　　　,女,41,19,16,92,58,40,30,51,40,51,397
下連雀　　　,女,42,23,16,94,67,46,41,38,22,58,405
下連雀　　　,女,43,20,18,79,56,46,37,35,39,54,384
下連雀　　　,女,44,23,30,90,58,40,32,39,31,60,403
下連雀　　　,女,45,27,36,100,52,44,32,51,41,53,436
下連雀　　　,女,46,25,23,94,47,40,39,33,29,55,385
下連雀　　　,女,47,17,32,103,58,49,31,44,35,43,412
下連雀　　　,女,48,27,23,71,54,64,39,63,42,48,431
下連雀　　　,女,49,22,30,106,53,47,31,50,27,65,431
下連雀　　　,女,50,27,23,86,59,54,49,42,34,49,423
下連雀　　　,女,51,26,21,92,61,53,34,55,46,53,441
下連雀　　　,女,52,22,36,99,59,47,28,47,32,52,422
下連雀　　　,女,53,30,33,83,48,34,34,43,37,32,374
下連雀　　　,女,54,25,23,83,47,49,48,44,29,47,395
下連雀　　　,女,55,20,22,64,43,44,25,32,24,30,304
下連雀　　　,女,56,21,19,90,43,35,39,56,29,18,350
下連雀　　　,女,57,23,29,91,50,39,35,35,28,24,354
下連雀　　　,女,58,21,20,74,41,28,27,34,21,21,287
下連雀　　　,女,59,24,18,77,34,43,33,34,34,33,330
下連雀　　　,女,60,19,22,63,43,30,19,34,15,22,267
下連雀　　　,女,61,19,19,67,40,29,27,29,18,32,280
下連雀　　　,女,62,22,21,50,31,18,18,32,17,28,237
下連雀　　　,女,63,16,16,52,29,23,20,26,10,23,215
下連雀　　　,女,64,18,18,50,33,22,22,20,13,22,218
下連雀　　　,女,65,17,17,39,29,26,24,27,14,30,223
下連雀　　　,女,66,17,21,42,25,11,22,32,9,15,194
下連雀　　　,女,67,17,23,46,27,23,21,28,15,24,224
下連雀　　　,女,68,13,14,42,41,24,26,25,17,19,221
下連雀　　　,女,69,13,15,44,33,21,25,31,22,26,230
下連雀　　　,女,70,22,28,36,32,20,26,46,15,15,240
下連雀　　　,女,71,19,20,45,27,35,32,42,23,32,275
下連雀　　　,女,72,21,30,51,32,30,24,40,17,37,282
下連雀　　　,女,73,30,35,57,40,27,37,51,14,36,327
下連雀　　　,女,74,20,23,48,39,34,28,47,20,24,283
下連雀　　　,女,75,16,26,36,22,13,13,22,5,15,168
下連雀　　　,女,76,13,19,30,31,17,17,38,8,14,187
下連雀　　　,女,77,15,23,37,27,27,34,34,14,21,232
下連雀　　　,女,78,22,20,40,31,21,27,30,10,19,220
下連雀　　　,女,79,14,18,40,24,24,21,37,12,25,215
下連雀　　　,女,80,16,9,49,26,36,25,25,11,24,221
下連雀　　　,女,81,14,9,39,27,22,29,23,8,13,184
下連雀　　　,女,82,4,14,35,25,25,18,16,4,18,159
下連雀　　　,女,83,14,15,24,19,36,18,22,14,20,182
下連雀　　　,女,84,19,15,26,24,27,16,21,10,12,170
下連雀　　　,女,85,9,14,32,8,29,19,30,14,20,175
下連雀　　　,女,86,11,7,19,17,21,17,15,9,12,128
下連雀　　　,女,87,4,13,18,22,21,14,17,10,7,126
下連雀　　　,女,88,10,6,20,15,20,4,13,13,16,117
下連雀　　　,女,89,9,9,16,12,33,10,11,18,9,127
下連雀　　　,女,90,10,7,18,15,22,9,15,11,5,112
下連雀　　　,女,91,7,11,15,10,19,6,7,13,6,94
下連雀　　　,女,92,7,2,14,8,21,6,8,12,3,81
下連雀　　　,女,93,1,6,14,8,13,9,12,13,6,82
下連雀　　　,女,94,7,6,8,7,6,3,6,1,1,45
下連雀　　　,女,95,4,6,5,7,8,4,3,4,1,42
下連雀　　　,女,96,3,5,7,2,8,2,3,2,0,32
下連雀　　　,女,97,2,2,5,3,6,1,2,1,2,24
下連雀　　　,女,98,0,1,5,2,7,4,0,1,0,20
下連雀　　　,女,99,3,1,1,2,5,0,0,0,0,12
下連雀　　　,女,100,0,1,0,2,0,1,0,0,0,4
下連雀　　　,女,101,2,0,1,0,2,1,1,1,0,8
下連雀　　　,女,102,0,1,0,0,2,1,0,0,0,4
下連雀　　　,女,103,0,0,1,0,0,0,0,0,0,1
下連雀　　　,女,104以上,1,2,0,0,1,0,0,0,0,4
下連雀　　　,女,不詳,0,0,0,0,0,0,0,0,0,0
下連雀　　　,女,計,1564,1743,5490,3293,3178,2308,2740,1901,2460,24677
牟礼　　　　,男,0,10,18,15,4,7,23,11,0,0,88
牟礼　　　　,男,1,10,21,17,9,12,29,9,0,0,107
牟礼　　　　,男,2,12,12,16,8,17,35,12,0,0,112
牟礼　　　　,男,3,8,16,21,14,17,41,9,0,0,126
牟礼　　　　,男,4,8,21,23,15,10,46,9,0,0,132
牟礼　　　　,男,5,7,16,23,8,15,53,10,0,0,132
牟礼　　　　,男,6,9,12,20,16,20,49,5,0,0,131
牟礼　　　　,男,7,10,16,17,16,9,42,11,0,0,121
牟礼　　　　,男,8,4,15,20,16,19,50,3,0,0,127
牟礼　　　　,男,9,5,14,11,22,12,37,9,0,0,110
牟礼　　　　,男,10,8,24,14,24,14,48,6,0,0,138
牟礼　　　　,男,11,4,21,12,10,17,41,10,0,0,115
牟礼　　　　,男,12,3,14,12,14,18,31,8,0,0,100
牟礼　　　　,男,13,6,14,8,23,11,32,16,0,0,110
牟礼　　　　,男,14,3,13,7,21,18,30,10,0,0,102
牟礼　　　　,男,15,1,13,14,14,8,28,8,0,0,86
牟礼　　　　,男,16,5,15,7,11,11,28,6,0,0,83
牟礼　　　　,男,17,10,11,8,19,15,26,8,0,0,97
牟礼　　　　,男,18,8,11,6,7,10,24,6,0,0,72
牟礼　　　　,男,19,4,16,4,19,18,35,6,0,0,102
牟礼　　　　,男,20,11,12,12,20,10,23,8,0,0,96
牟礼　　　　,男,21,15,15,4,24,20,18,12,0,0,108
牟礼　　　　,男,22,14,15,12,19,12,22,16,0,0,110
牟礼　　　　,男,23,6,18,23,20,21,37,5,0,0,130
牟礼　　　　,男,24,18,17,24,21,13,29,11,0,0,133
牟礼　　　　,男,25,19,18,16,18,22,31,8,0,0,132
牟礼　　　　,男,26,17,19,16,19,17,32,7,0,0,127
牟礼　　　　,男,27,14,15,20,30,25,28,9,0,0,141
牟礼　　　　,男,28,16,26,12,11,12,17,9,0,0,103
牟礼　　　　,男,29,17,26,19,13,28,27,8,0,0,138
牟礼　　　　,男,30,16,22,6,19,15,21,5,0,0,104
牟礼　　　　,男,31,23,23,15,21,11,25,10,0,0,128
牟礼　　　　,男,32,19,26,19,17,17,25,14,0,0,137
牟礼　　　　,男,33,15,29,12,18,17,42,15,0,0,148
牟礼　　　　,男,34,19,20,13,14,11,36,14,0,0,127
牟礼　　　　,男,35,22,23,22,18,24,41,18,0,0,168
牟礼　　　　,男,36,30,23,32,16,21,39,15,0,0,176
牟礼　　　　,男,37,24,26,27,23,27,54,16,0,0,197
牟礼　　　　,男,38,23,24,23,23,19,63,16,0,0,191
牟礼　　　　,男,39,10,27,17,22,25,70,15,0,0,186
牟礼　　　　,男,40,23,20,24,23,35,53,12,0,0,190
牟礼　　　　,男,41,20,30,34,29,26,71,13,0,0,223
牟礼　　　　,男,42,10,30,28,36,22,78,8,0,0,212
牟礼　　　　,男,43,17,32,21,30,22,76,15,0,0,213
牟礼　　　　,男,44,8,39,28,22,16,69,8,0,0,190
牟礼　　　　,男,45,16,39,29,26,27,55,10,0,0,202
牟礼　　　　,男,46,18,36,20,32,21,55,12,0,0,194
牟礼　　　　,男,47,12,32,15,35,25,56,23,0,0,198
牟礼　　　　,男,48,17,42,24,27,23,65,18,0,0,216
牟礼　　　　,男,49,12,32,22,21,20,67,28,0,0,202
牟礼　　　　,男,50,15,38,20,24,28,60,20,0,0,205
牟礼　　　　,男,51,13,31,16,28,26,53,12,0,0,179
牟礼　　　　,男,52,17,31,16,22,26,41,18,0,0,171
牟礼　　　　,男,53,20,34,17,25,20,46,18,0,0,180
牟礼　　　　,男,54,17,29,18,36,19,41,20,0,0,180
牟礼　　　　,男,55,15,21,23,35,19,29,11,0,0,153
牟礼　　　　,男,56,20,26,9,23,26,36,18,0,0,158
牟礼　　　　,男,57,18,23,10,22,16,46,15,0,0,150
牟礼　　　　,男,58,11,21,10,18,11,47,15,0,0,133
牟礼　　　　,男,59,19,26,10,19,14,34,16,0,0,138
牟礼　　　　,男,60,12,29,10,22,23,27,8,0,0,131
牟礼　　　　,男,61,11,16,15,22,14,33,11,0,0,122
牟礼　　　　,男,62,13,23,7,22,11,35,8,0,0,119
牟礼　　　　,男,63,7,16,8,19,9,28,7,0,0,94
牟礼　　　　,男,64,7,12,6,23,12,21,8,0,0,89
牟礼　　　　,男,65,9,14,6,9,12,20,15,0,0,85
牟礼　　　　,男,66,11,9,3,14,8,31,10,0,0,86
牟礼　　　　,男,67,17,15,9,16,12,29,5,0,0,103
牟礼　　　　,男,68,7,14,7,14,6,19,9,0,0,76
牟礼　　　　,男,69,6,18,10,13,16,18,8,0,0,89
牟礼　　　　,男,70,12,15,9,15,11,34,9,0,0,105
牟礼　　　　,男,71,10,16,12,12,8,26,8,0,0,92
牟礼　　　　,男,72,11,15,7,23,13,33,16,0,0,118
牟礼　　　　,男,73,8,19,4,21,12,28,7,0,0,99
牟礼　　　　,男,74,10,20,9,17,14,43,7,0,0,120
牟礼　　　　,男,75,5,13,3,10,5,16,6,0,0,58
牟礼　　　　,男,76,10,8,7,14,5,20,8,0,0,72
牟礼　　　　,男,77,9,13,5,18,11,23,9,0,0,88
牟礼　　　　,男,78,3,13,6,7,11,14,9,0,0,63
牟礼　　　　,男,79,8,11,3,9,8,23,6,0,0,68
牟礼　　　　,男,80,4,18,6,7,9,24,7,0,0,75
牟礼　　　　,男,81,6,15,4,11,7,17,7,0,0,67
牟礼　　　　,男,82,3,10,2,15,10,17,8,0,0,65
牟礼　　　　,男,83,6,14,3,8,7,9,2,0,0,49
牟礼　　　　,男,84,2,14,2,4,11,13,4,0,0,50
牟礼　　　　,男,85,3,11,10,1,7,7,4,0,0,43
牟礼　　　　,男,86,10,12,2,5,4,12,3,0,0,48
牟礼　　　　,男,87,3,3,2,5,3,8,4,0,0,28
牟礼　　　　,男,88,10,10,0,5,3,7,4,0,0,39
牟礼　　　　,男,89,4,11,3,3,4,8,1,0,0,34
牟礼　　　　,男,90,3,12,3,4,1,6,1,0,0,30
牟礼　　　　,男,91,2,6,4,4,2,2,2,0,0,22
牟礼　　　　,男,92,2,6,1,1,0,3,0,0,0,13
牟礼　　　　,男,93,0,1,0,1,0,1,0,0,0,3
牟礼　　　　,男,94,0,2,1,1,2,1,0,0,0,7
牟礼　　　　,男,95,2,2,0,2,1,2,1,0,0,10
牟礼　　　　,男,96,0,3,0,0,1,1,0,0,0,5
牟礼　　　　,男,97,0,0,0,0,2,0,0,0,0,2
牟礼　　　　,男,98,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,99,1,0,0,0,0,0,0,0,0,1
牟礼　　　　,男,100,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,101,0,0,0,1,0,0,0,0,0,1
牟礼　　　　,男,102,1,0,0,0,0,0,0,0,0,1
牟礼　　　　,男,103,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,104以上,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,不詳,0,0,0,0,0,0,0,0,0,0
牟礼　　　　,男,計,1049,1808,1202,1607,1382,3145,935,0,0,11128
牟礼　　　　,女,0,12,19,8,13,8,19,9,0,0,88
牟礼　　　　,女,1,16,11,16,8,13,31,6,0,0,101
牟礼　　　　,女,2,13,25,8,13,11,33,5,0,0,108
牟礼　　　　,女,3,5,13,21,10,15,25,11,0,0,100
牟礼　　　　,女,4,10,19,15,13,14,39,7,0,0,117
牟礼　　　　,女,5,11,17,20,12,18,43,12,0,0,133
牟礼　　　　,女,6,10,13,15,19,12,46,3,0,0,118
牟礼　　　　,女,7,5,11,18,16,16,41,11,0,0,118
牟礼　　　　,女,8,6,14,11,14,11,38,8,0,0,102
牟礼　　　　,女,9,5,13,16,16,14,46,1,0,0,111
牟礼　　　　,女,10,8,13,17,14,7,36,10,0,0,105
牟礼　　　　,女,11,6,11,16,17,12,41,10,0,0,113
牟礼　　　　,女,12,8,14,8,21,6,33,7,0,0,97
牟礼　　　　,女,13,3,19,11,21,13,28,6,0,0,101
牟礼　　　　,女,14,6,17,8,14,11,30,11,0,0,97
牟礼　　　　,女,15,10,7,5,20,10,31,7,0,0,90
牟礼　　　　,女,16,14,14,7,16,16,26,5,0,0,98
牟礼　　　　,女,17,4,11,8,16,10,22,12,0,0,83
牟礼　　　　,女,18,7,10,10,19,14,34,12,0,0,106
牟礼　　　　,女,19,7,12,8,13,10,25,6,0,0,81
牟礼　　　　,女,20,9,13,9,20,14,30,13,0,0,108
牟礼　　　　,女,21,8,11,10,21,10,32,11,0,0,103
牟礼　　　　,女,22,14,25,17,14,14,30,9,0,0,123
牟礼　　　　,女,23,18,13,20,17,20,27,7,0,0,122
牟礼　　　　,女,24,14,24,23,27,12,35,14,0,0,149
牟礼　　　　,女,25,12,20,7,19,14,33,9,0,0,114
牟礼　　　　,女,26,20,17,15,26,19,29,2,0,0,128
牟礼　　　　,女,27,16,22,13,21,18,17,9,0,0,116
牟礼　　　　,女,28,14,30,17,22,14,19,11,0,0,127
牟礼　　　　,女,29,15,22,15,15,25,25,7,0,0,124
牟礼　　　　,女,30,21,18,14,18,22,29,11,0,0,133
牟礼　　　　,女,31,27,18,7,14,13,25,13,0,0,117
牟礼　　　　,女,32,16,33,11,13,19,32,17,0,0,141
牟礼　　　　,女,33,21,28,10,21,16,31,13,0,0,140
牟礼　　　　,女,34,27,27,16,22,19,36,18,0,0,165
牟礼　　　　,女,35,19,33,23,20,17,47,9,0,0,168
牟礼　　　　,女,36,22,28,20,16,28,52,13,0,0,179
牟礼　　　　,女,37,23,20,27,18,28,54,12,0,0,182
牟礼　　　　,女,38,18,23,28,19,25,71,7,0,0,191
牟礼　　　　,女,39,15,30,29,25,22,60,12,0,0,193
牟礼　　　　,女,40,18,25,21,29,20,60,15,0,0,188
牟礼　　　　,女,41,14,30,30,22,18,68,11,0,0,193
牟礼　　　　,女,42,14,25,26,31,21,64,8,0,0,189
牟礼　　　　,女,43,11,45,21,23,19,66,14,0,0,199
牟礼　　　　,女,44,14,36,24,30,18,67,15,0,0,204
牟礼　　　　,女,45,12,26,22,29,17,80,20,0,0,206
牟礼　　　　,女,46,10,25,22,27,24,66,20,0,0,194
牟礼　　　　,女,47,17,38,23,23,22,59,15,0,0,197
牟礼　　　　,女,48,13,37,21,31,22,56,22,0,0,202
牟礼　　　　,女,49,7,43,11,29,34,55,12,0,0,191
牟礼　　　　,女,50,12,25,17,24,23,55,21,0,0,177
牟礼　　　　,女,51,15,34,23,25,19,42,21,0,0,179
牟礼　　　　,女,52,20,39,8,34,21,49,13,0,0,184
牟礼　　　　,女,53,9,34,11,23,24,43,20,0,0,164
牟礼　　　　,女,54,19,30,12,35,12,44,17,0,0,169
牟礼　　　　,女,55,23,28,12,29,13,34,9,0,0,148
牟礼　　　　,女,56,13,24,7,29,23,34,13,0,0,143
牟礼　　　　,女,57,15,29,7,25,10,38,7,0,0,131
牟礼　　　　,女,58,15,22,11,20,7,43,5,0,0,123
牟礼　　　　,女,59,15,22,5,15,14,38,17,0,0,126
牟礼　　　　,女,60,10,19,7,18,15,31,8,0,0,108
牟礼　　　　,女,61,11,19,11,22,11,25,8,0,0,107
牟礼　　　　,女,62,14,18,9,19,15,36,6,0,0,117
牟礼　　　　,女,63,13,21,5,14,13,37,5,0,0,108
牟礼　　　　,女,64,7,25,8,13,12,35,6,0,0,106
牟礼　　　　,女,65,12,12,11,21,8,27,6,0,0,97
牟礼　　　　,女,66,16,19,9,13,12,38,12,0,0,119
牟礼　　　　,女,67,5,21,10,17,10,36,6,0,0,105
牟礼　　　　,女,68,5,15,3,15,9,44,9,0,0,100
牟礼　　　　,女,69,5,14,6,14,15,21,7,0,0,82
牟礼　　　　,女,70,14,12,8,16,10,36,8,0,0,104
牟礼　　　　,女,71,14,23,6,19,7,35,7,0,0,111
牟礼　　　　,女,72,11,26,6,28,24,38,13,0,0,146
牟礼　　　　,女,73,11,26,12,28,11,33,8,0,0,129
牟礼　　　　,女,74,11,27,9,23,16,35,11,0,0,132
牟礼　　　　,女,75,2,14,5,12,9,26,4,0,0,72
牟礼　　　　,女,76,5,14,6,8,6,26,8,0,0,73
牟礼　　　　,女,77,10,19,6,10,12,32,14,0,0,103
牟礼　　　　,女,78,10,18,6,12,10,34,7,0,0,97
牟礼　　　　,女,79,8,27,6,15,11,18,9,0,0,94
牟礼　　　　,女,80,8,26,4,12,12,24,13,0,0,99
牟礼　　　　,女,81,11,23,4,7,18,25,6,0,0,94
牟礼　　　　,女,82,13,15,7,11,10,23,2,0,0,81
牟礼　　　　,女,83,9,22,7,16,10,19,3,0,0,86
牟礼　　　　,女,84,11,15,3,4,9,26,5,0,0,73
牟礼　　　　,女,85,12,28,3,9,10,21,2,0,0,85
牟礼　　　　,女,86,10,15,4,13,8,21,9,0,0,80
牟礼　　　　,女,87,6,18,7,6,5,12,5,0,0,59
牟礼　　　　,女,88,9,19,0,5,3,16,3,0,0,55
牟礼　　　　,女,89,7,19,3,4,8,9,10,0,0,60
牟礼　　　　,女,90,6,9,2,6,10,10,1,0,0,44
牟礼　　　　,女,91,6,13,2,4,5,6,2,0,0,38
牟礼　　　　,女,92,4,8,3,5,5,10,5,0,0,40
牟礼　　　　,女,93,2,2,2,0,4,10,2,0,0,22
牟礼　　　　,女,94,3,6,1,3,5,6,1,0,0,25
牟礼　　　　,女,95,5,3,2,0,5,0,3,0,0,18
牟礼　　　　,女,96,0,4,1,2,5,1,0,0,0,13
牟礼　　　　,女,97,0,0,0,4,4,4,1,0,0,13
牟礼　　　　,女,98,5,0,0,1,1,2,0,0,0,9
牟礼　　　　,女,99,1,1,1,0,1,1,1,0,0,6
牟礼　　　　,女,100,2,1,0,0,0,0,1,0,0,4
牟礼　　　　,女,101,0,0,0,1,0,2,0,0,0,3
牟礼　　　　,女,102,1,0,0,2,0,0,0,0,0,3
