階層コード,地域コード,地域,人口総数／平成27年10月１日,人口総数／平成27年9月１日,人口総数／平成26年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13398560,13390042,13286586,8518,0.06,111974,0.84
1,13100,区部,9190237,9182547,9092128,7690,0.08,98109,1.08
1,13200,市部,4122837,4121972,4108652,865,0.02,14185,0.35
1,13300,郡部,58642,58656,58711,-14,-0.02,-69,-0.12
1,13350,島部,26844,26867,27095,-23,-0.09,-251,-0.93
,,,,,,,,,
住民基本台帳による世帯と人口_平成27年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
