階層コード,地域コード,地域,人口総数／平成27年4月１日,人口総数／平成27年3月１日,人口総数／平成26年4月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13336620,13300043,13229449,36577,0.28,107171,0.81
1,13100,区部,9139578,9107646,9044471,31932,0.35,95107,1.05
1,13200,市部,4112017,4106739,4099361,5278,0.13,12656,0.31
1,13300,郡部,58628,58689,58857,-61,-0.1,-229,-0.39
1,13350,島部,26397,26969,26760,-572,-2.12,-363,-1.36
,,,,,,,,,
住民基本台帳による世帯と人口_平成27年4月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
