階層コード,地域コード,地域,人口総数／平成27年11月１日,人口総数／平成27年10月１日,人口総数／平成26年11月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,13411812,13398560,13297867,13252,0.1,113945,0.86
1,13100,区部,9202005,9190237,9102241,11768,0.13,99764,1.1
1,13200,市部,4124320,4122837,4109809,1483,0.04,14511,0.35
1,13300,郡部,58653,58642,58754,11,0.02,-101,-0.17
1,13350,島部,26834,26844,27063,-10,-0.04,-229,-0.85
,,,,,,,,,
住民基本台帳による世帯と人口_平成27年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
