"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2020120101,"麻布",,0,18,18,17,,,,8,,6,"NNE",105,79,
2020120102,"麻布",,0,15,15,19,,,,8,,8,"E",104,77,
2020120103,"麻布",,0,16,16,17,,,,10,,8,"NNE",104,77,
2020120104,"麻布",,0,17,17,18,,,,7,,5,"NNE",101,57,
2020120105,"麻布",,0,15,15,20,,,,7,,8,"E",91,61,
2020120106,"麻布",,2,21,23,11,,,,11,,7,"NNE",80,68,
2020120107,"麻布",,5,22,27,8,,,,9,,7,"NNE",78,72,
2020120108,"麻布",,13,23,36,7,,,,13,,9,"N",82,76,
2020120109,"麻布",,15,20,35,10,,,,11,,12,"ENE",93,66,
2020120110,"麻布",,14,21,35,14,,,,10,,16,"ENE",101,56,
2020120111,"麻布",,11,20,31,19,,,,9,,8,"NNE",116,61,
2020120112,"麻布",,7,19,26,23,,,,12,,8,"ENE",122,56,
2020120113,"麻布",,4,17,21,28,,,,10,,11,"ENE",132,50,
2020120114,"麻布",,6,20,26,27,,,,10,,13,"ENE",139,46,
2020120115,"麻布",,5,21,26,27,,,,12,,4,"ENE",140,46,
2020120116,"麻布",,2,18,20,28,,,,7,,2,"Calm",134,49,
2020120117,"麻布",,4,27,31,19,,,,10,,5,"WSW",134,55,
2020120118,"麻布",,4,24,28,22,,,,8,,9,"ESE",134,65,
2020120119,"麻布",,5,17,22,24,,,,8,,6,"SW",123,65,
2020120120,"麻布",,1,16,17,25,,,,6,,6,"ENE",117,62,
2020120121,"麻布",,0,14,14,26,,,,7,,8,"E",117,63,
2020120122,"麻布",,0,16,16,24,,,,6,,5,"ENE",114,65,
2020120123,"麻布",,0,14,14,24,,,,6,,7,"ENE",113,67,
2020120124,"麻布",,2,20,22,20,,,,6,,7,"NNE",104,73,
2020120201,"麻布",,1,23,24,14,,,,9,,5,"ENE",97,76,
2020120202,"麻布",,2,23,25,13,,,,9,,6,"NNE",96,75,
2020120203,"麻布",,1,17,18,17,,,,5,,8,"N",95,72,
2020120204,"麻布",,0,18,18,13,,,,8,,7,"NNE",92,69,
2020120205,"麻布",,2,19,21,11,,,,9,,6,"NNE",92,67,
2020120206,"麻布",,1,18,19,12,,,,5,,10,"NE",92,64,
2020120207,"麻布",,2,16,18,14,,,,8,,6,"NE",93,65,
2020120208,"麻布",,6,20,26,10,,,,8,,9,"NE",94,63,
2020120209,"麻布",,7,22,29,11,,,,8,,11,"NNE",96,61,
2020120210,"麻布",,7,23,30,11,,,,7,,10,"N",99,63,
2020120211,"麻布",,8,22,30,11,,,,8,,11,"NNE",97,62,
2020120212,"麻布",,7,21,28,13,,,,7,,10,"ENE",98,69,
2020120213,"麻布",,5,19,24,16,,,,8,,12,"ENE",98,72,
2020120214,"麻布",,5,18,23,18,,,,11,,11,"NE",92,82,
2020120215,"麻布",,3,16,19,20,,,,11,,9,"NE",86,90,
2020120216,"麻布",,3,18,21,18,,,,10,,13,"E",81,96,
2020120217,"麻布",,1,17,18,18,,,,8,,7,"NNE",79,97,
2020120218,"麻布",,2,20,22,16,,,,9,,7,"ENE",79,97,
2020120219,"麻布",,3,19,22,17,,,,9,,6,"N",83,98,
2020120220,"麻布",,2,17,19,18,,,,11,,12,"NE",80,98,
2020120221,"麻布",,1,16,17,20,,,,10,,8,"NNE",77,98,
2020120222,"麻布",,1,15,16,21,,,,9,,9,"N",79,98,
2020120223,"麻布",,1,13,14,22,,,,8,,8,"NNE",79,96,
2020120224,"麻布",,0,12,12,22,,,,8,,7,"NE",80,96,
2020120301,"麻布",,0,11,11,21,,,,10,,10,"NNE",81,95,
2020120302,"麻布",,0,10,10,22,,,,7,,8,"NNE",83,93,
2020120303,"麻布",,1,15,16,14,,,,14,,12,"NNE",78,96,
2020120304,"麻布",,0,12,12,17,,,,9,,10,"NNE",73,98,
2020120305,"麻布",,0,9,9,22,,,,8,,11,"NNE",72,97,
2020120306,"麻布",,1,11,12,20,,,,8,,12,"NNE",74,96,
2020120307,"麻布",,1,14,15,17,,,,11,,10,"NNE",75,94,
2020120308,"麻布",,8,20,28,9,,,,15,,8,"NE",77,94,
2020120309,"麻布",,12,22,34,8,,,,19,,11,"NNE",81,90,
2020120310,"麻布",,12,23,35,9,,,,17,,10,"NE",84,92,
2020120311,"麻布",,14,26,40,7,,,,18,,11,"NNE",87,90,
2020120312,"麻布",,14,27,41,7,,,,20,,7,"NNE",90,89,
2020120313,"麻布",,9,24,33,12,,,,16,,6,"NNE",95,86,
