区分１,区分２,度数計,割合計,ＬＩＮＥ_度数,ＬＩＮＥ_割合,Ｔｗｉｔｔｅｒ_度数,Ｔｗｉｔｔｅｒ_割合,Ｆａｃｅｂｏｏｋ_度数,Ｆａｃｅｂｏｏｋ_割合,Ｉｎｓｔａｇｒａｍ_度数,Ｉｎｓｔａｇｒａｍ_割合,その他（Ｇｏｏｇｌｅ＋　など）_度数,その他（Ｇｏｏｇｌｅ＋　など）_割合,わからない_度数,わからない_割合
全体,全体,237,100,233,98.3,100,42.2,40,16.9,64,27,6,2.5,1,0.4
保護者が利用しているSNS,ＬＩＮＥ,223,100,222,99.6,92,41.3,38,17,58,26,6,2.7,1,0.4
保護者が利用しているSNS,Ｔｗｉｔｔｅｒ,87,100,85,97.7,54,62.1,19,21.8,30,34.5,3,3.4,1,1.1
保護者が利用しているSNS,Ｆａｃｅｂｏｏｋ,101,100,98,97,50,49.5,26,25.7,38,37.6,4,4,1,1
保護者が利用しているSNS,Ｉｎｓｔａｇｒａｍ,72,100,70,97.2,42,58.3,18,25,37,51.4,3,4.2,1,1.4
保護者が利用しているSNS,その他（Ｇｏｏｇｌｅ＋　など）,5,100,5,100,2,40,1,20,2,40,2,40,0,0
