国籍区分,地域階層,地域コード,地域,1月中／転出者数,2月中／転出者数,3月中／転出者数,4月中／転出者数,5月中／転出者数,6月中／転出者数,7月中／転出者数,8月中／転出者数,9月中／転出者数,10月中／転出者数,11月中／転出者数,12月中／転出者数,平成25年中の転出者数
総数,0,13000,総数,21634,25076,65665,44312,25677,25018,27781,26548,25612,27019,23078,24053,361473
総数,1,13100,区部,16617,18735,46937,32824,19337,19030,21244,20009,19573,20572,17864,18363,271105
総数,1,13200,市部,4945,6283,18297,11300,6262,5916,6444,6435,5938,6368,5146,5617,88951
総数,2,13300,郡部,35,25,108,71,50,32,44,39,48,39,40,43,574
総数,2,13350,島部,37,33,323,117,28,40,49,65,53,40,28,30,843
総数,1,13100,区部,16617,18735,46937,32824,19337,19030,21244,20009,19573,20572,17864,18363,271105
総数,4,13101,千代田区,101,170,392,284,120,146,170,154,123,131,107,163,2061
総数,4,13102,中央区,264,336,709,583,338,336,354,332,346,353,267,331,4549
総数,4,13103,港区,508,463,1174,831,576,527,588,537,529,528,530,551,7342
総数,4,13104,新宿区,746,878,2154,1612,925,852,1071,965,854,1005,812,884,12758
総数,4,13105,文京区,382,384,1403,985,481,424,457,426,404,416,396,332,6490
総数,4,13106,台東区,390,436,868,649,445,460,457,438,461,466,408,395,5873
総数,4,13107,墨田区,482,496,1025,842,519,469,565,564,547,595,446,516,7066
総数,4,13108,江東区,708,874,2081,1477,916,895,1034,862,920,934,802,838,12341
総数,4,13109,品川区,841,866,1922,1457,903,840,922,842,912,893,815,794,12007
総数,4,13110,目黒区,563,575,1472,1165,626,607,652,707,641,745,601,601,8955
総数,4,13111,大田区,1398,1573,4028,2809,1678,1786,1813,1746,1786,1723,1549,1600,23489
総数,4,13112,世田谷区,1490,1832,4810,3260,1824,1846,2078,2163,1806,1976,1787,1906,26778
総数,4,13113,渋谷区,420,509,916,818,460,460,510,592,451,557,487,470,6650
総数,4,13114,中野区,591,751,1671,1287,654,691,818,729,798,800,679,710,10179
総数,4,13115,杉並区,1028,1094,2830,1874,1066,1103,1282,1269,1126,1139,976,1074,15861
総数,4,13116,豊島区,700,779,1712,1150,735,688,806,680,831,772,672,673,10198
総数,4,13117,北区,613,718,1778,1545,767,760,980,794,811,849,759,785,11159
総数,4,13118,荒川区,375,375,872,655,404,411,421,377,382,440,373,369,5454
総数,4,13119,板橋区,990,1141,2937,1833,1202,1174,1171,1143,1122,1220,1056,1070,16059
総数,4,13120,練馬区,1089,1372,3903,2531,1295,1355,1506,1427,1341,1482,1284,1271,19856
総数,4,13121,足立区,942,1015,2384,1751,1143,1105,1149,1129,1134,1265,1075,1067,15159
総数,4,13122,葛飾区,703,721,1843,1299,778,800,869,792,740,787,732,725,10789
総数,4,13123,江戸川区,1293,1377,4053,2127,1482,1295,1571,1341,1508,1496,1251,1238,20032
総数,1,13200,市部,4945,6283,18297,11300,6262,5916,6444,6435,5938,6368,5146,5617,88951
総数,4,13201,八王子市,622,909,2984,1446,835,724,766,760,683,735,616,698,11778
総数,4,13202,立川市,232,249,795,511,286,254,272,269,268,287,234,229,3886
総数,4,13203,武蔵野市,218,210,671,459,260,268,281,265,275,224,193,232,3556
総数,4,13204,三鷹市,240,338,836,581,304,282,337,305,265,298,219,276,4281
総数,4,13205,青梅市,113,119,351,246,142,176,108,125,152,153,113,149,1947
総数,4,13206,府中市,286,427,1272,841,420,380,452,484,393,482,321,403,6161
総数,4,13207,昭島市,120,99,338,190,120,110,136,126,131,110,80,92,1652
総数,4,13208,調布市,334,430,1099,736,369,368,439,389,413,388,319,359,5643
総数,4,13209,町田市,684,792,2027,1372,854,795,830,925,801,867,807,797,11551
総数,4,13210,小金井市,143,233,679,477,215,204,237,227,190,234,140,180,3159
総数,4,13211,小平市,232,302,1029,510,278,265,254,306,300,276,210,207,4169
総数,4,13212,日野市,182,271,750,446,236,246,255,245,227,357,188,214,3617
総数,4,13213,東村山市,166,206,705,351,207,181,248,207,190,206,185,199,3051
総数,4,13214,国分寺市,154,188,589,360,212,195,197,191,172,195,183,189,2825
総数,4,13215,国立市,100,115,456,225,117,76,105,114,127,117,96,88,1736
総数,4,13218,福生市,47,61,135,128,77,68,70,68,65,67,72,60,918
総数,4,13219,狛江市,147,155,367,270,143,135,169,160,166,158,119,146,2135
総数,4,13220,東大和市,67,82,256,139,82,84,62,74,86,76,67,79,1154
総数,4,13221,清瀬市,84,118,275,191,122,128,111,116,101,117,97,124,1584
総数,4,13222,東久留米市,111,139,368,306,132,147,205,177,157,169,118,139,2168
総数,4,13223,武蔵村山市,62,41,227,94,65,59,83,78,49,82,58,39,937
