国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,平成25年中の増減
総数,0,13000,総数,3313,1891,18483,26009,5825,182,2987,2867,1320,2397,1800,1238,68312
総数,1,13100,区部,3053,2476,15615,17992,5100,701,2865,2656,1116,2078,1370,909,55931
総数,1,13200,市部,267,-621,3072,7934,702,-540,130,228,210,313,429,324,12448
総数,2,13300,郡部,4,27,3,-3,1,7,0,3,0,3,-9,2,38
総数,2,13350,島部,-11,9,-207,86,22,14,-8,-20,-6,3,10,3,-105
総数,1,13100,区部,3053,2476,15615,17992,5100,701,2865,2656,1116,2078,1370,909,55931
総数,4,13101,千代田区,91,19,110,320,72,20,40,63,76,75,82,40,1008
総数,4,13102,中央区,233,86,443,417,206,82,164,142,172,160,185,119,2409
総数,4,13103,港区,214,215,536,566,244,105,175,155,100,206,139,110,2765
総数,4,13104,新宿区,218,101,734,944,153,70,100,131,177,78,124,86,2916
総数,4,13105,文京区,150,163,686,561,219,16,132,138,165,227,83,157,2697
総数,4,13106,台東区,125,78,252,435,162,28,111,58,56,122,113,135,1675
総数,4,13107,墨田区,78,244,585,364,189,107,123,93,53,76,115,62,2089
総数,4,13108,江東区,206,130,788,1052,509,184,210,283,173,387,213,205,4340
総数,4,13109,品川区,93,95,672,701,255,133,151,71,56,92,91,146,2556
総数,4,13110,目黒区,124,194,657,628,212,39,149,77,6,12,26,2,2126
総数,4,13111,大田区,229,218,1621,1314,429,-139,241,213,-112,158,52,-89,4135
総数,4,13112,世田谷区,434,209,1626,1917,318,132,194,213,131,-48,63,-53,5136
総数,4,13113,渋谷区,179,107,665,552,195,118,99,56,98,-11,110,72,2240
総数,4,13114,中野区,225,142,874,743,320,46,207,247,43,168,45,23,3083
総数,4,13115,杉並区,118,145,1484,1402,324,77,82,6,8,123,125,32,3926
総数,4,13116,豊島区,82,108,558,738,197,139,119,166,17,125,72,82,2403
総数,4,13117,北区,111,29,384,538,166,57,-2,32,22,24,-50,-77,1234
総数,4,13118,荒川区,12,63,272,234,44,-46,73,61,56,59,38,13,879
総数,4,13119,板橋区,54,-15,739,909,194,-145,146,5,41,-40,-36,14,1866
総数,4,13120,練馬区,177,47,906,1142,320,-132,138,89,-68,-68,-181,-73,2297
総数,4,13121,足立区,61,99,850,655,142,-77,123,-44,-17,25,31,-62,1786
総数,4,13122,葛飾区,-40,44,110,518,117,-65,-27,223,30,68,-53,-33,892
総数,4,13123,江戸川区,-121,-45,63,1342,113,-48,117,178,-167,60,-17,-2,1473
総数,1,13200,市部,267,-621,3072,7934,702,-540,130,228,210,313,429,324,12448
総数,4,13201,八王子市,32,-248,-187,1744,-7,-71,-13,-30,50,143,9,9,1431
総数,4,13202,立川市,-27,-7,53,342,-14,-44,79,5,-17,-21,-29,-16,304
総数,4,13203,武蔵野市,-3,45,390,344,109,-26,37,84,10,42,19,-46,1005
総数,4,13204,三鷹市,50,-52,296,398,9,11,-16,30,67,-1,75,25,892
総数,4,13205,青梅市,-23,-34,3,-14,9,-76,3,4,-40,-34,-26,-45,-273
総数,4,13206,府中市,22,-42,599,1017,139,-74,-49,-61,158,151,-11,-67,1782
総数,4,13207,昭島市,-20,-6,-7,175,12,-3,-27,-5,-22,22,-6,2,115
総数,4,13208,調布市,-9,-75,467,439,95,-29,34,76,-13,30,-3,-49,963
総数,4,13209,町田市,94,44,374,449,77,-48,28,29,-43,45,55,42,1146
総数,4,13210,小金井市,53,-20,240,327,47,-6,32,26,12,-5,10,-3,713
総数,4,13211,小平市,9,-28,-35,600,8,14,41,-19,1,21,6,-20,598
総数,4,13212,日野市,18,-44,63,418,18,-11,-25,-4,8,-129,40,30,382
総数,4,13213,東村山市,-4,-19,-122,97,-11,-30,-7,8,-28,-30,-17,-13,-176
総数,4,13214,国分寺市,14,23,308,331,31,9,43,45,59,57,8,6,934
総数,4,13215,国立市,-17,-8,-31,149,19,35,29,5,-5,4,-16,9,173
総数,4,13218,福生市,16,-22,87,-12,-7,-8,5,11,3,-4,0,-4,65
総数,4,13219,狛江市,-10,11,212,113,46,26,25,69,-2,9,54,18,571
総数,4,13220,東大和市,-16,-29,-59,5,4,-21,-3,-13,7,-10,65,10,-60
総数,4,13221,清瀬市,36,7,-17,119,7,-30,-2,-33,19,37,28,-8,163
総数,4,13222,東久留米市,8,9,111,174,34,-21,-15,-26,-23,-5,27,31,304
総数,4,13223,武蔵村山市,-21,-1,-36,15,9,3,-6,41,5,-24,30,6,21
総数,4,13224,多摩市,6,-99,276,202,24,-47,-5,19,3,-7,143,397,912
総数,4,13225,稲城市,13,-6,60,91,49,-5,32,-1,5,18,-6,22,272
総数,4,13227,羽村市,-10,-18,-40,85,-11,-9,-6,-6,-9,-6,-7,-16,-53
総数,4,13228,あきる野市,31,2,-10,18,-1,-30,-15,0,9,11,6,-20,1
総数,4,13229,西東京市,25,-4,77,308,7,-49,-69,-26,-4,-1,-25,24,263
総数,1,13550,町村部,-7,36,-204,83,23,21,-8,-17,-6,6,1,5,-67
総数,2,13300,郡部,4,27,3,-3,1,7,0,3,0,3,-9,2,38
総数,4,13303,瑞穂町,2,8,-16,-1,0,-3,1,-8,0,3,-7,-8,-29
総数,4,13305,日の出町,2,18,18,1,-3,4,-2,7,1,-2,-5,6,45
総数,4,13307,檜原村,1,0,-2,-3,2,2,1,1,1,1,0,1,5
総数,4,13308,奥多摩町,-1,1,3,0,2,4,0,3,-2,1,3,3,17
総数,2,13350,島部,-11,9,-207,86,22,14,-8,-20,-6,3,10,3,-105
総数,3,13360,大島支庁,-3,-4,-80,24,8,-4,2,-13,5,3,2,-4,-64
