国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
総数,0,13000,総数,21477,8981,56266,47285,228,42257,42029,-3661,6897,10558,15929,4770
総数,1,13100,区部,17021,5867,42435,36568,-869,30913,31782,-2199,4975,7174,14222,2513
総数,4,13101,千代田区,122,134,520,386,-216,411,627,-7,37,44,211,-35
総数,4,13102,中央区,245,132,817,685,-134,775,909,45,128,83,202,54
総数,4,13103,港区,877,150,1124,974,-69,1261,1330,15,161,146,781,100
総数,4,13104,新宿区,2785,332,2098,1766,-351,1817,2168,-59,157,216,2863,305
総数,4,13105,文京区,724,318,1342,1024,-177,862,1039,-14,135,149,597,130
総数,4,13106,台東区,842,318,1113,795,53,999,946,-99,90,189,570,246
総数,4,13107,墨田区,344,199,1360,1161,-163,965,1128,-44,151,195,352,50
総数,4,13108,江東区,1314,523,2509,1986,378,1970,1592,-36,312,348,449,658
総数,4,13109,品川区,-181,-49,1669,1718,-255,1196,1451,-41,233,274,164,-437
総数,4,13110,目黒区,133,-23,1242,1265,149,1276,1127,-33,172,205,40,-5
総数,4,13111,大田区,100,-88,3184,3272,14,1352,1338,-202,369,571,376,-236
総数,4,13112,世田谷区,607,419,3870,3451,-188,2471,2659,-166,479,645,542,92
総数,4,13113,渋谷区,368,157,948,791,-116,1127,1243,-13,155,168,340,16
総数,4,13114,中野区,970,343,1714,1371,-245,1470,1715,-72,165,237,944,135
総数,4,13115,杉並区,827,571,2592,2021,-214,1900,2114,-95,298,393,565,348
総数,4,13116,豊島区,1773,174,1537,1363,26,1582,1556,-43,132,175,1616,276
総数,4,13117,北区,865,239,1875,1636,94,1228,1134,-168,164,332,700,177
総数,4,13118,荒川区,544,58,802,744,-77,713,790,-38,130,168,601,21
総数,4,13119,板橋区,1015,549,2573,2024,13,1572,1559,-221,247,468,674,218
総数,4,13120,練馬区,966,359,2815,2456,311,2154,1843,-221,383,604,517,403
総数,4,13121,足立区,610,254,2420,2166,175,1405,1230,-350,293,643,531,-26
総数,4,13122,葛飾区,496,73,1627,1554,118,1117,999,-166,229,395,471,90
総数,4,13123,江戸川区,675,725,2684,1959,5,1290,1285,-171,355,526,116,-67
総数,1,13200,市部,4003,3029,13560,10531,671,10653,9982,-1398,1897,3295,1701,1834
総数,4,13201,八王子市,1012,680,1909,1229,265,1166,901,-238,203,441,305,567
総数,4,13202,立川市,74,99,653,554,-17,597,614,-48,92,140,40,13
総数,4,13203,武蔵野市,-59,26,510,484,-91,498,589,-30,73,103,36,-108
総数,4,13204,三鷹市,309,187,697,510,-32,609,641,-26,102,128,180,111
総数,4,13205,青梅市,-33,18,195,177,-3,232,235,-90,40,130,42,-83
総数,4,13206,府中市,432,428,1126,698,-121,746,867,-38,135,173,163,296
総数,4,13207,昭島市,118,16,346,330,55,352,297,-35,58,93,82,57
総数,4,13208,調布市,245,121,846,725,88,720,632,-46,121,167,82,146
総数,4,13209,町田市,213,190,1398,1208,129,584,455,-148,184,332,42,66
総数,4,13210,小金井市,188,186,601,415,-57,382,439,-35,62,97,94,101
総数,4,13211,小平市,474,328,821,493,-3,553,556,-24,104,128,173,191
総数,4,13212,日野市,59,68,508,440,-21,439,460,-53,91,144,65,-20
