階層コード,地域コード,地域,人口総数／令和4年5月1日,人口総数／令和3年5月1日,人口総数／令和2年5月1日,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14016946,14039541,14074043,-22595,-0.16,-57097,-0.41
1,13100,区部,9697569,9718579,9757697,-21010,-0.22,-60128,-0.62
1,13200,市部,4240730,4241556,4236170,-826,-0.02,4560,0.11
1,13300,郡部,54822,55158,55649,-336,-0.61,-827,-1.49
1,13350,島部,23825,24248,24527,-423,-1.74,-702,-2.86
,,,,,,,,,
東京都の人口（推計）_令和4年5月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
