階層コード,地域コード,地域,人口総数／2022-09-01,人口総数／2021-09-01,人口総数／2020-09-01,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14037143,14020770,14057126,16373,0.12,-19983,-0.14
1,13100,区部,9717216,9699803,9742761,17413,0.18,-25545,-0.26
1,13200,市部,4241503,4241749,4234395,-246,-0.01,7108,0.17
1,13300,郡部,54673,55055,55538,-382,-0.69,-865,-1.56
1,13350,島部,23751,24163,24432,-412,-1.71,-681,-2.79
,,,,,,,,,
東京都の人口（推計）_令和4年9月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
