階層コード,地域コード,地域,人口総数／2022-11-01,人口総数／2021-11-01,人口総数／2020-11-01,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14044538,14002563,14040236,41975,0.3,4302,0.03
1,13100,区部,9724291,9683771,9725535,40520,0.42,-1244,-0.01
1,13200,市部,4241894,4239684,4234866,2210,0.05,7028,0.17
1,13300,郡部,54630,55009,55402,-379,-0.69,-772,-1.39
1,13350,島部,23723,24099,24433,-376,-1.56,-710,-2.91
,,,,,,,,,
東京都の人口（推計）_令和4年11月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
