階層コード,地域コード,地域,人口総数／令和4年6月1日,人口総数／令和3年6月1日,人口総数／令和2年6月1日,前年同月との比較／増減数,前年同月との比較／増減率（％）,前々年同月との比較／増減数,前々年同月との比較／増減率（％）
0,13000,総数,14029726,14034462,14071537,-4736,-0.03,-41811,-0.3
1,13100,区部,9708655,9713992,9755558,-5337,-0.05,-46903,-0.48
1,13200,市部,4242467,4241123,4235811,1344,0.03,6656,0.16
1,13300,郡部,54773,55138,55675,-365,-0.66,-902,-1.62
1,13350,島部,23831,24209,24493,-378,-1.56,-662,-2.7
,,,,,,,,,
東京都の人口（推計）_令和4年6月,,,,,,,,,
＜参考＞前年同月及び前々年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
