地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注1）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
4,13361,大島町,6854,3528,3326,106.0733614,0.0488276,90.76,76,8,3580
4,13362,利島村,336,193,143,134.965035,0.002393649,4.12,82,-3,199
4,13363,新島村,2297,1132,1165,97.16738197,0.016363729,27.54,83,-13,1126
4,13364,神津島村,1794,935,859,108.8474971,0.012780378,18.58,97,-10,816
3,13380,三宅支庁,2517,1405,1112,126.3489209,0.017930999,75.81,33,-10,1523
4,13381,三宅村,2212,1238,974,127.1047228,0.015758192,55.26,40,-9,1345
4,13382,御蔵島村,305,167,138,121.0144928,0.002172807,20.55,15,-1,178
3,13400,八丈支庁,7053,3531,3522,100.2555366,0.050245267,83.01,85,-3,3848
4,13401,八丈町,6880,3429,3451,99.36250362,0.049012823,72.24,95,-3,3724
4,13402,青ヶ島村,173,102,71,143.6619718,0.001232445,5.96,29,0,124
3,13420,小笠原支庁,2900,1786,1114,160.3231598,0.020659475,106.88,27,-13,1476
4,13421,小笠原村,2900,1786,1114,160.3231598,0.020659475,106.88,27,-13,1476
,,,,,,,,,,,
東京都の人口（推計）_令和4年9月,,,,,,,,,,,
東京都の人口（推計）令和4年9月1日現在,,,,,,,,,,,
この表は、5年ごとに行われる国勢調査の間の時点における各月の人口を把握するため、令和2年10月1日現在の国勢調査人口（確報値）を基準とし、これに毎月の住民基本台帳人口の増減数を加えて推計したものです。人口総数に対する割合は、四捨五入しているため個々の数を合計しても必ずしも総数に一致しません。なお、世帯数は国勢調査と住民基本台帳上との世帯の定義に若干の相違があるので、参考値として掲げました。,,,,,,,,,,,
注1）面積は、総務局行政部長通知「東京都区市町村別の面積について」による令和4年4月1日時点の数値である。なお、区部には、荒川河口部（1.12k㎡）、中央防波堤外側埋立地(1.20k㎡）、新海面処分場(2.36k㎡）を含み、 八丈支庁には、鳥島（4.79k㎡）、ベヨネース列岩（0.00k㎡）、須美寿島（0.02k㎡）、孀婦岩（0.00k㎡）を含む。,,,,,,,,,,,
注2）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,
