国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
日本人,4,13214,国分寺市,5,22,187,165,-32,339,371,-8,92,100,23,
日本人,4,13215,国立市,-46,-30,98,128,1,174,173,-16,51,67,-1,
日本人,4,13218,福生市,-12,14,82,68,11,135,124,-32,22,54,-5,
日本人,4,13219,狛江市,-1,2,136,134,8,183,175,-15,39,54,4,
日本人,4,13220,東大和市,-40,7,71,64,-15,148,163,-33,42,75,1,
日本人,4,13221,清瀬市,-48,-30,74,104,5,127,122,-21,42,63,-2,
日本人,4,13222,東久留米市,38,25,158,133,68,234,166,-46,62,108,-9,
日本人,4,13223,武蔵村山市,-73,-11,66,77,-34,97,131,-22,38,60,-6,
日本人,4,13224,多摩市,-19,-12,168,180,58,289,231,-61,71,132,-4,
日本人,4,13225,稲城市,5,7,147,140,4,145,141,-3,54,57,-3,
日本人,4,13227,羽村市,-39,9,62,53,-21,103,124,-23,27,50,-4,
日本人,4,13228,あきる野市,-54,-7,51,58,14,148,134,-60,32,92,-1,
日本人,4,13229,西東京市,-16,-64,266,330,111,479,368,-65,109,174,2,
日本人,1,13550,町村部,-51,1,66,65,22,138,116,-69,41,110,-5,
日本人,2,13300,郡部,-33,4,31,27,17,106,89,-48,25,73,-6,
日本人,4,13303,瑞穂町,-27,-11,12,23,4,53,49,-14,13,27,-6,
日本人,4,13305,日の出町,-17,7,10,3,-1,32,33,-23,5,28,0,
日本人,4,13307,檜原村,12,0,1,1,14,16,2,-2,1,3,0,
日本人,4,13308,奥多摩町,-1,8,8,0,0,5,5,-9,6,15,0,
日本人,2,13350,島部,-18,-3,35,38,5,32,27,-21,16,37,1,
日本人,3,13360,大島支庁,-5,2,13,11,2,16,14,-10,10,20,1,
日本人,4,13361,大島町,-12,-4,5,9,0,10,10,-8,5,13,0,
日本人,4,13362,利島村,3,2,3,1,1,2,1,0,0,0,0,
日本人,4,13363,新島村,5,3,3,0,1,2,1,0,4,4,1,
日本人,4,13364,神津島村,-1,1,2,1,0,2,2,-2,1,3,0,
日本人,3,13380,三宅支庁,-5,2,2,0,-2,4,6,-5,1,6,0,
日本人,4,13381,三宅村,-5,2,2,0,-1,4,5,-6,0,6,0,
日本人,4,13382,御蔵島村,0,0,0,0,-1,0,1,1,1,0,0,
日本人,3,13400,八丈支庁,-11,-8,7,15,3,10,7,-5,4,9,-1,
日本人,4,13401,八丈町,-10,-7,7,14,3,10,7,-5,4,9,-1,
日本人,4,13402,青ヶ島村,-1,-1,0,1,0,0,0,0,0,0,0,
日本人,3,13420,小笠原支庁,3,1,13,12,2,2,0,-1,1,2,1,
日本人,4,13421,小笠原村,3,1,13,12,2,2,0,-1,1,2,1,
外国人,0,13000,総数,7335,544,3314,2770,-167,5366,5533,164,260,96,6794,
外国人,1,13100,区部,6198,413,2758,2345,-179,4768,4947,137,214,77,5827,
外国人,4,13101,千代田区,82,0,14,14,-23,75,98,-1,0,1,106,
外国人,4,13102,中央区,118,15,43,28,-10,105,115,6,6,0,107,
外国人,4,13103,港区,282,10,66,56,-66,152,218,5,6,1,333,
外国人,4,13104,新宿区,853,20,202,182,-171,441,612,14,19,5,990,
外国人,4,13105,文京区,386,15,66,51,49,193,144,1,3,2,321,
外国人,4,13106,台東区,163,17,92,75,-7,219,226,2,3,1,151,
外国人,4,13107,墨田区,179,25,72,47,17,185,168,5,6,1,132,
外国人,4,13108,江東区,370,40,158,118,54,303,249,14,21,7,262,
外国人,4,13109,品川区,172,36,78,42,33,133,100,1,5,4,102,
外国人,4,13110,目黒区,177,8,38,30,-20,102,122,4,4,0,185,
外国人,4,13111,大田区,290,97,213,116,16,118,102,2,12,10,175,
外国人,4,13112,世田谷区,274,-3,95,98,16,220,204,4,7,3,257,
外国人,4,13113,渋谷区,68,-72,30,102,11,114,103,-2,1,3,131,
外国人,4,13114,中野区,242,7,109,102,13,288,275,4,4,0,218,
外国人,4,13115,杉並区,304,18,92,74,-5,188,193,0,3,3,291,
外国人,4,13116,豊島区,447,31,212,181,-24,403,427,8,12,4,432,
外国人,4,13117,北区,343,18,178,160,6,288,282,11,12,1,308,
外国人,4,13118,荒川区,31,33,126,93,-42,164,206,2,7,5,38,
外国人,4,13119,板橋区,211,28,190,162,-24,241,265,10,12,2,197,
外国人,4,13120,練馬区,378,22,132,110,3,226,223,3,10,7,350,
外国人,4,13121,足立区,201,19,204,185,-18,203,221,15,22,7,185,
外国人,4,13122,葛飾区,254,-6,133,139,17,185,168,10,13,3,233,
外国人,4,13123,江戸川区,373,35,215,180,-4,222,226,19,26,7,323,
外国人,1,13200,市部,1141,128,546,418,19,593,574,26,45,19,968,
外国人,4,13201,八王子市,246,11,74,63,22,88,66,0,4,4,213,
外国人,4,13202,立川市,41,21,43,22,10,37,27,1,3,2,9,
外国人,4,13203,武蔵野市,25,-3,4,7,-7,23,30,1,2,1,34,
外国人,4,13204,三鷹市,114,-1,12,13,-13,34,47,-1,0,1,129,
外国人,4,13205,青梅市,9,-1,11,12,1,7,6,0,0,0,9,
外国人,4,13206,府中市,90,12,26,14,-20,18,38,2,2,0,96,
外国人,4,13207,昭島市,7,-2,17,19,-8,11,19,0,1,1,17,
外国人,4,13208,調布市,35,9,27,18,6,43,37,-2,2,4,22,
外国人,4,13209,町田市,47,17,83,66,-3,26,29,-1,2,3,34,
外国人,4,13210,小金井市,73,3,12,9,-10,19,29,3,3,0,77,
外国人,4,13211,小平市,214,17,38,21,5,39,34,2,2,0,190,
外国人,4,13212,日野市,15,-4,15,19,-13,21,34,1,1,0,31,
外国人,4,13213,東村山市,23,3,11,8,9,23,14,1,2,1,10,
外国人,4,13214,国分寺市,32,-6,9,15,-2,20,22,2,2,0,38,
外国人,4,13215,国立市,14,4,7,3,-2,7,9,-1,0,1,13,
外国人,4,13218,福生市,19,2,22,20,7,18,11,6,7,1,4,
外国人,4,13219,狛江市,5,-4,6,10,1,14,13,0,0,0,8,
外国人,4,13220,東大和市,-1,4,6,2,-2,6,8,0,0,0,-3,
外国人,4,13221,清瀬市,4,2,7,5,-1,1,2,1,1,0,2,
外国人,4,13222,東久留米市,38,13,16,3,16,20,4,2,2,0,7,
外国人,4,13223,武蔵村山市,-20,1,16,15,-3,4,7,2,2,0,-20,
外国人,4,13224,多摩市,28,10,26,16,-9,11,20,2,2,0,25,
外国人,4,13225,稲城市,19,11,17,6,3,12,9,2,2,0,3,
外国人,4,13227,羽村市,3,-10,4,14,8,19,11,1,1,0,4,
外国人,4,13228,あきる野市,14,9,13,4,2,9,7,0,0,0,3,
外国人,4,13229,西東京市,47,10,24,14,22,63,41,2,2,0,13,
外国人,1,13550,町村部,-4,3,10,7,-7,5,12,1,1,0,-1,
外国人,2,13300,郡部,-4,2,8,6,-7,5,12,1,1,0,0,
外国人,4,13303,瑞穂町,-6,2,8,6,-10,2,12,1,1,0,1,
外国人,4,13305,日の出町,1,0,0,0,2,2,0,0,0,0,-1,
外国人,4,13307,檜原村,0,0,0,0,0,0,0,0,0,0,0,
外国人,4,13308,奥多摩町,1,0,0,0,1,1,0,0,0,0,0,
外国人,2,13350,島部,0,1,2,1,0,0,0,0,0,0,-1,
外国人,3,13360,大島支庁,0,1,1,0,0,0,0,0,0,0,-1,
外国人,4,13361,大島町,1,1,1,0,0,0,0,0,0,0,0,
外国人,4,13362,利島村,0,0,0,0,0,0,0,0,0,0,0,
外国人,4,13363,新島村,-1,0,0,0,0,0,0,0,0,0,-1,
外国人,4,13364,神津島村,0,0,0,0,0,0,0,0,0,0,0,
外国人,3,13380,三宅支庁,0,0,0,0,0,0,0,0,0,0,0,
外国人,4,13381,三宅村,0,0,0,0,0,0,0,0,0,0,0,
外国人,4,13382,御蔵島村,0,0,0,0,0,0,0,0,0,0,0,
外国人,3,13400,八丈支庁,0,0,1,1,0,0,0,0,0,0,0,
外国人,4,13401,八丈町,0,0,1,1,0,0,0,0,0,0,0,
外国人,4,13402,青ヶ島村,0,0,0,0,0,0,0,0,0,0,0,
外国人,3,13420,小笠原支庁,0,0,0,0,0,0,0,0,0,0,0,
外国人,4,13421,小笠原村,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,
東京都の人口（推計）_令和4年10月,,,,,,,,,,,,,,,
9月中の人口の動き(総数・日本人・外国人）,,,,,,,,,,,,,,,
注1）総数の数値は、日本人及び外国人の合計である。,,,,,,,,,,,,,,,
注2)「その他の増減」は、職権等による記載・消除、帰化・国籍喪失等である。,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
