国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
総数,0,13000,総数,-7644,10,26078,26068,-1073,30550,31623,-5317,7974,13291,-1264,-5864
総数,1,13100,区部,-5343,86,20538,20452,-1291,23115,24406,-3067,5823,8890,-1071,-3788
総数,4,13101,千代田区,126,87,204,117,32,331,299,13,53,40,-6,146
総数,4,13102,中央区,93,2,422,420,31,620,589,80,184,104,-20,110
総数,4,13103,港区,427,165,666,501,251,1143,892,18,195,177,-7,407
総数,4,13104,新宿区,-293,157,1036,879,-240,1278,1518,-71,226,297,-139,3
総数,4,13105,文京区,170,151,500,349,49,732,683,-27,141,168,-3,173
総数,4,13106,台東区,66,118,641,523,119,833,714,-115,125,240,-56,74
総数,4,13107,墨田区,158,128,796,668,133,929,796,-82,171,253,-21,210
総数,4,13108,江東区,-370,-44,993,1037,-92,1121,1213,-138,293,431,-96,-340
総数,4,13109,品川区,-159,61,1007,946,-132,1046,1178,-55,310,365,-33,-92
総数,4,13110,目黒区,-188,-70,547,617,-49,890,939,-62,189,251,-7,-159
総数,4,13111,大田区,-663,-162,1702,1864,-122,1109,1231,-319,421,740,-60,-592
総数,4,13112,世田谷区,-568,-90,1758,1848,-258,1879,2137,-211,529,740,-9,-471
総数,4,13113,渋谷区,-170,75,532,457,-182,865,1047,-29,143,172,-34,-102
総数,4,13114,中野区,-315,53,795,742,-217,1094,1311,-83,200,283,-68,-254
総数,4,13115,杉並区,-335,106,1101,995,-242,1496,1738,-148,329,477,-51,-298
総数,4,13116,豊島区,-158,92,792,700,-86,1023,1109,-87,154,241,-77,-55
総数,4,13117,北区,-216,-96,853,949,87,882,795,-135,219,354,-72,-130
総数,4,13118,荒川区,-172,5,459,454,-23,577,600,-99,134,233,-55,-111
総数,4,13119,板橋区,-560,-108,1199,1307,-91,1103,1194,-278,309,587,-83,-463
総数,4,13120,練馬区,-483,-69,1314,1383,-97,1351,1448,-255,478,733,-62,-396
総数,4,13121,足立区,-665,-225,1240,1465,89,1124,1035,-442,351,793,-87,-521
総数,4,13122,葛飾区,-240,89,843,754,-9,794,803,-260,259,519,-60,-201
総数,4,13123,江戸川区,-828,-339,1138,1477,-242,895,1137,-282,410,692,35,-726
総数,1,13200,市部,-2213,-95,5442,5537,215,7301,7086,-2155,2117,4272,-178,-1990
総数,4,13201,八王子市,-364,55,750,695,30,684,654,-375,230,605,-74,-306
総数,4,13202,立川市,-161,-18,224,242,-3,404,407,-114,95,209,-26,-161
総数,4,13203,武蔵野市,-13,14,227,213,-12,402,414,-38,100,138,23,-5
総数,4,13204,三鷹市,-140,-54,220,274,-38,442,480,-60,110,170,12,-117
総数,4,13205,青梅市,-135,10,132,122,11,177,166,-160,50,210,4,-132
総数,4,13206,府中市,-189,-49,280,329,-22,410,432,-99,140,239,-19,-154
総数,4,13207,昭島市,-72,-17,91,108,-29,188,217,-43,72,115,17,-59
総数,4,13208,調布市,70,14,353,339,91,557,466,-38,159,197,3,55
総数,4,13209,町田市,-170,68,784,716,34,378,344,-269,198,467,-3,-179
総数,4,13210,小金井市,-120,-30,181,211,-78,256,334,-14,81,95,2,-96
総数,4,13211,小平市,-21,21,254,233,47,387,340,-59,109,168,-30,-31
