国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
総数,0,13000,総数,-9872,-4065,24699,28764,986,37852,36866,-2779,7901,10680,-4014,-7511
総数,1,13100,区部,-8508,-3659,19250,22909,20,28467,28447,-1279,5814,7093,-3590,-6401
総数,4,13101,千代田区,-99,6,163,157,-67,325,392,26,52,26,-64,-60
総数,4,13102,中央区,-29,-3,445,448,22,773,751,92,165,73,-140,47
総数,4,13103,港区,-323,-54,544,598,97,1245,1148,37,197,160,-403,-83
総数,4,13104,新宿区,-677,32,937,905,-338,1525,1863,-53,175,228,-318,-326
総数,4,13105,文京区,-126,-36,444,480,-43,857,900,56,166,110,-103,-73
総数,4,13106,台東区,-162,-31,562,593,36,944,908,-47,116,163,-120,-71
総数,4,13107,墨田区,-348,-92,658,750,-101,939,1040,-74,149,223,-81,-263
総数,4,13108,江東区,-10,-71,1034,1105,217,1611,1394,-5,349,354,-151,-3
総数,4,13109,品川区,-371,-163,876,1039,-51,1280,1331,-7,281,288,-150,-269
総数,4,13110,目黒区,-378,-140,628,768,-168,1083,1251,-14,153,167,-56,-386
総数,4,13111,大田区,-1044,-721,1524,2245,41,1264,1223,-187,410,597,-177,-940
総数,4,13112,世田谷区,-812,-534,1578,2112,37,2471,2434,-96,556,652,-219,-787
総数,4,13113,渋谷区,-226,-43,476,519,-57,1117,1174,23,174,151,-149,-163
総数,4,13114,中野区,-429,-184,726,910,-52,1397,1449,-57,198,255,-136,-281
総数,4,13115,杉並区,-616,-228,1004,1232,-243,1793,2036,-38,358,396,-107,-496
総数,4,13116,豊島区,-456,-66,700,766,-195,1082,1277,-37,156,193,-158,-269
総数,4,13117,北区,131,-21,926,947,368,1374,1006,-99,217,316,-117,62
総数,4,13118,荒川区,-196,-86,429,515,23,688,665,-1,150,151,-132,-112
総数,4,13119,板橋区,-500,-338,1081,1419,121,1466,1345,-165,314,479,-118,-407
総数,4,13120,練馬区,-459,-316,1238,1554,155,1806,1651,-143,409,552,-155,-323
総数,4,13121,足立区,-426,-146,1274,1420,75,1284,1209,-269,367,636,-86,-395
総数,4,13122,葛飾区,-139,-32,826,858,210,1083,873,-152,261,413,-165,-78
総数,4,13123,江戸川区,-813,-392,1177,1569,-67,1060,1127,-69,441,510,-285,-725
総数,1,13200,市部,-1293,-379,5381,5760,898,9217,8319,-1398,2063,3461,-414,-1052
総数,4,13201,八王子市,-361,-67,663,730,34,779,745,-267,237,504,-61,-349
総数,4,13202,立川市,-2,-34,216,250,113,550,437,-64,95,159,-17,3
総数,4,13203,武蔵野市,-92,-54,208,262,-7,514,521,4,84,80,-35,-72
総数,4,13204,三鷹市,-116,-69,221,290,1,570,569,-48,101,149,0,-129
総数,4,13205,青梅市,-30,30,130,100,32,199,167,-97,39,136,5,-24
総数,4,13206,府中市,-117,-40,287,327,-23,513,536,-73,134,207,19,-131
総数,4,13207,昭島市,68,2,123,121,78,299,221,-21,74,95,9,75
総数,4,13208,調布市,-128,-124,283,407,63,712,649,-4,156,160,-63,-93
総数,4,13209,町田市,-148,4,803,799,84,427,343,-203,175,378,-33,-141
総数,4,13210,小金井市,-84,-31,172,203,-36,337,373,5,73,68,-22,-63
総数,4,13211,小平市,39,23,254,231,85,485,400,-48,94,142,-21,51
総数,4,13212,日野市,-3,11,237,226,59,427,368,-56,106,162,-17,23
総数,4,13213,東村山市,21,-6,188,194,117,383,266,-79,71,150,-11,33
総数,4,13214,国分寺市,66,35,197,162,56,428,372,-12,81,93,-13,76
総数,4,13215,国立市,-88,-14,113,127,-19,233,252,-29,37,66,-26,-83
総数,4,13218,福生市,-83,-20,60,80,-28,135,163,-28,20,48,-7,-78
総数,4,13219,狛江市,-53,-40,111,151,23,222,199,-25,43,68,-11,-54
総数,4,13220,東大和市,-96,-41,48,89,2,188,186,-46,26,72,-11,-84
総数,4,13221,清瀬市,-7,27,124,97,21,142,121,-55,23,78,0,-12
総数,4,13222,東久留米市,62,18,158,140,101,284,183,-51,58,109,-6,78
総数,4,13223,武蔵村山市,-13,17,63,46,19,163,144,-40,37,77,-9,-16
総数,4,13224,多摩市,-83,-13,175,188,10,287,277,-68,60,128,-12,-64
総数,4,13225,稲城市,85,67,201,134,38,193,155,0,55,55,-20,98
総数,4,13227,羽村市,-48,-15,52,67,4,123,119,-20,31,51,-17,-36
