地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注1）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
0,13000,総数,14029726,6883034,7146692,96.31076867,100,2194.05,6394,12780,7313230
1,13100,区部,9708655,4758619,4950036,96.13301802,69.20060306,627.53,15471,11086,5267204
1,13200,市部,4242467,2084596,2157871,96.60429192,30.2391294,783.95,5412,1737,2011415
2,13300,郡部,54773,27258,27515,99.06596402,0.390406769,375.86,146,-49,22014
2,13350,島部,23831,12561,11270,111.4551908,0.169860766,406.71,59,6,12597
1,13100,区部,9708655,4758619,4950036,96.13301802,69.20060306,627.53,15471,11086,5267204
4,13101,千代田区,67160,33892,33268,101.8756763,0.478697873,11.66,5760,124,37572
4,13102,中央区,171762,81967,89795,91.28236539,1.224271949,10.21,16823,268,94807
4,13103,港区,260761,123356,137405,89.77548124,1.858632164,20.37,12801,508,147316
4,13104,新宿区,349981,175272,174709,100.3222501,2.494567606,18.22,19209,1513,226025
4,13105,文京区,241703,116101,125602,92.43563001,1.72279202,11.29,21409,469,135419
4,13106,台東区,214104,109752,104352,105.174793,1.526073995,10.11,21177,508,128587
4,13107,墨田区,274192,135424,138768,97.59022253,1.954364611,13.77,19912,614,150392
4,13108,江東区,527158,259090,268068,96.65084978,3.757436175,43.01,12257,1080,269890
4,13109,品川区,419401,206913,212488,97.37632243,2.989374133,22.84,18363,218,237229
4,13110,目黒区,284698,133901,150797,88.79553307,2.029248469,14.67,19407,144,154621
4,13111,大田区,741482,369839,371643,99.51458792,5.285078269,61.86,11986,350,401297
4,13112,世田谷区,939268,443038,496230,89.28077706,6.69484208,58.05,16180,109,493122
4,13113,渋谷区,242474,117018,125456,93.27413595,1.728287495,15.11,16047,215,149801
4,13114,中野区,343698,171856,171842,100.008147,2.449784123,15.59,22046,470,208966
4,13115,杉並区,588354,282949,305405,92.64714068,4.193624309,34.06,17274,203,336716
4,13116,豊島区,301101,151064,150037,100.6844978,2.146164508,13.01,23144,1324,185473
4,13117,北区,354564,176158,178406,98.73995269,2.52723396,20.61,17203,662,192189
4,13118,荒川区,217358,107654,109704,98.13133523,1.549267605,10.16,21394,408,113597
4,13119,板橋区,582292,284460,297832,95.51022053,4.150416052,32.22,18072,654,318471
4,13120,練馬区,750929,360260,390669,92.21617277,5.352413868,48.08,15618,115,378632
4,13121,足立区,693438,346424,347014,99.82997804,4.942633947,53.25,13022,354,352334
4,13122,葛飾区,452138,224942,227196,99.00790507,3.222714399,34.8,12992,320,219923
