地域階層,地域コード,地域,人口／総数,人口／男,人口／女,性比（女100に対する男の割合）,人口総数に対する割合（％）,面積（ｋm2）注1）,人口密度（1ｋm2当たり）,前月人口との増減,＜参考値＞世帯数
0,13000,総数,14036078,6885948,7150130,96.30521403,100,2194.05,6397,6352,7320628
1,13100,区部,9714254,4761225,4953029,96.12754135,69.20917652,627.53,15480,5599,5273025
1,13200,市部,4243215,2084894,2158321,96.59795739,30.23077387,783.95,5413,748,2012938
2,13300,郡部,54794,27276,27518,99.12057562,0.390379706,375.86,146,21,22070
2,13350,島部,23815,12553,11262,111.463328,0.169669904,406.71,59,-16,12595
1,13100,区部,9714254,4761225,4953029,96.12754135,69.20917652,627.53,15480,5599,5273025
4,13101,千代田区,67169,33888,33281,101.8238635,0.47854536,11.66,5761,9,37549
4,13102,中央区,171960,82091,89869,91.34518021,1.225128558,10.21,16842,198,94916
4,13103,港区,261114,123507,137607,89.75342824,1.860305991,20.37,12819,353,147581
4,13104,新宿区,350415,175487,174928,100.31956,2.496530726,18.22,19232,434,226440
4,13105,文京区,242028,116298,125730,92.49821045,1.724327836,11.29,21437,325,135719
4,13106,台東区,214457,109908,104549,105.1258262,1.52789832,10.11,21212,353,128969
4,13107,墨田区,274618,135601,139017,97.54274657,1.956515203,13.77,19943,426,150804
4,13108,江東区,527978,259498,268480,96.6544994,3.761577842,43.01,12276,820,270506
4,13109,品川区,419463,206873,212590,97.31078602,2.988463017,22.84,18365,62,237266
4,13110,目黒区,284754,133913,150841,88.777587,2.028729108,14.67,19411,56,154718
4,13111,大田区,741614,369859,371755,99.48998668,5.28362695,61.86,11989,132,401458
4,13112,世田谷区,939125,442961,496164,89.27713417,6.690793539,58.05,16178,-143,493047
4,13113,渋谷区,242561,117027,125534,93.22334985,1.728125193,15.11,16053,87,149909
4,13114,中野区,343888,171970,171918,100.030247,2.450029132,15.59,22058,190,209239
4,13115,杉並区,588442,282996,305446,92.650092,4.192353448,34.06,17277,88,336719
4,13116,豊島区,302004,151512,150492,100.6777769,2.151626687,13.01,23213,903,185996
4,13117,北区,354930,176357,178573,98.75905092,2.528697831,20.61,17221,366,192526
4,13118,荒川区,217519,107704,109815,98.07767609,1.549713531,10.16,21409,161,113736
4,13119,板橋区,582508,284580,297928,95.51972289,4.150076681,32.22,18079,216,318859
4,13120,練馬区,751057,360289,390768,92.20023134,5.350903579,48.08,15621,128,378881
4,13121,足立区,693525,346512,347013,99.85562501,4.941016999,53.25,13024,87,352735
4,13122,葛飾区,452385,225122,227263,99.05791968,3.223015717,34.8,13000,247,220299
4,13123,江戸川区,690740,347272,343468,101.1075268,4.921175274,49.9,13842,101,335153
1,13200,市部,4243215,2084894,2158321,96.59795739,30.23077387,783.95,5413,748,2012938
4,13201,八王子市,580235,291550,288685,100.9924312,4.133882699,186.38,3113,71,273565
4,13202,立川市,184546,91350,93196,98.01922829,1.314797481,24.36,7576,88,92008
4,13203,武蔵野市,150846,72221,78625,91.85500795,1.074701922,10.98,13738,35,78772
4,13204,三鷹市,195941,94567,101374,93.28526052,1.395981128,16.42,11933,21,97196
4,13205,青梅市,131956,65885,66071,99.71848466,0.940120167,103.31,1277,28,57384
4,13206,府中市,263284,131357,131927,99.56794288,1.875766151,29.43,8946,39,126020
4,13207,昭島市,114616,57004,57612,98.94466431,0.816581384,17.34,6610,27,53408
4,13208,調布市,243942,117636,126306,93.13571802,1.737964124,21.58,11304,150,122616
4,13209,町田市,433134,211276,221858,95.23028243,3.085862019,71.55,6054,34,197113
4,13210,小金井市,127513,62365,65148,95.72818813,0.908466026,11.3,11284,51,64217
4,13211,小平市,199449,97498,101951,95.63221548,1.420973865,20.51,9724,70,93185
4,13212,日野市,190682,94903,95779,99.0853945,1.358513397,27.55,6921,76,92105
4,13213,東村山市,152216,73948,78268,94.48050289,1.084462483,17.14,8881,-12,69739
4,13214,国分寺市,131191,63997,67194,95.24213471,0.934669927,11.46,11448,11,65379
4,13215,国立市,77081,37386,39695,94.18314649,0.549163377,8.15,9458,2,38860
4,13218,福生市,55754,27748,28006,99.07876884,0.397219223,10.16,5488,84,28280
4,13219,狛江市,84397,40726,43671,93.2563944,0.6012862,6.39,13208,4,42940
4,13220,東大和市,83694,40871,42823,95.44170189,0.596277678,13.42,6237,-4,37035
4,13221,清瀬市,76173,36411,39762,91.57235552,0.542694334,10.23,7446,13,35556
4,13222,東久留米市,115317,55557,59760,92.96686747,0.821575657,12.88,8953,-7,51947
4,13223,武蔵村山市,70491,35033,35458,98.80139884,0.50221294,15.32,4601,-65,30432
4,13224,多摩市,146068,71220,74848,95.1528431,1.040661074,21.01,6952,0,69355
4,13225,稲城市,94256,47292,46964,100.6984073,0.671526619,17.97,5245,91,41068
4,13227,羽村市,54165,27391,26774,102.3044745,0.385898397,9.9,5471,-43,24363
4,13228,あきる野市,78946,39001,39945,97.63675053,0.562450565,73.47,1075,12,32504
4,13229,西東京市,207322,100701,106621,94.44762289,1.477065032,15.75,13163,-28,97891
1,13550,町村部　注２）,78609,39829,38780,102.7050026,0.560049609,782.57,100,5,34665
2,13300,郡部,54794,27276,27518,99.12057562,0.390379706,375.86,146,21,22070
4,13303,瑞穂町,31451,15827,15624,101.2992832,0.224072565,16.85,1867,8,13229
4,13305,日の出町,16858,8233,8625,95.45507246,0.120104776,28.07,601,26,6104
4,13307,檜原村,1929,948,981,96.63608563,0.013743155,105.41,18,-8,801
4,13308,奥多摩町,4556,2268,2288,99.12587413,0.03245921,225.53,20,-5,1936
2,13350,島部,23815,12553,11262,111.463328,0.169669904,406.71,59,-16,12595
3,13360,大島支庁,11313,5807,5506,105.4667635,0.080599438,141.01,80,-9,5729
4,13361,大島町,6854,3529,3325,106.1353383,0.048831305,90.76,76,-8,3573
4,13362,利島村,337,194,143,135.6643357,0.002400956,4.12,82,-3,200
4,13363,新島村,2314,1140,1174,97.10391823,0.016486087,27.54,84,2,1133
4,13364,神津島村,1808,944,864,109.2592593,0.012881091,18.58,97,0,823
3,13380,三宅支庁,2528,1409,1119,125.9159964,0.018010729,75.81,33,-5,1531
4,13381,三宅村,2222,1241,981,126.5035678,0.015830633,55.26,40,-8,1352
4,13382,御蔵島村,306,168,138,121.7391304,0.002180096,20.55,15,3,179
3,13400,八丈支庁,7057,3534,3523,100.3122339,0.050277578,83.01,85,5,3850
4,13401,八丈町,6884,3432,3452,99.42062572,0.04904504,72.24,95,4,3726
4,13402,青ヶ島村,173,102,71,143.6619718,0.001232538,5.96,29,1,124
3,13420,小笠原支庁,2917,1803,1114,161.8491921,0.020782159,106.88,27,-7,1485
4,13421,小笠原村,2917,1803,1114,161.8491921,0.020782159,106.88,27,-7,1485
,,,,,,,,,,,
東京都の人口（推計）_令和4年7月,,,,,,,,,,,
東京都の人口（推計）令和4年7月1日現在,,,,,,,,,,,
この表は、5年ごとに行われる国勢調査の間の時点における各月の人口を把握するため、令和2年10月1日現在の国勢調査人口（確報値）を基準とし、これに毎月の住民基本台帳人口の増減数を加えて推計したものです。人口総数に対する割合は、四捨五入しているため個々の数を合計しても必ずしも総数に一致しません。なお、世帯数は国勢調査と住民基本台帳上との世帯の定義に若干の相違があるので、参考値として掲げました。,,,,,,,,,,,
注1）面積は、総務局行政部長通知「東京都区市町村別の面積について」による令和4年1月1日時点の数値である。なお、区部には、荒川河口部（1.12k㎡）、中央防波堤外側埋立地(1.20k㎡）、新海面処分場(2.36k㎡）を含み、 八丈支庁には、鳥島（4.79k㎡）、ベヨネース列岩（0.00k㎡）、須美寿島（0.02k㎡）、孀婦岩（0.00k㎡）を含む。,,,,,,,,,,,
注2）町村部は、郡部と島部を含む地域である。,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,
