国籍,地域階層,地域コード,地域,全体の増減,他県との移動／増減,他県との移動／転入,他県との移動／転出,都内間移動／増減,都内間移動／転入,都内間移動／転出,自然動態／増減,自然動態／出生,自然動態／死亡,その他の増減,（別掲）日本人全体の増減
総数,0,13000,総数,6352,72,29079,29007,-37,37170,37207,-2161,7919,10080,8478,-1208
総数,1,13100,区部,5599,-44,22867,22911,-713,28462,29175,-892,5777,6669,7248,-843
総数,4,13101,千代田区,9,6,170,164,-130,317,447,19,49,30,114,-52
総数,4,13102,中央区,198,8,463,455,-43,771,814,69,165,96,164,25
総数,4,13103,港区,353,57,648,591,-216,1057,1273,90,217,127,422,226
総数,4,13104,新宿区,434,67,1052,985,-531,1527,2058,-30,193,223,928,-230
総数,4,13105,文京区,325,84,535,451,-61,841,902,29,171,142,273,2
総数,4,13106,台東区,353,130,689,559,-50,929,979,-19,135,154,292,75
総数,4,13107,墨田区,426,150,865,715,116,1126,1010,-43,195,238,203,206
総数,4,13108,江東区,820,188,1286,1098,278,1672,1394,-45,308,353,399,270
総数,4,13109,品川区,62,-88,1023,1111,-20,1206,1226,54,297,243,116,-87
総数,4,13110,目黒区,56,6,644,638,-37,1022,1059,-18,171,189,105,-88
総数,4,13111,大田区,132,-73,1941,2014,-68,1263,1331,-101,422,523,374,-180
総数,4,13112,世田谷区,-143,-195,1821,2016,-181,2166,2347,-4,550,554,237,-336
総数,4,13113,渋谷区,87,51,544,493,-51,1127,1178,-6,143,149,93,-47
総数,4,13114,中野区,190,56,871,815,-173,1353,1526,-24,203,227,331,-117
総数,4,13115,杉並区,88,8,1194,1186,-171,1747,1918,-46,344,390,297,-106
総数,4,13116,豊島区,903,113,926,813,355,1812,1457,-48,162,210,483,496
総数,4,13117,北区,366,-15,962,977,125,1152,1027,-74,233,307,330,-30
総数,4,13118,荒川区,161,16,503,487,-32,731,763,-13,149,162,190,7
総数,4,13119,板橋区,216,-31,1353,1384,-1,1421,1422,-105,312,417,353,-135
総数,4,13120,練馬区,128,-119,1410,1529,65,1730,1665,-53,426,479,235,-114
総数,4,13121,足立区,87,-48,1580,1628,77,1285,1208,-291,343,634,349,-210
総数,4,13122,葛飾区,247,-165,931,1096,65,981,916,-122,244,366,469,-108
総数,4,13123,江戸川区,101,-250,1456,1706,-29,1226,1255,-111,345,456,491,-310
総数,1,13200,市部,748,96,6106,6010,635,8536,7901,-1190,2113,3303,1207,-315
総数,4,13201,八王子市,71,1,823,822,94,796,702,-220,232,452,196,-120
