"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20190601","芝地区総合支所管内","芝一丁目","761","858","1619"
"20190601","芝地区総合支所管内","芝二丁目","1317","1584","2901"
"20190601","芝地区総合支所管内","芝三丁目","1371","1545","2916"
"20190601","芝地区総合支所管内","芝四丁目","866","1002","1868"
"20190601","芝地区総合支所管内","芝五丁目","1019","1495","2514"
"20190601","芝地区総合支所管内","海岸一丁目","830","793","1623"
"20190601","芝地区総合支所管内","東新橋一丁目","550","666","1216"
"20190601","芝地区総合支所管内","東新橋二丁目","270","181","451"
"20190601","芝地区総合支所管内","新橋一丁目","5","8","13"
"20190601","芝地区総合支所管内","新橋二丁目","52","54","106"
"20190601","芝地区総合支所管内","新橋三丁目","101","90","191"
"20190601","芝地区総合支所管内","新橋四丁目","215","191","406"
"20190601","芝地区総合支所管内","新橋五丁目","370","329","699"
"20190601","芝地区総合支所管内","新橋六丁目","485","362","847"
"20190601","芝地区総合支所管内","西新橋一丁目","138","116","254"
"20190601","芝地区総合支所管内","西新橋二丁目","189","174","363"
"20190601","芝地区総合支所管内","西新橋三丁目","316","337","653"
"20190601","芝地区総合支所管内","三田一丁目","1487","1856","3343"
"20190601","芝地区総合支所管内","三田二丁目","1490","1904","3394"
"20190601","芝地区総合支所管内","三田三丁目","686","713","1399"
"20190601","芝地区総合支所管内","浜松町一丁目","653","634","1287"
"20190601","芝地区総合支所管内","浜松町二丁目","146","130","276"
"20190601","芝地区総合支所管内","芝大門一丁目","269","285","554"
"20190601","芝地区総合支所管内","芝大門二丁目","339","366","705"
"20190601","芝地区総合支所管内","芝公園一丁目","95","108","203"
"20190601","芝地区総合支所管内","芝公園二丁目","273","276","549"
"20190601","芝地区総合支所管内","芝公園三丁目","111","128","239"
"20190601","芝地区総合支所管内","芝公園四丁目","27","28","55"
"20190601","芝地区総合支所管内","虎ノ門一丁目","182","184","366"
"20190601","芝地区総合支所管内","虎ノ門二丁目","12","8","20"
"20190601","芝地区総合支所管内","虎ノ門三丁目","714","779","1493"
"20190601","芝地区総合支所管内","虎ノ門四丁目","155","317","472"
"20190601","芝地区総合支所管内","虎ノ門五丁目","137","163","300"
"20190601","芝地区総合支所管内","愛宕一丁目","11","12","23"
"20190601","芝地区総合支所管内","愛宕二丁目","122","125","247"
"20190601","麻布地区総合支所管内","麻布狸穴町","239","281","520"
"20190601","麻布地区総合支所管内","麻布永坂町","66","94","160"
"20190601","麻布地区総合支所管内","南麻布一丁目","1397","1794","3191"
"20190601","麻布地区総合支所管内","南麻布二丁目","1409","1724","3133"
"20190601","麻布地区総合支所管内","南麻布三丁目","1046","1314","2360"
"20190601","麻布地区総合支所管内","南麻布四丁目","1050","1422","2472"
"20190601","麻布地区総合支所管内","南麻布五丁目","618","889","1507"
"20190601","麻布地区総合支所管内","元麻布一丁目","377","503","880"
"20190601","麻布地区総合支所管内","元麻布二丁目","632","812","1444"
"20190601","麻布地区総合支所管内","元麻布三丁目","594","605","1199"
"20190601","麻布地区総合支所管内","西麻布一丁目","696","703","1399"
"20190601","麻布地区総合支所管内","西麻布二丁目","972","1102","2074"
"20190601","麻布地区総合支所管内","西麻布三丁目","1095","1352","2447"
"20190601","麻布地区総合支所管内","西麻布四丁目","1095","1360","2455"
"20190601","麻布地区総合支所管内","六本木一丁目","709","931","1640"
"20190601","麻布地区総合支所管内","六本木二丁目","297","260","557"
"20190601","麻布地区総合支所管内","六本木三丁目","1041","1027","2068"
"20190601","麻布地区総合支所管内","六本木四丁目","493","456","949"
"20190601","麻布地区総合支所管内","六本木五丁目","736","887","1623"
"20190601","麻布地区総合支所管内","六本木六丁目","470","614","1084"
"20190601","麻布地区総合支所管内","六本木七丁目","835","898","1733"
"20190601","麻布地区総合支所管内","麻布台一丁目","110","93","203"
"20190601","麻布地区総合支所管内","麻布台二丁目","169","170","339"
"20190601","麻布地区総合支所管内","麻布台三丁目","382","430","812"
"20190601","麻布地区総合支所管内","麻布十番一丁目","471","540","1011"
"20190601","麻布地区総合支所管内","麻布十番二丁目","1043","1242","2285"
"20190601","麻布地区総合支所管内","麻布十番三丁目","670","708","1378"
"20190601","麻布地区総合支所管内","麻布十番四丁目","163","253","416"
"20190601","麻布地区総合支所管内","東麻布一丁目","822","1072","1894"
"20190601","麻布地区総合支所管内","東麻布二丁目","908","980","1888"
"20190601","麻布地区総合支所管内","東麻布三丁目","327","372","699"
"20190601","赤坂地区総合支所管内","元赤坂一丁目","129","142","271"
"20190601","赤坂地区総合支所管内","元赤坂二丁目","144","107","251"
"20190601","赤坂地区総合支所管内","赤坂一丁目","166","224","390"
"20190601","赤坂地区総合支所管内","赤坂二丁目","1148","1177","2325"
"20190601","赤坂地区総合支所管内","赤坂三丁目","120","93","213"
"20190601","赤坂地区総合支所管内","赤坂四丁目","904","897","1801"
"20190601","赤坂地区総合支所管内","赤坂五丁目","266","371","637"
"20190601","赤坂地区総合支所管内","赤坂六丁目","1405","1528","2933"
"20190601","赤坂地区総合支所管内","赤坂七丁目","953","1083","2036"
"20190601","赤坂地区総合支所管内","赤坂八丁目","1077","1464","2541"
"20190601","赤坂地区総合支所管内","赤坂九丁目","828","763","1591"
"20190601","赤坂地区総合支所管内","南青山一丁目","895","1152","2047"
"20190601","赤坂地区総合支所管内","南青山二丁目","820","982","1802"
"20190601","赤坂地区総合支所管内","南青山三丁目","429","567","996"
"20190601","赤坂地区総合支所管内","南青山四丁目","1158","1461","2619"
"20190601","赤坂地区総合支所管内","南青山五丁目","498","632","1130"
"20190601","赤坂地区総合支所管内","南青山六丁目","651","834","1485"
"20190601","赤坂地区総合支所管内","南青山七丁目","840","1092","1932"
"20190601","赤坂地区総合支所管内","北青山一丁目","491","754","1245"
"20190601","赤坂地区総合支所管内","北青山二丁目","214","258","472"
"20190601","赤坂地区総合支所管内","北青山三丁目","227","351","578"
"20190601","高輪地区総合支所管内","三田四丁目","1313","1682","2995"
"20190601","高輪地区総合支所管内","三田五丁目","2114","2761","4875"
"20190601","高輪地区総合支所管内","高輪一丁目","2422","3270","5692"
"20190601","高輪地区総合支所管内","高輪二丁目","2402","3065","5467"
"20190601","高輪地区総合支所管内","高輪三丁目","1755","2136","3891"
"20190601","高輪地区総合支所管内","高輪四丁目","1623","1863","3486"
"20190601","高輪地区総合支所管内","白金一丁目","1538","2043","3581"
"20190601","高輪地区総合支所管内","白金二丁目","846","1128","1974"
"20190601","高輪地区総合支所管内","白金三丁目","1479","1801","3280"
"20190601","高輪地区総合支所管内","白金四丁目","489","703","1192"
