品目階層,品目,Item,平成26年 2014／数量 Quantity,平成26年 2014／金額 Value,平成27年 2015／数量 Quantity,平成27年 2015／金額 Value,平成28年 2016／数量 Quantity,平成28年 2016／金額 Value
0,総数,Total,479424,462273130,463976,467929079,434290,454698901
1,鮮魚,Fresh fish,160043,148839648,158524,158035501,148631,157211514
2,まぐろ類,Tuna,10305,21638740,9814,23281214,10601,23894274
2,かじき類,Swordfish,1274,1860798,1383,2097032,1449,2241808
2,かつお類,Skipjack,8291,5383901,9307,5442325,8492,5535605
2,ぶり類,Yellowtail,30890,19378734,31802,19876377,29965,19456426
2,あじ類,Horse mackerel,16094,9488284,15100,9168377,15588,8955736
2,さわら類,King mackerel,2015,2055310,2323,2338036,2171,2277000
2,いわし類,Sardine,6904,2695468,8052,3234211,8233,3091709
2,いか類,Squid,10679,6584973,9692,6662035,6609,5963530
2,かれい類,Flounder,3707,2686579,3632,2752887,3507,2641542
2,たい類,Sea bream,12083,12449451,12706,13611712,11621,13499588
2,めぬけ類,Rock fish,859,1639692,975,1806457,935,1752770
2,さめ類,Shark,478,180004,430,181545,383,152618
2,さけ・ます類,Salmon and trout,7555,9203887,8681,10514329,8469,11472205
2,たら類,Cod,5698,3982265,5035,4166414,4456,3927076
2,えび類,Shrimp and lobster,1778,5684564,1675,6202762,1671,6140881
2,かに類,Crab,1531,3301230,1309,3311632,1266,3318680
2,あなご類,Conger eel,282,461164,314,507899,308,490444
2,ふぐ類,Puffer,690,1981197,646,2183625,569,2267790
2,その他鮮魚類,Other fresh fish,38932,38183406,35650,40696632,32337,40131833
1,活魚類,Live fish ,15125,19696176,15260,20896526,15083,21175667
1,貝類,Shellfish,30638,35465464,30596,37448602,28296,34934044
2,生鮮貝類,Fresh shellfish,26330,28000543,26119,29340763,24551,28023731
2,冷凍貝類,Frozen shellfish,4308,7464921,4476,8107838,3745,6910313
1,冷凍魚,Frozen fish,107212,121878707,97012,113034461,87810,106686829
2,冷まぐろ類,Frozen tuna,33157,46701219,32003,46103137,29831,43565699
2,冷かじき類,Frozen swordfish,2184,1987090,2032,1907180,1971,1904875
2,冷いか類,Frozen squid,7986,4872888,6224,4230028,4856,3959695
2,冷かれい類,Frozen flounder,4361,3399516,3711,3198455,2894,2600727
2,冷たい類,Frozen sea bream,69,112357,42,55072,34,45863
2,冷さめ類,Frozen shark,2,793,1,568,2,1064
2,冷さけ・ます類,Frozen salmon and trout,24464,20788093,21190,16124378,18000,15396446
2,冷えび類,Frozen shrimp and lobster,9537,15937886,8158,14104364,8284,13321890
2,冷かに類,Frozen crab,2255,5342635,2008,5646211,1730,5293678
2,その他冷凍魚類,Other frozen fish,23197,22736231,21643,21665068,20208,20596891
1,淡水魚,Freshwater fish,1359,2419654,1429,2573226,1376,2646920
2,生鮮淡水魚類,Fresh freshwater fish,1261,2332157,1326,2475976,1278,2547108
2,冷凍淡水魚類,Frozen freshwater fish,98,87497,103,97250,97,99812
1,海そう類,Seaweed,6858,3351496,7007,3471417,8023,3963459
1,加工品,Processed foods,158190,130621984,154148,132469346,145071,128080469
2,塩蔵品類,Salted,20026,28649888,18913,28111323,17559,27263122
2,塩干品類,Salted and dried,25110,14570323,23010,14224994,20481,13284237
2,煮干製品類,Boiled and dried,11647,12309864,11372,13466009,11275,12734740
2,練製品類,"""Surimi""",22995,13244737,21474,13082130,19061,12043980
2,その他,Other,78412,61847173,79379,63584891,76696,62754389
,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 ) 10　卸売市場取引 10  WHOLESALE MARKET TRANSACTIONS,,,,,,,,
10-2  品目別水産物の入荷数量 （平成26～28年） 10-2 RECEIVED FISHERY PRODUCTS BY ITEM（ 2014-2016 ）,,,,,,,,
資料：都中央卸売市場事業部業務課 「東京都中央卸売市場年報」 Source: Tokyo Metropolitan Central Wholesale Market,,,,,,,,
品目階層(0:総数　1:鮮魚・活魚類・貝類・冷凍魚・淡水魚・海そう類・加工品　2:水産物種類別　3:品目),,,,,,,,
（単位　数量　トン， 金額　千円） (Quantity in tons， Value in thousands of yen)  ,,,,,,,,
