地域階層,地域コード,項番 Item number,地域,District,出生 Livebirths／計 Total,出生 Livebirths／男 Male,出生 Livebirths／女 Female,死亡 Deaths／計 Total,死亡 Deaths／男 Male,死亡 Deaths／女 Female,自然増減 Natural change／計 Total,自然増減 Natural change／男 Male,自然増減 Natural change／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／女 Female,死産 Foetal deaths／計 Total,死産 Foetal deaths／自然 Spontaneous,死産 Foetal deaths／人工 Artificial,合計特殊出生率 Total fertility rate,婚姻 Marriages,離婚 Divorces
0,13000,,総数,Tokyo-to,111962,57359,54603,113415,59824,53591,-1453,-2465,1012,222,116,106,97,58,39,2365,1131,1234,1.24,86009,23470
1,13100,,区部,All ku,80213,41036,39177,76826,40560,36266,3387,476,2911,150,72,78,68,38,30,1735,840,895,1.22,66235,16892
2,13101,1,千代田区,Chiyoda-ku,627,332,295,418,192,226,209,140,69,-,-,-,-,-,-,20,9,11,1.35,625,125
2,13102,2,中央区,Chuo-ku,1974,975,999,790,371,419,1184,604,580,4,3,1,2,2,-,44,22,22,1.44,1543,325
2,13103,3,港区,Minato-ku,3048,1563,1485,1458,705,753,1590,858,732,4,2,2,4,2,2,72,30,42,1.45,2263,613
2,13104,4,新宿区,Shinjuku-ku,2557,1270,1287,2626,1376,1250,-69,-106,37,10,7,3,3,1,2,67,27,40,1.07,2826,596
2,13105,5,文京区,Bunkyo-ku,2115,1109,1006,1589,809,780,526,300,226,1,1,-,1,1,-,38,21,17,1.25,1589,315
2,13106,6,台東区,Taito-ku,1508,776,732,2026,1150,876,-518,-374,-144,4,2,2,2,2,-,40,19,21,1.2,1721,382
2,13107,7,墨田区,Sumida-ku,2390,1206,1184,2411,1341,1070,-21,-135,114,3,1,2,1,-,1,43,20,23,1.25,2311,520
2,13108,8,江東区,Koto-ku,4683,2427,2256,3970,2161,1809,713,266,447,6,1,5,2,-,2,93,43,50,1.39,3179,927
2,13109,9,品川区,Shinagawa-ku,3785,1928,1857,3020,1592,1428,765,336,429,9,4,5,6,4,2,86,51,35,1.25,3393,680
2,13110,10,目黒区,Meguro-ku,2492,1286,1206,1954,903,1051,538,383,155,2,-,2,-,-,-,48,28,20,1.04,2499,507
2,13111,11,大田区,Ota-ku,5732,3004,2728,6364,3302,3062,-632,-298,-334,13,9,4,7,6,1,118,62,56,1.18,4968,1261
2,13112,12,世田谷区,Setagaya-ku,7947,4088,3859,6375,3186,3189,1572,902,670,13,4,9,6,2,4,138,66,72,1.12,6267,1398
2,13113,13,渋谷区,Shibuya-ku,2093,1039,1054,1567,776,791,526,263,263,2,1,1,1,1,-,50,24,26,1.08,2103,484
2,13114,14,中野区,Nakano-ku,2689,1379,1310,2617,1384,1233,72,-5,77,6,4,2,1,1,-,56,23,33,1.06,2859,568
2,13115,15,杉並区,Suginami-ku,4655,2365,2290,4429,2216,2213,226,149,77,6,3,3,3,1,2,93,53,40,1.03,4204,835
2,13116,16,豊島区,Toshima-ku,2073,1084,989,2389,1265,1124,-316,-181,-135,6,3,3,2,1,1,47,20,27,1.02,2364,498
2,13117,17,北区,Kita-ku,2840,1440,1400,3413,1819,1594,-573,-379,-194,6,4,2,2,1,1,57,29,28,1.26,2345,551
2,13118,18,荒川区,Arakawa-ku,1778,920,858,2027,1079,948,-249,-159,-90,1,1,-,-,-,-,33,7,26,1.33,1323,378
2,13119,19,板橋区,Itabashi-ku,4593,2355,2238,4890,2598,2292,-297,-243,-54,9,2,7,3,1,2,103,53,50,1.21,3538,982
2,13120,20,練馬区,Nerima-ku,6073,3082,2991,5828,3075,2753,245,7,238,16,10,6,9,6,3,123,56,67,1.23,4130,1216
2,13121,21,足立区,Adachi-ku,5135,2640,2495,6700,3703,2997,-1565,-1063,-502,11,4,7,7,3,4,121,55,66,1.34,3782,1471
2,13122,22,葛飾区,Katsushika-ku,3507,1826,1681,4543,2498,2045,-1036,-672,-364,5,3,2,2,1,1,91,48,43,1.36,2483,815
2,13123,23,江戸川区,Edogawa-ku,5919,2942,2977,5422,3059,2363,497,-117,614,13,3,10,4,2,2,154,74,80,1.43,3920,1445
1,13200,,市部,All shi,31185,16025,15160,35206,18603,16603,-4021,-2578,-1443,72,44,28,29,20,9,611,284,327,1.31,19469,6423
2,13201,1,八王子市,Hachioji-shi,3557,1850,1707,4918,2606,2312,-1361,-756,-605,8,4,4,4,2,2,90,50,40,1.22,2272,900
2,13202,2,立川市,Tachikawa-shi,1419,754,665,1581,826,755,-162,-72,-90,3,3,-,-,-,-,24,15,9,1.31,1021,298
2,13203,3,武蔵野市,Musashino-shi,1276,680,596,1130,555,575,146,125,21,-,-,-,-,-,-,24,10,14,1.19,985,193
2,13204,4,三鷹市,Mitaka-shi,1584,824,760,1395,738,657,189,86,103,2,1,1,1,1,-,24,14,10,1.24,1063,208
