地域階層,地域コード,項番 Item number,地域,District,出生 Livebirths／計 Total,出生 Livebirths／男 Male,出生 Livebirths／女 Female,死亡 Deaths／計 Total,死亡 Deaths／男 Male,死亡 Deaths／女 Female,自然増減 Natural change／計 Total,自然増減 Natural change／男 Male,自然増減 Natural change／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／女 Female,死産 Foetal deaths／計 Total,死産 Foetal deaths／自然 Spontaneous,死産 Foetal deaths／人工 Artificial,合計特殊出生率 Total fertility rate,婚姻 Marriages,離婚 Divorces
2,13205,5,青梅市,Ome-shi,818,409,409,1574,735,839,-756,-326,-430,3,2,1,1,-,1,22,10,12,1.25,527,256
2,13206,6,府中市,Fuchu-shi,2226,1160,1066,2018,1116,902,208,44,164,7,5,2,2,2,-,42,22,20,1.43,1294,407
2,13207,7,昭島市,Akishima-shi,852,430,422,1064,564,500,-212,-134,-78,2,2,-,1,1,-,16,8,8,1.36,523,192
2,13208,8,調布市,Chofu-shi,2050,1096,954,1712,875,837,338,221,117,4,3,1,2,2,-,42,18,24,1.31,1303,340
2,13209,9,町田市,Machida-shi,2777,1354,1423,3566,1912,1654,-789,-558,-231,12,6,6,4,2,2,54,16,38,1.24,1641,642
2,13210,10,小金井市,Koganei-shi,1014,512,502,886,446,440,128,66,62,1,-,1,1,-,1,24,11,13,1.23,721,157
2,13211,11,小平市,Kodaira-shi,1570,828,742,1590,852,738,-20,-24,4,5,3,2,2,2,-,17,4,13,1.42,946,286
2,13212,12,日野市,Hino-shi,1568,824,744,1439,777,662,129,47,82,3,2,1,1,1,-,23,10,13,1.49,915,269
2,13213,13,東村山市,Higashimurayama-shi,969,494,475,1482,810,672,-513,-316,-197,1,-,1,-,-,-,22,12,10,1.2,635,252
2,13214,14,国分寺市,Kokubunji-shi,1020,526,494,920,472,448,100,54,46,4,3,1,1,-,1,17,10,7,1.33,667,157
2,13215,15,国立市,Kunitachi-shi,563,292,271,589,316,273,-26,-24,-2,1,1,-,1,1,-,14,5,9,1.24,383,99
2,13218,16,福生市,Fussa-shi,401,209,192,566,298,268,-165,-89,-76,-,-,-,-,-,-,6,2,4,1.34,342,125
2,13219,17,狛江市,Komae-shi,739,376,363,654,348,306,85,28,57,2,2,-,1,1,-,18,9,9,1.33,454,100
2,13220,18,東大和市,Higashiyamato-shi,692,326,366,742,424,318,-50,-98,48,2,1,1,1,-,1,15,7,8,1.48,368,139
2,13221,19,清瀬市,Kiyose-shi,531,270,261,773,411,362,-242,-141,-101,2,1,1,1,1,-,10,5,5,1.34,278,117
2,13222,20,東久留米市,Higashikurume-shi,853,422,431,1045,574,471,-192,-152,-40,1,1,-,-,-,-,20,6,14,1.41,395,199
2,13223,21,武蔵村山市,Musashimurayama-shi,496,229,267,654,321,333,-158,-92,-66,2,1,1,1,1,-,9,7,2,1.38,325,174
2,13224,22,多摩市,Tama-shi,951,504,447,1140,629,511,-189,-125,-64,1,1,-,1,1,-,19,6,13,1.16,553,212
2,13225,23,稲城市,Inagi-shi,815,430,385,592,324,268,223,106,117,-,-,-,-,-,-,17,10,7,1.55,429,102
2,13227,24,羽村市,Hamura-shi,412,220,192,529,275,254,-117,-55,-62,-,-,-,-,-,-,9,1,8,1.48,245,135
2,13228,25,あきる野市,Akiruno-shi,512,254,258,929,462,467,-417,-208,-209,1,-,1,1,-,1,8,2,6,1.32,311,140
2,13229,26,西東京市,Nishitokyo-shi,1520,752,768,1718,937,781,-198,-185,-13,5,2,3,2,2,-,25,14,11,1.28,873,324
1,13300,,郡部,All gun,376,204,172,961,438,523,-585,-234,-351,-,-,-,-,-,-,14,5,9,1.45,181,88
2,13303,1,瑞穂町,Mizuho-machi,211,115,96,366,177,189,-155,-62,-93,-,-,-,-,-,-,13,5,8,1.3,121,57
2,13305,2,日の出町,Hinode-machi,140,76,64,364,154,210,-224,-78,-146,-,-,-,-,-,-,1,-,1,1.82,42,24
2,13307,3,檜原村,Hinohara-mura,10,4,6,55,23,32,-45,-19,-26,-,-,-,-,-,-,-,-,-,1.7,4,1
2,13308,4,奥多摩町,Okutama-machi,15,9,6,176,84,92,-161,-75,-86,-,-,-,-,-,-,-,-,-,1.13,14,6
1,13350,,島部,All islands,188,94,94,422,223,199,-234,-129,-105,-,-,-,-,-,-,5,2,3,1.69,124,67
2,13361,1,大島町,Oshima-machi,46,22,24,132,60,72,-86,-38,-48,-,-,-,-,-,-,4,2,2,1.63,26,22
2,13362,2,利島村,Toshima-mura,2,2,-,3,1,2,-1,1,-2,-,-,-,-,-,-,-,-,-,1.13,1,-
2,13363,3,新島村,Niijima-mura,19,9,10,42,26,16,-23,-17,-6,-,-,-,-,-,-,-,-,-,1.66,9,6
2,13364,4,神津島村,Kozushima-mura,13,4,9,33,26,7,-20,-22,2,-,-,-,-,-,-,1,-,1,1.6,8,6
2,13381,5,三宅村,Miyake-mura,14,9,5,49,26,23,-35,-17,-18,-,-,-,-,-,-,-,-,-,1.21,13,6
2,13382,6,御蔵島村,Mikurajima-mura,7,3,4,-,-,-,7,3,4,-,-,-,-,-,-,-,-,-,2.44,-,-
2,13401,7,八丈町,Hachijo-machi,65,31,34,151,75,76,-86,-44,-42,-,-,-,-,-,-,-,-,-,2.45,35,18
2,13402,8,青ヶ島村,Aogashima-mura,1,-,1,2,2,-,-1,-2,1,-,-,-,-,-,-,-,-,-,… ,4,-
2,13421,9,小笠原村,Ogasawara-mura,21,14,7,10,7,3,11,7,4,-,-,-,-,-,-,-,-,-,1.12,28,9
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 )　2  人口・世帯 2  POPULATION AND HOUSEHOLDS,,,,,,,,,,,,,,,,,,,,,,,,,
2-7  人口動態  (3) 地域，男女別（平成28年）  2-7  VITAL STATISTICS  (3) BY DISTRICT AND GENDER ( 2016 ),,,,,,,,,,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,
