地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,東京都管理道路 TMG managed roads／延長 Length,東京都管理道路 TMG managed roads／面積 Area,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／延長 Length,東京都管理道路 TMG managed roads／一般国道(指定区間外) General national highways  a)／面積 Area,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／主要地方道 Major metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／延長 Length,東京都管理道路 TMG managed roads／一般都道 General metropolitan roads／面積 Area,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／延長 Length,東京都管理道路 TMG managed roads／特例都道 Metropolitan roads subject to special provisions／面積 Area,一般国道(指定区間) General national highways( Designated section )／延長 Length,一般国道(指定区間) General national highways( Designated section )／面積 Area,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／延長 Length,東・中日本高速道路(株) East Nippon Expressway Company Limited・Central Nippon Expressway Company Limited／面積 Area,首都高速道路(株) Metropolitan Expressway Company Limited／延長 Length,首都高速道路(株) Metropolitan Expressway Company Limited／面積 Area,区市町村道 Municipal roads／延長 Length,区市町村道 Municipal roads／面積 Area
0,13000,,総数,Tokyo-to,24557683,187626292,2237696,41450972,74393,1213409,975423,21036190,806979,10948287,380901,8253086,245560,7438476,77325,3949471,200754,5471421,21796348,129315952
1,13100,,区部,All ku,11934266,103169937,893792,21518613,17889,452363,458494,12187678,36508,625486,380901,8253086,166999,5523086,14340,480119,200754,5471421,10658381,70176698
5,13101,1,千代田区,Chiyoda-ku,175570,2784694,24878,834469,-,-,9686,331765,-,-,15192,502704,10279,399747,-,-,9958,234063,130455,1316415
5,13102,2,中央区,Chuo-ku,194759,2992249,21162,794635,-,-,12332,481129,-,-,8830,313506,5151,161891,-,-,11437,320367,157009,1715356
5,13103,3,港区,Minato-ku,304051,4391850,47754,1532287,480,14309,19065,593742,-,-,28209,924236,13946,516736,-,-,20207,485787,222144,1857040
5,13104,4,新宿区,Shinjuku-ku,356120,3393005,50949,1354020,-,-,30848,797850,-,-,20101,556170,4257,126393,-,-,5230,128182,295684,1784410
5,13105,5,文京区,Bunkyo-ku,207453,1953101,26106,651231,-,-,7498,228426,-,-,18608,422805,8173,202823,-,-,2281,55425,170893,1043622
5,13106,6,台東区,Taito-ku,258486,2625356,21319,548084,-,-,8808,210001,-,-,12511,338083,6548,251841,-,-,2105,39693,228514,1785738
5,13107,7,墨田区,Sumida-ku,296876,2954134,26716,624144,-,-,9336,229065,-,-,17380,395079,6574,184394,-,-,9504,209661,254082,1935935
5,13108,8,江東区,Koto-ku,393993,5709464,55077,1736257,-,-,29984,1013196,-,-,25093,723061,9839,364508,-,-,16103,561484,312974,3047215
5,13109,9,品川区,Shinagawa-ku,388455,3849693,25940,741976,-,-,15265,502577,-,-,10675,239399,16539,456306,-,-,17351,567065,328625,2084346
5,13110,10,目黒区,Meguro-ku,358968,2303792,21398,466230,-,-,11757,335041,-,-,9641,131189,882,35464,-,-,5026,180321,331662,1621777
5,13111,11,大田区,Ota-ku,853591,7564889,42789,1169621,3559,98040,33878,989088,659,10616,4693,71877,17630,528004,-,-,16362,543351,776810,5323913
5,13112,12,世田谷区,Setagaya-ku,1186135,8237377,69968,1110910,2907,71644,35663,715320,5411,49737,25987,274209,10128,320097,5556,193366,6390,123550,1094093,6489454
5,13113,13,渋谷区,Shibuya-ku,272489,2780441,25891,704390,-,-,11693,357745,-,-,14198,346645,4509,210122,-,-,10614,283368,231475,1582561
5,13114,14,中野区,Nakano-ku,368256,2155187,26216,486532,-,-,12375,271667,-,-,13841,214865,-,-,-,-,2328,82644,339712,1586011
5,13115,15,杉並区,Suginami-ku,688704,4619631,56681,1055345,-,-,37998,847124,1598,18832,17085,189389,4327,178337,1059,21149,4615,102137,622022,3262663
5,13116,16,豊島区,Toshima-ku,307963,2364042,15197,430661,-,-,9026,267740,-,-,6171,162921,4697,153818,-,-,4907,128505,283162,1651058
5,13117,17,北区,Kita-ku,374835,2993762,32081,745610,6310,192653,9860,258807,-,-,15911,294150,692,15845,-,-,3565,61070,338497,2171237
5,13118,18,荒川区,Arakawa-ku,215239,1663498,16368,394087,-,-,13123,330053,-,-,3245,64034,1049,36055,-,-,-,-,197822,1233356
5,13119,19,板橋区,Itabashi-ku,740259,5843912,27229,736681,-,-,9034,266549,-,-,18195,470132,17202,598326,-,-,12631,271439,683197,4237466
5,13120,20,練馬区,Nerima-ku,1137006,7444681,75776,1351360,-,-,36356,703462,9403,133633,30017,514265,2522,77085,4700,152990,-,-,1054008,5863246
5,13121,21,足立区,Adachi-ku,1053211,9804552,73638,1768999,-,-,27924,812451,19437,412668,26277,543880,7601,254034,-,-,17490,461126,954482,7320393
5,13122,22,葛飾区,Katsushika-ku,725724,5495804,44276,787520,-,-,30669,620558,-,-,13607,166962,8080,219499,-,-,6530,208419,666838,4280366
5,13123,23,江戸川区,Edogawa-ku,1076123,9244823,66383,1493564,4633,75717,36316,1024322,-,-,25434,393525,6374,231761,3025,112614,16120,423764,984221,6983120
1,13200,,市部,All shi,10327875,72257799,926652,14613174,29574,389370,482956,8303222,414122,5920582,-,-,72741,1752519,61966,3439772,-,-,9266516,52452334
5,13201,1,八王子市,Hachioji-shi,1532799,14706313,148682,2384065,6313,67423,52304,929052,90065,1387590,-,-,38607,895916,29758,2185514,-,-,1315752,9240818
5,13202,2,立川市,Tachikawa-shi,296043,2583937,36924,709299,-,-,27339,440153,9585,269146,-,-,-,-,-,-,-,-,259119,1874638
5,13203,3,武蔵野市,Musashino-shi,147660,1139579,21299,315116,-,-,14827,229267,6472,85849,-,-,-,-,-,-,-,-,126361,824463
5,13204,4,三鷹市,Mitaka-shi,294493,1944242,28373,432866,-,-,6090,157153,22283,275713,-,-,-,-,1924,72207,-,-,264196,1439169
5,13205,5,青梅市,Ome-shi,934710,4732256,114777,1453105,17782,229010,59781,829767,37214,394328,-,-,-,-,5715,140141,-,-,814218,3139010
5,13206,6,府中市,Fuchu-shi,482340,3809375,36746,721945,-,-,22895,531597,13851,190348,-,-,6710,130454,7178,283866,-,-,431706,2673110
5,13207,7,昭島市,Akishima-shi,252430,1754399,23035,366519,-,-,13535,224140,9500,142379,-,-,3810,72004,-,-,-,-,225585,1315876
5,13208,8,調布市,Chofu-shi,441557,2714331,23438,387334,-,-,9505,227376,13933,159958,-,-,6740,131819,4879,146292,-,-,406500,2048886
5,13209,9,町田市,Machida-shi,1349761,8610795,78347,1262061,-,-,53999,893796,24348,368265,-,-,5393,213447,537,42725,-,-,1265484,7092562
5,13210,10,小金井市,Koganei-shi,177904,1067827,17217,276872,-,-,6510,115416,10707,161456,-,-,-,-,-,-,-,-,160687,790955
5,13211,11,小平市,Kodaira-shi,269540,2015134,36488,482011,-,-,20944,294382,15544,187629,-,-,-,-,-,-,-,-,233052,1533123
5,13212,12,日野市,Hino-shi,496997,3342580,32370,575976,-,-,6068,108552,26302,467424,-,-,5103,134467,4494,184465,-,-,455030,2447672
5,13213,13,東村山市,Higashimurayama-shi,301657,1787466,25460,289209,-,-,12030,192030,13430,97179,-,-,-,-,-,-,-,-,276197,1498257
5,13214,14,国分寺市,Kokubunji-shi,240353,1307965,13546,169460,-,-,5210,72145,8336,97315,-,-,-,-,-,-,-,-,226807,1138505
5,13215,15,国立市,Kunitachi-shi,154066,1291594,10220,162928,-,-,2502,53279,7718,109649,-,-,2373,73093,1973,164395,-,-,139500,891178
5,13218,16,福生市,Fussa-shi,150442,1120013,17270,249813,-,-,12131,177020,5139,72793,-,-,3575,90763,-,-,-,-,129597,779437
5,13219,17,狛江市,Komae-shi,128325,818117,10573,166643,-,-,6651,110673,3922,55970,-,-,-,-,-,-,-,-,117752,651474
5,13220,18,東大和市,Higashiyamato-shi,235748,1543612,25832,283032,-,-,12190,198251,13642,84781,-,-,-,-,-,-,-,-,209916,1260580
5,13221,19,清瀬市,Kiyose-shi,186179,1072608,12003,163063,-,-,10290,144466,1713,18597,-,-,-,-,962,41075,-,-,173214,868470
5,13222,20,東久留米市,Higashikurume-shi,251333,1567360,20319,254967,-,-,13151,174243,7168,80724,-,-,-,-,-,-,-,-,231014,1312393
5,13223,21,武蔵村山市,Musashimurayama-shi,270938,1548974,18971,279103,-,-,15657,242058,3314,37045,-,-,-,-,-,-,-,-,251967,1269871
5,13224,22,多摩市,Tama-shi,292655,3184869,37542,1005968,-,-,20564,511925,16978,494043,-,-,-,-,-,-,-,-,255113,2178901
5,13225,23,稲城市,Inagi-shi,261178,2008890,22755,538728,-,-,20537,514318,2218,24410,-,-,-,-,-,-,-,-,238423,1470162
5,13227,24,羽村市,Hamura-shi,164528,1327166,16461,275872,-,-,7646,105430,8815,170442,-,-,430,10556,175,4435,-,-,147462,1036303
5,13228,25,あきる野市,Akiruno-shi,742804,3466102,64654,960384,5479,92937,31345,540554,27830,326893,-,-,-,-,4371,174657,-,-,673779,2331061
5,13229,26,西東京市,Nishitokyo-shi,271435,1792295,33350,446835,-,-,19255,286179,14095,160656,-,-,-,-,-,-,-,-,238085,1345460
1,13300,,郡部,All gun,812095,5016544,175268,2491383,26930,371676,33973,545290,114365,1574417,-,-,5820,162871,1019,29580,-,-,629988,2332710
5,13303,1,瑞穂町,Mizuho-machi,243823,1475591,17939,251046,-,-,8907,134210,9032,116836,-,-,5820,162871,-,-,-,-,220064,1061674
5,13305,2,日の出町,Hinode-machi,142350,897099,25373,302270,-,-,4256,71156,21117,231114,-,-,-,-,1019,29580,-,-,115958,565249
5,13307,3,檜原村,Hinohara-mura,120130,1022880,50274,848468,-,-,14417,226207,35857,622261,-,-,-,-,-,-,-,-,69856,174412
5,13308,4,奥多摩町,Okutama-machi,305792,1620974,81682,1089599,26930,371676,6393,113717,48359,604206,-,-,-,-,-,-,-,-,224110,531375
1,13350,,島部,All islands,1483447,7182012,241984,2827802,-,-,-,-,241984,2827802,-,-,-,-,-,-,-,-,1241463,4354210
5,13361,1,大島町,Oshima-machi,499192,2026299,60326,570633,-,-,-,-,60326,570633,-,-,-,-,-,-,-,-,438866,1455666
5,13362,2,利島村,Toshima-mura,27706,127434,8803,58934,-,-,-,-,8803,58934,-,-,-,-,-,-,-,-,18903,68500
5,13363,3,新島村,Niｉｊima-mura,142711,671920,16408,167361,-,-,-,-,16408,167361,-,-,-,-,-,-,-,-,126303,504559
5,13364,4,神津島村,Kozushima-mura,80592,302264,10073,108252,-,-,-,-,10073,108252,-,-,-,-,-,-,-,-,70519,194012
5,13381,5,三宅村,Miyake-mura,135151,882773,35006,489643,-,-,-,-,35006,489643,-,-,-,-,-,-,-,-,100145,393130
5,13382,6,御蔵島村,Mikurajima-mura,21353,229012,14993,204389,-,-,-,-,14993,204389,-,-,-,-,-,-,-,-,6360,24623
5,13401,7,八丈町,Hachijo-machi,489474,2110665,54666,600065,-,-,-,-,54666,600065,-,-,-,-,-,-,-,-,434808,1510600
5,13402,8,青ヶ島村,Aogashima-mura,37120,157652,6347,58471,-,-,-,-,6347,58471,-,-,-,-,-,-,-,-,30773,99181
5,13421,9,小笠原村,Ogasawara-mura,50148,673993,35362,570054,-,-,-,-,35362,570054,-,-,-,-,-,-,-,-,14786,103939
,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 ) 4　運輸 4　TRANSPORT ,,,,,,,,,,,,,,,,,,,,,,,,
４　運　　　　　輸　 ,,,,,,,,,,,,,,,,,,,,,,,,
4-1  地域， 種類別道路の延長及び面積(平成29年) ,,,,,,,,,,,,,,,,,,,,,,,,
4月1日現在 ,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,
資料：都建設局道路管理部路政課 ,,,,,,,,,,,,,,,,,,,,,,,,
4　TRANSPORT ,,,,,,,,,,,,,,,,,,,,,,,,
4-1  LENGTH AND AREA OF ROADS BY DISTRICT AND CATEGORY ( 2017 ) ,,,,,,,,,,,,,,,,,,,,,,,,
Figures are as of Apr. 1 ,,,,,,,,,,,,,,,,,,,,,,,,
(Length in meters，Areainsquaremeters),,,,,,,,,,,,,,,,,,,,,,,,
　  　   a) Outside designated sections          Source: Bureau of Construction，TMG,,,,,,,,,,,,,,,,,,,,,,,,
（単位　延長　メートル， 面積　平方メートル） ,,,,,,,,,,,,,,,,,,,,,,,,
