年度,Fiscal year,地域階層,地域コード,地域,District,住民税負担額 (百万円) Inhabitant tax (millions yen)／計 Total,住民税負担額 (百万円) Inhabitant tax (millions yen)／道府県民税分 Prefectural,住民税負担額 (百万円) Inhabitant tax (millions yen)／市町村民税分 Municipal,1人当たり負担額 (円) Tax levied per capita (yen)／計 Total,1人当たり負担額 (円) Tax levied per capita (yen)／道府県民税分 Prefectural,1人当たり負担額 (円) Tax levied per capita (yen)／市町村民税分 Municipal,1世帯当たり負担額 (円) Tax levied per household (yen)／計 Total,1世帯当たり負担額 (円) Tax levied per household (yen)／道府県民税分 Prefectural,1世帯当たり負担額 (円) Tax levied per household (yen)／市町村民税分 Municipal
平成27,2015,2,13123,江戸川区,Edogawa-ku,76609,30477,46132,112446,44734,67712,234589,93326,141263
平成27,2015,1,13200,市部,All shi,496050,197270,298780,119309,47447,71862,258256,102704,155553
平成27,2015,2,13201,八王子市,Hachioji-shi,59266,23558,35708,102623,40792,61831,224842,89374,135469
平成27,2015,2,13202,立川市,Tachikawa-shi,20554,8175,12379,116590,46371,70219,241004,95853,145151
平成27,2015,2,13203,武蔵野市,Musashino-shi,28036,11167,16869,193713,77160,116553,374429,149143,225286
平成27,2015,2,13204,三鷹市,Mitaka-shi,28221,11235,16987,150969,60100,90868,302177,120296,181880
平成27,2015,2,13205,青梅市,Ome-shi,12867,5112,7755,93662,37213,56449,233061,92597,140464
平成27,2015,2,13206,府中市,Fuchu-shi,32319,12851,19468,124173,49373,74799,265198,105448,159751
平成27,2015,2,13207,昭島市,Akishima-shi,11443,4543,6899,102588,40731,61857,229751,91219,138532
平成27,2015,2,13208,調布市,Chofu-shi,31614,12567,19047,138015,54864,83151,277656,110374,167282
平成27,2015,2,13209,町田市,Machida-shi,50581,20131,30450,116992,46562,70430,265558,105691,159868
平成27,2015,2,13210,小金井市,Koganei-shi,17328,6894,10434,142741,56790,85952,283011,112596,170415
平成27,2015,2,13211,小平市,Kodaira-shi,21962,8736,13226,115586,45977,69610,250122,99491,150632
平成27,2015,2,13212,日野市,Hino-shi,21224,8438,12787,113936,45294,68642,247303,98313,148990
平成27,2015,2,13213,東村山市,Higashimurayama-shi,15365,6108,9257,102462,40733,61729,230422,91603,138819
平成27,2015,2,13214,国分寺市,Kokubunji-shi,17939,7141,10798,146148,58177,87971,295839,117764,178075
平成27,2015,2,13215,国立市,Kunitachi-shi,11190,4458,6732,151922,60520,91402,299017,119117,179900
平成27,2015,2,13218,福生市,Fussa-shi,5641,2241,3400,96603,38373,58230,194965,77445,117520
平成27,2015,2,13219,狛江市,Komae-shi,10391,4137,6255,129488,51547,77941,251538,100133,151404
平成27,2015,2,13220,東大和市,Higashiyamato-shi,8698,3457,5241,102138,40597,61541,238949,94976,143973
平成27,2015,2,13221,清瀬市,Kiyose-shi,7075,2811,4264,94501,37549,56952,217257,86325,130932
平成27,2015,2,13222,東久留米市,Higashikurume-shi,12179,4838,7340,104418,41481,62937,236747,94050,142697
平成27,2015,2,13223,武蔵村山市,Musashimurayama-shi,5937,2343,3594,83352,32899,50454,206933,81675,125257
平成27,2015,2,13224,多摩市,Tama-shi,17671,7027,10645,120516,47921,72595,261540,103997,157543
平成27,2015,2,13225,稲城市,Inagi-shi,11128,4431,6697,126980,50557,76423,297860,118593,179266
平成27,2015,2,13227,羽村市,Hamura-shi,5838,2316,3522,104556,41481,63076,236363,93772,142591
平成27,2015,2,13228,あきる野市,Akiruno-shi,7318,2906,4411,90395,35902,54494,233790,92853,140937
平成27,2015,2,13229,西東京市,Nishitokyo-shi,24265,9650,14615,121317,48246,73071,262196,104272,157924
平成27,2015,1,13300,郡部,All gun,4822,1915,2907,82665,32833,49831,218000,86587,131413
平成27,2015,2,13303,瑞穂町,Mizuho-machi,2999,1191,1807,89658,35623,54035,226618,90040,136579
平成27,2015,2,13305,日の出町,Hinode-machi,1333,530,804,76431,30355,46076,222570,88394,134176
平成27,2015,2,13307,檜原村,Hinohara-mura,135,53,82,61088,24168,36919,154751,61224,93526
平成27,2015,2,13308,奥多摩町,Okutama-machi,355,141,214,67863,26928,40935,175405,69601,105804
平成27,2015,1,13350,島部,All islands,2393,953,1440,90347,35986,54360,175906,70066,105840
平成27,2015,2,13361,大島町,Oshima-machi,646,259,386,81904,32888,49017,159165,63911,95254
平成27,2015,2,13362,利島村,Toshima-mura,34,14,21,102353,41181,61172,165832,66722,99111
平成27,2015,2,13363,新島村,Niijima-mura,209,83,126,76096,30198,45898,171185,67933,103252
平成27,2015,2,13364,神津島村,Kozushima-mura,155,61,95,82159,32127,50032,190395,74450,115945
平成27,2015,2,13381,三宅村,Miyake-mura,256,102,153,102947,41191,61756,165274,66129,99145
平成27,2015,2,13382,御蔵島村,Mikurajima-mura,31,12,19,93296,36836,56460,161103,63608,97495
平成27,2015,2,13401,八丈町,Hachijo-machi,590,234,356,77529,30774,46755,148748,59043,89705
平成27,2015,2,13402,青ヶ島村,Aogashima-mura,25,10,15,138018,53973,84045,190444,74475,115969
平成27,2015,2,13421,小笠原村,Ogasawara-mura,447,178,269,147927,58876,89051,304934,121366,183569
,,,,,,,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 )　21  財政 21  PUBLIC FINANCE,,,,,,,,,,,,,,
21-8  地域別個人住民税負担額 (平成23～平成27年度) 21-8  INHABITANT TAX ON INDIVIDUALS LEVIED BY DISTRICT ( Fiscal Years 2011-2015 ),,,,,,,,,,,,,,
この表の住民負担額のうち特別区の区域分は都民税及び特別区民税の収入額，その他の区域分は都民税及び市町村税の収入額による。また，負担額の算出に用いた人口及び世帯数は各年度とも10月1日現在のものである。,,,,,,,,,,,,,,
The individual inhabitant tax for the ku area is revenue from the metropolitan and municipal ku inhabitant taxes， and for the other districts is revenue from the metropolitan and municipal shi， machi， mura inhabitant taxes. The populations and houshold numbers used to calculate the levied amounts are as of Oct. 1 of the fiscal years stated.,,,,,,,,,,,,,,
資料：都主税局税制部歳入課Source: Bureau of Taxation， TMG,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市町村部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,
