海区,Sea region,区分,Classification,区分,Classification,生産量 Quantity
総数,Total,総数,Total,,,3189381
総数,Total,魚類,Fish,総数,Total,2822811
総数,Total,魚類,Fish,きんめだい,Alfonsino,1019561
総数,Total,魚類,Fish,とびうお,Flying fish,144638
総数,Total,魚類,Fish,むろあじ,Mackerel scad,177518
総数,Total,その他の水産動物,Other marine animals,総数,Total,97322
総数,Total,その他の水産動物,Other marine animals,いか,Squid,40818
総数,Total,その他の水産動物,Other marine animals,いせえび,Spiny lobster,38707
総数,Total,その他の水産動物,Other marine animals,かめ ,Sea turtle　,14054
総数,Total,貝類,Shellfish,総数,Total,94267
総数,Total,貝類,Shellfish,あさり類,Shortnecked clams,60750
総数,Total,貝類,Shellfish,さざえ,Top shell,12821
総数,Total,貝類,Shellfish,とこぶし,Japanese abalone,6564
総数,Total,藻類,Seaweed,総数,Total,174981
総数,Total,藻類,Seaweed,てんぐさ,Tengusa,155611
総数,Total,藻類,Seaweed,とさかのり,Comb paste,18676
東京湾海区,Tokyo bay area,総数,Total,,,329845
東京湾海区,Tokyo bay area,魚類,Fish,総数,Total,262145
東京湾海区,Tokyo bay area,魚類,Fish,すずき,Sea bass,142874
東京湾海区,Tokyo bay area,魚類,Fish,かれい類,Flounder,31981
東京湾海区,Tokyo bay area,魚類,Fish,あなご,Conger,10697
東京湾海区,Tokyo bay area,その他の水産動物,Other marine animals,総数,Total,302
東京湾海区,Tokyo bay area,貝類,Shellfish,総数,Total,67298
東京湾海区,Tokyo bay area,貝類,Shellfish,あさり類,Shortnecked clams,60750
東京湾海区,Tokyo bay area,藻類,Seaweed,総数,Total,100
大島海区,Oshima sea area,総数,Total,,,1190579
大島海区,Oshima sea area,魚類,Fish,総数,Total,957337
大島海区,Oshima sea area,魚類,Fish,きんめだい,Alfonsino,553536
大島海区,Oshima sea area,魚類,Fish,いさき,Grunt,72127
大島海区,Oshima sea area,魚類,Fish,めだい,Doderlein,123756
大島海区,Oshima sea area,その他の水産動物,Other marine animals,総数,Total,46310
大島海区,Oshima sea area,その他の水産動物,Other marine animals,いか,Squid,9330
大島海区,Oshima sea area,その他の水産動物,Other marine animals,いせえび,Spiny lobster,33990
大島海区,Oshima sea area,貝類,Shellfish,総数,Total,25146
大島海区,Oshima sea area,貝類,Shellfish,さざえ,Top shell,11876
大島海区,Oshima sea area,貝類,Shellfish,とこぶし,Japanese abalone,5864
大島海区,Oshima sea area,貝類,Shellfish,くぼがい,Chlorostoma lischkei ,5314
大島海区,Oshima sea area,藻類,Seaweed,総数,Total,161785
大島海区,Oshima sea area,藻類,Seaweed,てんぐさ,Tengusa,143073
大島海区,Oshima sea area,藻類,Seaweed,とさかのり,Comb paste,18606
三宅海区,Miyake sea area,総数,Total,,,182160
三宅海区,Miyake sea area,魚類,Fish,総数,Total,163545
三宅海区,Miyake sea area,魚類,Fish,きんめだい,Alfonsino,56096
三宅海区,Miyake sea area,魚類,Fish,まぐろ類,Tuna,46236
三宅海区,Miyake sea area,魚類,Fish,かつお類,Skipjack,9625
三宅海区,Miyake sea area,その他の水産動物,Other marine animals,総数,Total,4216
三宅海区,Miyake sea area,その他の水産動物,Other marine animals,いせえび,Spiny lobster,1322
三宅海区,Miyake sea area,その他の水産動物,Other marine animals,いか,Squid,2715
三宅海区,Miyake sea area,貝類,Shellfish,総数,Total,1423
三宅海区,Miyake sea area,貝類,Shellfish,さざえ,Top shell,945
三宅海区,Miyake sea area,貝類,Shellfish,とこぶし,Japanese abalone,305
三宅海区,Miyake sea area,藻類,Seaweed,総数,Total,12976
三宅海区,Miyake sea area,藻類,Seaweed,てんぐさ,Tengusa,12538
三宅海区,Miyake sea area,藻類,Seaweed,いわのり,Spontaneous purple,307
八丈海区,Hachijo sea area,総数,Total,,,977496
八丈海区,Hachijo sea area,魚類,Fish,総数,Total,976771
八丈海区,Hachijo sea area,魚類,Fish,きんめだい,Alfonsino,409911
八丈海区,Hachijo sea area,魚類,Fish,とびうお,Flying fish,137781
八丈海区,Hachijo sea area,魚類,Fish,むろあじ,Mackerel scad,152004
八丈海区,Hachijo sea area,その他の水産動物,Other marine animals,総数,Total,209
八丈海区,Hachijo sea area,その他の水産動物,Other marine animals,いか,Squid,42
八丈海区,Hachijo sea area,その他の水産動物,Other marine animals,いせえび,Spiny lobster,160
八丈海区,Hachijo sea area,貝類,Shellfish,総数,Total,395
八丈海区,Hachijo sea area,貝類,Shellfish,とこぶし,Japanese abalone,395
八丈海区,Hachijo sea area,藻類,Seaweed,総数,Total,120
八丈海区,Hachijo sea area,藻類,Seaweed,とさかのり,Comb paste,71
小笠原海区,Ogasawara sea area,総数,Total,,,509302
小笠原海区,Ogasawara sea area,魚類,Fish,総数,Total,463012
小笠原海区,Ogasawara sea area,魚類,Fish,かじき類,Swordfish,218853
小笠原海区,Ogasawara sea area,魚類,Fish,はまだい,Ruby snapper,76294
小笠原海区,Ogasawara sea area,魚類,Fish,まぐろ類,Tuna,77658
小笠原海区,Ogasawara sea area,その他の水産動物,Other marine animals,総数,Total,46285
