地域階層,地域コード,地域,District,総数 Total／所有者数 Number of owners,総数 Total／面積 Area,個人 Individual／所有者数 Number of owners,個人 Individual／面積 Area,法人 Companies／所有者数 Number of owners,法人 Companies／面積 Area
0,13100,区部,All ku,1268963,300313,1177125,210688,91838,89626
1,13101,千代田区,Chiyoda-ku,8678,3523,5214,622,3464,2900
1,13102,中央区,Chuo-ku,12759,3261,8335,764,4424,2497
1,13103,港区,Minato-ku,18596,8000,13453,1962,5143,6038
1,13104,新宿区,Shinjuku-ku,38290,8472,33006,4909,5284,3562
1,13105,文京区,Bunkyo-ku,28546,5076,25792,3336,2754,1740
1,13106,台東区,Taito-ku,27176,4350,22749,2487,4427,1862
1,13107,墨田区,Sumida-ku,32706,6264,29475,3979,3231,2285
1,13108,江東区,Koto-ku,33874,13708,29844,3962,4030,9746
1,13109,品川区,Shinagawa-ku,45182,11423,41587,5914,3595,5509
1,13110,目黒区,Meguro-ku,39002,8265,36194,6232,2808,2033
1,13111,大田区,Ota-ku,95081,23416,88670,15945,6411,7471
1,13112,世田谷区,Setagaya-ku,135831,33203,129349,26627,6482,6577
1,13113,渋谷区,Shibuya-ku,28611,7117,24191,3957,4420,3161
1,13114,中野区,Nakano-ku,50711,9450,47675,7634,3036,1816
1,13115,杉並区,Suginami-ku,96644,20886,92341,17801,4303,3084
1,13116,豊島区,Toshima-ku,38679,7426,35351,5354,3328,2072
1,13117,北区,Kita-ku,42278,9683,39769,6053,2509,3631
1,13118,荒川区,Arakawa-ku,25882,5276,24040,3538,1842,1738
1,13119,板橋区,Itabashi-ku,67492,16331,63676,11887,3816,4444
1,13120,練馬区,Nerima-ku,123865,29215,119842,25837,4023,3378
1,13121,足立区,Adachi-ku,105554,27124,100744,21094,4810,6029
1,13122,葛飾区,Katsushika-ku,74224,16271,70959,13102,3265,3169
1,13123,江戸川区,Edogawa-ku,99302,22573,94869,17691,4433,4882
0,13200,市部,All shi,906961,428455,878571,327151,28390,101304
1,13201,八王子市,Hachioji-shi,123465,90520,119569,63517,3896,27004
1,13202,立川市,Tachikawa-shi,31148,13918,29938,10470,1210,3448
1,13203,武蔵野市,Musashino-shi,22747,6778,21781,5454,966,1324
1,13204,三鷹市,Mitaka-shi,32500,10316,31504,8764,996,1553
1,13205,青梅市,Ome-shi,36394,60372,35232,41569,1162,18803
1,13206,府中市,Fuchu-shi,44957,15138,43632,11170,1325,3968
1,13207,昭島市,Akishima-shi,21244,9100,20454,5873,790,3227
1,13208,調布市,Chofu-shi,37650,12038,36397,9921,1253,2117
1,13209,町田市,Machida-shi,101337,41964,98591,34582,2746,7382
1,13210,小金井市,Koganei-shi,23617,6664,22944,5800,673,864
1,13211,小平市,Kodaira-shi,48370,13166,46835,10462,1535,2704
1,13212,日野市,Hino-shi,47387,14486,45860,11225,1527,3261
1,13213,東村山市,Higashimurayama-shi,32955,9930,32192,8631,763,1298
1,13214,国分寺市,Kokubunji-shi,27127,8071,26258,6814,869,1258
1,13215,国立市,Kunitachi-shi,13602,4791,13031,3973,571,818
1,13218,福生市,Fussa-shi,10886,3892,10518,3271,368,621
1,13219,狛江市,Komae-shi,14901,3937,14542,3523,359,414
1,13220,東大和市,Higashiyamato-shi,18249,6056,17807,5294,442,762
1,13221,清瀬市,Kiyose-shi,14033,5911,13757,5148,276,763
1,13222,東久留米市,Higashikurume-shi,33007,8473,32328,7240,679,1233
1,13223,武蔵村山市,Musashimurayama-shi,19215,8974,18660,7304,555,1670
1,13224,多摩市,Tama-shi,39962,10132,39188,6724,774,3407
1,13225,稲城市,Inagi-shi,14019,9371,13572,5990,447,3380
1,13227,羽村市,Hamura-shi,12833,6085,12473,4186,360,1899
1,13228,あきる野市,Akiruno-shi,27616,37905,26952,31162,664,6743
1,13229,西東京市,Nishitokyo-shi,57740,10467,54556,9084,3184,1383
,,,,,,,,,
東京都統計年鑑 （平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 )　1  土地・気象 1   LAND AND CLIMATE,,,,,,,,,
1-4  区市別，所有者別土地所有状況（全地目）（平成28年）1-4  LAND OWNERSHIP BY MUNICIPALITY AND OWNER ( ALL LAND CLASSIFICATION ）( 2016 ),,,,,,,,,
注 1) 課税資料（平成28年1月1日)より作成。,,,,,,,,,
2) 面積は評価総地積(免税点未満を含む)。,,,,,,,,,
3) 区部は区分所有に係る土地を除く。,,,,,,,,,
4) 端数処理のため，各項の和と表示した総数は必ずしも一致しない。,,,,,,,,,
Note: 1) Material prepared from taxation data (Jan. 1， 2016).,,,,,,,,,
2) Total appraised area (including land under the tax exemption limit).,,,,,,,,,
3) Ku area excludes land coming under condominium unit ownership.,,,,,,,,,
4) Figures may not add up to the totals shown due to rounding of figures.,,,,,,,,,
資料：都都市整備局都市づくり政策部広域調整課 「東京の土地(土地関係資料集)」 Source: Bureau of Urban Development， TMG,,,,,,,,,
地域階層（0:区部・市部　1:区市町村）,,,,,,,,,
（単位　面積　千m2）(Area in 1，000 m2),,,,,,,,,
