年次,Year,地域階層,地区コード,地域,District,総数 Total,男 Male,女 Female
平成25,2013,0,13000,東京都,Tokyo-to,10796645,5307987,5488658
平成26,2014,0,13000,東京都,Tokyo-to,10851237,5329444,5521793
平成27,2015,0,13000,東京都,Tokyo-to,10922566,5359997,5562569
平成28,2016,0,13000,東京都,Tokyo-to,11223882,5508260,5715622
平成29,2017,0,13000,東京都,Tokyo-to,11296210,5537498,5758712
平成29,2017,1,13100,区部,All ku,7760446,3796646,3963800
平成29,2017,3,13101,千代田区,Chiyoda-ku,49447,24591,24856
平成29,2017,3,13102,中央区,Chuo-ku,126468,59555,66913
平成29,2017,3,13103,港区,Minato-ku,199075,91301,107774
平成29,2017,3,13104,新宿区,Shinjuku-ku,268698,134005,134693
平成29,2017,3,13105,文京区,Bunkyo-ku,177688,83475,94213
平成29,2017,3,13106,台東区,Taito-ku,161198,82747,78451
平成29,2017,3,13107,墨田区,Sumida-ku,223958,111587,112371
平成29,2017,3,13108,江東区,Koto-ku,412715,203579,209136
平成29,2017,3,13109,品川区,Shinagawa-ku,326047,159086,166961
平成29,2017,3,13110,目黒区,Meguro-ku,234526,109127,125399
平成29,2017,3,13111,大田区,Ota-ku ,609511,303421,306090
平成29,2017,3,13112,世田谷区,Setagaya-ku,758067,354184,403883
平成29,2017,3,13113,渋谷区,Shibuya-ku,189986,89938,100048
平成29,2017,3,13114,中野区,Nakano-ku,279587,140721,138866
平成29,2017,3,13115,杉並区,Suginami-ku,482499,229245,253254
平成29,2017,3,13116,豊島区,Toshima-ku,231807,116492,115315
平成29,2017,3,13117,北区,Kita-ku,288221,142492,145729
平成29,2017,3,13118,荒川区,Arakawa-ku,168943,84105,84838
平成29,2017,3,13119,板橋区,Itabashi-ku,467158,229633,237525
平成29,2017,3,13120,練馬区,Nerima-ku,606878,293835,313043
平成29,2017,3,13121,足立区,Adachi-ku,562224,282600,279624
平成29,2017,3,13122,葛飾区,Katsushika-ku,377636,188378,189258
平成29,2017,3,13123,江戸川区,Edogawa-ku,558109,282549,275560
平成29,2017,1,13200,市部,All shi,3464760,1705059,1759701
平成29,2017,3,13201,八王子市,Hachioji-shi,470626,234938,235688
平成29,2017,3,13202,立川市,Tachikawa-shi,152642,75826,76816
平成29,2017,3,13203,武蔵野市,Musashino-shi,122795,58135,64660
平成29,2017,3,13204,三鷹市,Mitaka-shi,155732,75634,80098
平成29,2017,3,13205,青梅市,Ome-shi,114915,57635,57280
平成29,2017,3,13206,府中市,Fuchu-shi,213766,108098,105668
平成29,2017,3,13207,昭島市,Akishima-shi,93701,46653,47048
平成29,2017,3,13208,調布市,Chofu-shi,193677,94205,99472
平成29,2017,3,13209,町田市,Machida-shi,356688,173541,183147
平成29,2017,3,13210,小金井市,Koganei-shi,100497,49318,51179
平成29,2017,3,13211,小平市,Kodaira-shi,156855,76766,80089
平成29,2017,3,13212,日野市,Hino-shi,153357,76937,76420
平成29,2017,3,13213,東村山市,Higashimurayama-shi,126379,61330,65049
平成29,2017,3,13214,国分寺市,Kokubunji-shi,102338,50117,52221
平成29,2017,3,13215,国立市,Kunitachi-shi,63846,30978,32868
平成29,2017,3,13218,福生市,Fussa-shi,47752,23865,23887
平成29,2017,3,13219,狛江市,Komae-shi,69412,33384,36028
平成29,2017,3,13220,東大和市,Higashiyamato-shi,71251,35089,36162
平成29,2017,3,13221,清瀬市,Kiyose-shi,62372,29841,32531
平成29,2017,3,13222,東久留米市,Higashikurume-shi,97886,47536,50350
平成29,2017,3,13223,武蔵村山市,Musashimurayama-shi,58566,29295,29271
平成29,2017,3,13224,多摩市,Tama-shi,125581,61195,64386
平成29,2017,3,13225,稲城市,Inagi-shi,72588,36473,36115
平成29,2017,3,13227,羽村市,Hamura-shi,46338,23651,22687
平成29,2017,3,13228,あきる野市,Akiruno-shi,67727,33646,34081
平成29,2017,3,13229,西東京市,Nishitokyo-shi,167473,80973,86500
平成29,2017,1,13300,郡部,All gun,48910,24504,24406
平成29,2017,3,13303,瑞穂町,Mizuho-machi,27973,14223,13750
平成29,2017,3,13305,日の出町,Hinode-machi,14083,6871,7212
平成29,2017,3,13307,檜原村,Hinohara-mura,2082,1045,1037
平成29,2017,3,13308,奥多摩町,Okutama-machi,4772,2365,2407
平成29,2017,1,13350,島部,All Islands,22094,11289,10805
平成29,2017,2,13360,大島支庁,Oshima-shicho,10870,5433,5437
平成29,2017,3,13361,大島町,Oshima-machi,6670,3345,3325
平成29,2017,3,13362,利島村,Toshima-mura,258,141,117
平成29,2017,3,13363,新島村,Niijima-mura,2378,1153,1225
平成29,2017,3,13364,神津島村,Kozushima-mura,1564,794,770
平成29,2017,2,13380,三宅支庁,Miyake-shicho,2520,1361,1159
平成29,2017,3,13381,三宅村,Miyake-mura,2265,1227,1038
平成29,2017,3,13382,御蔵島村,Mikurajima-mura,255,134,121
平成29,2017,2,13400,八丈支庁,Hachijo-shicho,6590,3307,3283
平成29,2017,3,13401,八丈町,Hachijo-machi,6446,3225,3221
平成29,2017,3,13402,青ヶ島村,Aogashima-mura,144,82,62
平成29,2017,2,13420,小笠原支庁,Ogasawara-shicho,2114,1188,926
平成29,2017,3,13421,小笠原村,Ogasawara-mura,2114,1188,926
,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 )　22  選挙・職員 22  ELECTION AND GOVERNMENT EMPLOYEES,,,,,,,,
22-1  選挙人名簿登録者数 (平成25～29年) 22-1  NUMBER OF REGISTERED VOTERS ( 2013-2017 ),,,,,,,,
平成28年までは各年9月2日現在 Until 2016， figures are as of Sept. 2 of each year. ,,,,,,,,
平成29年からは9月1日現在 From 2017， figures are as of Sept. 1 of each year.,,,,,,,,
注) 公職選挙法の改正により平成28年6月19日から，選挙人名簿登録の申請をすることができる者の年齢が，満18歳以上に引き下げされた。 ,,,,,,,,
Note: With the revision to the Public Offices Election Act， the minimum age for placement on the voting register was lowered to 18 as of June 19， 2016.,,,,,,,,
資料：都選挙管理委員会事務局 「選挙人名簿登録者数」（ホームページ） Source: Metropolitan Election Administration Commission,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:各支庁　3:区市町村),,,,,,,,
