年次,Year,地域階層,地域コード,項番 Item number,地域,District,総数 Total／延長 Length,総数 Total／面積 Area,コンクリート Concrete／延長 Length,コンクリート Concrete／面積 Area,高級アスファルト Top-grade asphalt／延長 Length,高級アスファルト Top-grade asphalt／面積 Area,ブロック Blocks／延長 Length,ブロック Blocks／面積 Area,コンクリート平板 Concrete slabs／延長 Length,コンクリート平板 Concrete slabs／面積 Area,簡易 Base-grade asphalt／延長 Length,簡易 Base-grade asphalt／面積 Area,砂利 Gravel roads／延長 Length,砂利 Gravel roads／面積 Area,その他 Others／延長 Length,その他 Others／面積 Area
平成25,2013,0,13000,,総数,Tokyo-to,"24,431,102","184,674,165","547,603","8,535,978","14,534,935","111,353,831","174,823","6,127,506","49,220","2,501,098","6,498,916","42,264,153","2,607,986","5,427,157","17,619","8,464,442"
平成26,2014,0,13000,,総数,Tokyo-to,"24,466,923","185,309,675","547,306","8,576,358","14,567,700","111,672,603","176,218","6,168,537","50,520","2,594,591","6,507,164","42,347,698","2,596,868","5,404,308","21,147","8,545,580"
平成27,2015,0,13000,,総数,Tokyo-to,"24,498,186","186,379,779","547,186","8,731,742","14,633,909","112,436,334","182,471","6,252,092","50,932","2,668,779","6,495,552","42,341,627","2,566,726","5,363,157","21,410","8,586,048"
平成28,2016,0,13000,,総数,Tokyo-to,"24,522,639","187,047,726","545,225","8,788,813","14,783,382","113,267,052","182,374","6,291,686","51,089","2,664,172","6,383,947","41,925,299","2,555,378","5,352,200","21,244","8,758,504"
平成29,2017,0,13000,,総数,Tokyo-to,"24,557,683","187,626,292","545,763","8,778,635","14,841,571","113,713,245","187,553","6,358,346","52,819","2,698,787","6,388,592","41,996,627","2,520,301","5,282,649","21,084","8,798,003"
平成29,2017,1,13100,,区部,All ku,"11,934,266","103,169,937","74,311","3,132,998","8,928,754","71,529,092","141,363","4,652,298","29,396","1,865,027","2,744,868","19,454,355","12,934","45,303","2,640","2,490,864"
平成29,2017,2,13101,1,千代田区,Chiyoda-ku,"175,570","2,784,694",795,"148,252","171,449","2,028,021","2,874","191,022",393,"66,136",-,"236,490",-,-,59,"114,773"
平成29,2017,2,13102,2,中央区,Chuo-ku,"194,759","2,992,249",21,"187,179","186,798","2,066,104","7,331","351,174",78,"65,281",365,"171,807",-,-,166,"150,704"
平成29,2017,2,13103,3,港区,Minato-ku,"304,051","4,391,850","3,403","260,584","293,733","3,110,772","5,578","306,099",990,"65,960",250,"438,518",-,-,97,"209,917"
平成29,2017,2,13104,4,新宿区,Shinjuku-ku,"356,120","3,393,005","9,434","128,963","342,904","2,798,401","3,682","119,999",-,"39,302",100,"207,530",-,-,-,"98,810"
平成29,2017,2,13105,5,文京区,Bunkyo-ku,"207,453","1,953,101","5,289","73,196","195,646","1,636,737","5,835","47,645",683,"28,467",-,"119,420",-,-,-,"47,636"
平成29,2017,2,13106,6,台東区,Taito-ku,"258,486","2,625,356",165,"200,123","213,383","1,856,840","4,244","222,842",-,"74,085","40,694","236,576",-,-,-,"34,890"
平成29,2017,2,13107,7,墨田区,Sumida-ku,"296,876","2,954,134","3,531","61,138","290,367","2,447,878","1,034","106,615",-,"54,268","1,838","224,697",106,218,-,"59,320"
平成29,2017,2,13108,8,江東区,Koto-ku,"393,993","5,709,464","2,215","129,275","380,914","4,358,771","4,676","543,713",-,"69,295","6,105","416,122",-,-,83,"192,288"
平成29,2017,2,13109,9,品川区,Shinagawa-ku,"388,455","3,849,693","3,381","106,347","297,899","2,904,023","2,384","65,252",380,"53,212","80,891","629,190","3,520","9,195",-,"82,474"
平成29,2017,2,13110,10,目黒区,Meguro-ku,"358,968","2,303,792","1,241","46,046","113,858","1,022,912","4,830","63,391",-,"21,811","238,820","1,119,337",-,-,219,"30,295"
平成29,2017,2,13111,11,大田区,Ota-ku,"853,591","7,564,889","10,616","197,467","796,438","6,470,453","30,323","330,067",147,"24,183","15,442","348,138",14,90,611,"194,491"
平成29,2017,2,13112,12,世田谷区,Setagaya-ku,"1,186,135","8,237,377","5,244","626,107","262,027","2,635,371","7,079","72,485",403,"97,288","904,838","4,721,178","6,290","14,538",254,"70,410"
平成29,2017,2,13113,13,渋谷区,Shibuya-ku,"272,489","2,780,441","8,254","88,682","222,008","2,196,647","1,211","63,805",-,"54,575","41,016","305,617",-,-,-,"71,115"
平成29,2017,2,13114,14,中野区,Nakano-ku,"368,256","2,155,187","2,977","36,930","348,899","1,633,865","2,293","45,452",-,"17,940","14,087","402,528",-,-,-,"18,472"
平成29,2017,2,13115,15,杉並区,Suginami-ku,"688,704","4,619,631",854,"71,805","378,418","2,510,131","15,902","662,784",-,"18,466","291,385","1,242,797","1,076","2,785","1,069","110,863"
平成29,2017,2,13116,16,豊島区,Toshima-ku,"307,963","2,364,042",914,"28,765","264,753","1,626,176","5,884","170,625",-,"262,234","36,330","226,637",-,-,82,"49,605"
平成29,2017,2,13117,17,北区,Kita-ku,"374,835","2,993,762","7,304","111,395","288,246","2,068,155","2,203","73,705",-,"80,257","76,691","577,820",391,"8,341",-,"74,089"
平成29,2017,2,13118,18,荒川区,Arakawa-ku,"215,239","1,663,498","1,136","34,231","191,612","1,292,398",580,"55,849",-,"58,263","21,861","178,912",50,787,-,"43,058"
平成29,2017,2,13119,19,板橋区,Itabashi-ku,"740,259","5,843,912","4,819","92,921","297,521","2,947,701","9,172","68,307",-,"12,709","428,747","2,608,194",-,-,-,"114,080"
平成29,2017,2,13120,20,練馬区,Nerima-ku,"1,137,006","7,444,681","1,380","113,881","663,061","4,838,417","9,428","53,745","2,504","65,131","459,638","2,231,822",995,"3,966",-,"137,719"
平成29,2017,2,13121,21,足立区,Adachi-ku,"1,053,211","9,804,552",857,"206,039","1,016,049","6,946,170","3,612","879,454","15,055","341,490","17,269","1,054,374",369,"5,140",-,"371,885"
平成29,2017,2,13122,22,葛飾区,Katsushika-ku,"725,724","5,495,804",481,"62,701","714,995","5,007,265","4,838","42,768","5,287","175,476",-,"135,613",123,243,-,"71,738"
平成29,2017,2,13123,23,江戸川区,Edogawa-ku,"1,076,123","9,244,823",-,"120,971","997,776","7,125,884","6,370","115,500","3,476","119,198","68,501","1,621,038",-,-,-,"142,232"
平成29,2017,1,13200,,市部,All shi,"10,327,875","72,257,799","125,104","3,589,450","5,409,713","38,709,876","45,287","1,591,500","22,935","783,090","3,199,944","20,133,903","1,506,693","3,203,099","18,199","4,246,881"
平成29,2017,2,13201,1,八王子市,Hachioji-shi,"1,532,799","14,706,313","21,792","422,143","892,231","8,133,472","26,653","337,325","5,821","63,347","574,576","3,721,238","11,726","44,325",-,"1,984,463"
平成29,2017,2,13202,2,立川市,Tachikawa-shi,"296,043","2,583,937",356,"168,187","117,040","994,474",-,"82,412",978,"93,286","172,575","1,119,974","5,094","14,620",-,"110,984"
平成29,2017,2,13203,3,武蔵野市,Musashino-shi,"147,660","1,139,579",238,"143,377","143,961","759,262","1,812","68,368",892,"17,171",21,"123,806",460,"1,389",276,"26,206"
平成29,2017,2,13204,4,三鷹市,Mitaka-shi,"294,493","1,944,242","1,915","71,580","65,337","532,400","1,011","234,395",-,"6,732","225,204","1,040,696","1,022","3,513",4,"54,926"
平成29,2017,2,13205,5,青梅市,Ome-shi,"934,710","4,732,256","35,782","245,294","403,567","2,955,836",-,"14,103","1,300","27,842","158,063","686,955","335,998","561,523",-,"240,703"
平成29,2017,2,13206,6,府中市,Fuchu-shi,"482,340","3,809,375","2,868","392,031","173,632","1,473,648","1,219","67,207",503,"32,283","290,272","1,686,520","13,846","32,060",-,"125,626"
平成29,2017,2,13207,7,昭島市,Akishima-shi,"252,430","1,754,399","2,060","42,809","220,703","1,205,582",-,"106,094",-,"4,248",-,"286,008","29,667","73,354",-,"36,304"
平成29,2017,2,13208,8,調布市,Chofu-shi,"441,557","2,714,331","2,177","261,096","59,337","650,088",-,"32,709",907,"18,861","329,114","1,619,457","36,406","65,196","13,616","66,924"
平成29,2017,2,13209,9,町田市,Machida-shi,"1,349,761","8,610,795","10,822","194,996","935,783","6,435,705",966,"28,980",-,"112,512","18,621","574,914","383,569","1,023,997",-,"239,691"
平成29,2017,2,13210,10,小金井市,Koganei-shi,"177,904","1,067,827","1,234","74,188","169,279","816,125",423,"20,938",-,"15,698","1,886","95,876","4,920","15,922",162,"29,080"
平成29,2017,2,13211,11,小平市,Kodaira-shi,"269,540","2,015,134",578,"83,968","264,486","1,487,379",-,"100,710",-,"5,030","3,348","300,319","1,118","2,642",10,"35,086"
平成29,2017,2,13212,12,日野市,Hino-shi,"496,997","3,342,580","7,263","73,067","128,600","1,215,158",632,"17,614",628,"23,860","303,578","1,722,482","56,254","99,582",42,"190,817"
平成29,2017,2,13213,13,東村山市,Higashimurayama-shi,"301,657","1,787,466","1,110","176,694","120,691","709,855",558,"25,254",-,"31,017","154,398","755,061","24,900","57,216",-,"32,369"
平成29,2017,2,13214,14,国分寺市,Kokubunji-shi,"240,353","1,307,965",103,"18,241","218,417","1,100,225","1,459","23,888",-,"1,456",866,"108,916","19,508","42,925",-,"12,314"
平成29,2017,2,13215,15,国立市,Kunitachi-shi,"154,066","1,291,594",532,"101,446","140,753","1,031,098",836,"50,245","2,230","30,500",292,"46,624","5,509","10,739","3,914","20,942"
平成29,2017,2,13218,16,福生市,Fussa-shi,"150,442","1,120,013",629,"103,305","52,331","463,318",462,"29,650",11,"3,039","93,760","492,102","3,249","6,983",-,"21,616"
平成29,2017,2,13219,17,狛江市,Komae-shi,"128,325","818,117",112,"75,525","124,252","598,748",33,"18,627",415,"11,166",-,"81,933","3,513","7,674",-,"24,444"
平成29,2017,2,13220,18,東大和市,Higashiyamato-shi,"235,748","1,543,612","1,114","28,275","77,971","596,190",401,"44,957",329,"18,531","128,588","749,369","27,345","62,010",-,"44,280"
平成29,2017,2,13221,19,清瀬市,Kiyose-shi,"186,179","1,072,608",567,"99,262","149,458","770,282",446,"2,403",150,"2,758",-,"124,528","35,558","60,408",-,"12,967"
平成29,2017,2,13222,20,東久留米市,Higashikurume-shi,"251,333","1,567,360","3,431","56,218","27,561","239,625",212,"6,664",167,"5,093","208,564","1,198,132","11,398","27,371",-,"34,257"
平成29,2017,2,13223,21,武蔵村山市,Musashimurayama-shi,"270,938","1,548,974","1,211","90,339","44,280","383,103",142,"1,618",721,"5,928","154,078","856,068","70,506","145,624",-,"66,294"
平成29,2017,2,13224,22,多摩市,Tama-shi,"292,655","3,184,869","3,257","147,722","219,128","1,772,780","5,004","102,826","4,320","83,330","55,954","688,319","4,992","16,543",-,"373,349"
平成29,2017,2,13225,23,稲城市,Inagi-shi,"261,178","2,008,890","3,664","153,831","189,344","1,127,871","1,428","59,546","2,810","81,322","4,002","283,650","59,857","111,316",73,"191,354"
平成29,2017,2,13227,24,羽村市,Hamura-shi,"164,528","1,327,166","1,375","36,963","52,681","561,159",272,"44,887",-,"4,141","106,817","639,816","3,383","8,135",-,"32,065"
平成29,2017,2,13228,25,あきる野市,Akiruno-shi,"742,804","3,466,102","20,514","285,641","152,523","1,103,991",38,"42,847",715,"78,674","213,668","1,042,385","355,244","701,226",102,"211,338"
平成29,2017,2,13229,26,西東京市,Nishitokyo-shi,"271,435","1,792,295",400,"43,252","266,367","1,592,502","1,280","27,233",38,"5,265","1,699","88,755","1,651","6,806",-,"28,482"
平成29,2017,1,13300,,郡部,All gun,"812,095","5,016,544","42,874","398,682","180,007","1,461,842",203,"46,686",74,"6,378","265,739","1,452,919","323,198","609,104",-,"1,040,933"
平成29,2017,2,13303,1,瑞穂町,Mizuho-machi,"243,823","1,475,591",713,"98,620","33,687","405,652",-,991,-,138,"132,349","753,218","77,074","197,854",-,"19,118"
平成29,2017,2,13305,2,日の出町,Hinode-machi,"142,350","897,099","4,269","40,911","47,296","364,795",203,"42,246",-,"4,337","62,564","312,662","28,018","62,260",-,"69,888"
平成29,2017,2,13307,3,檜原村,Hinohara-mura,"120,130","1,022,880","11,712","88,482","42,233","293,397",-,816,-,"1,264","19,160","114,922","47,025","75,701",-,"448,298"
平成29,2017,2,13308,4,奥多摩町,Okutama-machi,"305,792","1,620,974","26,180","170,669","56,791","397,998",-,"2,633",74,639,"51,666","272,117","171,081","273,289",-,"503,629"
平成29,2017,1,13350,,島部,All islands,"1,483,447","7,182,012","303,474","1,657,505","323,097","2,012,435",700,"67,862",414,"44,292","178,041","955,450","677,476","1,425,143",245,"1,019,325"
平成29,2017,2,13361,1,大島町,Oshima-machi,"499,192","2,026,299","44,753","229,667","101,237","653,161",-,"3,468",-,"13,372","91,946","496,180","261,011","558,883",245,"71,568"
平成29,2017,2,13362,2,利島村,Toshima-mura,"27,706","127,434","19,575","89,758",-,-,-,-,-,-,-,-,"8,131","14,478",-,"23,198"
平成29,2017,2,13363,3,新島村,Niijima-mura,"142,711","671,920","57,693","382,243",-,-,-,"2,797",414,"13,055","15,421","74,798","69,183","130,871",-,"68,156"
平成29,2017,2,13364,4,神津島村,Kozushima-mura,"80,592","302,264","37,989","216,000",-,-,462,"3,204",-,"1,396",459,"2,267","41,682","51,339",-,"28,058"
