地域階層,地域コード,地域,District,平成22年 2010,平成23年 2011,平成24年 2012,平成25年 2013,平成26年 2014,平成27年 2015,平成28年 2016,平成29年 2017
0,13000,総数,Tokyo-to,340,337,335,337,343,350,370,385
1,13100,区部,All ku　,492,488,484,478,505,519,524,549
2,13101,千代田区,Chiyoda-ku ,1860,1930,1909,1909,1988,2113,2359,2537
2,13102,中央区,Chuo-ku,764,810,803,857,950,1014,1109,1159
2,13103,港区,Minato-ku ,1308,1283,1270,1259,1384,1475,1509,1683
2,13104,新宿区,Shinjuku-ku,602,603,605,602,620,640,661,681
2,13105,文京区,Bunkyo-ku ,696,672,668,713,746,775,789,822
2,13106,台東区,Taito-ku ,591,597,587,688,703,718,740,768
2,13107,墨田区,Sumida-ku,301,297,292,341,354,372,368,378
2,13108,江東区,Koto-ku,357,353,348,373,384,392,401,414
2,13109,品川区,Shinagawa-ku,601,596,595,591,629,654,661,720
2,13110,目黒区,Meguro-ku,699,697,689,715,775,798,811,844
2,13111,大田区,Ota-ku,452,449,445,445,463,472,478,489
2,13112,世田谷区,Setagaya-ku,520,516,510,512,527,535,544,566
2,13113,渋谷区,Shibuya-ku,949,981,964,962,1019,1047,1054,1092
2,13114,中野区,Nakano-ku ,466,468,465,463,485,497,498,524
2,13115,杉並区,Suginami-ku,433,433,429,435,451,460,468,484
2,13116,豊島区,Toshima-ku,466,459,458,457,473,485,499,520
2,13117,北区,Kita-ku,370,390,388,382,409,415,407,434
2,13118,荒川区,Arakawa-ku,408,492,486,369,378,383,386,405
2,13119,板橋区,Itabashi-ku,360,357,353,348,355,359,365,376
2,13120,練馬区,Nerima-ku,338,337,335,335,344,348,352,359
2,13121,足立区,Adachi-ku,264,262,263,255,267,270,264,272
2,13122,葛飾区,Katsushika-ku,278,276,274,277,285,287,287,293
2,13123,江戸川区,Edogawa-ku,308,305,301,300,305,309,312,320
1,,市・郡部,All shi and gun,199,197,196,194,198,200,204,206
2,13201,八王子市,Hachioji-shi,113,113,111,112,114,115,115,116
2,13202,立川市,Tachikawa-shi,226,225,224,220,228,231,234,236
2,13203,武蔵野市,Musashino-shi,452,456,455,455,477,492,500,516
2,13204,三鷹市,Mitaka-shi,352,349,349,350,357,364,374,384
2,13205,青梅市,Ome-shi,108,103,102,97,99,99,97,97
2,13206,府中市,Fuchu-shi,276,273,272,270,276,280,279,282
2,13207,昭島市,Akishima-shi,172,168,168,170,176,178,178,180
2,13208,調布市,Chofu-shi,309,306,304,306,313,317,319,322
2,13209,町田市,Machida-shi,156,154,153,152,152,153,156,156
2,13210,小金井市,Koganei-shi,304,300,298,298,307,310,309,313
2,13211,小平市,Kodaira-shi,223,220,216,214,216,218,220,223
2,13212,日野市,Hino-shi,175,173,171,171,179,182,183,185
2,13213,東村山市,Higashimurayama-shi,183,179,177,177,182,183,180,183
2,13214,国分寺市,Kokubunji-shi,275,267,265,264,263,266,273,277
2,13215,国立市,Kunitachi-shi,294,305,303,304,311,315,318,321
2,13218,福生市,Fussa-shi　,160,156,154,153,154,157,159,160
2,13219,狛江市,Komae-shi,298,295,292,291,292,293,294,296
2,13220,東大和市,Higashiyamato-shi,166,162,159,158,163,164,165,166
2,13221,清瀬市,Kiyose-shi,185,179,177,176,177,178,179,181
2,13222,東久留米市,Higashikurume-shi,207,205,203,199,206,208,207,209
2,13223,武蔵村山市,Musashimurayama-shi,123,118,116,114,120,121,121,121
2,13224,多摩市,Tama-shi,184,182,181,180,186,187,184,184
2,13225,稲城市,Inagi-shi,195,193,193,194,198,201,205,209
2,13227,羽村市,Hamura-shi,144,138,137,136,136,137,139,139
2,13228,あきる野市,Akiruno-shi,109,107,105,96,97,98,98,99
2,13229,西東京市,Nishitokyo-shi,262,260,258,258,263,266,270,274
2,13303,瑞穂町,Mizuho-machi,101,99,97,92,90,91,93,93
2,13305,日の出町,Hinode-machi,77,76,86,85,88,88,89,89
2,13307,檜原村,Hinohara-mura,27,25,23,22,…,…,…,…
2,13308,奥多摩町,Okutama-machi,35,33,31,30,…,…,…,…
1,13350,島部,All islands,15,15,14,14,14,14,14,14
2,13361,大島町,Oshima-machi,14,14,14,12,10,10,10,10
2,13363,新島村,Niijima-mura,7,7,7,7,7,7,7,7
2,13364,神津島村,Kozushima-mura,7,7,7,7,7,7,7,7
2,13381,三宅村,Miyake-mura,10,10,10,9,9,9,9,9
2,13401,八丈町,Hachijo-machi,12,11,10,10,9,9,9,9
2,13421,小笠原村,Ogasawara-mura,39,39,39,40,41,41,41,41
,,,,,,,,,,,
東京都統計年鑑（平成28年）TOKYO STATISTICAL YEARBOOK ( 2016 ) 13 　物価・地価 13   PRICES,,,,,,,,,,,
13-4  地価公示の平均価格の推移 （住宅地）（平成22～29年） 13-4 CHANGES IN AVERAGE POSTED LAND PRICES ( RESIDENTIAL LAND ) ( 2010-2017 ),,,,,,,,,,,
各年１月1日現在,,,,,,,,,,,
Figures are as of Jan. 1 of the year stated.,,,,,,,,,,,
資料：都財務局財産運用部管理課「平成29年地価公示価格」（ホームページ）　Source: Bureau of Finance， TMG ,,,,,,,,,,,
地域階層(0:東京都　1:区部・市・郡部・島部　2:区市町村),,,,,,,,,,,
（単位 ：千円／m2） (Thousands of yen／m2),,,,,,,,,,,
