地域,合計搬出量,合計搬出量構成比（％）,合計台(人)数,合計台(人)数成比（％）,専門小売店搬出量,専門小売店構成比（％）,専門小売店台(人)数,専門小売店台(人)数成比（％）,食料品等中心店搬出量,食料品等中心店構成比（％）,食料品等中心店台(人)数,食料品等中心店台(人)数成比（％）,コンビニエンスストア搬出量,コンビニエンスストア構成比（％）,コンビニエンスストア台(人)数,コンビニエンスストア台(人)数成比（％）,食料品スーパー搬出量,食料品スーパー構成比（％）,食料品スーパー台(人)数,食料品スーパー台(人)数成比（％）,総合スーパー搬出量,総合スーパー構成比（％）,総合スーパー台(人)数,総合スーパー台(人)数成比（％）,百貨店搬出量,百貨店構成比（％）,百貨店台(人)数,百貨店台(人)数成比（％）,業務用搬出量,業務用構成比（％）,業務用台(人)数,業務用台(人)数成比（％）,加工業者搬出量,加工業者構成比（％）,加工業者台(人)数,加工業者台(人)数成比（％）,問屋・納入業者搬出量,問屋・納入業者構成比（％）,問屋・納入業者台(人)数,問屋・納入業者台(人)数成比（％）,都内中央卸売市場搬出量,都内中央卸売市場構成比（％）,都内中央卸売市場台(人)数,都内中央卸売市場台(人)数成比（％）,都内地方卸売市場搬出量,都内地方卸売市場構成比（％）,都内地方卸売市場台(人)数,都内地方卸売市場台(人)数成比（％）,都外中央卸売市場搬出量,都外中央卸売市場構成比（％）,都外中央卸売市場台(人)数,都外中央卸売市場台(人)数成比（％）,都外地方卸売市場搬出量,都外地方卸売市場構成比（％）,都外地方卸売市場台(人)数,都外地方卸売市場台(人)数成比（％）,その他搬出量,その他構成比（％）,その他台(人)数,その他台(人)数成比（％）,不明搬出量,不明構成比（％）,不明台(人)数,不明台(人)数成比（％）,備考
合計,758769,100.0,1363,100.0,496970,100.0,1135,100.0,2343,100.0,9,100.0,17,-,1,100.0,6612,100.0,25,100.0,114482,100.0,44,100.0,2529,100.0,6,100.0,8704,100.0,31,100.0,11896,100.0,24,100.0,99915,100.0,56,100.0,30,100.0,1,100.0,0,-,0,-,4951,100.0,4,100.0,2547,100.0,4,100.0,6588,100.0,21,100.0,1186,100.0,2,100.0,
都内計,209675,27.6,799,58.6,141989,28.6,690,60.8,2236,95.4,7,77.8,17,100.0,1,100.0,2711,41.0,18,72.0,28499,24.9,16,36.4,33,1.3,1,16.7,8117,93.3,20,64.5,3170,26.6,10,41.7,21786,21.8,25,44.6,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,1118,17.0,11,52.4,0,0.0,0,0.0,
23区計,166250,21.9,662,48.6,108565,21.8,567,50.0,2236,95.4,7,77.8,17,100.0,1,100.0,2635,39.8,17,68.0,18754,16.4,11,25.0,0,0.0,0,0.0,8117,93.3,20,64.5,3154,26.5,9,37.5,21664,21.7,20,35.7,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,1109,16.8,10,47.6,0,0.0,0,0.0,
千代田区,1247,0.2,7,0.5,1247,0.3,7,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
中央区,2566,0.3,12,0.9,1577,0.3,9,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,144,1.7,2,6.5,845,7.1,1,4.2,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
港区,5034,0.7,25,1.8,1913,0.4,17,1.5,1987,84.8,2,22.2,0,0.0,0,0.0,12,0.2,1,4.0,42,0.0,2,4.5,0,0.0,0,0.0,1029,11.8,2,6.5,0,0.0,0,0.0,50,0.0,1,1.8,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
新宿区,4505,0.6,34,2.5,3590,0.7,30,2.6,0,0.0,0,0.0,17,100.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.1,1,3.2,842,7.1,1,4.2,50,0.0,1,1.8,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
文京区,934,0.1,12,0.9,934,0.2,12,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
台東区,7542,1.0,16,1.2,6232,1.3,11,1.0,0,0.0,0,0.0,0,0.0,0,0.0,484,7.3,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,583,6.7,1,3.2,0,0.0,0,0.0,152,0.2,2,3.6,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,91,1.4,1,4.8,0,0.0,0,0.0,
墨田区,2168,0.3,12,0.9,1966,0.4,8,0.7,0,0.0,0,0.0,0,0.0,0,0.0,93,1.4,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.2,1,3.2,91,0.8,1,4.2,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
