年度,17,18,19,20,21,22,23,24,25,26
営業利益率(％),0.65,0.69,0.56,0.23,0.33,0.31,0.54,0.56,0.72,0.57
経常利益率(％),0.91,0.98,0.79,0.44,0.54,0.42,0.69,0.72,0.87,0.75
