地域,合計搬出量,合計搬出量構成比（％）,合計台(人)数,合計台(人)数成比（％）,専門小売店搬出量,専門小売店構成比（％）,専門小売店台(人)数,専門小売店台(人)数成比（％）,食料品等中心店搬出量,食料品等中心店構成比（％）,食料品等中心店台(人)数,食料品等中心店台(人)数成比（％）,コンビニエンスストア搬出量,コンビニエンスストア構成比（％）,コンビニエンスストア台(人)数,コンビニエンスストア台(人)数成比（％）,食料品スーパー搬出量,食料品スーパー構成比（％）,食料品スーパー台(人)数,食料品スーパー台(人)数成比（％）,総合スーパー搬出量,総合スーパー構成比（％）,総合スーパー台(人)数,総合スーパー台(人)数成比（％）,百貨店搬出量,百貨店構成比（％）,百貨店台(人)数,百貨店台(人)数成比（％）,業務用搬出量,業務用構成比（％）,業務用台(人)数,業務用台(人)数成比（％）,加工業者搬出量,加工業者構成比（％）,加工業者台(人)数,加工業者台(人)数成比（％）,問屋・納入業者搬出量,問屋・納入業者構成比（％）,問屋・納入業者台(人)数,問屋・納入業者台(人)数成比（％）,都内中央卸売市場搬出量,都内中央卸売市場構成比（％）,都内中央卸売市場台(人)数,都内中央卸売市場台(人)数成比（％）,都内地方卸売市場搬出量,都内地方卸売市場構成比（％）,都内地方卸売市場台(人)数,都内地方卸売市場台(人)数成比（％）,都外中央卸売市場搬出量,都外中央卸売市場構成比（％）,都外中央卸売市場台(人)数,都外中央卸売市場台(人)数成比（％）,都外地方卸売市場搬出量,都外地方卸売市場構成比（％）,都外地方卸売市場台(人)数,都外地方卸売市場台(人)数成比（％）,その他搬出量,その他構成比（％）,その他台(人)数,その他台(人)数成比（％）,不明搬出量,不明構成比（％）,不明台(人)数,不明台(人)数成比（％）,備考
合計,1372180,100.0,750,100.0,457206,100.0,248,100.0,43746,100.0,37,100.0,6672,100.0,3,100.0,131013,100.0,42,100.0,64857,100.0,23,100.0,6013,100.0,3,100.0,147012,100.0,227,100.0,16441,100.0,7,100.0,58058,100.0,50,100.0,123593,100.0,22,100.0,20707,100.0,8,100.0,64734,100.0,12,100.0,139891,100.0,25,100.0,47674,100.0,22,100.0,44564,100.0,21,100.0,
都内計,788096,57.4,554,73.9,323993,70.9,190,76.6,37116,84.8,32,86.5,2914,43.7,2,66.7,69003,52.7,25,59.5,26655,41.1,11,47.8,5010,83.3,1,33.3,104672,71.2,205,90.3,889,5.4,4,57.1,37877,65.2,35,70.0,123593,100.0,22,100.0,18202,87.9,7,87.5,13528,20.9,3,25.0,14637,10.5,4,16.0,9595,20.1,12,54.5,411,0.9,1,4.8,
23区計,721098,52.6,528,70.4,306895,67.1,184,74.2,35864,82.0,30,81.1,2914,43.7,2,66.7,65245,49.8,24,57.1,20392,31.4,8,34.8,0,0.0,0,0.0,103196,70.2,201,88.5,889,5.4,4,57.1,32867,56.6,34,68.0,119126,96.4,20,90.9,4914,23.7,4,50.0,5010,7.7,1,8.3,13779,9.8,3,12.0,9595,20.1,12,54.5,411,0.9,1,4.8,
千代田区,22889,1.7,35,4.7,7306,1.6,9,3.6,1851,4.2,3,8.1,0,0.0,0,0.0,2040,1.6,3,7.1,0,0.0,0,0.0,0,0.0,0,0.0,10183,6.9,17,7.5,0,0.0,0,0.0,883,1.5,2,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,626,0.4,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,
中央区,81304,5.9,96,12.8,44031,9.6,24,9.7,2321,5.3,4,10.8,0,0.0,0,0.0,82,0.1,3,7.1,0,0.0,0,0.0,0,0.0,0,0.0,29073,19.8,54,23.8,752,4.6,2,28.6,4400,7.6,7,14.0,18,0.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0,626,0.4,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,
港区,63560,4.6,82,10.9,33353,7.3,27,10.9,4371,10.0,8,21.6,0,0.0,0,0.0,3933,3.0,2,4.8,0,0.0,0,0.0,0,0.0,0,0.0,19411,13.2,40,17.6,38,0.2,1,14.3,2454,4.2,4,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
新宿区,89175,6.5,42,5.6,22248,4.9,10,4.0,12227,27.9,5,13.5,0,0.0,0,0.0,0,0.0,0,0.0,4576,7.1,1,4.3,0,0.0,0,0.0,3951,2.7,17,7.5,0,0.0,0,0.0,257,0.4,1,2.0,27056,21.9,3,13.6,2505,12.1,1,12.5,0,0.0,0,0.0,12526,9.0,1,4.0,3829,8.0,3,13.6,0,0.0,0,0.0,
文京区,3761,0.3,9,1.2,2744,0.6,3,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1018,0.7,6,2.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
台東区,13373,1.0,13,1.7,8755,1.9,6,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2113,1.4,6,2.6,0,0.0,0,0.0,2505,4.3,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
墨田区,11179,0.8,12,1.6,1754,0.4,3,1.2,983,2.2,1,2.7,0,0.0,0,0.0,0,0.0,0,0.0,5010,7.7,2,8.7,0,0.0,0,0.0,283,0.2,5,2.2,0,0.0,0,0.0,3148,5.4,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
江東区,39165,2.9,16,2.1,12569,2.7,5,2.0,1726,3.9,2,5.4,0,0.0,0,0.0,12588,9.6,2,4.8,0,0.0,0,0.0,0,0.0,0,0.0,3494,2.4,4,1.8,0,0.0,0,0.0,2505,4.3,1,2.0,6283,5.1,2,9.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
品川区,69785,5.1,47,6.3,51369,11.2,26,10.5,2860,6.5,1,2.7,0,0.0,0,0.0,6221,4.7,2,4.8,0,0.0,0,0.0,0,0.0,0,0.0,4920,3.3,9,4.0,100,0.6,1,14.3,2652,4.6,6,12.0,1253,1.0,1,4.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,411,0.9,1,4.8,
目黒区,11824,0.9,12,1.6,9476,2.1,5,2.0,973,2.2,2,5.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,834,0.6,3,1.3,0,0.0,0,0.0,165,0.3,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,376,0.8,1,4.5,0,0.0,0,0.0,
大田区,147352,10.7,48,6.4,48904,10.7,18,7.3,0,0.0,0,0.0,0,0.0,0,0.0,22879,17.5,4,9.5,2789,4.3,2,8.7,0,0.0,0,0.0,7704,5.2,13,5.7,0,0.0,0,0.0,6726,11.6,2,4.0,55240,44.7,6,27.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3110,6.5,3,13.6,0,0.0,0,0.0,
世田谷区,9170,0.7,8,1.1,3058,0.7,3,1.2,0,0.0,0,0.0,697,10.5,1,33.3,3758,2.9,1,2.4,0,0.0,0,0.0,0,0.0,0,0.0,1656,1.1,3,1.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
渋谷区,20249,1.5,16,2.1,8461,1.9,5,2.0,3372,7.7,2,5.4,0,0.0,0,0.0,1073,0.8,1,2.4,0,0.0,0,0.0,0,0.0,0,0.0,6626,4.5,5,2.2,0,0.0,0,0.0,165,0.3,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,551,1.2,2,9.1,0,0.0,0,0.0,
中野区,5312,0.4,5,0.7,5029,1.1,4,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,283,0.2,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
杉並区,2511,0.2,4,0.5,964,0.2,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,448,0.3,2,0.9,0,0.0,0,0.0,1099,1.9,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
