地域,合計搬出量,合計搬出量構成比（％）,合計台(人)数,合計台(人)数成比（％）,専門小売店搬出量,専門小売店構成比（％）,専門小売店台(人)数,専門小売店台(人)数成比（％）,食料品等中心店搬出量,食料品等中心店構成比（％）,食料品等中心店台(人)数,食料品等中心店台(人)数成比（％）,コンビニエンスストア搬出量,コンビニエンスストア構成比（％）,コンビニエンスストア台(人)数,コンビニエンスストア台(人)数成比（％）,食料品スーパー搬出量,食料品スーパー構成比（％）,食料品スーパー台(人)数,食料品スーパー台(人)数成比（％）,総合スーパー搬出量,総合スーパー構成比（％）,総合スーパー台(人)数,総合スーパー台(人)数成比（％）,百貨店搬出量,百貨店構成比（％）,百貨店台(人)数,百貨店台(人)数成比（％）,業務用搬出量,業務用構成比（％）,業務用台(人)数,業務用台(人)数成比（％）,加工業者搬出量,加工業者構成比（％）,加工業者台(人)数,加工業者台(人)数成比（％）,問屋・納入業者搬出量,問屋・納入業者構成比（％）,問屋・納入業者台(人)数,問屋・納入業者台(人)数成比（％）,都内中央卸売市場搬出量,都内中央卸売市場構成比（％）,都内中央卸売市場台(人)数,都内中央卸売市場台(人)数成比（％）,都内地方卸売市場搬出量,都内地方卸売市場構成比（％）,都内地方卸売市場台(人)数,都内地方卸売市場台(人)数成比（％）,都外中央卸売市場搬出量,都外中央卸売市場構成比（％）,都外中央卸売市場台(人)数,都外中央卸売市場台(人)数成比（％）,都外地方卸売市場搬出量,都外地方卸売市場構成比（％）,都外地方卸売市場台(人)数,都外地方卸売市場台(人)数成比（％）,その他搬出量,その他構成比（％）,その他台(人)数,その他台(人)数成比（％）,不明搬出量,不明構成比（％）,不明台(人)数,不明台(人)数成比（％）,備考,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江東区,52993,0.8,32,1.5,40859,1.3,25,1.6,0,0.0,0,0.0,0,-,0,-,93,0.2,1,2.8,2061,1.1,2,6.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5339,0.8,1,1.2,0,0.0,0,0.0,4327,5.8,1,10.0,0,0.0,0,0.0,173,0.0,1,1.8,141,0.1,1,1.4,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
品川区,57459,0.9,33,1.5,31801,1.0,22,1.4,0,0.0,0,0.0,0,-,0,-,926,1.7,1,2.8,0,0.0,0,0.0,0,0.0,0,0.0,15041,2.4,7,3.9,0,0.0,0,0.0,3807,0.6,1,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5884,2.9,2,2.9,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
目黒区,50249,0.8,49,2.3,38283,1.2,38,2.5,0,0.0,0,0.0,0,-,0,-,2254,4.0,2,5.6,1731,0.9,1,3.4,0,0.0,0,0.0,4358,0.7,4,2.2,1791,0.3,2,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,101,0.0,1,1.4,1731,4.0,1,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大田区,249545,3.8,68,3.2,76555,2.4,42,2.7,0,0.0,0,0.0,0,-,0,-,3555,6.4,2,5.6,0,0.0,0,0.0,0,0.0,0,0.0,89525,14.2,10,5.6,42246,6.6,5,6.0,11896,1.7,2,2.4,2765,4.9,5,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23002,11.4,2,2.9,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
世田谷区,218392,3.3,135,6.3,118133,3.7,107,7.0,0,0.0,0,0.0,0,-,0,-,3555,6.4,2,5.6,0,0.0,0,0.0,0,0.0,0,0.0,5407,0.9,8,4.5,695,0.1,1,1.2,57565,8.5,6,7.1,3120,5.5,5,25.0,22374,30.0,3,30.0,0,0.0,0,0.0,7451,1.1,2,3.5,93,0.0,1,1.4,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
渋谷区,90740,1.4,51,2.4,84921,2.7,43,2.8,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5819,0.9,8,4.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中野区,68940,1.0,40,1.9,34954,1.1,36,2.3,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,3894,2.0,1,3.4,0,0.0,0,0.0,28829,4.6,2,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1262,0.6,1,1.4,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杉並区,58691,0.9,55,2.6,55447,1.8,51,3.3,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3209,0.5,3,1.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35,0.0,1,1.4,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
豊島区,73700,1.1,50,2.3,64271,2.0,41,2.7,0,0.0,0,0.0,0,-,0,-,237,0.4,1,2.8,0,0.0,0,0.0,0,0.0,0,0.0,6285,1.0,3,1.7,2880,0.4,3,3.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,0.0,2,2.9,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北区,54704,0.8,38,1.8,46784,1.5,29,1.9,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7432,1.2,6,3.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,488,0.2,3,4.3,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
荒川区,59310,0.9,20,0.9,57698,1.8,17,1.1,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,316,0.2,1,3.4,0,0.0,0,0.0,1295,0.2,2,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
板橋区,141844,2.1,100,4.7,74151,2.3,82,5.4,0,0.0,0,0.0,0,-,0,-,2448,4.4,3,8.3,0,0.0,0,0.0,0,0.0,0,0.0,5087,0.8,3,1.7,0,0.0,0,0.0,31672,4.7,5,6.0,22744,40.0,2,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5432,2.7,4,5.7,310,0.7,1,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
練馬区,95858,1.5,69,3.2,88838,2.8,59,3.9,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1456,0.2,1,0.6,1526,0.2,3,3.6,1270,0.2,1,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2766,1.4,5,7.1,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
足立区,106609,1.6,31,1.4,43981,1.4,23,1.5,4941,20.6,1,7.7,0,-,0,-,2369,4.2,1,2.8,2211,1.1,2,6.9,0,0.0,0,0.0,29375,4.6,1,0.6,12393,1.9,1,1.2,0,0.0,0,0.0,8653,15.2,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2685,1.3,1,1.4,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
葛飾区,61753,0.9,25,1.2,22655,0.7,15,1.0,561,2.3,2,15.4,0,-,0,-,410,0.7,2,5.6,469,0.2,1,3.4,0,0.0,0,0.0,1631,0.3,1,0.6,316,0.0,1,1.2,14078,2.1,2,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21633,50.6,1,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江戸川区,100202,1.5,45,2.1,40771,1.3,27,1.8,187,0.8,1,7.7,0,-,0,-,535,1.0,2,5.6,0,0.0,0,0.0,0,0.0,0,0.0,31425,5.0,2,1.1,2737,0.4,2,2.4,9060,1.3,2,2.4,12600,22.1,4,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2887,1.4,5,7.1,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
多摩地区計,350973,5.3,195,9.1,171880,5.4,159,10.4,2037,8.5,1,7.7,0,-,0,-,1204,2.2,2,5.6,2607,1.4,2,6.9,2694,100.0,2,100.0,12610,2.0,4,2.2,126145,19.6,13,15.5,12037,1.8,4,4.8,779,1.4,1,5.0,15575,20.9,2,20.0,0,0.0,0,0.0,0,0.0,0,0.0,3407,1.7,5,7.1,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西多摩地域,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南多摩(1)地域,77949,1.2,24,1.1,13434,0.4,12,0.8,0,0.0,0,0.0,0,-,0,-,741,1.3,1,2.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45569,7.1,6,7.1,1852,0.3,2,2.4,779,1.4,1,5.0,15575,20.9,2,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南多摩(2)地域,27561,0.4,27,1.3,23903,0.8,24,1.6,2037,8.5,1,7.7,0,-,0,-,463,0.8,1,2.8,0,0.0,0,0.0,0,0.0,0,0.0,1158,0.2,1,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北多摩西部(1)地域,7420,0.1,7,0.3,7420,0.2,7,0.5,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北多摩西部(2)地域,12060,0.2,11,0.5,10764,0.3,9,0.6,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1296,0.2,2,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北多摩西部(3)地域,35235,0.5,7,0.3,9104,0.3,4,0.3,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9258,1.5,1,0.6,13844,2.2,1,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3028,1.5,1,1.4,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北多摩南部地域,135718,2.1,81,3.8,59817,1.9,70,4.6,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,2607,1.4,2,6.9,2694,100.0,2,100.0,463,0.1,1,0.6,59858,9.3,3,3.6,10184,1.5,2,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,93,0.0,1,1.4,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北多摩北部地域,53732,0.8,37,1.7,46139,1.5,32,2.1,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1731,0.3,1,0.6,5577,0.9,1,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,285,0.1,3,4.3,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
島しょ部,1297,0.0,1,0.0,1297,0.0,1,0.1,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都外計,4081457,61.8,855,40.0,1675853,53.0,540,35.2,14681,61.1,7,53.8,0,-,0,-,36935,66.1,13,36.1,163664,84.8,14,48.3,0,0.0,0,0.0,271200,42.9,77,43.0,442820,68.8,47,56.0,510110,74.9,52,61.9,6229,10.9,2,10.0,25463,34.1,3,30.0,130552,100.0,16,100.0,646546,92.0,50,87.7,152138,75.1,32,45.7,5266,12.3,2,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,92441,1.4,21,1.0,25898,0.8,8,0.5,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1974,0.3,1,0.6,0,0.0,0,0.0,56697,8.3,8,9.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,950,0.1,3,5.3,6922,3.4,1,1.4,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青森県,470682,7.1,5,0.2,432644,13.7,1,0.1,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3427,0.5,3,3.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34612,4.9,1,1.8,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岩手県,28189,0.4,5,0.2,24902,0.8,4,0.3,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3287,1.6,1,1.4,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宮城県,91812,1.4,9,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6922,1.1,1,0.6,0,0.0,0,0.0,47592,7.0,3,3.6,0,0.0,0,0.0,0,0.0,0,0.0,1301,1.0,1,6.3,32969,4.7,3,5.3,3028,1.5,1,1.4,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
秋田県,8653,0.1,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8653,6.6,1,6.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山形県,5970,0.1,2,0.1,779,0.0,1,0.1,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5191,2.6,1,1.4,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福島県,116714,1.8,10,0.5,4326,0.1,2,0.1,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2211,0.3,1,0.6,0,0.0,0,0.0,67840,10.0,4,4.8,0,0.0,0,0.0,0,0.0,0,0.0,21633,16.6,1,6.3,20531,2.9,1,1.8,173,0.1,1,1.4,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
茨城県,336083,5.1,23,1.1,25905,0.8,9,0.6,0,0.0,0,0.0,0,-,0,-,140,0.3,1,2.8,64897,33.6,1,3.4,0,0.0,0,0.0,3070,0.5,2,1.1,110843,17.2,3,3.6,13066,1.9,1,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,118162,16.8,6,10.5,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
栃木県,106441,1.6,8,0.4,9473,0.3,2,0.1,0,0.0,0,0.0,0,-,0,-,606,1.1,1,2.8,0,0.0,0,0.0,0,0.0,0,0.0,6343,1.0,2,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,90019,12.8,3,5.3,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
