地域,合計搬出量,合計搬出量構成比（％）,合計台(人)数,合計台(人)数成比（％）,専門小売店搬出量,専門小売店構成比（％）,専門小売店台(人)数,専門小売店台(人)数成比（％）,食料品等中心店搬出量,食料品等中心店構成比（％）,食料品等中心店台(人)数,食料品等中心店台(人)数成比（％）,コンビニエンスストア搬出量,コンビニエンスストア構成比（％）,コンビニエンスストア台(人)数,コンビニエンスストア台(人)数成比（％）,食料品スーパー搬出量,食料品スーパー構成比（％）,食料品スーパー台(人)数,食料品スーパー台(人)数成比（％）,総合スーパー搬出量,総合スーパー構成比（％）,総合スーパー台(人)数,総合スーパー台(人)数成比（％）,百貨店搬出量,百貨店構成比（％）,百貨店台(人)数,百貨店台(人)数成比（％）,業務用搬出量,業務用構成比（％）,業務用台(人)数,業務用台(人)数成比（％）,加工業者搬出量,加工業者構成比（％）,加工業者台(人)数,加工業者台(人)数成比（％）,問屋・納入業者搬出量,問屋・納入業者構成比（％）,問屋・納入業者台(人)数,問屋・納入業者台(人)数成比（％）,都内中央卸売市場搬出量,都内中央卸売市場構成比（％）,都内中央卸売市場台(人)数,都内中央卸売市場台(人)数成比（％）,都内地方卸売市場搬出量,都内地方卸売市場構成比（％）,都内地方卸売市場台(人)数,都内地方卸売市場台(人)数成比（％）,都外中央卸売市場搬出量,都外中央卸売市場構成比（％）,都外中央卸売市場台(人)数,都外中央卸売市場台(人)数成比（％）,都外地方卸売市場搬出量,都外地方卸売市場構成比（％）,都外地方卸売市場台(人)数,都外地方卸売市場台(人)数成比（％）,その他搬出量,その他構成比（％）,その他台(人)数,その他台(人)数成比（％）,不明搬出量,不明構成比（％）,不明台(人)数,不明台(人)数成比（％）,備考
合計,817203,100.0,143,100.0,186802,100.0,84,100.0,12839,100.0,2,100.0,0,-,0,-,5056,100.0,6,100.0,2843,100.0,4,100.0,0,-,0,-,146798,100.0,14,100.0,2687,100.0,5,100.0,0,-,0,-,6791,100.0,1,100.0,27483,100.0,3,100.0,0,-,0,-,367188,100.0,17,100.0,58716,100.0,7,100.0,0,-,0,-,
都内計,286984,35.1,75,52.4,105784,56.6,44,52.4,4941,38.5,1,50.0,0,-,0,-,3476,68.8,5,83.3,2843,100.0,4,100.0,0,-,0,-,130768,89.1,10,71.4,1107,41.2,4,80.0,0,-,0,-,6791,100.0,1,100.0,19585,71.3,2,66.7,0,-,0,-,7423,2.0,1,5.9,4264,7.3,3,42.9,0,-,0,-,
23区計,286984,35.1,75,52.4,105784,56.6,44,52.4,4941,38.5,1,50.0,0,-,0,-,3476,68.8,5,83.3,2843,100.0,4,100.0,0,-,0,-,130768,89.1,10,71.4,1107,41.2,4,80.0,0,-,0,-,6791,100.0,1,100.0,19585,71.3,2,66.7,0,-,0,-,7423,2.0,1,5.9,4264,7.3,3,42.9,0,-,0,-,
千代田区,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,
中央区,51643,6.3,4,2.8,2369,1.3,2,2.4,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,49273,33.6,2,14.3,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,
港区,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,
新宿区,791,0.1,1,0.7,791,0.4,1,1.2,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,
文京区,9476,1.2,1,0.7,9476,5.1,1,1.2,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,
台東区,11213,1.4,6,4.2,9476,5.1,4,4.8,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,1737,1.2,2,14.3,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,
墨田区,1581,0.2,4,2.8,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,158,3.1,1,16.7,316,11.1,1,25.0,0,-,0,-,949,0.6,1,7.1,158,5.9,1,20.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,0,0.0,0,0.0,0,0.0,0,0.0,0,-,0,-,
