地域,合計搬出量,合計搬出量構成比（％）,合計台(人)数,合計台(人)数成比（％）,専門小売店搬出量,専門小売店構成比（％）,専門小売店台(人)数,専門小売店台(人)数成比（％）,食料品等中心店搬出量,食料品等中心店構成比（％）,食料品等中心店台(人)数,食料品等中心店台(人)数成比（％）,コンビニエンスストア搬出量,コンビニエンスストア構成比（％）,コンビニエンスストア台(人)数,コンビニエンスストア台(人)数成比（％）,食料品スーパー搬出量,食料品スーパー構成比（％）,食料品スーパー台(人)数,食料品スーパー台(人)数成比（％）,総合スーパー搬出量,総合スーパー構成比（％）,総合スーパー台(人)数,総合スーパー台(人)数成比（％）,百貨店搬出量,百貨店構成比（％）,百貨店台(人)数,百貨店台(人)数成比（％）,業務用搬出量,業務用構成比（％）,業務用台(人)数,業務用台(人)数成比（％）,加工業者搬出量,加工業者構成比（％）,加工業者台(人)数,加工業者台(人)数成比（％）,問屋・納入業者搬出量,問屋・納入業者構成比（％）,問屋・納入業者台(人)数,問屋・納入業者台(人)数成比（％）,都内中央卸売市場搬出量,都内中央卸売市場構成比（％）,都内中央卸売市場台(人)数,都内中央卸売市場台(人)数成比（％）,都内地方卸売市場搬出量,都内地方卸売市場構成比（％）,都内地方卸売市場台(人)数,都内地方卸売市場台(人)数成比（％）,都外中央卸売市場搬出量,都外中央卸売市場構成比（％）,都外中央卸売市場台(人)数,都外中央卸売市場台(人)数成比（％）,都外地方卸売市場搬出量,都外地方卸売市場構成比（％）,都外地方卸売市場台(人)数,都外地方卸売市場台(人)数成比（％）,その他搬出量,その他構成比（％）,その他台(人)数,その他台(人)数成比（％）,不明搬出量,不明構成比（％）,不明台(人)数,不明台(人)数成比（％）,備考
合計,4299780,100.0,1956,100.0,499794,100.0,364,100.0,113954,100.0,72,100.0,7586,100.0,8,100.0,1341676,100.0,531,100.0,550305,100.0,152,100.0,115838,100.0,80,100.0,292733,100.0,278,100.0,239241,100.0,69,100.0,295401,100.0,105,100.0,91304,100.0,23,100.0,88096,100.0,16,100.0,98047,100.0,27,100.0,299756,100.0,72,100.0,187260,100.0,59,100.0,78789,100.0,100,100.0,
都内計,1968509,45.8,1170,59.8,364072,72.8,283,77.7,72544,63.7,58,80.6,7359,97.0,7,87.5,688245,51.3,317,59.7,154317,28.0,59,38.8,76172,65.8,35,43.8,220588,75.4,224,80.6,30098,12.6,26,37.7,68872,23.3,44,41.9,84959,93.1,20,87.0,88096,100.0,16,100.0,16065,16.4,3,11.1,16228,5.4,3,4.2,52954,28.3,29,49.2,27940,35.5,46,46.0,
23区計,1652381,38.4,1052,53.8,343851,68.8,270,74.2,70294,61.7,56,77.8,7359,97.0,7,87.5,558363,41.6,262,49.3,118404,21.5,51,33.6,49016,42.3,26,32.5,214448,73.3,212,76.3,24939,10.4,25,36.2,48123,16.3,40,38.1,77779,85.2,19,82.6,37002,42.0,8,50.0,15328,15.6,2,7.4,12855,4.3,2,2.8,46679,24.9,28,47.5,27940,35.5,44,44.0,
千代田区,51404,1.2,54,2.8,6951,1.4,16,4.4,171,0.2,1,1.4,0,0.0,0,0.0,4746,0.4,2,0.4,0,0.0,0,0.0,255,0.2,1,1.3,30396,10.4,27,9.7,420,0.2,1,1.4,5012,1.7,3,2.9,0,0.0,0,0.0,3373,3.8,1,6.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,78,0.1,2,2.0,
中央区,91810,2.1,79,4.0,7950,1.6,9,2.5,1451,1.3,3,4.2,0,0.0,0,0.0,8584,0.6,6,1.1,2530,0.5,2,1.3,1952,1.7,4,5.0,23606,8.1,33,11.9,0,0.0,0,0.0,3453,1.2,5,4.8,36273,39.7,8,34.8,0,0.0,0,0.0,3537,3.6,1,3.7,0,0.0,0,0.0,463,0.2,3,5.1,2009,2.6,5,5.0,
港区,70391,1.6,52,2.7,6613,1.3,4,1.1,7064,6.2,5,6.9,1474,19.4,1,12.5,7887,0.6,7,1.3,0,0.0,0,0.0,0,0.0,0,0.0,38379,13.1,27,9.7,0,0.0,0,0.0,3771,1.3,4,3.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2849,1.5,1,1.7,2355,3.0,3,3.0,
新宿区,93066,2.2,58,3.0,8455,1.7,10,2.7,974,0.9,3,4.2,0,0.0,0,0.0,27678,2.1,12,2.3,682,0.1,2,1.3,442,0.4,1,1.3,34068,11.6,20,7.2,632,0.3,1,1.4,5245,1.8,4,3.8,1474,1.6,1,4.3,0,0.0,0,0.0,11791,12.0,1,3.7,0,0.0,0,0.0,0,0.0,0,0.0,1625,2.1,3,3.0,
文京区,26883,0.6,31,1.6,10960,2.2,15,4.1,2913,2.6,3,4.2,0,0.0,0,0.0,6269,0.5,3,0.6,0,0.0,0,0.0,0,0.0,0,0.0,2496,0.9,5,1.8,0,0.0,0,0.0,4156,1.4,3,2.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,88,0.1,2,2.0,
台東区,48578,1.1,44,2.2,14517,2.9,15,4.1,2244,2.0,3,4.2,0,0.0,0,0.0,21043,1.6,11,2.1,2063,0.4,2,1.3,2993,2.6,1,1.3,3815,1.3,7,2.5,933,0.4,3,4.3,969,0.3,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,
墨田区,58043,1.3,23,1.2,19013,3.8,6,1.6,0,0.0,0,0.0,0,0.0,0,0.0,35359,2.6,11,2.1,0,0.0,0,0.0,0,0.0,0,0.0,2165,0.7,4,1.4,537,0.2,1,1.4,969,0.3,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
江東区,99323,2.3,46,2.4,27406,5.5,10,2.7,1879,1.6,2,2.8,0,0.0,0,0.0,39796,3.0,19,3.6,16281,3.0,5,3.3,2211,1.9,1,1.3,6117,2.1,4,1.4,0,0.0,0,0.0,1425,0.5,1,1.0,2948,3.2,1,4.3,1105,1.3,1,6.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,155,0.2,2,2.0,
品川区,79569,1.9,57,2.9,20983,4.2,22,6.0,6597,5.8,6,8.3,0,0.0,0,0.0,15840,1.2,9,1.7,4267,0.8,2,1.3,0,0.0,0,0.0,9515,3.3,9,3.2,0,0.0,0,0.0,2192,0.7,3,2.9,221,0.2,1,4.3,8843,10.0,1,6.3,0,0.0,0,0.0,0,0.0,0,0.0,10550,5.6,2,3.4,561,0.7,2,2.0,
目黒区,53510,1.2,50,2.6,18472,3.7,20,5.5,599,0.5,4,5.6,609,8.0,1,12.5,24551,1.8,12,2.3,4691,0.9,2,1.3,0,0.0,0,0.0,1996,0.7,6,2.2,632,0.3,1,1.4,242,0.1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,506,0.3,1,1.7,1212,1.5,2,2.0,
大田区,357269,8.3,194,9.9,93187,18.6,62,17.0,19920,17.5,9,12.5,1678,22.1,3,37.5,107887,8.0,42,7.9,17603,3.2,7,4.6,14509,12.5,4,5.0,23187,7.9,22,7.9,17393,7.3,10,14.5,6987,2.4,4,3.8,5970,6.5,4,17.4,0,0.0,0,0.0,0,0.0,0,0.0,8433,2.8,1,1.4,28166,15.0,17,28.8,12348,15.7,9,9.0,
世田谷区,160472,3.7,73,3.7,10042,2.0,10,2.7,4189,3.7,2,2.8,1659,21.9,1,12.5,81636,6.1,33,6.2,13272,2.4,6,3.9,11229,9.7,7,8.8,2473,0.8,4,1.4,537,0.2,1,1.4,514,0.2,2,1.9,29419,32.2,3,13.0,570,0.6,1,6.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.7,4932,6.3,2,2.0,
渋谷区,63203,1.5,46,2.4,12174,2.4,7,1.9,6251,5.5,4,5.6,0,0.0,0,0.0,10980,0.8,9,1.7,4534,0.8,3,2.0,12180,10.5,4,5.0,15085,5.2,15,5.4,1169,0.5,2,2.9,675,0.2,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,155,0.2,1,1.0,
