年度,市場名,水産／青果,再生利用等実施率（％）,備考
19,築地,水産,64.5,
19,築地,青果,8.1,
19,大田,水産,75.0,
19,大田,青果,15.0,
19,豊島,青果,46.9,
19,淀橋,青果,17.7,
19,足立,水産,86.7,
19,板橋,青果,30.6,
19,世田谷,青果,0.7,
19,北足立,青果,34.8,
19,多摩NT,青果,33.3,
19,葛西,青果,33.2,
,,,,再生利用等の実施率の計算方法（平成19年度発生抑制量＋平成19年度再生利用量＋平成19年度減量）／（平成19年度発生抑制量＋平成19年度発生量）
