区分,総数,鮮魚,活魚類,貝類,冷凍魚,淡水魚,海そう類,加工品
全市場数量,93.6,93.8,98.8,92.5,90.5,96.3,114.5,94.1
全市場金額,97.2,99.5,101.3,93.3,94.4,102.9,114.2,96.7
築地市場数量,93.9,94.4,99.6,93.0,90.5,97.1,115.2,94.4
築地市場金額,97.5,100.0,102.1,93.8,94.3,103.4,114.9,97.2
足立市場数量,92.9,85.2,99.7,91.0,98.6,89.2,104.6,93.4
足立市場金額,97.0,94.5,108.3,89.5,103.9,96.5,105.3,92.9
大田市場数量,79.2,73.5,90.5,75.8,68.4,64.0,101.7,83.1
大田市場金額,82.9,85.3,89.1,76.4,75.2,74.9,102.2,81.3
