年度,市場,一般廃棄物（ｔ）,魚腸骨（ｔ）,一般廃棄物／魚腸骨（ｔ）,産業廃棄物（ｔ）,発泡（ｔ）,計（ｔ）,割合(％)
19,築地,11493,6149,,4124,3027,24793,58.9
19,大田,8089,379,,1309,116,9893,23.5
19,豊島,274,0,,27,6,307,0.7
19,淀橋,950,0,,238,13,1201,2.9
19,足立,417,377,,193,281,1268,3.0
19,板橋,592,0,,44,5,641,1.5
19,世田谷,671,0,,58,0,729,1.7
19,北足立,1466,0,,229,8,1703,4.1
19,多摩,209,0,,22,0,231,0.6
19,葛西,1098,0,,212,0,1310,3.1
19,計,25259,6905,32164,6456,3456,42076,100.00
