地域,合計搬出量,合計搬出量構成比（％）,合計台(人)数,合計台(人)数成比（％）,専門小売店搬出量,専門小売店構成比（％）,専門小売店台(人)数,専門小売店台(人)数成比（％）,食料品等中心店搬出量,食料品等中心店構成比（％）,食料品等中心店台(人)数,食料品等中心店台(人)数成比（％）,コンビニエンスストア搬出量,コンビニエンスストア構成比（％）,コンビニエンスストア台(人)数,コンビニエンスストア台(人)数成比（％）,食料品スーパー搬出量,食料品スーパー構成比（％）,食料品スーパー台(人)数,食料品スーパー台(人)数成比（％）,総合スーパー搬出量,総合スーパー構成比（％）,総合スーパー台(人)数,総合スーパー台(人)数成比（％）,百貨店搬出量,百貨店構成比（％）,百貨店台(人)数,百貨店台(人)数成比（％）,業務用搬出量,業務用構成比（％）,業務用台(人)数,業務用台(人)数成比（％）,加工業者搬出量,加工業者構成比（％）,加工業者台(人)数,加工業者台(人)数成比（％）,問屋・納入業者搬出量,問屋・納入業者構成比（％）,問屋・納入業者台(人)数,問屋・納入業者台(人)数成比（％）,都内中央卸売市場搬出量,都内中央卸売市場構成比（％）,都内中央卸売市場台(人)数,都内中央卸売市場台(人)数成比（％）,都内地方卸売市場搬出量,都内地方卸売市場構成比（％）,都内地方卸売市場台(人)数,都内地方卸売市場台(人)数成比（％）,都外中央卸売市場搬出量,都外中央卸売市場構成比（％）,都外中央卸売市場台(人)数,都外中央卸売市場台(人)数成比（％）,都外地方卸売市場搬出量,都外地方卸売市場構成比（％）,都外地方卸売市場台(人)数,都外地方卸売市場台(人)数成比（％）,その他搬出量,その他構成比（％）,その他台(人)数,その他台(人)数成比（％）,不明搬出量,不明構成比（％）,不明台(人)数,不明台(人)数成比（％）,備考
江東区,208608,2.1,145,2.4,68067,3.3,53,2.9,9363,2.6,9,2.5,114,0.3,1,2.0,57928,2.5,27,2.6,16281,1.5,5,1.1,2211,1.6,1,1.0,17983,2.6,33,3.2,385,0.1,2,2.0,5794,0.8,5,1.6,15662,5.2,4,3.1,1105,0.9,1,3.4,0,0.0,0,0.0,12804,1.6,1,0.5,0,0.0,0,0.0,913,0.7,3,1.9,
品川区,198879,2.0,135,2.3,81106,4.0,56,3.1,9812,2.7,10,2.8,114,0.3,1,2.0,26085,1.1,15,1.5,4267,0.4,2,0.4,0,0.0,0,0.0,16194,2.3,27,2.6,100,0.0,1,1.0,4844,0.7,9,2.8,1474,0.5,2,1.5,8843,7.5,1,3.4,0,0.0,0,0.0,0,0.0,0,0.0,42322,13.8,7,5.3,3718,2.8,4,2.5,
目黒区,90424,0.9,91,1.5,42603,2.1,36,2.0,2348,0.7,8,2.2,722,1.9,2,4.0,27207,1.2,16,1.6,11109,1.0,7,1.5,0,0.0,0,0.0,3291,0.5,14,1.4,632,0.2,1,1.0,408,0.1,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,892,0.3,3,2.3,1212,0.9,2,1.3,
大田区,567050,5.8,270,4.5,163140,8.0,88,4.9,20355,5.7,10,2.8,1792,4.7,4,8.0,142345,6.2,52,5.1,26423,2.4,11,2.4,14509,10.3,4,4.0,31952,4.5,38,3.7,17393,4.4,10,9.8,18380,2.5,9,2.8,64784,21.4,11,8.4,0,0.0,0,0.0,0,0.0,0,0.0,22353,2.8,4,2.1,31276,10.2,20,15.0,12348,9.3,9,5.7,
世田谷区,260841,2.7,178,3.0,63342,3.1,59,3.3,9618,2.7,8,2.2,2470,6.5,3,6.0,101160,4.4,43,4.2,19860,1.8,12,2.6,11229,8.0,7,7.1,11764,1.7,30,2.9,537,0.1,1,1.0,3270,0.5,5,1.6,30759,10.2,4,3.1,1900,1.6,3,10.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.8,4932,3.7,2,1.3,
渋谷区,129550,1.3,136,2.3,47626,2.3,46,2.5,10819,3.0,11,3.0,114,0.3,1,2.0,13237,0.6,15,1.5,5267,0.5,4,0.9,12257,8.7,5,5.1,29138,4.1,45,4.4,1169,0.3,2,2.0,9176,1.3,3,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,590,0.2,3,2.3,155,0.1,1,0.6,
中野区,128273,1.3,119,2.0,38325,1.9,49,2.7,10153,2.8,11,3.0,694,1.8,2,4.0,63888,2.8,27,2.6,4577,0.4,4,0.9,0,0.0,0,0.0,9762,1.4,22,2.1,659,0.2,2,2.0,185,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,0.0,1,0.6,
杉並区,122003,1.3,132,2.2,69266,3.4,70,3.9,3633,1.0,6,1.7,114,0.3,1,2.0,19189,0.8,14,1.4,2399,0.2,2,0.4,1964,1.4,1,1.0,17469,2.5,31,3.0,1074,0.3,2,2.0,5300,0.7,3,0.9,385,0.1,1,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1212,0.9,1,0.6,
豊島区,157217,1.6,213,3.6,51466,2.5,81,4.5,3326,0.9,16,4.4,836,2.2,3,6.0,40732,1.8,29,2.8,14008,1.3,20,4.4,3692,2.6,4,4.0,18236,2.6,29,2.8,537,0.1,1,1.0,3901,0.5,7,2.2,11436,3.8,16,12.2,1607,1.4,1,3.4,5010,2.0,1,1.5,0,0.0,0,0.0,2268,0.7,3,2.3,161,0.1,2,1.3,
北区,71140,0.7,92,1.5,47329,2.3,52,2.9,7672,2.1,7,1.9,114,0.3,1,2.0,5998,0.3,8,0.8,2496,0.2,2,0.4,0,0.0,0,0.0,6143,0.9,16,1.6,537,0.1,1,1.0,832,0.1,3,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.0,1,0.8,0,0.0,1,0.6,
荒川区,62171,0.6,57,1.0,14563,0.7,27,1.5,3105,0.9,4,1.1,2053,5.4,2,4.0,36756,1.6,14,1.4,898,0.1,2,0.4,0,0.0,0,0.0,3754,0.5,6,0.6,619,0.2,1,1.0,424,0.1,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
板橋区,241524,2.5,170,2.9,88250,4.3,90,5.0,10952,3.1,10,2.8,114,0.3,1,2.0,84539,3.7,31,3.0,15951,1.4,9,2.0,0,0.0,0,0.0,10833,1.5,14,1.4,701,0.2,1,1.0,11174,1.5,10,3.1,10160,3.4,2,1.5,8843,7.5,1,3.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.0,1,0.6,
練馬区,170754,1.8,170,2.9,78327,3.8,82,4.5,5286,1.5,10,2.8,2429,6.4,3,6.0,36583,1.6,23,2.2,10961,1.0,7,1.5,0,0.0,0,0.0,9741,1.4,26,2.5,305,0.1,1,1.0,3565,0.5,6,1.9,22294,7.4,9,6.9,752,0.6,1,3.4,0,0.0,0,0.0,0,0.0,0,0.0,20,0.0,1,0.8,492,0.4,1,0.6,
足立区,470646,4.8,275,4.6,75217,3.7,86,4.7,21841,6.1,23,6.4,5699,14.9,3,6.0,139723,6.1,57,5.6,89532,8.1,37,8.1,0,0.0,0,0.0,36017,5.1,22,2.1,440,0.1,2,2.0,47539,6.6,13,4.0,20450,6.8,17,13.0,14317,12.1,4,13.8,0,0.0,0,0.0,4422,0.6,1,0.5,14436,4.7,6,4.5,1012,0.8,4,2.5,
葛飾区,175979,1.8,191,3.2,57157,2.8,72,4.0,20354,5.7,23,6.4,114,0.3,1,2.0,49076,2.1,40,3.9,36119,3.2,23,5.0,0,0.0,0,0.0,9354,1.3,17,1.7,330,0.1,1,1.0,1841,0.3,1,0.3,343,0.1,10,7.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,632,0.2,2,1.5,660,0.5,1,0.6,
江戸川区,257100,2.6,228,3.8,68428,3.4,85,4.7,11789,3.3,20,5.5,200,0.5,2,4.0,113426,4.9,66,6.5,2407,0.2,10,2.2,0,0.0,0,0.0,7293,1.0,21,2.0,2746,0.7,3,2.9,12025,1.7,4,1.2,32628,10.8,13,9.9,0,0.0,0,0.0,0,0.0,0,0.0,1099,0.1,1,0.5,2958,1.0,2,1.5,2102,1.6,1,0.6,
多摩地区計,584201,6.0,356,6.0,86713,4.2,85,4.7,17090,4.8,10,2.8,0,0.0,0,0.0,191416,8.3,87,8.5,68865,6.2,39,8.5,32532,23.2,11,11.1,37285,5.3,73,7.1,5392,1.4,2,2.0,37144,5.1,22,6.9,11647,3.8,3,2.3,66040,55.7,13,44.8,9255,3.8,3,4.5,13723,1.7,5,2.6,7099,2.3,2,1.5,0,0.0,1,0.6,
西多摩地域,11042,0.1,12,0.2,586,0.0,1,0.1,63,0.0,1,0.3,0,0.0,0,0.0,1013,0.0,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,7617,1.1,5,0.5,0,0.0,0,0.0,906,0.1,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,858,0.1,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,
南多摩(1)地域,49024,0.5,33,0.6,3659,0.2,6,0.3,0,0.0,1,0.3,0,0.0,0,0.0,11276,0.5,6,0.6,12520,1.1,7,1.5,5010,3.6,1,1.0,3276,0.5,6,0.6,0,0.0,0,0.0,10367,1.4,3,0.9,0,0.0,0,0.0,2915,2.5,3,10.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
南多摩(2)地域,143660,1.5,79,1.3,18366,0.9,17,0.9,0,0.0,0,0.0,0,0.0,0,0.0,30419,1.3,16,1.6,19305,1.7,18,3.9,3032,2.2,2,2.0,4584,0.7,12,1.2,0,0.0,0,0.0,11281,1.6,4,1.2,0,0.0,0,0.0,53165,44.8,8,27.6,3507,1.4,1,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6,
北多摩西部(1)地域,39662,0.4,28,0.5,3141,0.2,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,10452,0.5,7,0.7,2417,0.2,3,0.7,7258,5.2,4,4.0,1373,0.2,4,0.4,233,0.1,1,1.0,6639,0.9,3,0.9,3215,1.1,1,0.8,0,0.0,0,0.0,737,0.3,1,1.5,3373,0.4,1,0.5,824,0.3,1,0.8,0,0.0,0,0.0,
北多摩西部(2)地域,80980,0.8,28,0.5,3249,0.2,4,0.2,1123,0.3,1,0.3,0,0.0,0,0.0,46317,2.0,11,1.1,10109,0.9,2,0.4,0,0.0,0,0.0,1106,0.2,5,0.5,0,0.0,0,0.0,1111,0.2,2,0.6,7180,2.4,1,0.8,9520,8.0,1,3.4,0,0.0,0,0.0,1266,0.2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,
北多摩西部(3)地域,9739,0.1,13,0.2,5509,0.3,4,0.2,436,0.1,1,0.3,0,0.0,0,0.0,436,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,2808,0.4,6,0.6,0,0.0,0,0.0,551,0.1,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
北多摩南部地域,159503,1.6,104,1.7,34135,1.7,32,1.8,7343,2.0,4,1.1,0,0.0,0,0.0,67130,2.9,30,2.9,186,0.0,1,0.2,17232,12.3,4,4.0,14345,2.0,27,2.6,5159,1.3,1,1.0,737,0.1,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,5010,2.0,1,1.5,8226,1.0,2,1.1,0,0.0,0,0.0,0,0.0,0,0.0,
北多摩北部地域,88132,0.9,58,1.0,18068,0.9,19,1.0,8125,2.3,2,0.6,0,0.0,0,0.0,24374,1.1,14,1.4,21868,2.0,7,1.5,0,0.0,0,0.0,2177,0.3,8,0.8,0,0.0,0,0.0,5552,0.8,5,1.6,1253,0.4,1,0.8,440,0.4,1,3.4,0,0.0,0,0.0,0,0.0,0,0.0,6275,2.0,1,0.8,0,0.0,0,0.0,
島しょ部,2460,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2460,0.2,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
都外計,4604815,47.4,1756,29.4,583533,28.6,357,19.7,124200,34.6,82,22.7,10416,27.3,7,14.0,958473,41.7,338,33.0,703635,63.3,218,47.5,54516,38.9,55,55.6,173106,24.6,146,14.2,354429,90.6,58,56.9,422640,58.4,149,46.4,6150,2.0,14,10.7,9346,7.9,2,6.9,211479,85.9,60,89.6,705656,88.2,168,88.9,191174,62.1,64,48.1,96061,72.6,38,24.1,
北海道,157583,1.6,26,0.4,20384,1.0,5,0.3,0,0.0,0,0.0,0,0.0,0,0.0,13286,0.6,2,0.2,11774,1.1,2,0.4,274,0.2,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0,7811,1.1,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,10262,4.2,1,1.5,20031,2.5,4,2.1,62067,20.2,5,3.8,11694,8.8,2,1.3,
青森県,35180,0.4,13,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1242,0.1,2,0.2,8368,0.8,2,0.4,0,0.0,0,0.0,949,0.1,1,0.1,0,0.0,0,0.0,2358,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,8366,3.4,2,3.0,13896,1.7,4,2.1,0,0.0,0,0.0,0,0.0,1,0.6,
岩手県,23384,0.2,6,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7598,0.3,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6157,0.9,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,9599,3.9,2,3.0,0,0.0,0,0.0,29,0.0,1,0.8,0,0.0,0,0.0,
宮城県,30422,0.3,18,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1582,0.1,1,0.2,0,0.0,0,0.0,1582,0.2,1,0.1,0,0.0,0,0.0,12658,1.7,10,3.1,0,0.0,0,0.0,0,0.0,0,0.0,3613,1.5,2,3.0,966,0.1,3,1.6,10021,3.3,1,0.8,0,0.0,0,0.0,
秋田県,22058,0.2,6,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12168,0.5,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,737,0.3,1,1.5,9153,1.1,3,1.6,0,0.0,0,0.0,0,0.0,0,0.0,
山形県,14075,0.1,8,0.1,950,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1898,0.3,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2341,1.0,2,3.0,8886,1.1,4,2.1,0,0.0,0,0.0,0,0.0,0,0.0,
福島県,90491,0.9,20,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2215,0.3,1,0.1,0,0.0,0,0.0,1423,0.2,3,0.9,0,0.0,0,0.0,0,0.0,0,0.0,2215,0.9,1,1.5,84001,10.5,14,7.4,0,0.0,0,0.0,637,0.5,1,0.6,
茨城県,210554,2.2,65,1.1,3042,0.1,4,0.2,2505,0.7,1,0.3,0,0.0,0,0.0,5793,0.3,5,0.5,100529,9.0,20,4.4,152,0.1,1,1.0,3900,0.6,4,0.4,14783,3.8,2,2.0,22154,3.1,6,1.9,0,0.0,0,0.0,6841,5.8,1,3.4,2198,0.9,3,4.5,34777,4.3,13,6.9,8560,2.8,4,3.0,5319,4.0,1,0.6,
栃木県,95912,1.0,30,0.5,295,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,8684,0.4,3,0.3,6648,0.6,1,0.2,7310,5.2,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0,2227,0.3,2,0.6,513,0.2,1,0.8,0,0.0,0,0.0,6318,2.6,4,6.0,48879,6.1,11,5.8,6194,2.0,3,2.3,8843,6.7,2,1.3,
群馬県,252524,2.6,47,0.8,3020,0.1,3,0.2,1553,0.4,1,0.3,0,0.0,0,0.0,27118,1.2,6,0.6,11168,1.0,2,0.4,3347,2.4,4,4.0,4274,0.6,2,0.2,123375,31.5,3,2.9,23642,3.3,11,3.4,0,0.0,0,0.0,0,0.0,0,0.0,3488,1.4,1,1.5,44347,5.5,10,5.3,7084,2.3,3,2.3,108,0.1,1,0.6,
埼玉県,1370297,14.1,539,9.0,245323,12.0,153,8.4,45718,12.7,35,9.7,497,1.3,4,8.0,278323,12.1,88,8.6,248940,22.4,81,17.6,10832,7.7,9,9.1,67195,9.5,41,4.0,173146,44.2,32,31.4,118436,16.4,37,11.5,4765,1.6,8,6.1,2505,2.1,1,3.4,16709,6.8,3,4.5,127169,15.9,30,15.9,26253,8.5,11,8.3,4486,3.4,6,3.8,
千葉県,894152,9.2,392,6.6,81568,4.0,71,3.9,38404,10.7,25,6.9,8889,23.3,2,4.0,251616,11.0,94,9.2,124304,11.2,43,9.4,11819,8.4,9,9.1,44653,6.3,49,4.8,19813,5.1,11,10.8,92749,12.8,24,7.5,344,0.1,2,1.5,0,0.0,0,0.0,46501,18.9,14,20.9,135706,17.0,28,14.8,25539,8.3,12,9.0,12247,9.3,8,5.1,
神奈川県,1040327,10.7,451,7.6,205971,10.1,105,5.8,26330,7.3,16,4.4,0,0.0,0,0.0,334907,14.6,129,12.6,152428,13.7,52,11.3,16608,11.8,15,15.2,43602,6.2,43,4.2,8108,2.1,5,4.9,60905,8.4,24,7.5,528,0.2,3,2.3,0,0.0,0,0.0,53600,21.8,9,13.4,80207,10.0,20,10.6,40405,13.1,16,12.0,16730,12.7,14,8.9,
新潟県,21584,0.2,19,0.3,26,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,949,0.0,1,0.1,7452,0.7,3,0.7,0,0.0,0,0.0,949,0.1,1,0.1,3735,1.0,1,1.0,6509,0.9,10,3.1,0,0.0,0,0.0,0,0.0,0,0.0,1715,0.7,1,1.5,248,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,
富山県,5,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.0,1,0.8,0,0.0,0,0.0,
石川県,467,0.0,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,442,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,0.0,1,0.8,0,0.0,0,0.0,
福井県,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
山梨県,68381,0.7,16,0.3,14908,0.7,2,0.1,4429,1.2,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,4803,0.4,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17383,7.1,3,4.5,26220,3.3,7,3.7,0,0.0,0,0.0,637,0.5,1,0.6,
長野県,14360,0.1,8,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9936,0.9,4,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1918,0.2,3,1.6,2505,0.8,1,0.8,0,0.0,0,0.0,
岐阜県,10203,0.1,5,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2484,0.2,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,520,0.1,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,4741,1.9,2,3.0,2457,0.3,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,
静岡県,134436,1.4,41,0.7,6479,0.3,4,0.2,1889,0.5,2,0.6,1031,2.7,1,2.0,3932,0.2,1,0.1,8249,0.7,2,0.4,2324,1.7,5,5.1,1889,0.3,2,0.2,11469,2.9,4,3.9,24850,3.4,5,1.6,0,0.0,0,0.0,0,0.0,0,0.0,10443,4.2,5,7.5,61883,7.7,10,5.3,0,0.0,0,0.0,0,0.0,0,0.0,
愛知県,25137,0.3,12,0.2,18,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4968,0.4,2,0.4,209,0.1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,13647,1.9,4,1.2,0,0.0,0,0.0,0,0.0,0,0.0,2456,1.0,1,1.5,2456,0.3,1,0.5,1382,0.4,2,1.5,0,0.0,0,0.0,
